#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt0,#item+rem+i_fas+is_zyyy+rdf_p_skos_preflabel_s5002+ix_alt0,#meta+ERROR+adm2+code+v_pcode,#meta+ERROR+adm2+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt2,#item+rem+i_fas+is_zyyy+rdf_p_skos_preflabel_s5002+ix_alt1,#item+rem+i_fas+is_zyyy+rdf_p_skos_preflabel_s5002+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#item+rem+i_fas+is_zyyy+rdf_p_skos_preflabel_s5001,#meta+ERROR+adm1+code+v_pcode,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#item+rem+i_fas+is_zyyy+rdf_p_skos_preflabel_s5000,#meta+ERROR+country+code+v_iso3166p1a2,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:364:2:26006,26006,1603:45:16:364:0,1603:45:16:364:1:26,1603:45:16:364:2:26006,Iranshahr,شهرستان ایرانشهر,IR026006,,,,,,Sistan and Baluchestan,سیستان و بلوچستان,IR026,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-05-20,2019-05-20,
1603:45:16:364:2:26007,26007,1603:45:16:364:0,1603:45:16:364:1:26,1603:45:16:364:2:26007,Khash,شهرستان خاش,IR026007,,,,,,Sistan and Baluchestan,سیستان و بلوچستان,IR026,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-05-20,2019-05-20,
1603:45:16:364:2:26008,26008,1603:45:16:364:0,1603:45:16:364:1:26,1603:45:16:364:2:26008,Konarak,شهرستان کنارک,IR026008,,,,,,Sistan and Baluchestan,سیستان و بلوچستان,IR026,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-05-20,2019-05-20,
1603:45:16:364:2:26009,26009,1603:45:16:364:0,1603:45:16:364:1:26,1603:45:16:364:2:26009,Mehrestan,شهرستان مهرستان,IR026009,,,,,,Sistan and Baluchestan,سیستان و بلوچستان,IR026,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-05-20,2019-05-20,
1603:45:16:364:2:26010,26010,1603:45:16:364:0,1603:45:16:364:1:26,1603:45:16:364:2:26010,Mirjaveh,شهرستان میرجاوه,IR026010,,,,,,Sistan and Baluchestan,سیستان و بلوچستان,IR026,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-05-20,2019-05-20,
1603:45:16:364:2:26011,26011,1603:45:16:364:0,1603:45:16:364:1:26,1603:45:16:364:2:26011,Nikshahr,شهرستان نیک‌شهر,IR026011,,,,,,Sistan and Baluchestan,سیستان و بلوچستان,IR026,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-05-20,2019-05-20,
1603:45:16:364:2:26012,26012,1603:45:16:364:0,1603:45:16:364:1:26,1603:45:16:364:2:26012,Nimrouz,شهرستان نیمروز,IR026012,,,,,,Sistan and Baluchestan,سیستان و بلوچستان,IR026,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-05-20,2019-05-20,
1603:45:16:364:2:26013,26013,1603:45:16:364:0,1603:45:16:364:1:26,1603:45:16:364:2:26013,Ghasre Ghand,شهرستان قصرقند,IR026013,,,,,,Sistan and Baluchestan,سیستان و بلوچستان,IR026,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-05-20,2019-05-20,
1603:45:16:364:2:26014,26014,1603:45:16:364:0,1603:45:16:364:1:26,1603:45:16:364:2:26014,Saravan,شهرستان سراوان,IR026014,,,,,,Sistan and Baluchestan,سیستان و بلوچستان,IR026,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-05-20,2019-05-20,
1603:45:16:364:2:26015,26015,1603:45:16:364:0,1603:45:16:364:1:26,1603:45:16:364:2:26015,Sarbaz,شهرستان سرباز,IR026015,,,,,,Sistan and Baluchestan,سیستان و بلوچستان,IR026,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-05-20,2019-05-20,
1603:45:16:364:2:26016,26016,1603:45:16:364:0,1603:45:16:364:1:26,1603:45:16:364:2:26016,Sibo Soran,شهرستان سیب وسوران,IR026016,,,,,,Sistan and Baluchestan,سیستان و بلوچستان,IR026,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-05-20,2019-05-20,
1603:45:16:364:2:26017,26017,1603:45:16:364:0,1603:45:16:364:1:26,1603:45:16:364:2:26017,Zabol,شهرستان زابل,IR026017,,,,,,Sistan and Baluchestan,سیستان و بلوچستان,IR026,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-05-20,2019-05-20,
1603:45:16:364:2:26018,26018,1603:45:16:364:0,1603:45:16:364:1:26,1603:45:16:364:2:26018,Zehak,شهرستان زهک,IR026018,,,,,,Sistan and Baluchestan,سیستان و بلوچستان,IR026,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-05-20,2019-05-20,
1603:45:16:364:2:26019,26019,1603:45:16:364:0,1603:45:16:364:1:26,1603:45:16:364:2:26019,Zahedan,شهرستان زاهدان,IR026019,,,,,,Sistan and Baluchestan,سیستان و بلوچستان,IR026,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-05-20,2019-05-20,
1603:45:16:364:2:27001,27001,1603:45:16:364:0,1603:45:16:364:1:27,1603:45:16:364:2:27001,Birjand,شهرستان بیرجند,IR027001,,,,,,South Khorasan,خراسان جنوبی,IR027,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-05-20,2019-05-20,
1603:45:16:364:2:27002,27002,1603:45:16:364:0,1603:45:16:364:1:27,1603:45:16:364:2:27002,Boshruyeh,شهرستان بشرویه,IR027002,,,,,,South Khorasan,خراسان جنوبی,IR027,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-05-20,2019-05-20,
1603:45:16:364:2:27003,27003,1603:45:16:364:0,1603:45:16:364:1:27,1603:45:16:364:2:27003,Darmian,شهرستان درمیان,IR027003,,,,,,South Khorasan,خراسان جنوبی,IR027,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-05-20,2019-05-20,
1603:45:16:364:2:27004,27004,1603:45:16:364:0,1603:45:16:364:1:27,1603:45:16:364:2:27004,Ferdows,شهرستان فردوس,IR027004,,,,,,South Khorasan,خراسان جنوبی,IR027,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-05-20,2019-05-20,
1603:45:16:364:2:27005,27005,1603:45:16:364:0,1603:45:16:364:1:27,1603:45:16:364:2:27005,Qaen,شهرستان قائنات,IR027005,,,,,,South Khorasan,خراسان جنوبی,IR027,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-05-20,2019-05-20,
1603:45:16:364:2:27006,27006,1603:45:16:364:0,1603:45:16:364:1:27,1603:45:16:364:2:27006,Khusf,شهرستان خوسف,IR027006,,,,,,South Khorasan,خراسان جنوبی,IR027,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-05-20,2019-05-20,
1603:45:16:364:2:27007,27007,1603:45:16:364:0,1603:45:16:364:1:27,1603:45:16:364:2:27007,Nehbandan,شهرستان نهبندان,IR027007,,,,,,South Khorasan,خراسان جنوبی,IR027,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-05-20,2019-05-20,
1603:45:16:364:2:27008,27008,1603:45:16:364:0,1603:45:16:364:1:27,1603:45:16:364:2:27008,Sarayan,شهرستان سرایان,IR027008,,,,,,South Khorasan,خراسان جنوبی,IR027,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-05-20,2019-05-20,
1603:45:16:364:2:27009,27009,1603:45:16:364:0,1603:45:16:364:1:27,1603:45:16:364:2:27009,Sarbisheh,شهرستان سربیشه,IR027009,,,,,,South Khorasan,خراسان جنوبی,IR027,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-05-20,2019-05-20,
1603:45:16:364:2:27010,27010,1603:45:16:364:0,1603:45:16:364:1:27,1603:45:16:364:2:27010,Tabas,شهرستان طبس,IR027010,,,,,,South Khorasan,خراسان جنوبی,IR027,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-05-20,2019-05-20,
1603:45:16:364:2:27011,27011,1603:45:16:364:0,1603:45:16:364:1:27,1603:45:16:364:2:27011,Zirkouh,شهرستان زیرکوه,IR027011,,,,,,South Khorasan,خراسان جنوبی,IR027,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-05-20,2019-05-20,
1603:45:16:364:2:28001,28001,1603:45:16:364:0,1603:45:16:364:1:28,1603:45:16:364:2:28001,Baharestan,شهرستان بهارستان,IR028001,,,,,,Tehran,تهران,IR028,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-05-20,2019-05-20,
1603:45:16:364:2:28002,28002,1603:45:16:364:0,1603:45:16:364:1:28,1603:45:16:364:2:28002,Damavand,شهرستان دماوند,IR028002,,,,,,Tehran,تهران,IR028,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-05-20,2019-05-20,
1603:45:16:364:2:28003,28003,1603:45:16:364:0,1603:45:16:364:1:28,1603:45:16:364:2:28003,Firuzkuh,شهرستان فیروزکوه,IR028003,,,,,,Tehran,تهران,IR028,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-05-20,2019-05-20,
1603:45:16:364:2:28004,28004,1603:45:16:364:0,1603:45:16:364:1:28,1603:45:16:364:2:28004,Qarchak,شهرستان قرچک,IR028004,,,,,,Tehran,تهران,IR028,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-05-20,2019-05-20,
1603:45:16:364:2:28005,28005,1603:45:16:364:0,1603:45:16:364:1:28,1603:45:16:364:2:28005,Islamshahr,شهرستان اسلامشهر,IR028005,,,,,,Tehran,تهران,IR028,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-05-20,2019-05-20,
1603:45:16:364:2:28006,28006,1603:45:16:364:0,1603:45:16:364:1:28,1603:45:16:364:2:28006,Malard,شهرستان ملارد,IR028006,,,,,,Tehran,تهران,IR028,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-05-20,2019-05-20,
1603:45:16:364:2:28007,28007,1603:45:16:364:0,1603:45:16:364:1:28,1603:45:16:364:2:28007,Pakdasht,شهرستان پاکدشت,IR028007,,,,,,Tehran,تهران,IR028,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-05-20,2019-05-20,
1603:45:16:364:2:28008,28008,1603:45:16:364:0,1603:45:16:364:1:28,1603:45:16:364:2:28008,Pardis,شهرستان پردیس,IR028008,,,,,,Tehran,تهران,IR028,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-05-20,2019-05-20,
1603:45:16:364:2:28009,28009,1603:45:16:364:0,1603:45:16:364:1:28,1603:45:16:364:2:28009,Pishva,شهرستان پیشوا,IR028009,,,,,,Tehran,تهران,IR028,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-05-20,2019-05-20,
1603:45:16:364:2:28010,28010,1603:45:16:364:0,1603:45:16:364:1:28,1603:45:16:364:2:28010,Shahr-e Qods,شهرستان قدس,IR028010,,,,,,Tehran,تهران,IR028,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-05-20,2019-05-20,
1603:45:16:364:2:28011,28011,1603:45:16:364:0,1603:45:16:364:1:28,1603:45:16:364:2:28011,Rey,شهرستان ری,IR028011,,,,,,Tehran,تهران,IR028,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-05-20,2019-05-20,
1603:45:16:364:2:28012,28012,1603:45:16:364:0,1603:45:16:364:1:28,1603:45:16:364:2:28012,Robat-Karim,شهرستان رباط کریم,IR028012,,,,,,Tehran,تهران,IR028,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-05-20,2019-05-20,
1603:45:16:364:2:28013,28013,1603:45:16:364:0,1603:45:16:364:1:28,1603:45:16:364:2:28013,Shahriar,شهرستان شهریار,IR028013,,,,,,Tehran,تهران,IR028,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-05-20,2019-05-20,
1603:45:16:364:2:28014,28014,1603:45:16:364:0,1603:45:16:364:1:28,1603:45:16:364:2:28014,Shemiranat,شهرستان شمیرانات,IR028014,,,,,,Tehran,تهران,IR028,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-05-20,2019-05-20,
1603:45:16:364:2:28015,28015,1603:45:16:364:0,1603:45:16:364:1:28,1603:45:16:364:2:28015,Tehran,شهرستان تهران,IR028015,,,,,,Tehran,تهران,IR028,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-05-20,2019-05-20,
1603:45:16:364:2:28016,28016,1603:45:16:364:0,1603:45:16:364:1:28,1603:45:16:364:2:28016,Varamin,شهرستان ورامین,IR028016,,,,,,Tehran,تهران,IR028,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-05-20,2019-05-20,
1603:45:16:364:2:29001,29001,1603:45:16:364:0,1603:45:16:364:1:29,1603:45:16:364:2:29001,Oshnaviyeh,شهرستان اشنویه,IR029001,,,,,,West Azerbaijan,آذربایجان غربی,IR029,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-05-20,2019-05-20,
1603:45:16:364:2:29002,29002,1603:45:16:364:0,1603:45:16:364:1:29,1603:45:16:364:2:29002,Bukan,شهرستان بوکان,IR029002,,,,,,West Azerbaijan,آذربایجان غربی,IR029,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-05-20,2019-05-20,
1603:45:16:364:2:29003,29003,1603:45:16:364:0,1603:45:16:364:1:29,1603:45:16:364:2:29003,Chaldoran,شهرستان چالدران,IR029003,,,,,,West Azerbaijan,آذربایجان غربی,IR029,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-05-20,2019-05-20,
1603:45:16:364:2:29004,29004,1603:45:16:364:0,1603:45:16:364:1:29,1603:45:16:364:2:29004,Chaypareh,شهرستان چایپاره,IR029004,,,,,,West Azerbaijan,آذربایجان غربی,IR029,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-05-20,2019-05-20,
1603:45:16:364:2:29005,29005,1603:45:16:364:0,1603:45:16:364:1:29,1603:45:16:364:2:29005,Khoy,شهرستان خوی,IR029005,,,,,,West Azerbaijan,آذربایجان غربی,IR029,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-05-20,2019-05-20,
1603:45:16:364:2:29006,29006,1603:45:16:364:0,1603:45:16:364:1:29,1603:45:16:364:2:29006,Mahabad,شهرستان مهاباد,IR029006,,,,,,West Azerbaijan,آذربایجان غربی,IR029,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-05-20,2019-05-20,
1603:45:16:364:2:29007,29007,1603:45:16:364:0,1603:45:16:364:1:29,1603:45:16:364:2:29007,Maku,شهرستان ماکو,IR029007,,,,,,West Azerbaijan,آذربایجان غربی,IR029,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-05-20,2019-05-20,
1603:45:16:364:2:29008,29008,1603:45:16:364:0,1603:45:16:364:1:29,1603:45:16:364:2:29008,Miandoab,شهرستان میاندوآب,IR029008,,,,,,West Azerbaijan,آذربایجان غربی,IR029,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-05-20,2019-05-20,
1603:45:16:364:2:29009,29009,1603:45:16:364:0,1603:45:16:364:1:29,1603:45:16:364:2:29009,Naqadeh,شهرستان نقده,IR029009,,,,,,West Azerbaijan,آذربایجان غربی,IR029,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-05-20,2019-05-20,
1603:45:16:364:2:29010,29010,1603:45:16:364:0,1603:45:16:364:1:29,1603:45:16:364:2:29010,Piranshahr,شهرستان پیرانشهر,IR029010,,,,,,West Azerbaijan,آذربایجان غربی,IR029,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-05-20,2019-05-20,
1603:45:16:364:2:29011,29011,1603:45:16:364:0,1603:45:16:364:1:29,1603:45:16:364:2:29011,Poldasht,شهرستان پلدشت,IR029011,,,,,,West Azerbaijan,آذربایجان غربی,IR029,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-05-20,2019-05-20,
1603:45:16:364:2:29012,29012,1603:45:16:364:0,1603:45:16:364:1:29,1603:45:16:364:2:29012,Salmas,شهرستان سلماس,IR029012,,,,,,West Azerbaijan,آذربایجان غربی,IR029,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-05-20,2019-05-20,
1603:45:16:364:2:29013,29013,1603:45:16:364:0,1603:45:16:364:1:29,1603:45:16:364:2:29013,Sardasht,شهرستان سردشت,IR029013,,,,,,West Azerbaijan,آذربایجان غربی,IR029,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-05-20,2019-05-20,
1603:45:16:364:2:29014,29014,1603:45:16:364:0,1603:45:16:364:1:29,1603:45:16:364:2:29014,Shahindej,شهرستان شاهین‌دژ,IR029014,,,,,,West Azerbaijan,آذربایجان غربی,IR029,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-05-20,2019-05-20,
1603:45:16:364:2:29015,29015,1603:45:16:364:0,1603:45:16:364:1:29,1603:45:16:364:2:29015,Showt,شهرستان شوط,IR029015,,,,,,West Azerbaijan,آذربایجان غربی,IR029,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-05-20,2019-05-20,
1603:45:16:364:2:29016,29016,1603:45:16:364:0,1603:45:16:364:1:29,1603:45:16:364:2:29016,Takab,شهرستان تکاب,IR029016,,,,,,West Azerbaijan,آذربایجان غربی,IR029,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-05-20,2019-05-20,
1603:45:16:364:2:29017,29017,1603:45:16:364:0,1603:45:16:364:1:29,1603:45:16:364:2:29017,Urumia,شهرستان ارومیه,IR029017,,,,,,West Azerbaijan,آذربایجان غربی,IR029,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-05-20,2019-05-20,
1603:45:16:364:2:30001,30001,1603:45:16:364:0,1603:45:16:364:1:30,1603:45:16:364:2:30001,Abarkuh,شهرستان ابرکوه,IR030001,,,,,,Yazd,یزد,IR030,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-05-20,2019-05-20,
1603:45:16:364:2:30002,30002,1603:45:16:364:0,1603:45:16:364:1:30,1603:45:16:364:2:30002,Ardekan,شهرستان اردکان,IR030002,,,,,,Yazd,یزد,IR030,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-05-20,2019-05-20,
1603:45:16:364:2:30003,30003,1603:45:16:364:0,1603:45:16:364:1:30,1603:45:16:364:2:30003,Ashkezar,شهرستان اشکذر,IR030003,,,,,,Yazd,یزد,IR030,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-05-20,2019-05-20,
1603:45:16:364:2:30004,30004,1603:45:16:364:0,1603:45:16:364:1:30,1603:45:16:364:2:30004,Bafq,شهرستان بافق,IR030004,,,,,,Yazd,یزد,IR030,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-05-20,2019-05-20,
1603:45:16:364:2:30005,30005,1603:45:16:364:0,1603:45:16:364:1:30,1603:45:16:364:2:30005,Bahabad,شهرستان بهاباد,IR030005,,,,,,Yazd,یزد,IR030,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-05-20,2019-05-20,
1603:45:16:364:2:30006,30006,1603:45:16:364:0,1603:45:16:364:1:30,1603:45:16:364:2:30006,Khatam,شهرستان خاتم,IR030006,,,,,,Yazd,یزد,IR030,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-05-20,2019-05-20,
1603:45:16:364:2:30007,30007,1603:45:16:364:0,1603:45:16:364:1:30,1603:45:16:364:2:30007,Mehriz,شهرستان مهریز,IR030007,,,,,,Yazd,یزد,IR030,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-05-20,2019-05-20,
1603:45:16:364:2:30008,30008,1603:45:16:364:0,1603:45:16:364:1:30,1603:45:16:364:2:30008,Meybod,شهرستان میبد,IR030008,,,,,,Yazd,یزد,IR030,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-05-20,2019-05-20,
1603:45:16:364:2:30009,30009,1603:45:16:364:0,1603:45:16:364:1:30,1603:45:16:364:2:30009,Taft,شهرستان تفت,IR030009,,,,,,Yazd,یزد,IR030,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-05-20,2019-05-20,
1603:45:16:364:2:30010,30010,1603:45:16:364:0,1603:45:16:364:1:30,1603:45:16:364:2:30010,Yazd,شهرستان یزد,IR030010,,,,,,Yazd,یزد,IR030,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-05-20,2019-05-20,
1603:45:16:364:2:31001,31001,1603:45:16:364:0,1603:45:16:364:1:31,1603:45:16:364:2:31001,Abhar,شهرستان ابهر,IR031001,,,,,,Zanjan,زنجان,IR031,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-05-20,2019-05-20,
1603:45:16:364:2:31002,31002,1603:45:16:364:0,1603:45:16:364:1:31,1603:45:16:364:2:31002,Eejrud,شهرستان ایجرود,IR031002,,,,,,Zanjan,زنجان,IR031,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-05-20,2019-05-20,
1603:45:16:364:2:31003,31003,1603:45:16:364:0,1603:45:16:364:1:31,1603:45:16:364:2:31003,Khodabandeh,شهرستان خدابنده,IR031003,,,,,,Zanjan,زنجان,IR031,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-05-20,2019-05-20,
1603:45:16:364:2:31004,31004,1603:45:16:364:0,1603:45:16:364:1:31,1603:45:16:364:2:31004,Khorramdarreh,شهرستان خرمدره,IR031004,,,,,,Zanjan,زنجان,IR031,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-05-20,2019-05-20,
1603:45:16:364:2:31005,31005,1603:45:16:364:0,1603:45:16:364:1:31,1603:45:16:364:2:31005,Mahneshan,شهرستان ماه نشان,IR031005,,,,,,Zanjan,زنجان,IR031,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-05-20,2019-05-20,
1603:45:16:364:2:31006,31006,1603:45:16:364:0,1603:45:16:364:1:31,1603:45:16:364:2:31006,Soltanieh,شهرستان سلطانیه,IR031006,,,,,,Zanjan,زنجان,IR031,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-05-20,2019-05-20,
1603:45:16:364:2:31007,31007,1603:45:16:364:0,1603:45:16:364:1:31,1603:45:16:364:2:31007,Tarom,شهرستان طارم,IR031007,,,,,,Zanjan,زنجان,IR031,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-05-20,2019-05-20,
1603:45:16:364:2:31008,31008,1603:45:16:364:0,1603:45:16:364:1:31,1603:45:16:364:2:31008,Zanjan,شهرستان زنجان,IR031008,,,,,,Zanjan,زنجان,IR031,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-05-20,2019-05-20,
