admin3Name_en,admin3Name_ua,admin3Name_ru,admin3Pcode,admin3RefName,admin3AltName1_en,admin3AltName2_en,admin3AltName1_ua,admin3AltName2_ua,admin3AltName1_ru,admin3AltName2_ru,admin2Name_en,admin2Name_ua,admin2Name_ru,admin2Pcode,admin1Name_en,admin1Name_ua,admin1Name_ru,admin1Pcode,admin0Name_en,admin0Name_ua,admin0Name_ru,admin0Pcode,date,validOn,validTo,admin3ClassCode,admin3ClassType,admin3PoliticalType,admin3pcode2016,admin2ClassType,admin1ClassType
Ryzhanska,Рижанська,Рыжанский,UA1821184000,Ryzhanska,,,,,,,Khoroshivskyi,Хорошівський,Хорошевский,UA18211,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1821184000,район,область
Skolobivska,Сколобівська,Сколобовский,UA1821184100,Skolobivska,,,,,,,Khoroshivskyi,Хорошівський,Хорошевский,UA18211,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1821184100,район,область
Sukhovilska,Суховільська,Суховольский,UA1821184300,Sukhovilska,,,,,,,Khoroshivskyi,Хорошівський,Хорошевский,UA18211,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1821184300,район,область
Toporyshchenska,Топорищенська,Топорищенский,UA1821185400,Toporyshchenska,,,,,,,Khoroshivskyi,Хорошівський,Хорошевский,UA18211,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1821185400,район,область
Romanivska,Романівська,Романовский,UA1821455100,Romanivska,,,,,,,Romanivskyi,Романівський,Романовский,UA18214,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,селищна рада,1821455100,район,область
Bykivska,Биківська,Быковский,UA1821455300,Bykivska,,,,,,,Romanivskyi,Романівський,Романовский,UA18214,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,селищна рада,1821455300,район,область
Myropilska,Миропільська,Миропольский,UA1821455600,Myropilska,,,,,,,Romanivskyi,Романівський,Романовский,UA18214,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,селищна рада,1821455600,район,область
Buldychivska,Булдичівська,Булдычевский,UA1821480600,Buldychivska,,,,,,,Romanivskyi,Романівський,Романовский,UA18214,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1821480600,район,область
Velykokozarska,Великокозарська,Великокозарский,UA1821480800,Velykokozarska,,,,,,,Romanivskyi,Романівський,Романовский,UA18214,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1821480800,район,область
Vilshanska,Вільшанська,Ольшанский,UA1821481000,Vilshanska,,,,,,,Romanivskyi,Романівський,Романовский,UA18214,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1821481000,район,область
Vrublivska,Врублівська,Врублевский,UA1821481500,Vrublivska,,,,,,,Romanivskyi,Романівський,Романовский,UA18214,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1821481500,район,область
Hodyska,Годиська,Годыхский,UA1821481800,Hodyska,,,,,,,Romanivskyi,Романівський,Романовский,UA18214,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1821481800,район,область
Hordiivska,Гордіївська,Гордиевский,UA1821482000,Hordiivska,,,,,,,Romanivskyi,Романівський,Романовский,UA18214,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1821482000,район,область
Kaminska,Камінська,Каменский,UA1821482200,Kaminska,,,,,,,Romanivskyi,Романівський,Романовский,UA18214,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1821482200,район,область
Karvynivska,Карвинівська,Карвиновский,UA1821482700,Karvynivska,,,,,,,Romanivskyi,Романівський,Романовский,UA18214,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1821482700,район,область
Kolodiazhnenska,Колодяжненська,Колодяжненский,UA1821482800,Kolodiazhnenska,,,,,,,Romanivskyi,Романівський,Романовский,UA18214,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1821482800,район,область
Malokozarska,Малокозарська,Малокозарский,UA1821482900,Malokozarska,,,,,,,Romanivskyi,Романівський,Романовский,UA18214,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1821482900,район,область
Nyvnenska,Нивненська,Нивненский,UA1821483000,Nyvnenska,,,,,,,Romanivskyi,Романівський,Романовский,UA18214,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1821483000,район,область
Olshanska,Ольшанська,Ольшанский,UA1821483200,Olshanska,,,,,,,Romanivskyi,Романівський,Романовский,UA18214,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1821483200,район,область
Pechanivska,Печанівська,Печановский,UA1821483600,Pechanivska,,,,,,,Romanivskyi,Романівський,Романовский,UA18214,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1821483600,район,область
Prutivska,Прутівська,Прутовский,UA1821484000,Prutivska,,,,,,,Romanivskyi,Романівський,Романовский,UA18214,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1821484000,район,область
Romanivska,Романівська,Романовский,UA1821484200,Romanivska,,,,,,,Romanivskyi,Романівський,Романовский,UA18214,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1821484200,район,область
Sadkivska,Садківська,Садковский,UA1821484600,Sadkivska,,,,,,,Romanivskyi,Романівський,Романовский,UA18214,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1821484600,район,область
Sobolivska,Соболівська,Соболевский,UA1821484800,Sobolivska,,,,,,,Romanivskyi,Романівський,Романовский,UA18214,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1821484800,район,область
Starochudnivskohutianska,Старочуднівськогутянська,Старочудновскогутянский,UA1821485000,Starochudnivskohutianska,,,,,,,Romanivskyi,Романівський,Романовский,UA18214,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1821485000,район,область
Chervonokhatkivska,Червонохатківська,Червонохатковский,UA1821485600,Chervonokhatkivska,,,,,,,Romanivskyi,Романівський,Романовский,UA18214,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1821485600,район,область
Khyzhynetska,Хижинецька,Хижинецкий,UA1821485800,Khyzhynetska,,,,,,,Romanivskyi,Романівський,Романовский,UA18214,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1821485800,район,область
Yahodynska,Ягодинська,Ягодинский,UA1821486700,Yahodynska,,,,,,,Romanivskyi,Романівський,Романовский,UA18214,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1821486700,район,область
Yasnohorodska,Ясногородська,Ясногородский,UA1821486900,Yasnohorodska,,,,,,,Romanivskyi,Романівський,Романовский,UA18214,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1821486900,район,область
