admin3Name_en,admin3Name_ar,admin3Pcode,admin3RefName,admin3AltName1_en,admin3AltName2_en,admin3AltName1_ar,admin3AltName2_ar,admin2Name_en,admin2Name_ar,admin2Pcode,admin1Name_en,admin1Name_ar,admin1Pcode,admin0Name_en,admin0Name_ar,admin0Pcode,date,validOn,validTo
Sinn El-Fil,سن الفيل,LB22155,Sinn El-Fil,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Litige,,LB22001,Litige,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Broummana El-Matn,برمانا المتن,LB22611,Broummana El-Matn,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Hazerta,حزرتا,LB51157,Hazerta,,,,,Zahle,زحلة,LB25,Bekaa,البقاع,LB2,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Qannebet Salima,قنابة صليما,LB22683,Qannebet Salima,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Temnine Et-Tahta,تمنين التحتا,LB53425,Temnine Et-Tahta,,,,,Baalbek,بعلبك,LB21,Baalbek-El Hermel,بعلبك - الهرمل,LB8,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Bsifrine,بسفرين,LB22691,Bsifrine,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Touaite Zahleh,تويتي,LB51145,Touaite Zahleh,,,,,Zahle,زحلة,LB25,Bekaa,البقاع,LB2,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Dekouaneh,دكوانة,LB22262,Dekouaneh,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Mazraa,المزرعة,LB10310,Mazraa,,,,,Beirut,بيروت,LB11,Beirut,بيروت,LB1,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Aayoun El-Matn,عيون المتن,LB22635,Aayoun El-Matn,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Mchikha,مشيخا,LB22717,Mchikha,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Fanar,الفنار,LB22419,Fanar,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Ouadi El-Aarayech,وادي العرايش,LB51189,Ouadi El-Aarayech,,,,,Zahle,زحلة,LB25,Bekaa,البقاع,LB2,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Masqa,المسقى,LB22627,Masqa,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Tarchich,ترشيش,LB21481,Tarchich,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Litige,,LB22002,Litige,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Aain Saadeh,عين سعادة,LB22423,Aain Saadeh,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Bzebdine,بزبدين,LB21466,Bzebdine,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Ham,حام,LB53463,Ham,,,,,Baalbek,بعلبك,LB21,Baalbek-El Hermel,بعلبك - الهرمل,LB8,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Dlaybeh,دليبه,LB21391,Dlaybeh,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Salima Baabda,صليما بعبدا,LB21394,Salima Baabda,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Hasbaiya El-Matn,حاصبيّا المتن,LB21397,Hasbaiya El-Matn,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Tfail,طفيل,LB53475,Tfail,,,,,Baalbek,بعلبك,LB21,Baalbek-El Hermel,بعلبك - الهرمل,LB8,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Aarbaniyeh,عربانية,LB21381,Aarbaniyeh,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Deir mar Roukoz, مار روكز,LB22245,Deir mar Roukoz,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Furn Ech-Chebbak,فرن الشباك,LB21133,Furn Ech-Chebbak,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Haouch El-Ghanam,حوش الغنم,LB51329,Haouch El-Ghanam,,,,,Zahle,زحلة,LB25,Bekaa,البقاع,LB2,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Kfar Selouane,كفرسلوان,LB21476,Kfar Selouane,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Nabi Ayla,نبي ايلا,LB51151,Nabi Ayla,,,,,Zahle,زحلة,LB25,Bekaa,البقاع,LB2,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Chiyah,شياح,LB21111,Chiyah,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Ablah,ابلح,LB51163,Ablah,,,,,Zahle,زحلة,LB25,Bekaa,البقاع,LB2,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Beit Meri,بيت مري,LB22667,Beit Meri,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Kneisset Baabda,كنيسة بعبدا,LB21377,Kneisset Baabda,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Jouar El-Haouz,جوار الحوز,LB21461,Jouar El-Haouz,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Qsaibeh Baabda,قصيبة,LB21364,Qsaibeh Baabda,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Zandouqa,زندوقة,LB21374,Zandouqa,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Zahleh Maallaqa Aradi,مدينة الصناعية,LB51125,Zahleh Maallaqa Aradi,,,,,Zahle,زحلة,LB25,Bekaa,البقاع,LB2,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Qornayel,قرنايل,LB21456,Qornayel,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Mkalles,مكلس,LB22279,Mkalles,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Aain Ej-Jaouz Baalbek,عين الجوزة,LB53473,Aain Ej-Jaouz Baalbek,,,,,Baalbek,بعلبك,LB21,Baalbek-El Hermel,بعلبك - الهرمل,LB8,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Yahfoufa,يحفوفا,LB53449,Yahfoufa,,,,,Baalbek,بعلبك,LB21,Baalbek-El Hermel,بعلبك - الهرمل,LB8,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Qordata,قرطادة,LB21361,Qordata,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Nasriyet Rizk,ناصرية رزق,LB51354,Nasriyet Rizk,,,,,Zahle,زحلة,LB25,Bekaa,البقاع,LB2,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Baabda,بعبدا,LB21211,Baabda,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Aali En-Nahri,علي النهري,LB51323,Aali En-Nahri,,,,,Zahle,زحلة,LB25,Bekaa,البقاع,LB2,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Arsoun,ارصون,LB21471,Arsoun,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Zahleh Aradi,زحلة أراضي,LB51133,Zahleh Aradi,,,,,Zahle,زحلة,LB25,Bekaa,البقاع,LB2,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Ras El Matn,راس المتن,LB21351,Ras El Matn,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Mansouriyet El-Matn,منصورية,LB22411,Mansouriyet El-Matn,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Haret Hreik,حارة حريك,LB21144,Haret Hreik,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Riyaq,رياق,LB51311,Riyaq,,,,,Zahle,زحلة,LB25,Bekaa,البقاع,LB2,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Maaraboun,معربون,LB53461,Maaraboun,,,,,Baalbek,بعلبك,LB21,Baalbek-El Hermel,بعلبك - الهرمل,LB8,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Hadath Beyrouth,حدث,LB21219,Hadath Beyrouth,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Haouch El-Aamara,تل العمارة,LB51335,Haouch El-Aamara,,,,,Zahle,زحلة,LB25,Bekaa,البقاع,LB2,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Deir El-harf,دير الحرف,LB21367,Deir El-harf,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Jouret Arsoun,جورة ارصون,LB21487,Jouret Arsoun,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Haouch Hala,حوش حالا,LB51317,Haouch Hala,,,,,Zahle,زحلة,LB25,Bekaa,البقاع,LB2,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Jenta,جنتا,LB53447,Jenta,,,,,Baalbek,بعلبك,LB21,Baalbek-El Hermel,بعلبك - الهرمل,LB8,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Daychouniyeh,ديشونية,LB22415,Daychouniyeh,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Massa,مسا,LB51371,Massa,,,,,Zahle,زحلة,LB25,Bekaa,البقاع,LB2,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Zahleh El-Berbara,بربارة زحلة,LB51119,Zahleh El-Berbara,,,,,Zahle,زحلة,LB25,Bekaa,البقاع,LB2,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Bourj El-Brajneh,برج البراجنة,LB21177,Bourj El-Brajneh,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Mazraat Er-Remtaniyeh,الرمطانية,LB51185,Mazraat Er-Remtaniyeh,,,,,Zahle,زحلة,LB25,Bekaa,البقاع,LB2,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Zahleh Er-Rassiyeh,الراسية,LB51117,Zahleh Er-Rassiyeh,,,,,Zahle,زحلة,LB25,Bekaa,البقاع,LB2,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Aabadiyeh,عبادية,LB21341,Aabadiyeh,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Litige,,LB53003,Litige,,,,,Baalbek,بعلبك,LB21,Baalbek-El Hermel,بعلبك - الهرمل,LB8,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Btekhnay,بتخناي,LB21441,Btekhnay,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Falougha,فالوغا,LB21446,Falougha,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Louayzeh Baabda,لويزة,LB21243,Louayzeh Baabda,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Zahleh El-Midane,زحلة,LB51111,Zahleh El-Midane,,,,,Zahle,زحلة,LB25,Bekaa,البقاع,LB2,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Zahleh El-Maallaqa,زحلة معلقة أراضي,LB51121,Zahleh El-Maallaqa,,,,,Zahle,زحلة,LB25,Bekaa,البقاع,LB2,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Raait,رعيت,LB51359,Raait,,,,,Zahle,زحلة,LB25,Bekaa,البقاع,LB2,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Zahleh Haouch Ez-Zaraane,حوش الزراعنة,LB51113,Zahleh Haouch Ez-Zaraane,,,,,Zahle,زحلة,LB25,Bekaa,البقاع,LB2,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Zahlé Mar Antonios,زحلة مار أنطونيوس,LB51123,Zahle Mar Antonios,,,,,Zahle,زحلة,LB25,Bekaa,البقاع,LB2,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Qalaat Baabda,القلعة,LB21416,Qalaat Baabda,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Zahlé Saydet En-Najat,زحلة  سيدة النجاة,LB51129,Zahle Saydet En-Najat,,,,,Zahle,زحلة,LB25,Bekaa,البقاع,LB2,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Zahlé Mar Gerges,زحلة مار جرجس,LB51115,Zahle Mar Gerges,,,,,Zahle,زحلة,LB25,Bekaa,البقاع,LB2,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Zahlé Mar Elias,مار الياس زحلة,LB51135,Zahle Mar Elias,,,,,Zahle,زحلة,LB25,Bekaa,البقاع,LB2,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Btibyat,بتبيات,LB21451,Btibyat,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Chouit,شويت,LB21354,Chouit,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Aaraiya,عاريا,LB21371,Aaraiya,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Hoshmosh,حشمش,LB51341,Hoshmosh,,,,,Zahle,زحلة,LB25,Bekaa,البقاع,LB2,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Khalouat Baabda,خلوات,LB21421,Khalouat Baabda,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Zahleh Haouch El-Oumara,تل شيحا,LB51131,Zahleh Haouch El-Oumara,,,,,Zahle,زحلة,LB25,Bekaa,البقاع,LB2,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Tahouitat El Ghadir,تحويطة الغدير,LB21188,Tahouitat El Ghadir,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Laylakeh,ليلكي,LB21166,Laylakeh,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Hlaliyeh Baabda,هلالية,LB21324,Hlaliyeh Baabda,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Terbol Zahleh,تربل,LB51365,Terbol Zahleh,,,,,Zahle,زحلة,LB25,Bekaa,البقاع,LB2,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Deir El-Ghazal,دير الغزال,LB51347,Deir El-Ghazal,,,,,Zahle,زحلة,LB25,Bekaa,البقاع,LB2,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Deir Khouna,دير خونة,LB21337,Deir Khouna,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Chmeisset Baabda,شميسة,LB21347,Chmeisset Baabda,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Rouayssrt El-Ballout,رويسة البلوط,LB21317,Rouayssrt El-Ballout,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Mzairaa Baabda,مزيرعة بعبدا,LB21321,Mzairaa Baabda,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Qoussaya,قوسايا,LB51353,Qoussaya,,,,,Zahle,زحلة,LB25,Bekaa,البقاع,LB2,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Ouadi Chahrour Es-Soufla,وادي شحرور السفلى,LB21259,Ouadi Chahrour Es-Soufla,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Haret Es-Sit,حارة الست,LB21275,Haret Es-Sit,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Bmaryam,بمريم,LB21436,Bmaryam,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Jdita,جديتا,LB51224,Jdita,,,,,Zahle,زحلة,LB25,Bekaa,البقاع,LB2,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Zahlé Haouch El-Oumara Aradi,زحلة حوش الامراء أراضي,LB51127,Zahle Haouch El-Oumara Aradi,,,,,Zahle,زحلة,LB25,Bekaa,البقاع,LB2,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Choueifat El-Aamrousiyeh,عمروسية الشويفات,LB24111,Choueifat El-Aamrousiyeh,,,,,Aley,عاليه,LB31,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Hammana,حمانا,LB21411,Hammana,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Boutchay,بطشيه,LB21227,Boutchay,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Kahhaleh,الكحاله,LB24313,Kahhaleh,,,,,Aley,عاليه,LB31,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Haret Hamzeh,حارة حمزة,LB21327,Haret Hamzeh,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Saadnayel,سعدنايل,LB51231,Saadnayel,,,,,Zahle,زحلة,LB25,Bekaa,البقاع,LB2,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Choueifat El-Oumara,الشويفات الامراء,LB24155,Choueifat El-Oumara,,,,,Aley,عاليه,LB31,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Dalhamiyet Zahleh,دلهميه,LB51383,Dalhamiyet Zahleh,,,,,Zahle,زحلة,LB25,Bekaa,البقاع,LB2,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Khreibet Baabda,خريبة بعبدا,LB21431,Khreibet Baabda,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Qtaleh Baabda,قتالة,LB21331,Qtaleh Baabda,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Chbaniyeh,شبانية,LB21426,Chbaniyeh,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Merdache,مرداشة,LB21235,Merdache,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Ksara,كسارة,LB51184,Ksara,,,,,Zahle,زحلة,LB25,Bekaa,البقاع,LB2,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Aaley,عاليه,LB24311,Aaley,,,,,Aley,عاليه,LB31,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Kfar Chima,كفرشيما,LB21251,Kfar Chima,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Taalbaya,تعلبايا,LB51221,Taalbaya,,,,,Zahle,زحلة,LB25,Bekaa,البقاع,LB2,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Baalchmay,بعلشميه,LB21311,Baalchmay,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Ouadi Chahrour El Aaoulia,وادي شحرور العليا,LB21267,Ouadi Chahrour El Aaoulia,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Bsous,بسوس,LB24291,Bsous,,,,,Aley,عاليه,LB31,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Bouarej,بوارج,LB51244,Bouarej,,,,,Zahle,زحلة,LB25,Bekaa,البقاع,LB2,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Aain Mouaffaq,عين موفق,LB21314,Aain Mouaffaq,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Mrayjat Zahleh,مريجات,LB51241,Mrayjat Zahleh,,,,,Zahle,زحلة,LB25,Bekaa,البقاع,LB2,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Qobbayaa,قبيع,LB21357,Qobbayaa,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Chtaura,شتورا,LB51211,Chtaura,,,,,Zahle,زحلة,LB25,Bekaa,البقاع,LB2,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Ras El-Href,راس الحرف,LB21334,Ras El-Href,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Zebdoul,زبدل,LB51214,Zebdoul,,,,,Zahle,زحلة,LB25,Bekaa,البقاع,LB2,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Houmal,حومال,LB24275,Houmal,,,,,Aley,عاليه,LB31,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Bdadoun,بدادون,LB24283,Bdadoun,,,,,Aley,عاليه,LB31,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Blaybel,بليبل,LB24267,Blaybel,,,,,Aley,عاليه,LB31,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Choueifat El-Quoubbeh,قبة الشويفات,LB24133,Choueifat El-Quoubbeh,,,,,Aley,عاليه,LB31,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Makseh,مكسة,LB51217,Makseh,,,,,Zahle,زحلة,LB25,Bekaa,البقاع,LB2,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Aain Ej-Jdideh Aaley,عين الجديدة,LB24325,Aain Ej-Jdideh Aaley,,,,,Aley,عاليه,LB31,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Bhamdoun El-Mhatta,بحمدون المحطة,LB24411,Bhamdoun El-Mhatta,,,,,Aley,عاليه,LB31,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Bsaba Baabda,بسابا وادي الدلب,LB21283,Bsaba Baabda,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Qrayet Baabda,قرية,LB21344,Qrayet Baabda,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Ouadi Ed-Delm,وادي الدلم,LB51257,Ouadi Ed-Delm,,,,,Zahle,زحلة,LB25,Bekaa,البقاع,LB2,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Aain Er-Roummaneh Aaley,عين الرمانة,LB24317,Aain Er-Roummaneh Aaley,,,,,Aley,عاليه,LB31,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Bhamdoun Ed-Dayaa,بحمدون الضيعة,LB24414,Bhamdoun Ed-Dayaa,,,,,Aley,عاليه,LB31,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Aain Dara,عين داره,LB24477,Aain Dara,,,,,Aley,عاليه,LB31,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Aain Aanoub,عين عنوب,LB24259,Aain Aanoub,,,,,Aley,عاليه,LB31,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Qmatiyeh, قماطية ,LB24315,Qmatiyeh,,,,,Aley,عاليه,LB31,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Saoufar, صوفر ,LB24427,Saoufar,,,,,Aley,عاليه,LB31,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
