#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5003+rdf_p_obo_bfo171_s5002+rdf_s_u2200_s5003,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5004+rdf_p_obo_bfo171_s5003+rdf_s_u2200_s5004,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5004,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5004,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm4+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5004+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5004+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5003,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5002,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5001,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#item+rem+i_qcc+is_zxxx+ix_p297+rdf_p_p_p297_s5000,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:50:4:20467789,20467789,1603:45:16:50:0,1603:45:16:50:1:20,1603:45:16:50:2:2046,1603:45:16:50:3:204677,1603:45:16:50:4:20467789,Ulta Chari,BD20467789,,,,Panchhari,BD204677,Khagrachhari,BD2046,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:20468038,20468038,1603:45:16:50:0,1603:45:16:50:1:20,1603:45:16:50:2:2046,1603:45:16:50:3:204680,1603:45:16:50:4:20468038,Hapchhari,BD20468038,,,,Ramgarh,BD204680,Khagrachhari,BD2046,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:20468057,20468057,1603:45:16:50:0,1603:45:16:50:1:20,1603:45:16:50:2:2046,1603:45:16:50:3:204680,1603:45:16:50:4:20468057,Pathachhara,BD20468057,,,,Ramgarh,BD204680,Khagrachhari,BD2046,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:20468076,20468076,1603:45:16:50:0,1603:45:16:50:1:20,1603:45:16:50:2:2046,1603:45:16:50:3:204680,1603:45:16:50:4:20468076,Ramgarh,BD20468076,,,,Ramgarh,BD204680,Khagrachhari,BD2046,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:20468099,20468099,1603:45:16:50:0,1603:45:16:50:1:20,1603:45:16:50:2:2046,1603:45:16:50:3:204680,1603:45:16:50:4:20468099,Ramgarh Paurashava,BD20468099,,,,Ramgarh,BD204680,Khagrachhari,BD2046,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:20513347,20513347,1603:45:16:50:0,1603:45:16:50:1:20,1603:45:16:50:2:2051,1603:45:16:50:3:205133,1603:45:16:50:4:20513347,Char Falcon,BD20513347,,,,Kamalnagar,BD205133,Lakshmipur,BD2051,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:20513363,20513363,1603:45:16:50:0,1603:45:16:50:1:20,1603:45:16:50:2:2051,1603:45:16:50:3:205133,1603:45:16:50:4:20513363,Char Kadira,BD20513363,,,,Kamalnagar,BD205133,Lakshmipur,BD2051,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:20513371,20513371,1603:45:16:50:0,1603:45:16:50:1:20,1603:45:16:50:2:2051,1603:45:16:50:3:205133,1603:45:16:50:4:20513371,Char Kalkini,BD20513371,,,,Kamalnagar,BD205133,Lakshmipur,BD2051,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:20513379,20513379,1603:45:16:50:0,1603:45:16:50:1:20,1603:45:16:50:2:2051,1603:45:16:50:3:205133,1603:45:16:50:4:20513379,Char Lawrence,BD20513379,,,,Kamalnagar,BD205133,Lakshmipur,BD2051,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:20513381,20513381,1603:45:16:50:0,1603:45:16:50:1:20,1603:45:16:50:2:2051,1603:45:16:50:3:205133,1603:45:16:50:4:20513381,Char Martin,BD20513381,,,,Kamalnagar,BD205133,Lakshmipur,BD2051,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:20513383,20513383,1603:45:16:50:0,1603:45:16:50:1:20,1603:45:16:50:2:2051,1603:45:16:50:3:205133,1603:45:16:50:4:20513383,Hajirhat,BD20513383,,,,Kamalnagar,BD205133,Lakshmipur,BD2051,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:20513387,20513387,1603:45:16:50:0,1603:45:16:50:1:20,1603:45:16:50:2:2051,1603:45:16:50:3:205133,1603:45:16:50:4:20513387,Patarir Hat,BD20513387,,,,Kamalnagar,BD205133,Lakshmipur,BD2051,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:20513391,20513391,1603:45:16:50:0,1603:45:16:50:1:20,1603:45:16:50:2:2051,1603:45:16:50:3:205133,1603:45:16:50:4:20513391,Torabgang,BD20513391,,,,Kamalnagar,BD205133,Lakshmipur,BD2051,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:20513395,20513395,1603:45:16:50:0,1603:45:16:50:1:20,1603:45:16:50:2:2051,1603:45:16:50:3:205133,1603:45:16:50:4:20513395,Saheberhat,BD20513395,,,,Kamalnagar,BD205133,Lakshmipur,BD2051,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:20514313,20514313,1603:45:16:50:0,1603:45:16:50:1:20,1603:45:16:50:2:2051,1603:45:16:50:3:205143,1603:45:16:50:4:20514313,Bangakha,BD20514313,,,,Lakshmipur Sadar,BD205143,Lakshmipur,BD2051,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:20514314,20514314,1603:45:16:50:0,1603:45:16:50:1:20,1603:45:16:50:2:2051,1603:45:16:50:3:205143,1603:45:16:50:4:20514314,Basikpur,BD20514314,,,,Lakshmipur Sadar,BD205143,Lakshmipur,BD2051,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:20514315,20514315,1603:45:16:50:0,1603:45:16:50:1:20,1603:45:16:50:2:2051,1603:45:16:50:3:205143,1603:45:16:50:4:20514315,Bhabaniganj,BD20514315,,,,Lakshmipur Sadar,BD205143,Lakshmipur,BD2051,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:20514320,20514320,1603:45:16:50:0,1603:45:16:50:1:20,1603:45:16:50:2:2051,1603:45:16:50:3:205143,1603:45:16:50:4:20514320,Chandraganj,BD20514320,,,,Lakshmipur Sadar,BD205143,Lakshmipur,BD2051,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:20514323,20514323,1603:45:16:50:0,1603:45:16:50:1:20,1603:45:16:50:2:2051,1603:45:16:50:3:205143,1603:45:16:50:4:20514323,Char Ramani Mohan,BD20514323,,,,Lakshmipur Sadar,BD205143,Lakshmipur,BD2051,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:20514325,20514325,1603:45:16:50:0,1603:45:16:50:1:20,1603:45:16:50:2:2051,1603:45:16:50:3:205143,1603:45:16:50:4:20514325,Charsai,BD20514325,,,,Lakshmipur Sadar,BD205143,Lakshmipur,BD2051,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:20514330,20514330,1603:45:16:50:0,1603:45:16:50:1:20,1603:45:16:50:2:2051,1603:45:16:50:3:205143,1603:45:16:50:4:20514330,Char Ruhita,BD20514330,,,,Lakshmipur Sadar,BD205143,Lakshmipur,BD2051,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:20514335,20514335,1603:45:16:50:0,1603:45:16:50:1:20,1603:45:16:50:2:2051,1603:45:16:50:3:205143,1603:45:16:50:4:20514335,Dalal Bazar,BD20514335,,,,Lakshmipur Sadar,BD205143,Lakshmipur,BD2051,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:20514340,20514340,1603:45:16:50:0,1603:45:16:50:1:20,1603:45:16:50:2:2051,1603:45:16:50:3:205143,1603:45:16:50:4:20514340,Datta Para,BD20514340,,,,Lakshmipur Sadar,BD205143,Lakshmipur,BD2051,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:20514345,20514345,1603:45:16:50:0,1603:45:16:50:1:20,1603:45:16:50:2:2051,1603:45:16:50:3:205143,1603:45:16:50:4:20514345,Dighali,BD20514345,,,,Lakshmipur Sadar,BD205143,Lakshmipur,BD2051,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:20514350,20514350,1603:45:16:50:0,1603:45:16:50:1:20,1603:45:16:50:2:2051,1603:45:16:50:3:205143,1603:45:16:50:4:20514350,Hajir Para,BD20514350,,,,Lakshmipur Sadar,BD205143,Lakshmipur,BD2051,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:20514355,20514355,1603:45:16:50:0,1603:45:16:50:1:20,1603:45:16:50:2:2051,1603:45:16:50:3:205143,1603:45:16:50:4:20514355,Kushakhali,BD20514355,,,,Lakshmipur Sadar,BD205143,Lakshmipur,BD2051,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:20514360,20514360,1603:45:16:50:0,1603:45:16:50:1:20,1603:45:16:50:2:2051,1603:45:16:50:3:205143,1603:45:16:50:4:20514360,Laharkandi,BD20514360,,,,Lakshmipur Sadar,BD205143,Lakshmipur,BD2051,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:20514370,20514370,1603:45:16:50:0,1603:45:16:50:1:20,1603:45:16:50:2:2051,1603:45:16:50:3:205143,1603:45:16:50:4:20514370,Mandari,BD20514370,,,,Lakshmipur Sadar,BD205143,Lakshmipur,BD2051,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:20514375,20514375,1603:45:16:50:0,1603:45:16:50:1:20,1603:45:16:50:2:2051,1603:45:16:50:3:205143,1603:45:16:50:4:20514375,Uttar Hamchadi,BD20514375,,,,Lakshmipur Sadar,BD205143,Lakshmipur,BD2051,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:20514380,20514380,1603:45:16:50:0,1603:45:16:50:1:20,1603:45:16:50:2:2051,1603:45:16:50:3:205143,1603:45:16:50:4:20514380,Parbatinagar,BD20514380,,,,Lakshmipur Sadar,BD205143,Lakshmipur,BD2051,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:20514385,20514385,1603:45:16:50:0,1603:45:16:50:1:20,1603:45:16:50:2:2051,1603:45:16:50:3:205143,1603:45:16:50:4:20514385,Shak Char,BD20514385,,,,Lakshmipur Sadar,BD205143,Lakshmipur,BD2051,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:20514387,20514387,1603:45:16:50:0,1603:45:16:50:1:20,1603:45:16:50:2:2051,1603:45:16:50:3:205143,1603:45:16:50:4:20514387,Tiariganj,BD20514387,,,,Lakshmipur Sadar,BD205143,Lakshmipur,BD2051,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:20514389,20514389,1603:45:16:50:0,1603:45:16:50:1:20,1603:45:16:50:2:2051,1603:45:16:50:3:205143,1603:45:16:50:4:20514389,Tum Char,BD20514389,,,,Lakshmipur Sadar,BD205143,Lakshmipur,BD2051,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:20514390,20514390,1603:45:16:50:0,1603:45:16:50:1:20,1603:45:16:50:2:2051,1603:45:16:50:3:205143,1603:45:16:50:4:20514390,Dakshin Hamchadi,BD20514390,,,,Lakshmipur Sadar,BD205143,Lakshmipur,BD2051,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:20514395,20514395,1603:45:16:50:0,1603:45:16:50:1:20,1603:45:16:50:2:2051,1603:45:16:50:3:205143,1603:45:16:50:4:20514395,Uttar Joypur,BD20514395,,,,Lakshmipur Sadar,BD205143,Lakshmipur,BD2051,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:20514399,20514399,1603:45:16:50:0,1603:45:16:50:1:20,1603:45:16:50:2:2051,1603:45:16:50:3:205143,1603:45:16:50:4:20514399,Lakshmipur Paurashava,BD20514399,,,,Lakshmipur Sadar,BD205143,Lakshmipur,BD2051,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:20515811,20515811,1603:45:16:50:0,1603:45:16:50:1:20,1603:45:16:50:2:2051,1603:45:16:50:3:205158,1603:45:16:50:4:20515811,Bamni,BD20515811,,,,Roypur,BD205158,Lakshmipur,BD2051,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:20515823,20515823,1603:45:16:50:0,1603:45:16:50:1:20,1603:45:16:50:2:2051,1603:45:16:50:3:205158,1603:45:16:50:4:20515823,North Char Ababil,BD20515823,,,,Roypur,BD205158,Lakshmipur,BD2051,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:20515828,20515828,1603:45:16:50:0,1603:45:16:50:1:20,1603:45:16:50:2:2051,1603:45:16:50:3:205158,1603:45:16:50:4:20515828,South Char Ababil,BD20515828,,,,Roypur,BD205158,Lakshmipur,BD2051,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:20515835,20515835,1603:45:16:50:0,1603:45:16:50:1:20,1603:45:16:50:2:2051,1603:45:16:50:3:205158,1603:45:16:50:4:20515835,North Char Bangshi,BD20515835,,,,Roypur,BD205158,Lakshmipur,BD2051,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:20515838,20515838,1603:45:16:50:0,1603:45:16:50:1:20,1603:45:16:50:2:2051,1603:45:16:50:3:205158,1603:45:16:50:4:20515838,South Char Bangshi Union,BD20515838,,,,Roypur,BD205158,Lakshmipur,BD2051,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:20515847,20515847,1603:45:16:50:0,1603:45:16:50:1:20,1603:45:16:50:2:2051,1603:45:16:50:3:205158,1603:45:16:50:4:20515847,Char Mohana,BD20515847,,,,Roypur,BD205158,Lakshmipur,BD2051,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:20515852,20515852,1603:45:16:50:0,1603:45:16:50:1:20,1603:45:16:50:2:2051,1603:45:16:50:3:205158,1603:45:16:50:4:20515852,Char Pata,BD20515852,,,,Roypur,BD205158,Lakshmipur,BD2051,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:20515859,20515859,1603:45:16:50:0,1603:45:16:50:1:20,1603:45:16:50:2:2051,1603:45:16:50:3:205158,1603:45:16:50:4:20515859,Keroa,BD20515859,,,,Roypur,BD205158,Lakshmipur,BD2051,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:20515871,20515871,1603:45:16:50:0,1603:45:16:50:1:20,1603:45:16:50:2:2051,1603:45:16:50:3:205158,1603:45:16:50:4:20515871,Royipur,BD20515871,,,,Roypur,BD205158,Lakshmipur,BD2051,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:20515883,20515883,1603:45:16:50:0,1603:45:16:50:1:20,1603:45:16:50:2:2051,1603:45:16:50:3:205158,1603:45:16:50:4:20515883,Sonapur,BD20515883,,,,Roypur,BD205158,Lakshmipur,BD2051,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:20515899,20515899,1603:45:16:50:0,1603:45:16:50:1:20,1603:45:16:50:2:2051,1603:45:16:50:3:205158,1603:45:16:50:4:20515899,Roypur Paurashava,BD20515899,,,,Roypur,BD205158,Lakshmipur,BD2051,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:20516513,20516513,1603:45:16:50:0,1603:45:16:50:1:20,1603:45:16:50:2:2051,1603:45:16:50:3:205165,1603:45:16:50:4:20516513,Bhadur,BD20516513,,,,Ramganj,BD205165,Lakshmipur,BD2051,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:20516514,20516514,1603:45:16:50:0,1603:45:16:50:1:20,1603:45:16:50:2:2051,1603:45:16:50:3:205165,1603:45:16:50:4:20516514,Bhatra,BD20516514,,,,Ramganj,BD205165,Lakshmipur,BD2051,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:20516519,20516519,1603:45:16:50:0,1603:45:16:50:1:20,1603:45:16:50:2:2051,1603:45:16:50:3:205165,1603:45:16:50:4:20516519,Bholakot,BD20516519,,,,Ramganj,BD205165,Lakshmipur,BD2051,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:20516523,20516523,1603:45:16:50:0,1603:45:16:50:1:20,1603:45:16:50:2:2051,1603:45:16:50:3:205165,1603:45:16:50:4:20516523,Chandipur,BD20516523,,,,Ramganj,BD205165,Lakshmipur,BD2051,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:20516533,20516533,1603:45:16:50:0,1603:45:16:50:1:20,1603:45:16:50:2:2051,1603:45:16:50:3:205165,1603:45:16:50:4:20516533,Darbeshpur,BD20516533,,,,Ramganj,BD205165,Lakshmipur,BD2051,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:20516538,20516538,1603:45:16:50:0,1603:45:16:50:1:20,1603:45:16:50:2:2051,1603:45:16:50:3:205165,1603:45:16:50:4:20516538,Ichhapur,BD20516538,,,,Ramganj,BD205165,Lakshmipur,BD2051,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:20516542,20516542,1603:45:16:50:0,1603:45:16:50:1:20,1603:45:16:50:2:2051,1603:45:16:50:3:205165,1603:45:16:50:4:20516542,Kanchanpur,BD20516542,,,,Ramganj,BD205165,Lakshmipur,BD2051,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:20516547,20516547,1603:45:16:50:0,1603:45:16:50:1:20,1603:45:16:50:2:2051,1603:45:16:50:3:205165,1603:45:16:50:4:20516547,Karpara,BD20516547,,,,Ramganj,BD205165,Lakshmipur,BD2051,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:20516557,20516557,1603:45:16:50:0,1603:45:16:50:1:20,1603:45:16:50:2:2051,1603:45:16:50:3:205165,1603:45:16:50:4:20516557,Lamchar,BD20516557,,,,Ramganj,BD205165,Lakshmipur,BD2051,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:20516566,20516566,1603:45:16:50:0,1603:45:16:50:1:20,1603:45:16:50:2:2051,1603:45:16:50:3:205165,1603:45:16:50:4:20516566,Noagaon,BD20516566,,,,Ramganj,BD205165,Lakshmipur,BD2051,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:20516599,20516599,1603:45:16:50:0,1603:45:16:50:1:20,1603:45:16:50:2:2051,1603:45:16:50:3:205165,1603:45:16:50:4:20516599,Ramganj Paurashava,BD20516599,,,,Ramganj,BD205165,Lakshmipur,BD2051,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:20517313,20517313,1603:45:16:50:0,1603:45:16:50:1:20,1603:45:16:50:2:2051,1603:45:16:50:3:205173,1603:45:16:50:4:20517313,Bara Kheri,BD20517313,,,,Ramgati,BD205173,Lakshmipur,BD2051,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:20517315,20517315,1603:45:16:50:0,1603:45:16:50:1:20,1603:45:16:50:2:2051,1603:45:16:50:3:205173,1603:45:16:50:4:20517315,Char Abdullah,BD20517315,,,,Ramgati,BD205173,Lakshmipur,BD2051,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
