#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5002,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5002,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm2+name,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5002+ix_alt1,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5002+ix_alt2,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5001,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5001,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5000,#item+rem+i_qcc+is_zxxx+ix_p297+rdf_p_p_p297_s5000,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:170:2:68081,68081,1603:45:16:170:0,1603:45:16:170:1:68,1603:45:16:170:2:68081,Barrancabermeja,CO68081,Barrancabermeja,,,Santander,CO68,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:68092,68092,1603:45:16:170:0,1603:45:16:170:1:68,1603:45:16:170:2:68092,Betulia,CO68092,Betulia,,,Santander,CO68,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:68101,68101,1603:45:16:170:0,1603:45:16:170:1:68,1603:45:16:170:2:68101,Bolívar,CO68101,Bolivar,,,Santander,CO68,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:68121,68121,1603:45:16:170:0,1603:45:16:170:1:68,1603:45:16:170:2:68121,Cabrera,CO68121,Cabrera,,,Santander,CO68,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:68132,68132,1603:45:16:170:0,1603:45:16:170:1:68,1603:45:16:170:2:68132,California,CO68132,California,,,Santander,CO68,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:68147,68147,1603:45:16:170:0,1603:45:16:170:1:68,1603:45:16:170:2:68147,Capitanejo,CO68147,Capitanejo,,,Santander,CO68,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:68152,68152,1603:45:16:170:0,1603:45:16:170:1:68,1603:45:16:170:2:68152,Carcasí,CO68152,Carcasi,,,Santander,CO68,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:68160,68160,1603:45:16:170:0,1603:45:16:170:1:68,1603:45:16:170:2:68160,Cepitá,CO68160,Cepita,,,Santander,CO68,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:68162,68162,1603:45:16:170:0,1603:45:16:170:1:68,1603:45:16:170:2:68162,Cerrito,CO68162,Cerrito,,,Santander,CO68,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:68167,68167,1603:45:16:170:0,1603:45:16:170:1:68,1603:45:16:170:2:68167,Charalá,CO68167,Charala,,,Santander,CO68,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:68169,68169,1603:45:16:170:0,1603:45:16:170:1:68,1603:45:16:170:2:68169,Charta,CO68169,Charta,,,Santander,CO68,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:68176,68176,1603:45:16:170:0,1603:45:16:170:1:68,1603:45:16:170:2:68176,Chima,CO68176,Chima,,,Santander,CO68,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:68179,68179,1603:45:16:170:0,1603:45:16:170:1:68,1603:45:16:170:2:68179,Chipatá,CO68179,Chipata,,,Santander,CO68,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:68190,68190,1603:45:16:170:0,1603:45:16:170:1:68,1603:45:16:170:2:68190,Cimitarra,CO68190,Cimitarra,,,Santander,CO68,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:68207,68207,1603:45:16:170:0,1603:45:16:170:1:68,1603:45:16:170:2:68207,Concepción,CO68207,Concepcion,,,Santander,CO68,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:68209,68209,1603:45:16:170:0,1603:45:16:170:1:68,1603:45:16:170:2:68209,Confines,CO68209,Confines,,,Santander,CO68,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:68211,68211,1603:45:16:170:0,1603:45:16:170:1:68,1603:45:16:170:2:68211,Contratación,CO68211,Contratacion,,,Santander,CO68,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:68217,68217,1603:45:16:170:0,1603:45:16:170:1:68,1603:45:16:170:2:68217,Coromoro,CO68217,Coromoro,,,Santander,CO68,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:68229,68229,1603:45:16:170:0,1603:45:16:170:1:68,1603:45:16:170:2:68229,Curití,CO68229,Curiti,,,Santander,CO68,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:68235,68235,1603:45:16:170:0,1603:45:16:170:1:68,1603:45:16:170:2:68235,El Carmen de Chucuri,CO68235,El Carmen de Chucuri,,,Santander,CO68,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:68245,68245,1603:45:16:170:0,1603:45:16:170:1:68,1603:45:16:170:2:68245,El Guacamayo,CO68245,El Guacamayo,,,Santander,CO68,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:68250,68250,1603:45:16:170:0,1603:45:16:170:1:68,1603:45:16:170:2:68250,El Peñón,CO68250,El Penon,,,Santander,CO68,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:68255,68255,1603:45:16:170:0,1603:45:16:170:1:68,1603:45:16:170:2:68255,El Playón,CO68255,El Playon,,,Santander,CO68,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:68264,68264,1603:45:16:170:0,1603:45:16:170:1:68,1603:45:16:170:2:68264,Encino,CO68264,Encino,,,Santander,CO68,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:68266,68266,1603:45:16:170:0,1603:45:16:170:1:68,1603:45:16:170:2:68266,Enciso,CO68266,Enciso,,,Santander,CO68,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:68271,68271,1603:45:16:170:0,1603:45:16:170:1:68,1603:45:16:170:2:68271,Florián,CO68271,Florian,,,Santander,CO68,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:68276,68276,1603:45:16:170:0,1603:45:16:170:1:68,1603:45:16:170:2:68276,Floridablanca,CO68276,Floridablanca,,,Santander,CO68,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:68296,68296,1603:45:16:170:0,1603:45:16:170:1:68,1603:45:16:170:2:68296,Galán,CO68296,Galan,,,Santander,CO68,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:68298,68298,1603:45:16:170:0,1603:45:16:170:1:68,1603:45:16:170:2:68298,Gámbita,CO68298,Gambita,,,Santander,CO68,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:68307,68307,1603:45:16:170:0,1603:45:16:170:1:68,1603:45:16:170:2:68307,Girón,CO68307,Giron,,,Santander,CO68,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:68318,68318,1603:45:16:170:0,1603:45:16:170:1:68,1603:45:16:170:2:68318,Guaca,CO68318,Guaca,,,Santander,CO68,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:68320,68320,1603:45:16:170:0,1603:45:16:170:1:68,1603:45:16:170:2:68320,Guadalupe,CO68320,Guadalupe,,,Santander,CO68,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:68322,68322,1603:45:16:170:0,1603:45:16:170:1:68,1603:45:16:170:2:68322,Guapotá,CO68322,Guapota,,,Santander,CO68,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:68324,68324,1603:45:16:170:0,1603:45:16:170:1:68,1603:45:16:170:2:68324,Guavatá,CO68324,Guavata,,,Santander,CO68,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:68327,68327,1603:45:16:170:0,1603:45:16:170:1:68,1603:45:16:170:2:68327,Güepsa,CO68327,Guepsa,,,Santander,CO68,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:68344,68344,1603:45:16:170:0,1603:45:16:170:1:68,1603:45:16:170:2:68344,Hato,CO68344,Hato,,,Santander,CO68,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:68368,68368,1603:45:16:170:0,1603:45:16:170:1:68,1603:45:16:170:2:68368,Jesús María,CO68368,Jesus Maria,,,Santander,CO68,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:68370,68370,1603:45:16:170:0,1603:45:16:170:1:68,1603:45:16:170:2:68370,Jordán,CO68370,Jordan,,,Santander,CO68,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:68377,68377,1603:45:16:170:0,1603:45:16:170:1:68,1603:45:16:170:2:68377,La Belleza,CO68377,La Belleza,,,Santander,CO68,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:68385,68385,1603:45:16:170:0,1603:45:16:170:1:68,1603:45:16:170:2:68385,Landázuri,CO68385,Landazuri,,,Santander,CO68,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:68397,68397,1603:45:16:170:0,1603:45:16:170:1:68,1603:45:16:170:2:68397,La Paz,CO68397,La Paz,,,Santander,CO68,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:68406,68406,1603:45:16:170:0,1603:45:16:170:1:68,1603:45:16:170:2:68406,Lebrija,CO68406,Lebrija,,,Santander,CO68,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:68418,68418,1603:45:16:170:0,1603:45:16:170:1:68,1603:45:16:170:2:68418,Los Santos,CO68418,Los Santos,,,Santander,CO68,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:68425,68425,1603:45:16:170:0,1603:45:16:170:1:68,1603:45:16:170:2:68425,Macaravita,CO68425,Macaravita,,,Santander,CO68,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:68432,68432,1603:45:16:170:0,1603:45:16:170:1:68,1603:45:16:170:2:68432,Málaga,CO68432,Malaga,,,Santander,CO68,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:68444,68444,1603:45:16:170:0,1603:45:16:170:1:68,1603:45:16:170:2:68444,Matanza,CO68444,Matanza,,,Santander,CO68,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:68464,68464,1603:45:16:170:0,1603:45:16:170:1:68,1603:45:16:170:2:68464,Mogotes,CO68464,Mogotes,,,Santander,CO68,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:68468,68468,1603:45:16:170:0,1603:45:16:170:1:68,1603:45:16:170:2:68468,Molagavita,CO68468,Molagavita,,,Santander,CO68,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:68498,68498,1603:45:16:170:0,1603:45:16:170:1:68,1603:45:16:170:2:68498,Ocamonte,CO68498,Ocamonte,,,Santander,CO68,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:68500,68500,1603:45:16:170:0,1603:45:16:170:1:68,1603:45:16:170:2:68500,Oiba,CO68500,Oiba,,,Santander,CO68,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:68502,68502,1603:45:16:170:0,1603:45:16:170:1:68,1603:45:16:170:2:68502,Onzaga,CO68502,Onzaga,,,Santander,CO68,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:68522,68522,1603:45:16:170:0,1603:45:16:170:1:68,1603:45:16:170:2:68522,Palmar,CO68522,Palmar,,,Santander,CO68,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:68524,68524,1603:45:16:170:0,1603:45:16:170:1:68,1603:45:16:170:2:68524,Palmas del Socorro,CO68524,Palmas del Socorro,,,Santander,CO68,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:68533,68533,1603:45:16:170:0,1603:45:16:170:1:68,1603:45:16:170:2:68533,Páramo,CO68533,Paramo,,,Santander,CO68,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:68547,68547,1603:45:16:170:0,1603:45:16:170:1:68,1603:45:16:170:2:68547,Piedecuesta,CO68547,Piedecuesta,,,Santander,CO68,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:68549,68549,1603:45:16:170:0,1603:45:16:170:1:68,1603:45:16:170:2:68549,Pinchote,CO68549,Pinchote,,,Santander,CO68,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:68572,68572,1603:45:16:170:0,1603:45:16:170:1:68,1603:45:16:170:2:68572,Puente Nacional,CO68572,Puente Nacional,,,Santander,CO68,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:68573,68573,1603:45:16:170:0,1603:45:16:170:1:68,1603:45:16:170:2:68573,Puerto Parra,CO68573,Puerto Parra,,,Santander,CO68,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:68575,68575,1603:45:16:170:0,1603:45:16:170:1:68,1603:45:16:170:2:68575,Puerto Wilches,CO68575,Puerto Wilches,,,Santander,CO68,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:68615,68615,1603:45:16:170:0,1603:45:16:170:1:68,1603:45:16:170:2:68615,Rionegro,CO68615,Rionegro,,,Santander,CO68,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:68655,68655,1603:45:16:170:0,1603:45:16:170:1:68,1603:45:16:170:2:68655,Sabana de Torres,CO68655,Sabana de Torres,,,Santander,CO68,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:68669,68669,1603:45:16:170:0,1603:45:16:170:1:68,1603:45:16:170:2:68669,San Andrés,CO68669,San Andres,,,Santander,CO68,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:68673,68673,1603:45:16:170:0,1603:45:16:170:1:68,1603:45:16:170:2:68673,San Benito,CO68673,San Benito,,,Santander,CO68,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:68679,68679,1603:45:16:170:0,1603:45:16:170:1:68,1603:45:16:170:2:68679,San Gil,CO68679,San Gil,,,Santander,CO68,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:68682,68682,1603:45:16:170:0,1603:45:16:170:1:68,1603:45:16:170:2:68682,San Joaquín,CO68682,San Joaquin,,,Santander,CO68,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:68684,68684,1603:45:16:170:0,1603:45:16:170:1:68,1603:45:16:170:2:68684,San José de Miranda,CO68684,San Jose de Miranda,,,Santander,CO68,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:68686,68686,1603:45:16:170:0,1603:45:16:170:1:68,1603:45:16:170:2:68686,San Miguel,CO68686,San Miguel,,,Santander,CO68,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:68689,68689,1603:45:16:170:0,1603:45:16:170:1:68,1603:45:16:170:2:68689,San Vicente de Chucurí,CO68689,San Vicente de Chucuri,,,Santander,CO68,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:68705,68705,1603:45:16:170:0,1603:45:16:170:1:68,1603:45:16:170:2:68705,Santa Bárbara,CO68705,Santa Barbara,,,Santander,CO68,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:68720,68720,1603:45:16:170:0,1603:45:16:170:1:68,1603:45:16:170:2:68720,Santa Helena del Opón,CO68720,Santa Helena del Opon,,,Santander,CO68,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:68745,68745,1603:45:16:170:0,1603:45:16:170:1:68,1603:45:16:170:2:68745,Simacota,CO68745,Simacota,,,Santander,CO68,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:68755,68755,1603:45:16:170:0,1603:45:16:170:1:68,1603:45:16:170:2:68755,Socorro,CO68755,Socorro,,,Santander,CO68,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:68770,68770,1603:45:16:170:0,1603:45:16:170:1:68,1603:45:16:170:2:68770,Suaita,CO68770,Suaita,,,Santander,CO68,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:68773,68773,1603:45:16:170:0,1603:45:16:170:1:68,1603:45:16:170:2:68773,Sucre,CO68773,Sucre,,,Santander,CO68,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:68780,68780,1603:45:16:170:0,1603:45:16:170:1:68,1603:45:16:170:2:68780,Suratá,CO68780,Surata,,,Santander,CO68,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:68820,68820,1603:45:16:170:0,1603:45:16:170:1:68,1603:45:16:170:2:68820,Tona,CO68820,Tona,,,Santander,CO68,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:68855,68855,1603:45:16:170:0,1603:45:16:170:1:68,1603:45:16:170:2:68855,Valle de San José,CO68855,Valle de San Jose,,,Santander,CO68,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:68861,68861,1603:45:16:170:0,1603:45:16:170:1:68,1603:45:16:170:2:68861,Vélez,CO68861,Velez,,,Santander,CO68,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:68867,68867,1603:45:16:170:0,1603:45:16:170:1:68,1603:45:16:170:2:68867,Vetas,CO68867,Vetas,,,Santander,CO68,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:68872,68872,1603:45:16:170:0,1603:45:16:170:1:68,1603:45:16:170:2:68872,Villanueva,CO68872,Villanueva,,,Santander,CO68,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:68895,68895,1603:45:16:170:0,1603:45:16:170:1:68,1603:45:16:170:2:68895,Zapatoca,CO68895,Zapatoca,,,Santander,CO68,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:70001,70001,1603:45:16:170:0,1603:45:16:170:1:70,1603:45:16:170:2:70001,Sincelejo,CO70001,Sincelejo,,,Sucre,CO70,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:70110,70110,1603:45:16:170:0,1603:45:16:170:1:70,1603:45:16:170:2:70110,Buenavista,CO70110,Buenavista,,,Sucre,CO70,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:70124,70124,1603:45:16:170:0,1603:45:16:170:1:70,1603:45:16:170:2:70124,Caimito,CO70124,Caimito,,,Sucre,CO70,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:70204,70204,1603:45:16:170:0,1603:45:16:170:1:70,1603:45:16:170:2:70204,Colosó,CO70204,Coloso,,,Sucre,CO70,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:70215,70215,1603:45:16:170:0,1603:45:16:170:1:70,1603:45:16:170:2:70215,Corozal,CO70215,Corozal,,,Sucre,CO70,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:70221,70221,1603:45:16:170:0,1603:45:16:170:1:70,1603:45:16:170:2:70221,Coveñas,CO70221,Covenas,,,Sucre,CO70,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:70230,70230,1603:45:16:170:0,1603:45:16:170:1:70,1603:45:16:170:2:70230,Chalán,CO70230,Chalan,,,Sucre,CO70,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:70233,70233,1603:45:16:170:0,1603:45:16:170:1:70,1603:45:16:170:2:70233,El Roble,CO70233,El Roble,,,Sucre,CO70,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:70235,70235,1603:45:16:170:0,1603:45:16:170:1:70,1603:45:16:170:2:70235,Galeras,CO70235,Galeras,,,Sucre,CO70,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:70265,70265,1603:45:16:170:0,1603:45:16:170:1:70,1603:45:16:170:2:70265,Guaranda,CO70265,Guaranda,,,Sucre,CO70,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:70400,70400,1603:45:16:170:0,1603:45:16:170:1:70,1603:45:16:170:2:70400,La Unión,CO70400,La Union,,,Sucre,CO70,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:70418,70418,1603:45:16:170:0,1603:45:16:170:1:70,1603:45:16:170:2:70418,Los Palmitos,CO70418,Los Palmitos,,,Sucre,CO70,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:70429,70429,1603:45:16:170:0,1603:45:16:170:1:70,1603:45:16:170:2:70429,Majagual,CO70429,Majagual,,,Sucre,CO70,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:70473,70473,1603:45:16:170:0,1603:45:16:170:1:70,1603:45:16:170:2:70473,Morroa,CO70473,Morroa,,,Sucre,CO70,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:70508,70508,1603:45:16:170:0,1603:45:16:170:1:70,1603:45:16:170:2:70508,Ovejas,CO70508,Ovejas,,,Sucre,CO70,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:70523,70523,1603:45:16:170:0,1603:45:16:170:1:70,1603:45:16:170:2:70523,Palmito,CO70523,Palmito,,,Sucre,CO70,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:70670,70670,1603:45:16:170:0,1603:45:16:170:1:70,1603:45:16:170:2:70670,Sampués,CO70670,Sampues,,,Sucre,CO70,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:70678,70678,1603:45:16:170:0,1603:45:16:170:1:70,1603:45:16:170:2:70678,San Benito Abad,CO70678,San Benito Abad,,,Sucre,CO70,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:70702,70702,1603:45:16:170:0,1603:45:16:170:1:70,1603:45:16:170:2:70702,San Juan de Betulia,CO70702,San Juan de Betulia,,,Sucre,CO70,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:70708,70708,1603:45:16:170:0,1603:45:16:170:1:70,1603:45:16:170:2:70708,San Marcos,CO70708,San Marcos,,,Sucre,CO70,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:70713,70713,1603:45:16:170:0,1603:45:16:170:1:70,1603:45:16:170:2:70713,San Onofre,CO70713,San Onofre,,,Sucre,CO70,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:70717,70717,1603:45:16:170:0,1603:45:16:170:1:70,1603:45:16:170:2:70717,San Pedro,CO70717,San Pedro,,,Sucre,CO70,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:70742,70742,1603:45:16:170:0,1603:45:16:170:1:70,1603:45:16:170:2:70742,San Luis de Sincé,CO70742,San Luis de Since,,,Sucre,CO70,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:70771,70771,1603:45:16:170:0,1603:45:16:170:1:70,1603:45:16:170:2:70771,Sucre,CO70771,Sucre,,,Sucre,CO70,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:70820,70820,1603:45:16:170:0,1603:45:16:170:1:70,1603:45:16:170:2:70820,Santiago de Tolú,CO70820,Santiago de Tolu,,,Sucre,CO70,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:70823,70823,1603:45:16:170:0,1603:45:16:170:1:70,1603:45:16:170:2:70823,San José de Toluviejo,CO70823,San Jose de Toluviejo,,,Sucre,CO70,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:73001,73001,1603:45:16:170:0,1603:45:16:170:1:73,1603:45:16:170:2:73001,Ibagué,CO73001,Ibague,,,Tolima,CO73,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:73024,73024,1603:45:16:170:0,1603:45:16:170:1:73,1603:45:16:170:2:73024,Alpujarra,CO73024,Alpujarra,,,Tolima,CO73,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:73026,73026,1603:45:16:170:0,1603:45:16:170:1:73,1603:45:16:170:2:73026,Alvarado,CO73026,Alvarado,,,Tolima,CO73,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:73030,73030,1603:45:16:170:0,1603:45:16:170:1:73,1603:45:16:170:2:73030,Ambalema,CO73030,Ambalema,,,Tolima,CO73,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:73043,73043,1603:45:16:170:0,1603:45:16:170:1:73,1603:45:16:170:2:73043,Anzoátegui,CO73043,Anzoategui,,,Tolima,CO73,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:73055,73055,1603:45:16:170:0,1603:45:16:170:1:73,1603:45:16:170:2:73055,Armero,CO73055,Armero,,,Tolima,CO73,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:73067,73067,1603:45:16:170:0,1603:45:16:170:1:73,1603:45:16:170:2:73067,Ataco,CO73067,Ataco,,,Tolima,CO73,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:73124,73124,1603:45:16:170:0,1603:45:16:170:1:73,1603:45:16:170:2:73124,Cajamarca,CO73124,Cajamarca,,,Tolima,CO73,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:73148,73148,1603:45:16:170:0,1603:45:16:170:1:73,1603:45:16:170:2:73148,Carmen de Apicalá,CO73148,Carmen de Apicala,,,Tolima,CO73,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:73152,73152,1603:45:16:170:0,1603:45:16:170:1:73,1603:45:16:170:2:73152,Casabianca,CO73152,Casabianca,,,Tolima,CO73,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:73168,73168,1603:45:16:170:0,1603:45:16:170:1:73,1603:45:16:170:2:73168,Chaparral,CO73168,Chaparral,,,Tolima,CO73,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:73200,73200,1603:45:16:170:0,1603:45:16:170:1:73,1603:45:16:170:2:73200,Coello,CO73200,Coello,,,Tolima,CO73,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:73217,73217,1603:45:16:170:0,1603:45:16:170:1:73,1603:45:16:170:2:73217,Coyaima,CO73217,Coyaima,,,Tolima,CO73,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:73226,73226,1603:45:16:170:0,1603:45:16:170:1:73,1603:45:16:170:2:73226,Cunday,CO73226,Cunday,,,Tolima,CO73,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:73236,73236,1603:45:16:170:0,1603:45:16:170:1:73,1603:45:16:170:2:73236,Dolores,CO73236,Dolores,,,Tolima,CO73,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:73268,73268,1603:45:16:170:0,1603:45:16:170:1:73,1603:45:16:170:2:73268,Espinal,CO73268,Espinal,,,Tolima,CO73,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:73270,73270,1603:45:16:170:0,1603:45:16:170:1:73,1603:45:16:170:2:73270,Falan,CO73270,Falan,,,Tolima,CO73,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:73275,73275,1603:45:16:170:0,1603:45:16:170:1:73,1603:45:16:170:2:73275,Flandes,CO73275,Flandes,,,Tolima,CO73,Colombia,CO,2020-01-01,2021-02-11,
