qcc-Zxxx-r-sU2200-s1603-snop,qcc-Zxxx-r-aMDCIII-alatcodicem-anop,qcc-Zxxx-r-sU2200-s5000-snop,qcc-Zxxx-r-sU2200-s5001-snop,qcc-Zxxx-r-sU2200-s5002-snop,eng-Latn-r-pSKOS-pprefLabel-ps5002,zho-Zyyy-r-pSKOS-pprefLabel-ps5002,qcc-Zxxx-r-pWDATA-pq7200235-ps5002-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5001,zho-Zyyy-r-pSKOS-pprefLabel-ps5001,qcc-Zxxx-r-pWDATA-pq7200235-ps5001-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5000,zho-Zyyy-r-pSKOS-pprefLabel-ps5000,qcc-Zxxx-r-pP-pp297-ps5000-x-p297,qcc-Zxxx-r-pP-pp577-ps1603,qcc-Zxxx-r-pP-pp813-ps1603,qcc-Zxxx-r-pP-pp2699-ps1603
1603:45:16:156:2:65070,65070,1603:45:16:156:0,1603:45:16:156:1:65,1603:45:16:156:2:65070,Hami,哈密市,CN065070,Xinjiang Uygur Autonomous Region,新疆维吾尔自治区,CN065,China,中国,CN,2020-09-10,2020-09-10,
1603:45:16:156:2:65080,65080,1603:45:16:156:0,1603:45:16:156:1:65,1603:45:16:156:2:65080,Hotan Prefecture,和田地区,CN065080,Xinjiang Uygur Autonomous Region,新疆维吾尔自治区,CN065,China,中国,CN,2020-09-10,2020-09-10,
1603:45:16:156:2:65090,65090,1603:45:16:156:0,1603:45:16:156:1:65,1603:45:16:156:2:65090,Ili Kazak Autonomous Prefecture,伊犁哈萨克自治州[5],CN065090,Xinjiang Uygur Autonomous Region,新疆维吾尔自治区,CN065,China,中国,CN,2020-09-10,2020-09-10,
1603:45:16:156:2:65100,65100,1603:45:16:156:0,1603:45:16:156:1:65,1603:45:16:156:2:65100,Karamay,克拉玛依市,CN065100,Xinjiang Uygur Autonomous Region,新疆维吾尔自治区,CN065,China,中国,CN,2020-09-10,2020-09-10,
1603:45:16:156:2:65110,65110,1603:45:16:156:0,1603:45:16:156:1:65,1603:45:16:156:2:65110,Kashi Prefecture,喀什地区,CN065110,Xinjiang Uygur Autonomous Region,新疆维吾尔自治区,CN065,China,中国,CN,2020-09-10,2020-09-10,
1603:45:16:156:2:65120,65120,1603:45:16:156:0,1603:45:16:156:1:65,1603:45:16:156:2:65120,Kizilsu Kirgiz Autonomous Prefecture,克孜勒苏柯尔克孜自治州,CN065120,Xinjiang Uygur Autonomous Region,新疆维吾尔自治区,CN065,China,中国,CN,2020-09-10,2020-09-10,
1603:45:16:156:2:65130,65130,1603:45:16:156:0,1603:45:16:156:1:65,1603:45:16:156:2:65130,Shihezi,石河子市[1],CN065130,Xinjiang Uygur Autonomous Region,新疆维吾尔自治区,CN065,China,中国,CN,2020-09-10,2020-09-10,
1603:45:16:156:2:65140,65140,1603:45:16:156:0,1603:45:16:156:1:65,1603:45:16:156:2:65140,Tarbaĝatay Prefecture,塔城地区,CN065140,Xinjiang Uygur Autonomous Region,新疆维吾尔自治区,CN065,China,中国,CN,2020-09-10,2020-09-10,
1603:45:16:156:2:65150,65150,1603:45:16:156:0,1603:45:16:156:1:65,1603:45:16:156:2:65150,Turpan,吐鲁番市,CN065150,Xinjiang Uygur Autonomous Region,新疆维吾尔自治区,CN065,China,中国,CN,2020-09-10,2020-09-10,
1603:45:16:156:2:71010,71010,1603:45:16:156:0,1603:45:16:156:1:71,1603:45:16:156:2:71010,Taiwan province,台湾省,CN071010,Taiwan Province,台湾省,CN071,China,中国,CN,2020-09-10,2020-09-10,
1603:45:16:156:2:81010,81010,1603:45:16:156:0,1603:45:16:156:1:81,1603:45:16:156:2:81010,Hong Kong Special Administrative Region,香港,CN081010,Hong Kong Special Administrative Region,香港特别行政区,CN081,China,中国,CN,2020-09-10,2020-09-10,
1603:45:16:156:2:82010,82010,1603:45:16:156:0,1603:45:16:156:1:82,1603:45:16:156:2:82010,Macao Special Administrative Region,澳门,CN082010,Macao Special Administrative Region,澳门特别行政区,CN082,China,中国,CN,2020-09-10,2020-09-10,
