#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5003+rdf_p_obo_bfo171_s5002+rdf_s_u2200_s5003,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003,#item+rem+i_sin+is_sinh+rdf_p_skos_preflabel_s5003,#item+rem+i_tam+is_taml+rdf_p_skos_preflabel_s5003,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5003,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm3+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt2,#item+rem+i_sin+is_sinh+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_sin+is_sinh+rdf_p_skos_preflabel_s5003+ix_alt2,#item+rem+i_tam+is_taml+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_tam+is_taml+rdf_p_skos_preflabel_s5003+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002,#item+rem+i_sin+is_sinh+rdf_p_skos_preflabel_s5002,#item+rem+i_tam+is_taml+rdf_p_skos_preflabel_s5002,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5002,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#item+rem+i_sin+is_sinh+rdf_p_skos_preflabel_s5001,#item+rem+i_tam+is_taml+rdf_p_skos_preflabel_s5001,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5001,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#item+rem+i_sin+is_sinh+rdf_p_skos_preflabel_s5000,#item+rem+i_tam+is_taml+rdf_p_skos_preflabel_s5000,#item+rem+i_qcc+is_zxxx+ix_p297+rdf_p_p_p297_s5000,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:144:3:4506,4506,1603:45:16:144:0,1603:45:16:144:1:4,1603:45:16:144:2:45,1603:45:16:144:3:4506,Kandavalai,කණ්ඩාවලෙයි,கண்டாவளை,LK4506,,,,,,,,Kilinochchi,කිලිනොච්චි දිස්ත්‍රික්කය,கிளிநொச்சி மாவட்டம்,LK45,Northern,උතුරු පළාත,வட மாகாணம்,LK4,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:4509,4509,1603:45:16:144:0,1603:45:16:144:1:4,1603:45:16:144:2:45,1603:45:16:144:3:4509,Karachchi,කරච්චි,கரைச்சி,LK4509,,,,,,,,Kilinochchi,කිලිනොච්චි දිස්ත්‍රික්කය,கிளிநொச்சி மாவட்டம்,LK45,Northern,උතුරු පළාත,வட மாகாணம்,LK4,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:4512,4512,1603:45:16:144:0,1603:45:16:144:1:4,1603:45:16:144:2:45,1603:45:16:144:3:4512,Poonakary,පුනරීන්,பூநகரி,LK4512,,,,,,,,Kilinochchi,කිලිනොච්චි දිස්ත්‍රික්කය,கிளிநொச்சி மாவட்டம்,LK45,Northern,උතුරු පළාත,வட மாகாணம்,LK4,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:5100,5100,1603:45:16:144:0,1603:45:16:144:1:5,1603:45:16:144:2:51,1603:45:16:144:3:5100,[unknown],[unknown],[unknown],LK5100,,,,,,,,Batticaloa,මඩකලපුව දිස්ත්‍රික්කය,மட்டக்களப்பு மாவட்டம்,LK51,Eastern,නැගෙනහිර පළාත,கிழக்கு மாகாணம்,LK5,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:5103,5103,1603:45:16:144:0,1603:45:16:144:1:5,1603:45:16:144:2:51,1603:45:16:144:3:5103,Koralai Pattu North,කෝරළේ පත්තු උතුර,கோறளைப் பற்று வடக்கு,LK5103,,,,,,,,Batticaloa,මඩකලපුව දිස්ත්‍රික්කය,மட்டக்களப்பு மாவட்டம்,LK51,Eastern,නැගෙනහිර පළාත,கிழக்கு மாகாணம்,LK5,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:5104,5104,1603:45:16:144:0,1603:45:16:144:1:5,1603:45:16:144:2:51,1603:45:16:144:3:5104,Koralai Pattu Central,කෝරළේ පත්තු මධ්‍යම,கோறளைப் பற்று மத்தி,LK5104,,,,,,,,Batticaloa,මඩකලපුව දිස්ත්‍රික්කය,மட்டக்களப்பு மாவட்டம்,LK51,Eastern,නැගෙනහිර පළාත,கிழக்கு மாகாணம்,LK5,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:5106,5106,1603:45:16:144:0,1603:45:16:144:1:5,1603:45:16:144:2:51,1603:45:16:144:3:5106,Koralai Pattu West,කෝරළේ පත්තු බටහිර,கோறளைப் பற்று மேற்கு,LK5106,,,,,,,,Batticaloa,මඩකලපුව දිස්ත්‍රික්කය,மட்டக்களப்பு மாவட்டம்,LK51,Eastern,නැගෙනහිර පළාත,கிழக்கு மாகாணம்,LK5,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:5109,5109,1603:45:16:144:0,1603:45:16:144:1:5,1603:45:16:144:2:51,1603:45:16:144:3:5109,Koralai Pattu,කෝරළේ පත්තු,கோறளைப் பற்று,LK5109,,,,,,,,Batticaloa,මඩකලපුව දිස්ත්‍රික්කය,மட்டக்களப்பு மாவட்டம்,LK51,Eastern,නැගෙනහිර පළාත,கிழக்கு மாகாணம்,LK5,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:5110,5110,1603:45:16:144:0,1603:45:16:144:1:5,1603:45:16:144:2:51,1603:45:16:144:3:5110,Koralai Pattu South,කෝරළේ පත්තු දකුණ,கோறளைப் பற்று தெற்கு,LK5110,,,,,,,,Batticaloa,මඩකලපුව දිස්ත්‍රික්කය,மட்டக்களப்பு மாவட்டம்,LK51,Eastern,නැගෙනහිර පළාත,கிழக்கு மாகாணம்,LK5,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:5112,5112,1603:45:16:144:0,1603:45:16:144:1:5,1603:45:16:144:2:51,1603:45:16:144:3:5112,Eravur Pattu,එරාවූර් පත්තු,ஏறாவூர்ப் பற்று,LK5112,,,,,,,,Batticaloa,මඩකලපුව දිස්ත්‍රික්කය,மட்டக்களப்பு மாவட்டம்,LK51,Eastern,නැගෙනහිර පළාත,கிழக்கு மாகாணம்,LK5,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:5115,5115,1603:45:16:144:0,1603:45:16:144:1:5,1603:45:16:144:2:51,1603:45:16:144:3:5115,Eravur Town,එරාවූර් නගර,ஏறாவூர் நகரம்,LK5115,,,,,,,,Batticaloa,මඩකලපුව දිස්ත්‍රික්කය,மட்டக்களப்பு மாவட்டம்,LK51,Eastern,නැගෙනහිර පළාත,கிழக்கு மாகாணம்,LK5,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:5118,5118,1603:45:16:144:0,1603:45:16:144:1:5,1603:45:16:144:2:51,1603:45:16:144:3:5118,Manmunai North,මාන්මුනේ උතුර,மண்முனை வடக்கு,LK5118,,,,,,,,Batticaloa,මඩකලපුව දිස්ත්‍රික්කය,மட்டக்களப்பு மாவட்டம்,LK51,Eastern,නැගෙනහිර පළාත,கிழக்கு மாகாணம்,LK5,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:5121,5121,1603:45:16:144:0,1603:45:16:144:1:5,1603:45:16:144:2:51,1603:45:16:144:3:5121,Manmunai West,මාන්මුනේ බටහිර,மண்முனை மேற்கு,LK5121,,,,,,,,Batticaloa,මඩකලපුව දිස්ත්‍රික්කය,மட்டக்களப்பு மாவட்டம்,LK51,Eastern,නැගෙනහිර පළාත,கிழக்கு மாகாணம்,LK5,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:5124,5124,1603:45:16:144:0,1603:45:16:144:1:5,1603:45:16:144:2:51,1603:45:16:144:3:5124,Kattankudy,කාත්තන්කුඩි,காத்தான்குடி,LK5124,,,,,,,,Batticaloa,මඩකලපුව දිස්ත්‍රික්කය,மட்டக்களப்பு மாவட்டம்,LK51,Eastern,නැගෙනහිර පළාත,கிழக்கு மாகாணம்,LK5,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:5127,5127,1603:45:16:144:0,1603:45:16:144:1:5,1603:45:16:144:2:51,1603:45:16:144:3:5127,Manmunai Pattu,මාන්මුනේ පත්තු,மண்முனைப் பற்று,LK5127,,,,,,,,Batticaloa,මඩකලපුව දිස්ත්‍රික්කය,மட்டக்களப்பு மாவட்டம்,LK51,Eastern,නැගෙනහිර පළාත,கிழக்கு மாகாணம்,LK5,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:5130,5130,1603:45:16:144:0,1603:45:16:144:1:5,1603:45:16:144:2:51,1603:45:16:144:3:5130,Manmunai South West,මාන්මුනේ නිරිත,மண்முனை தென் மேற்கு,LK5130,,,,,,,,Batticaloa,මඩකලපුව දිස්ත්‍රික්කය,மட்டக்களப்பு மாவட்டம்,LK51,Eastern,නැගෙනහිර පළාත,கிழக்கு மாகாணம்,LK5,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:5133,5133,1603:45:16:144:0,1603:45:16:144:1:5,1603:45:16:144:2:51,1603:45:16:144:3:5133,Porativu Pattu,පොරතිවු පත්තු,போரதீவுப்பற்று,LK5133,,,,,,,,Batticaloa,මඩකලපුව දිස්ත්‍රික්කය,மட்டக்களப்பு மாவட்டம்,LK51,Eastern,නැගෙනහිර පළාත,கிழக்கு மாகாணம்,LK5,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:5136,5136,1603:45:16:144:0,1603:45:16:144:1:5,1603:45:16:144:2:51,1603:45:16:144:3:5136,Manmunai South & Eruvil Pattu,මාන්මුනේ දකුණ සහ එරුවිල් පත්තු,மண்முனை தெற்கும் எருவில் பற்றும்,LK5136,,,,,,,,Batticaloa,මඩකලපුව දිස්ත්‍රික්කය,மட்டக்களப்பு மாவட்டம்,LK51,Eastern,නැගෙනහිර පළාත,கிழக்கு மாகாணம்,LK5,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:5203,5203,1603:45:16:144:0,1603:45:16:144:1:5,1603:45:16:144:2:52,1603:45:16:144:3:5203,Dehiattakandiya,දෙහිඅත්තකණ්ඩිය,தெகியத்தகண்டிய,LK5203,,,,,,,,Ampara,අම්පාර දිස්ත්‍රික්කය,அம்பாறை மாவட்டம்,LK52,Eastern,නැගෙනහිර පළාත,கிழக்கு மாகாணம்,LK5,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:5206,5206,1603:45:16:144:0,1603:45:16:144:1:5,1603:45:16:144:2:52,1603:45:16:144:3:5206,Padiyathalawa,පදියතලාව,பதியத்தலாவை,LK5206,,,,,,,,Ampara,අම්පාර දිස්ත්‍රික්කය,அம்பாறை மாவட்டம்,LK52,Eastern,නැගෙනහිර පළාත,கிழக்கு மாகாணம்,LK5,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:5209,5209,1603:45:16:144:0,1603:45:16:144:1:5,1603:45:16:144:2:52,1603:45:16:144:3:5209,Mahaoya,මහඔය,மகா ஓயா,LK5209,,,,,,,,Ampara,අම්පාර දිස්ත්‍රික්කය,அம்பாறை மாவட்டம்,LK52,Eastern,නැගෙනහිර පළාත,கிழக்கு மாகாணம்,LK5,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:5212,5212,1603:45:16:144:0,1603:45:16:144:1:5,1603:45:16:144:2:52,1603:45:16:144:3:5212,Uhana,උහන,உகணை,LK5212,,,,,,,,Ampara,අම්පාර දිස්ත්‍රික්කය,அம்பாறை மாவட்டம்,LK52,Eastern,නැගෙනහිර පළාත,கிழக்கு மாகாணம்,LK5,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:5215,5215,1603:45:16:144:0,1603:45:16:144:1:5,1603:45:16:144:2:52,1603:45:16:144:3:5215,Ampara,අම්පාර,அம்பாறை,LK5215,,,,,,,,Ampara,අම්පාර දිස්ත්‍රික්කය,அம்பாறை மாவட்டம்,LK52,Eastern,නැගෙනහිර පළාත,கிழக்கு மாகாணம்,LK5,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:5216,5216,1603:45:16:144:0,1603:45:16:144:1:5,1603:45:16:144:2:52,1603:45:16:144:3:5216,Navithanveli,නවිදන්වැලි,நாவிதன்வெளி,LK5216,,,,,,,,Ampara,අම්පාර දිස්ත්‍රික්කය,அம்பாறை மாவட்டம்,LK52,Eastern,නැගෙනහිර පළාත,கிழக்கு மாகாணம்,LK5,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:5218,5218,1603:45:16:144:0,1603:45:16:144:1:5,1603:45:16:144:2:52,1603:45:16:144:3:5218,Sammanthurai,සම්මන්තුරේ,சம்மாந்துறை,LK5218,,,,,,,,Ampara,අම්පාර දිස්ත්‍රික්කය,அம்பாறை மாவட்டம்,LK52,Eastern,නැගෙනහිර පළාත,கிழக்கு மாகாணம்,LK5,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:5221,5221,1603:45:16:144:0,1603:45:16:144:1:5,1603:45:16:144:2:52,1603:45:16:144:3:5221,Kalmunai,කල්මුනේ,கல்முனை,LK5221,,,,,,,,Ampara,අම්පාර දිස්ත්‍රික්කය,அம்பாறை மாவட்டம்,LK52,Eastern,නැගෙනහිර පළාත,கிழக்கு மாகாணம்,LK5,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:5225,5225,1603:45:16:144:0,1603:45:16:144:1:5,1603:45:16:144:2:52,1603:45:16:144:3:5225,Sainthamaruthu,සයින්දමරුතු,சாய்ந்தமருது,LK5225,,,,,,,,Ampara,අම්පාර දිස්ත්‍රික්කය,அம்பாறை மாவட்டம்,LK52,Eastern,නැගෙනහිර පළාත,கிழக்கு மாகாணம்,LK5,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:5227,5227,1603:45:16:144:0,1603:45:16:144:1:5,1603:45:16:144:2:52,1603:45:16:144:3:5227,Karaitivu,කරෙයිතිවු,காரைதீவு,LK5227,,,,,,,,Ampara,අම්පාර දිස්ත්‍රික්කය,அம்பாறை மாவட்டம்,LK52,Eastern,නැගෙනහිර පළාත,கிழக்கு மாகாணம்,LK5,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:5230,5230,1603:45:16:144:0,1603:45:16:144:1:5,1603:45:16:144:2:52,1603:45:16:144:3:5230,Nintavur,නීන්දවුර්,நிந்தவூர்,LK5230,,,,,,,,Ampara,අම්පාර දිස්ත්‍රික්කය,அம்பாறை மாவட்டம்,LK52,Eastern,නැගෙනහිර පළාත,கிழக்கு மாகாணம்,LK5,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:5233,5233,1603:45:16:144:0,1603:45:16:144:1:5,1603:45:16:144:2:52,1603:45:16:144:3:5233,Addalaichenai,අඩ්ඩාලච්චේන,அட்டாளைச்சேனை,LK5233,,,,,,,,Ampara,අම්පාර දිස්ත්‍රික්කය,அம்பாறை மாவட்டம்,LK52,Eastern,නැගෙනහිර පළාත,கிழக்கு மாகாணம்,LK5,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:5234,5234,1603:45:16:144:0,1603:45:16:144:1:5,1603:45:16:144:2:52,1603:45:16:144:3:5234,Irakkamam,ඉරක්කාමම්,இறக்காமம்,LK5234,,,,,,,,Ampara,අම්පාර දිස්ත්‍රික්කය,அம்பாறை மாவட்டம்,LK52,Eastern,නැගෙනහිර පළාත,கிழக்கு மாகாணம்,LK5,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:5236,5236,1603:45:16:144:0,1603:45:16:144:1:5,1603:45:16:144:2:52,1603:45:16:144:3:5236,Akkaraipattu,අක්කරපත්තුව,அக்கறைப்பற்று,LK5236,,,,,,,,Ampara,අම්පාර දිස්ත්‍රික්කය,அம்பாறை மாவட்டம்,LK52,Eastern,නැගෙනහිර පළාත,கிழக்கு மாகாணம்,LK5,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:5239,5239,1603:45:16:144:0,1603:45:16:144:1:5,1603:45:16:144:2:52,1603:45:16:144:3:5239,Alayadivembu,අලයාඩිවෙම්බු,ஆலயடிவேம்பு,LK5239,,,,,,,,Ampara,අම්පාර දිස්ත්‍රික්කය,அம்பாறை மாவட்டம்,LK52,Eastern,නැගෙනහිර පළාත,கிழக்கு மாகாணம்,LK5,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:5242,5242,1603:45:16:144:0,1603:45:16:144:1:5,1603:45:16:144:2:52,1603:45:16:144:3:5242,Damana,දමන,தமனை,LK5242,,,,,,,,Ampara,අම්පාර දිස්ත්‍රික්කය,அம்பாறை மாவட்டம்,LK52,Eastern,නැගෙනහිර පළාත,கிழக்கு மாகாணம்,LK5,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:5245,5245,1603:45:16:144:0,1603:45:16:144:1:5,1603:45:16:144:2:52,1603:45:16:144:3:5245,Tirukkovil,තිරුක්කෝවිල්,திருக்கோவில்,LK5245,,,,,,,,Ampara,අම්පාර දිස්ත්‍රික්කය,அம்பாறை மாவட்டம்,LK52,Eastern,නැගෙනහිර පළාත,கிழக்கு மாகாணம்,LK5,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:5248,5248,1603:45:16:144:0,1603:45:16:144:1:5,1603:45:16:144:2:52,1603:45:16:144:3:5248,Pottuvil,පොතුවිල්,பொத்துவில்,LK5248,,,,,,,,Ampara,අම්පාර දිස්ත්‍රික්කය,அம்பாறை மாவட்டம்,LK52,Eastern,නැගෙනහිර පළාත,கிழக்கு மாகாணம்,LK5,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:5251,5251,1603:45:16:144:0,1603:45:16:144:1:5,1603:45:16:144:2:52,1603:45:16:144:3:5251,Lahugala,ලාහුගල,லகுகலை,LK5251,,,,,,,,Ampara,අම්පාර දිස්ත්‍රික්කය,அம்பாறை மாவட்டம்,LK52,Eastern,නැගෙනහිර පළාත,கிழக்கு மாகாணம்,LK5,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:5303,5303,1603:45:16:144:0,1603:45:16:144:1:5,1603:45:16:144:2:53,1603:45:16:144:3:5303,Padavi Sri Pura,පදවි ශ්‍රී පුර,பதவிசிறிபுர,LK5303,,,,,,,,Trincomalee,ත්‍රිකුණාමළය දිස්ත්‍රික්කය,திருகோணமலை மாவட்டம்,LK53,Eastern,නැගෙනහිර පළාත,கிழக்கு மாகாணம்,LK5,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:5306,5306,1603:45:16:144:0,1603:45:16:144:1:5,1603:45:16:144:2:53,1603:45:16:144:3:5306,Kuchchaweli,කුච්චවේලි,குச்சவெளி,LK5306,,,,,,,,Trincomalee,ත්‍රිකුණාමළය දිස්ත්‍රික්කය,திருகோணமலை மாவட்டம்,LK53,Eastern,නැගෙනහිර පළාත,கிழக்கு மாகாணம்,LK5,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:5309,5309,1603:45:16:144:0,1603:45:16:144:1:5,1603:45:16:144:2:53,1603:45:16:144:3:5309,Gomarankadawala,ගෝමරන්කඩවල,கோமரங்கடவல,LK5309,,,,,,,,Trincomalee,ත්‍රිකුණාමළය දිස්ත්‍රික්කය,திருகோணமலை மாவட்டம்,LK53,Eastern,නැගෙනහිර පළාත,கிழக்கு மாகாணம்,LK5,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:5312,5312,1603:45:16:144:0,1603:45:16:144:1:5,1603:45:16:144:2:53,1603:45:16:144:3:5312,Morawewa,මොරවැව,மொரவெவ,LK5312,,,,,,,,Trincomalee,ත්‍රිකුණාමළය දිස්ත්‍රික්කය,திருகோணமலை மாவட்டம்,LK53,Eastern,නැගෙනහිර පළාත,கிழக்கு மாகாணம்,LK5,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:5315,5315,1603:45:16:144:0,1603:45:16:144:1:5,1603:45:16:144:2:53,1603:45:16:144:3:5315,Town & Gravets,ත්‍රිකුණාමල,திருகோணமலை,LK5315,,,,,,,,Trincomalee,ත්‍රිකුණාමළය දිස්ත්‍රික්කය,திருகோணமலை மாவட்டம்,LK53,Eastern,නැගෙනහිර පළාත,கிழக்கு மாகாணம்,LK5,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:5318,5318,1603:45:16:144:0,1603:45:16:144:1:5,1603:45:16:144:2:53,1603:45:16:144:3:5318,Thambalagamuwa,තඹලගමුව,தம்பலகாமம்,LK5318,,,,,,,,Trincomalee,ත්‍රිකුණාමළය දිස්ත්‍රික්කය,திருகோணமலை மாவட்டம்,LK53,Eastern,නැගෙනහිර පළාත,கிழக்கு மாகாணம்,LK5,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:5321,5321,1603:45:16:144:0,1603:45:16:144:1:5,1603:45:16:144:2:53,1603:45:16:144:3:5321,Kantale,කන්තලේ,கந்தளாய்,LK5321,,,,,,,,Trincomalee,ත්‍රිකුණාමළය දිස්ත්‍රික්කය,திருகோணமலை மாவட்டம்,LK53,Eastern,නැගෙනහිර පළාත,கிழக்கு மாகாணம்,LK5,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:5324,5324,1603:45:16:144:0,1603:45:16:144:1:5,1603:45:16:144:2:53,1603:45:16:144:3:5324,Kinniya,කින්නියා,கிண்ணியா,LK5324,,,,,,,,Trincomalee,ත්‍රිකුණාමළය දිස්ත්‍රික්කය,திருகோணமலை மாவட்டம்,LK53,Eastern,නැගෙනහිර පළාත,கிழக்கு மாகாணம்,LK5,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:5327,5327,1603:45:16:144:0,1603:45:16:144:1:5,1603:45:16:144:2:53,1603:45:16:144:3:5327,Muthur,මුත්තූර්,மூதூர்,LK5327,,,,,,,,Trincomalee,ත්‍රිකුණාමළය දිස්ත්‍රික්කය,திருகோணமலை மாவட்டம்,LK53,Eastern,නැගෙනහිර පළාත,கிழக்கு மாகாணம்,LK5,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:5330,5330,1603:45:16:144:0,1603:45:16:144:1:5,1603:45:16:144:2:53,1603:45:16:144:3:5330,Seruvila,සේරුවිල,சேருவிலை,LK5330,,,,,,,,Trincomalee,ත්‍රිකුණාමළය දිස්ත්‍රික්කය,திருகோணமலை மாவட்டம்,LK53,Eastern,නැගෙනහිර පළාත,கிழக்கு மாகாணம்,LK5,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:5333,5333,1603:45:16:144:0,1603:45:16:144:1:5,1603:45:16:144:2:53,1603:45:16:144:3:5333,Verugal,වෙරුගල්,வெருகல் - ஈச்சிலம்பத்தை,LK5333,,,,,,,,Trincomalee,ත්‍රිකුණාමළය දිස්ත්‍රික්කය,திருகோணமலை மாவட்டம்,LK53,Eastern,නැගෙනහිර පළාත,கிழக்கு மாகாணம்,LK5,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:6000,6000,1603:45:16:144:0,1603:45:16:144:1:6,1603:45:16:144:2:60,1603:45:16:144:3:6000,[unknown],[unknown],[unknown],LK6000,,,,,,,,[unknown],[unknown],[unknoபுத்தளம் மாவட்டம்wn],LK60,North Western,වයඹ පළාත,வட மேல் மாகாணம்,LK6,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:6103,6103,1603:45:16:144:0,1603:45:16:144:1:6,1603:45:16:144:2:61,1603:45:16:144:3:6103,Giribawa,ගිරිබාව,கிரிபாவை,LK6103,,,,,,,,Kurunegala,කුරුණෑගල දිස්ත්‍රික්කය,குருநாகல் மாவட்டம்,LK61,North Western,වයඹ පළාත,வட மேல் மாகாணம்,LK6,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:6106,6106,1603:45:16:144:0,1603:45:16:144:1:6,1603:45:16:144:2:61,1603:45:16:144:3:6106,Galgamuwa,ගල්ගමුව,கல்கமுவை,LK6106,,,,,,,,Kurunegala,කුරුණෑගල දිස්ත්‍රික්කය,குருநாகல் மாவட்டம்,LK61,North Western,වයඹ පළාත,வட மேல் மாகாணம்,LK6,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
