#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt0,#item+rem+i_tur+is_latn+rdf_p_skos_preflabel_s5002+ix_alt0,#meta+ERROR+adm2+code+v_pcode,#meta+ERROR+adm2+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt2,#item+rem+i_tur+is_latn+rdf_p_skos_preflabel_s5002+ix_alt1,#item+rem+i_tur+is_latn+rdf_p_skos_preflabel_s5002+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#item+rem+i_tur+is_latn+rdf_p_skos_preflabel_s5001,#meta+ERROR+adm1+code+v_pcode,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#item+rem+i_tur+is_latn+rdf_p_skos_preflabel_s5000,#meta+ERROR+country+code+v_iso3166p1a2,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:792:2:54012,54012,1603:45:16:792:0,1603:45:16:792:1:54,1603:45:16:792:2:54012,Pamukova,Pamukova,TR054012,,,,,,Sakarya,Sakarya,TR054,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:54013,54013,1603:45:16:792:0,1603:45:16:792:1:54,1603:45:16:792:2:54013,Sapanca,Sapanca,TR054013,,,,,,Sakarya,Sakarya,TR054,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:54014,54014,1603:45:16:792:0,1603:45:16:792:1:54,1603:45:16:792:2:54014,Serdivan,Serdivan,TR054014,,,,,,Sakarya,Sakarya,TR054,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:54015,54015,1603:45:16:792:0,1603:45:16:792:1:54,1603:45:16:792:2:54015,Sogutlu,Söğütlü,TR054015,,,,,,Sakarya,Sakarya,TR054,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:54016,54016,1603:45:16:792:0,1603:45:16:792:1:54,1603:45:16:792:2:54016,Tarakli,Tarakli,TR054016,,,,,,Sakarya,Sakarya,TR054,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:55001,55001,1603:45:16:792:0,1603:45:16:792:1:55,1603:45:16:792:2:55001,19 Mayis,19 Mayis,TR055001,,,,,,Samsun,Samsun,TR055,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:55002,55002,1603:45:16:792:0,1603:45:16:792:1:55,1603:45:16:792:2:55002,Alacam,Alaçam,TR055002,,,,,,Samsun,Samsun,TR055,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:55003,55003,1603:45:16:792:0,1603:45:16:792:1:55,1603:45:16:792:2:55003,Asarcik,Asarcik,TR055003,,,,,,Samsun,Samsun,TR055,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:55004,55004,1603:45:16:792:0,1603:45:16:792:1:55,1603:45:16:792:2:55004,Atakum,Atakum,TR055004,,,,,,Samsun,Samsun,TR055,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:55005,55005,1603:45:16:792:0,1603:45:16:792:1:55,1603:45:16:792:2:55005,Ayvacik,Ayvacik,TR055005,,,,,,Samsun,Samsun,TR055,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:55006,55006,1603:45:16:792:0,1603:45:16:792:1:55,1603:45:16:792:2:55006,Bafra,Bafra,TR055006,,,,,,Samsun,Samsun,TR055,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:55007,55007,1603:45:16:792:0,1603:45:16:792:1:55,1603:45:16:792:2:55007,Canik,Canik,TR055007,,,,,,Samsun,Samsun,TR055,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:55008,55008,1603:45:16:792:0,1603:45:16:792:1:55,1603:45:16:792:2:55008,Carsamba,Çarşamba,TR055008,,,,,,Samsun,Samsun,TR055,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:55009,55009,1603:45:16:792:0,1603:45:16:792:1:55,1603:45:16:792:2:55009,Havza,Havza,TR055009,,,,,,Samsun,Samsun,TR055,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:55010,55010,1603:45:16:792:0,1603:45:16:792:1:55,1603:45:16:792:2:55010,Ilkadim,Ilkadim,TR055010,,,,,,Samsun,Samsun,TR055,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:55011,55011,1603:45:16:792:0,1603:45:16:792:1:55,1603:45:16:792:2:55011,Kavak,Kavak,TR055011,,,,,,Samsun,Samsun,TR055,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:55012,55012,1603:45:16:792:0,1603:45:16:792:1:55,1603:45:16:792:2:55012,Ladik,Ladik,TR055012,,,,,,Samsun,Samsun,TR055,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:55013,55013,1603:45:16:792:0,1603:45:16:792:1:55,1603:45:16:792:2:55013,Salipazari,Salipazari,TR055013,,,,,,Samsun,Samsun,TR055,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:55014,55014,1603:45:16:792:0,1603:45:16:792:1:55,1603:45:16:792:2:55014,Tekkekoy,Tekkeköy,TR055014,,,,,,Samsun,Samsun,TR055,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:55015,55015,1603:45:16:792:0,1603:45:16:792:1:55,1603:45:16:792:2:55015,Terme,Terme,TR055015,,,,,,Samsun,Samsun,TR055,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:55016,55016,1603:45:16:792:0,1603:45:16:792:1:55,1603:45:16:792:2:55016,Vezirkopru,Vezirköprü,TR055016,,,,,,Samsun,Samsun,TR055,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:55017,55017,1603:45:16:792:0,1603:45:16:792:1:55,1603:45:16:792:2:55017,Yakakent,Yakakent,TR055017,,,,,,Samsun,Samsun,TR055,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:56001,56001,1603:45:16:792:0,1603:45:16:792:1:56,1603:45:16:792:2:56001,Baykan,Baykan,TR056001,,,,,,Siirt,Siirt,TR056,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:56002,56002,1603:45:16:792:0,1603:45:16:792:1:56,1603:45:16:792:2:56002,Eruh,Eruh,TR056002,,,,,,Siirt,Siirt,TR056,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:56003,56003,1603:45:16:792:0,1603:45:16:792:1:56,1603:45:16:792:2:56003,Kurtalan,Kurtalan,TR056003,,,,,,Siirt,Siirt,TR056,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:56004,56004,1603:45:16:792:0,1603:45:16:792:1:56,1603:45:16:792:2:56004,Pervari,Pervari,TR056004,,,,,,Siirt,Siirt,TR056,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:56005,56005,1603:45:16:792:0,1603:45:16:792:1:56,1603:45:16:792:2:56005,Siirt,Siirt,TR056005,,,,,,Siirt,Siirt,TR056,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:56006,56006,1603:45:16:792:0,1603:45:16:792:1:56,1603:45:16:792:2:56006,Sirvan,Şirvan,TR056006,,,,,,Siirt,Siirt,TR056,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:56007,56007,1603:45:16:792:0,1603:45:16:792:1:56,1603:45:16:792:2:56007,Tillo,Tillo,TR056007,,,,,,Siirt,Siirt,TR056,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:57001,57001,1603:45:16:792:0,1603:45:16:792:1:57,1603:45:16:792:2:57001,Ayancik,Ayancik,TR057001,,,,,,Sinop,Sinop,TR057,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:57002,57002,1603:45:16:792:0,1603:45:16:792:1:57,1603:45:16:792:2:57002,Boyabat,Boyabat,TR057002,,,,,,Sinop,Sinop,TR057,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:57003,57003,1603:45:16:792:0,1603:45:16:792:1:57,1603:45:16:792:2:57003,Dikmen,Dikmen,TR057003,,,,,,Sinop,Sinop,TR057,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:57004,57004,1603:45:16:792:0,1603:45:16:792:1:57,1603:45:16:792:2:57004,Duragan,Durağan,TR057004,,,,,,Sinop,Sinop,TR057,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:57005,57005,1603:45:16:792:0,1603:45:16:792:1:57,1603:45:16:792:2:57005,Erfelek,Erfelek,TR057005,,,,,,Sinop,Sinop,TR057,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:57006,57006,1603:45:16:792:0,1603:45:16:792:1:57,1603:45:16:792:2:57006,Gerze,Gerze,TR057006,,,,,,Sinop,Sinop,TR057,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:57007,57007,1603:45:16:792:0,1603:45:16:792:1:57,1603:45:16:792:2:57007,Sarayduzu,Saraydüzü,TR057007,,,,,,Sinop,Sinop,TR057,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:57008,57008,1603:45:16:792:0,1603:45:16:792:1:57,1603:45:16:792:2:57008,Sinop,Sinop,TR057008,,,,,,Sinop,Sinop,TR057,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:57009,57009,1603:45:16:792:0,1603:45:16:792:1:57,1603:45:16:792:2:57009,Turkeli,Türkeli,TR057009,,,,,,Sinop,Sinop,TR057,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:58001,58001,1603:45:16:792:0,1603:45:16:792:1:58,1603:45:16:792:2:58001,Akincilar,Akincilar,TR058001,,,,,,Sivas,Sivas,TR058,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:58002,58002,1603:45:16:792:0,1603:45:16:792:1:58,1603:45:16:792:2:58002,Altinyayla,Altinyayla,TR058002,,,,,,Sivas,Sivas,TR058,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:58003,58003,1603:45:16:792:0,1603:45:16:792:1:58,1603:45:16:792:2:58003,Divrigi,Divriği,TR058003,,,,,,Sivas,Sivas,TR058,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:58004,58004,1603:45:16:792:0,1603:45:16:792:1:58,1603:45:16:792:2:58004,Dogansar,Doğanşar,TR058004,,,,,,Sivas,Sivas,TR058,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:58005,58005,1603:45:16:792:0,1603:45:16:792:1:58,1603:45:16:792:2:58005,Gemerek,Gemerek,TR058005,,,,,,Sivas,Sivas,TR058,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:58006,58006,1603:45:16:792:0,1603:45:16:792:1:58,1603:45:16:792:2:58006,Golova,Gölova,TR058006,,,,,,Sivas,Sivas,TR058,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:58007,58007,1603:45:16:792:0,1603:45:16:792:1:58,1603:45:16:792:2:58007,Gurun,Gürün,TR058007,,,,,,Sivas,Sivas,TR058,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:58008,58008,1603:45:16:792:0,1603:45:16:792:1:58,1603:45:16:792:2:58008,Hafik,Hafik,TR058008,,,,,,Sivas,Sivas,TR058,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:58009,58009,1603:45:16:792:0,1603:45:16:792:1:58,1603:45:16:792:2:58009,Imranli,Imranli,TR058009,,,,,,Sivas,Sivas,TR058,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:58010,58010,1603:45:16:792:0,1603:45:16:792:1:58,1603:45:16:792:2:58010,Kangal,Kangal,TR058010,,,,,,Sivas,Sivas,TR058,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:58011,58011,1603:45:16:792:0,1603:45:16:792:1:58,1603:45:16:792:2:58011,Koyulhisar,Koyulhisar,TR058011,,,,,,Sivas,Sivas,TR058,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:58012,58012,1603:45:16:792:0,1603:45:16:792:1:58,1603:45:16:792:2:58012,Sivas,Sivas,TR058012,,,,,,Sivas,Sivas,TR058,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:58013,58013,1603:45:16:792:0,1603:45:16:792:1:58,1603:45:16:792:2:58013,Susehri,Suşehri,TR058013,,,,,,Sivas,Sivas,TR058,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:58014,58014,1603:45:16:792:0,1603:45:16:792:1:58,1603:45:16:792:2:58014,Sarkisla,Şarkişla,TR058014,,,,,,Sivas,Sivas,TR058,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:58015,58015,1603:45:16:792:0,1603:45:16:792:1:58,1603:45:16:792:2:58015,Ulas,Ulaş,TR058015,,,,,,Sivas,Sivas,TR058,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:58016,58016,1603:45:16:792:0,1603:45:16:792:1:58,1603:45:16:792:2:58016,Yildizeli,Yildizeli,TR058016,,,,,,Sivas,Sivas,TR058,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:58017,58017,1603:45:16:792:0,1603:45:16:792:1:58,1603:45:16:792:2:58017,Zara,Zara,TR058017,,,,,,Sivas,Sivas,TR058,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:59001,59001,1603:45:16:792:0,1603:45:16:792:1:59,1603:45:16:792:2:59001,Cerkezkoy,Çerkezköy,TR059001,,,,,,Tekirdag,Tekirdağ,TR059,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:59002,59002,1603:45:16:792:0,1603:45:16:792:1:59,1603:45:16:792:2:59002,Corlu,Çorlu,TR059002,,,,,,Tekirdag,Tekirdağ,TR059,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:59003,59003,1603:45:16:792:0,1603:45:16:792:1:59,1603:45:16:792:2:59003,Ergene,Ergene,TR059003,,,,,,Tekirdag,Tekirdağ,TR059,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:59004,59004,1603:45:16:792:0,1603:45:16:792:1:59,1603:45:16:792:2:59004,Hayrabolu,Hayrabolu,TR059004,,,,,,Tekirdag,Tekirdağ,TR059,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:59005,59005,1603:45:16:792:0,1603:45:16:792:1:59,1603:45:16:792:2:59005,Kapakli,Kapakli,TR059005,,,,,,Tekirdag,Tekirdağ,TR059,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:59006,59006,1603:45:16:792:0,1603:45:16:792:1:59,1603:45:16:792:2:59006,Malkara,Malkara,TR059006,,,,,,Tekirdag,Tekirdağ,TR059,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:59007,59007,1603:45:16:792:0,1603:45:16:792:1:59,1603:45:16:792:2:59007,Marmaraereglisi,Marmaraereğlisi,TR059007,,,,,,Tekirdag,Tekirdağ,TR059,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:59008,59008,1603:45:16:792:0,1603:45:16:792:1:59,1603:45:16:792:2:59008,Muratli,Muratli,TR059008,,,,,,Tekirdag,Tekirdağ,TR059,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:59009,59009,1603:45:16:792:0,1603:45:16:792:1:59,1603:45:16:792:2:59009,Saray,Saray,TR059009,,,,,,Tekirdag,Tekirdağ,TR059,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:59010,59010,1603:45:16:792:0,1603:45:16:792:1:59,1603:45:16:792:2:59010,Suleymanpasa,Süleymanpaşa,TR059010,,,,,,Tekirdag,Tekirdağ,TR059,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:59011,59011,1603:45:16:792:0,1603:45:16:792:1:59,1603:45:16:792:2:59011,Sarkoy,Şarköy,TR059011,,,,,,Tekirdag,Tekirdağ,TR059,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:60001,60001,1603:45:16:792:0,1603:45:16:792:1:60,1603:45:16:792:2:60001,Almus,Almus,TR060001,,,,,,Tokat,Tokat,TR060,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:60002,60002,1603:45:16:792:0,1603:45:16:792:1:60,1603:45:16:792:2:60002,Artova,Artova,TR060002,,,,,,Tokat,Tokat,TR060,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:60003,60003,1603:45:16:792:0,1603:45:16:792:1:60,1603:45:16:792:2:60003,Basciftlik,Başçiftlik,TR060003,,,,,,Tokat,Tokat,TR060,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:60004,60004,1603:45:16:792:0,1603:45:16:792:1:60,1603:45:16:792:2:60004,Erbaa,Erbaa,TR060004,,,,,,Tokat,Tokat,TR060,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:60005,60005,1603:45:16:792:0,1603:45:16:792:1:60,1603:45:16:792:2:60005,Niksar,Niksar,TR060005,,,,,,Tokat,Tokat,TR060,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:60006,60006,1603:45:16:792:0,1603:45:16:792:1:60,1603:45:16:792:2:60006,Pazar,Pazar,TR060006,,,,,,Tokat,Tokat,TR060,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:60007,60007,1603:45:16:792:0,1603:45:16:792:1:60,1603:45:16:792:2:60007,Resadiye,Reşadiye,TR060007,,,,,,Tokat,Tokat,TR060,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:60008,60008,1603:45:16:792:0,1603:45:16:792:1:60,1603:45:16:792:2:60008,Sulusaray,Sulusaray,TR060008,,,,,,Tokat,Tokat,TR060,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:60009,60009,1603:45:16:792:0,1603:45:16:792:1:60,1603:45:16:792:2:60009,Tokat,Tokat,TR060009,,,,,,Tokat,Tokat,TR060,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:60010,60010,1603:45:16:792:0,1603:45:16:792:1:60,1603:45:16:792:2:60010,Turhal,Turhal,TR060010,,,,,,Tokat,Tokat,TR060,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:60011,60011,1603:45:16:792:0,1603:45:16:792:1:60,1603:45:16:792:2:60011,Yesilyurt,Yeşilyurt,TR060011,,,,,,Tokat,Tokat,TR060,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:60012,60012,1603:45:16:792:0,1603:45:16:792:1:60,1603:45:16:792:2:60012,Zile,Zile,TR060012,,,,,,Tokat,Tokat,TR060,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:61001,61001,1603:45:16:792:0,1603:45:16:792:1:61,1603:45:16:792:2:61001,Akcaabat,Akçaabat,TR061001,,,,,,Trabzon,Trabzon,TR061,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:61002,61002,1603:45:16:792:0,1603:45:16:792:1:61,1603:45:16:792:2:61002,Arakli,Arakli,TR061002,,,,,,Trabzon,Trabzon,TR061,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:61003,61003,1603:45:16:792:0,1603:45:16:792:1:61,1603:45:16:792:2:61003,Arsin,Arsin,TR061003,,,,,,Trabzon,Trabzon,TR061,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:61004,61004,1603:45:16:792:0,1603:45:16:792:1:61,1603:45:16:792:2:61004,Besikduzu,Beşikdüzü,TR061004,,,,,,Trabzon,Trabzon,TR061,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:61005,61005,1603:45:16:792:0,1603:45:16:792:1:61,1603:45:16:792:2:61005,Carsibasi,Çarşibaşi,TR061005,,,,,,Trabzon,Trabzon,TR061,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:61006,61006,1603:45:16:792:0,1603:45:16:792:1:61,1603:45:16:792:2:61006,Caykara,Çaykara,TR061006,,,,,,Trabzon,Trabzon,TR061,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:61007,61007,1603:45:16:792:0,1603:45:16:792:1:61,1603:45:16:792:2:61007,Dernekpazari,Dernekpazari,TR061007,,,,,,Trabzon,Trabzon,TR061,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:61008,61008,1603:45:16:792:0,1603:45:16:792:1:61,1603:45:16:792:2:61008,Duzkoy,Düzköy,TR061008,,,,,,Trabzon,Trabzon,TR061,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:61009,61009,1603:45:16:792:0,1603:45:16:792:1:61,1603:45:16:792:2:61009,Hayrat,Hayrat,TR061009,,,,,,Trabzon,Trabzon,TR061,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:61010,61010,1603:45:16:792:0,1603:45:16:792:1:61,1603:45:16:792:2:61010,Koprubasi,Köprübaşi,TR061010,,,,,,Trabzon,Trabzon,TR061,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:61011,61011,1603:45:16:792:0,1603:45:16:792:1:61,1603:45:16:792:2:61011,Macka,Maçka,TR061011,,,,,,Trabzon,Trabzon,TR061,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:61012,61012,1603:45:16:792:0,1603:45:16:792:1:61,1603:45:16:792:2:61012,Of,Of,TR061012,,,,,,Trabzon,Trabzon,TR061,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:61013,61013,1603:45:16:792:0,1603:45:16:792:1:61,1603:45:16:792:2:61013,Ortahisar,Ortahisar,TR061013,,,,,,Trabzon,Trabzon,TR061,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:61014,61014,1603:45:16:792:0,1603:45:16:792:1:61,1603:45:16:792:2:61014,Surmene,Sürmene,TR061014,,,,,,Trabzon,Trabzon,TR061,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:61015,61015,1603:45:16:792:0,1603:45:16:792:1:61,1603:45:16:792:2:61015,Salpazari,Şalpazari,TR061015,,,,,,Trabzon,Trabzon,TR061,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:61016,61016,1603:45:16:792:0,1603:45:16:792:1:61,1603:45:16:792:2:61016,Tonya,Tonya,TR061016,,,,,,Trabzon,Trabzon,TR061,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:61017,61017,1603:45:16:792:0,1603:45:16:792:1:61,1603:45:16:792:2:61017,Vakfikebir,Vakfikebir,TR061017,,,,,,Trabzon,Trabzon,TR061,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:61018,61018,1603:45:16:792:0,1603:45:16:792:1:61,1603:45:16:792:2:61018,Yomra,Yomra,TR061018,,,,,,Trabzon,Trabzon,TR061,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:62001,62001,1603:45:16:792:0,1603:45:16:792:1:62,1603:45:16:792:2:62001,Cemisgezek,Çemişgezek,TR062001,,,,,,Tunceli,Tunceli,TR062,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:62002,62002,1603:45:16:792:0,1603:45:16:792:1:62,1603:45:16:792:2:62002,Hozat,Hozat,TR062002,,,,,,Tunceli,Tunceli,TR062,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:62003,62003,1603:45:16:792:0,1603:45:16:792:1:62,1603:45:16:792:2:62003,Mazgirt,Mazgirt,TR062003,,,,,,Tunceli,Tunceli,TR062,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:62004,62004,1603:45:16:792:0,1603:45:16:792:1:62,1603:45:16:792:2:62004,Nazimiye,Nazimiye,TR062004,,,,,,Tunceli,Tunceli,TR062,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:62005,62005,1603:45:16:792:0,1603:45:16:792:1:62,1603:45:16:792:2:62005,Ovacik,Ovacik,TR062005,,,,,,Tunceli,Tunceli,TR062,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:62006,62006,1603:45:16:792:0,1603:45:16:792:1:62,1603:45:16:792:2:62006,Pertek,Pertek,TR062006,,,,,,Tunceli,Tunceli,TR062,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:62007,62007,1603:45:16:792:0,1603:45:16:792:1:62,1603:45:16:792:2:62007,Pulumur,Pülümür,TR062007,,,,,,Tunceli,Tunceli,TR062,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:62008,62008,1603:45:16:792:0,1603:45:16:792:1:62,1603:45:16:792:2:62008,Tunceli,Tunceli,TR062008,,,,,,Tunceli,Tunceli,TR062,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:63001,63001,1603:45:16:792:0,1603:45:16:792:1:63,1603:45:16:792:2:63001,Akcakale,Akçakale,TR063001,,,,,,Sanliurfa,Şanliurfa,TR063,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:63002,63002,1603:45:16:792:0,1603:45:16:792:1:63,1603:45:16:792:2:63002,Birecik,Birecik,TR063002,,,,,,Sanliurfa,Şanliurfa,TR063,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:63003,63003,1603:45:16:792:0,1603:45:16:792:1:63,1603:45:16:792:2:63003,Bozova,Bozova,TR063003,,,,,,Sanliurfa,Şanliurfa,TR063,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:63004,63004,1603:45:16:792:0,1603:45:16:792:1:63,1603:45:16:792:2:63004,Ceylanpinar,Ceylanpinar,TR063004,,,,,,Sanliurfa,Şanliurfa,TR063,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
