#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5003+rdf_p_obo_bfo171_s5002+rdf_s_u2200_s5003,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt0,#meta+ERROR+adm3+code+v_pcode,#meta+ERROR+adm3+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002,#meta+ERROR+adm2+code+v_pcode,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#meta+ERROR+adm1+code+v_pcode,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#meta+ERROR+country+code+v_iso3166p1a2,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:72:3:140204,140204,1603:45:16:72:0,1603:45:16:72:1:14,1603:45:16:72:2:1402,1603:45:16:72:3:140204,Gonutsuga,BW140204,,,,Ngamiland West,BW1402,North West,BW14,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:140205,140205,1603:45:16:72:0,1603:45:16:72:1:14,1603:45:16:72:2:1402,1603:45:16:72:3:140205,Mokgacha,BW140205,,,,Ngamiland West,BW1402,North West,BW14,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:140206,140206,1603:45:16:72:0,1603:45:16:72:1:14,1603:45:16:72:2:1402,1603:45:16:72:3:140206,Qangwa,BW140206,,,,Ngamiland West,BW1402,North West,BW14,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:140207,140207,1603:45:16:72:0,1603:45:16:72:1:14,1603:45:16:72:2:1402,1603:45:16:72:3:140207,Xakao,BW140207,,,,Ngamiland West,BW1402,North West,BW14,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:140208,140208,1603:45:16:72:0,1603:45:16:72:1:14,1603:45:16:72:2:1402,1603:45:16:72:3:140208,Kauxwhi,BW140208,,,,Ngamiland West,BW1402,North West,BW14,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:140209,140209,1603:45:16:72:0,1603:45:16:72:1:14,1603:45:16:72:2:1402,1603:45:16:72:3:140209,Etsha 6,BW140209,,,,Ngamiland West,BW1402,North West,BW14,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:140210,140210,1603:45:16:72:0,1603:45:16:72:1:14,1603:45:16:72:2:1402,1603:45:16:72:3:140210,Ikoga,BW140210,,,,Ngamiland West,BW1402,North West,BW14,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:140211,140211,1603:45:16:72:0,1603:45:16:72:1:14,1603:45:16:72:2:1402,1603:45:16:72:3:140211,Sepopa,BW140211,,,,Ngamiland West,BW1402,North West,BW14,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:140212,140212,1603:45:16:72:0,1603:45:16:72:1:14,1603:45:16:72:2:1402,1603:45:16:72:3:140212,Nxamasere,BW140212,,,,Ngamiland West,BW1402,North West,BW14,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:140213,140213,1603:45:16:72:0,1603:45:16:72:1:14,1603:45:16:72:2:1402,1603:45:16:72:3:140213,Shakawe,BW140213,,,,Ngamiland West,BW1402,North West,BW14,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:140214,140214,1603:45:16:72:0,1603:45:16:72:1:14,1603:45:16:72:2:1402,1603:45:16:72:3:140214,Nxaunxau,BW140214,,,,Ngamiland West,BW1402,North West,BW14,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:140215,140215,1603:45:16:72:0,1603:45:16:72:1:14,1603:45:16:72:2:1402,1603:45:16:72:3:140215,Mohembo West,BW140215,,,,Ngamiland West,BW1402,North West,BW14,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:140216,140216,1603:45:16:72:0,1603:45:16:72:1:14,1603:45:16:72:2:1402,1603:45:16:72:3:140216,Etsha 13,BW140216,,,,Ngamiland West,BW1402,North West,BW14,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:140217,140217,1603:45:16:72:0,1603:45:16:72:1:14,1603:45:16:72:2:1402,1603:45:16:72:3:140217,Nokaneng,BW140217,,,,Ngamiland West,BW1402,North West,BW14,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:140218,140218,1603:45:16:72:0,1603:45:16:72:1:14,1603:45:16:72:2:1402,1603:45:16:72:3:140218,Gani,BW140218,,,,Ngamiland West,BW1402,North West,BW14,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:140219,140219,1603:45:16:72:0,1603:45:16:72:1:14,1603:45:16:72:2:1402,1603:45:16:72:3:140219,Tubu,BW140219,,,,Ngamiland West,BW1402,North West,BW14,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:140220,140220,1603:45:16:72:0,1603:45:16:72:1:14,1603:45:16:72:2:1402,1603:45:16:72:3:140220,Gumare,BW140220,,,,Ngamiland West,BW1402,North West,BW14,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:140221,140221,1603:45:16:72:0,1603:45:16:72:1:14,1603:45:16:72:2:1402,1603:45:16:72:3:140221,Xaxa,BW140221,,,,Ngamiland West,BW1402,North West,BW14,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:140222,140222,1603:45:16:72:0,1603:45:16:72:1:14,1603:45:16:72:2:1402,1603:45:16:72:3:140222,Mohembo East,BW140222,,,,Ngamiland West,BW1402,North West,BW14,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:140223,140223,1603:45:16:72:0,1603:45:16:72:1:14,1603:45:16:72:2:1402,1603:45:16:72:3:140223,Tobere,BW140223,,,,Ngamiland West,BW1402,North West,BW14,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:140224,140224,1603:45:16:72:0,1603:45:16:72:1:14,1603:45:16:72:2:1402,1603:45:16:72:3:140224,Sekondomboro,BW140224,,,,Ngamiland West,BW1402,North West,BW14,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:140225,140225,1603:45:16:72:0,1603:45:16:72:1:14,1603:45:16:72:2:1402,1603:45:16:72:3:140225,Samochema,BW140225,,,,Ngamiland West,BW1402,North West,BW14,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:140226,140226,1603:45:16:72:0,1603:45:16:72:1:14,1603:45:16:72:2:1402,1603:45:16:72:3:140226,Xhauga,BW140226,,,,Ngamiland West,BW1402,North West,BW14,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:140227,140227,1603:45:16:72:0,1603:45:16:72:1:14,1603:45:16:72:2:1402,1603:45:16:72:3:140227,Mogomotho,BW140227,,,,Ngamiland West,BW1402,North West,BW14,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:140228,140228,1603:45:16:72:0,1603:45:16:72:1:14,1603:45:16:72:2:1402,1603:45:16:72:3:140228,Eretsha,BW140228,,,,Ngamiland West,BW1402,North West,BW14,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:140229,140229,1603:45:16:72:0,1603:45:16:72:1:14,1603:45:16:72:2:1402,1603:45:16:72:3:140229,Chukumuchu,BW140229,,,,Ngamiland West,BW1402,North West,BW14,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:140230,140230,1603:45:16:72:0,1603:45:16:72:1:14,1603:45:16:72:2:1402,1603:45:16:72:3:140230,Gudingwa,BW140230,,,,Ngamiland West,BW1402,North West,BW14,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:140231,140231,1603:45:16:72:0,1603:45:16:72:1:14,1603:45:16:72:2:1402,1603:45:16:72:3:140231,Etsha 1,BW140231,,,,Ngamiland West,BW1402,North West,BW14,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:140232,140232,1603:45:16:72:0,1603:45:16:72:1:14,1603:45:16:72:2:1402,1603:45:16:72:3:140232,Kajaja,BW140232,,,,Ngamiland West,BW1402,North West,BW14,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:140301,140301,1603:45:16:72:0,1603:45:16:72:1:14,1603:45:16:72:2:1403,1603:45:16:72:3:140301,Ngamiland Delta,BW140301,,,,Ngamiland Delta,BW1403,North West,BW14,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:150101,150101,1603:45:16:72:0,1603:45:16:72:1:15,1603:45:16:72:2:1501,1603:45:16:72:3:150101,Kachikau,BW150101,,,,Chobe,BW1501,Chobe,BW15,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:150102,150102,1603:45:16:72:0,1603:45:16:72:1:15,1603:45:16:72:2:1501,1603:45:16:72:3:150102,Kasane,BW150102,,,,Chobe,BW1501,Chobe,BW15,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:150103,150103,1603:45:16:72:0,1603:45:16:72:1:15,1603:45:16:72:2:1501,1603:45:16:72:3:150103,Kazungula,BW150103,,,,Chobe,BW1501,Chobe,BW15,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:150104,150104,1603:45:16:72:0,1603:45:16:72:1:15,1603:45:16:72:2:1501,1603:45:16:72:3:150104,Kavimba,BW150104,,,,Chobe,BW1501,Chobe,BW15,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:150105,150105,1603:45:16:72:0,1603:45:16:72:1:15,1603:45:16:72:2:1501,1603:45:16:72:3:150105,Lesoma,BW150105,,,,Chobe,BW1501,Chobe,BW15,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:150106,150106,1603:45:16:72:0,1603:45:16:72:1:15,1603:45:16:72:2:1501,1603:45:16:72:3:150106,Muchinje/Mabele,BW150106,,,,Chobe,BW1501,Chobe,BW15,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:150107,150107,1603:45:16:72:0,1603:45:16:72:1:15,1603:45:16:72:2:1501,1603:45:16:72:3:150107,Parakarungu,BW150107,,,,Chobe,BW1501,Chobe,BW15,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:150108,150108,1603:45:16:72:0,1603:45:16:72:1:15,1603:45:16:72:2:1501,1603:45:16:72:3:150108,Pandamatenga,BW150108,,,,Chobe,BW1501,Chobe,BW15,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:150109,150109,1603:45:16:72:0,1603:45:16:72:1:15,1603:45:16:72:2:1501,1603:45:16:72:3:150109,Satau,BW150109,,,,Chobe,BW1501,Chobe,BW15,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:150110,150110,1603:45:16:72:0,1603:45:16:72:1:15,1603:45:16:72:2:1501,1603:45:16:72:3:150110,Kataba,BW150110,,,,Chobe,BW1501,Chobe,BW15,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:150111,150111,1603:45:16:72:0,1603:45:16:72:1:15,1603:45:16:72:2:1501,1603:45:16:72:3:150111,Number Seven,BW150111,,,,Chobe,BW1501,Chobe,BW15,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:160101,160101,1603:45:16:72:0,1603:45:16:72:1:16,1603:45:16:72:2:1601,1603:45:16:72:3:160101,Ghanzi,BW160101,,,,Ghanzi,BW1601,Ghanzi,BW16,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:160102,160102,1603:45:16:72:0,1603:45:16:72:1:16,1603:45:16:72:2:1601,1603:45:16:72:3:160102,Dekar,BW160102,,,,Ghanzi,BW1601,Ghanzi,BW16,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:160103,160103,1603:45:16:72:0,1603:45:16:72:1:16,1603:45:16:72:2:1601,1603:45:16:72:3:160103,Tsootsha,BW160103,,,,Ghanzi,BW1601,Ghanzi,BW16,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:160104,160104,1603:45:16:72:0,1603:45:16:72:1:16,1603:45:16:72:2:1601,1603:45:16:72:3:160104,Karakobis,BW160104,,,,Ghanzi,BW1601,Ghanzi,BW16,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:160105,160105,1603:45:16:72:0,1603:45:16:72:1:16,1603:45:16:72:2:1601,1603:45:16:72:3:160105,Chobokwane,BW160105,,,,Ghanzi,BW1601,Ghanzi,BW16,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:160106,160106,1603:45:16:72:0,1603:45:16:72:1:16,1603:45:16:72:2:1601,1603:45:16:72:3:160106,West Hanahai,BW160106,,,,Ghanzi,BW1601,Ghanzi,BW16,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:160107,160107,1603:45:16:72:0,1603:45:16:72:1:16,1603:45:16:72:2:1601,1603:45:16:72:3:160107,Charles Hill,BW160107,,,,Ghanzi,BW1601,Ghanzi,BW16,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:160108,160108,1603:45:16:72:0,1603:45:16:72:1:16,1603:45:16:72:2:1601,1603:45:16:72:3:160108,Makunda,BW160108,,,,Ghanzi,BW1601,Ghanzi,BW16,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:160109,160109,1603:45:16:72:0,1603:45:16:72:1:16,1603:45:16:72:2:1601,1603:45:16:72:3:160109,Kule,BW160109,,,,Ghanzi,BW1601,Ghanzi,BW16,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:160110,160110,1603:45:16:72:0,1603:45:16:72:1:16,1603:45:16:72:2:1601,1603:45:16:72:3:160110,Ncojane,BW160110,,,,Ghanzi,BW1601,Ghanzi,BW16,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:160111,160111,1603:45:16:72:0,1603:45:16:72:1:16,1603:45:16:72:2:1601,1603:45:16:72:3:160111,Groote Laagte,BW160111,,,,Ghanzi,BW1601,Ghanzi,BW16,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:160112,160112,1603:45:16:72:0,1603:45:16:72:1:16,1603:45:16:72:2:1601,1603:45:16:72:3:160112,New Xanagas,BW160112,,,,Ghanzi,BW1601,Ghanzi,BW16,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:160113,160113,1603:45:16:72:0,1603:45:16:72:1:16,1603:45:16:72:2:1601,1603:45:16:72:3:160113,East Hanahai,BW160113,,,,Ghanzi,BW1601,Ghanzi,BW16,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:160114,160114,1603:45:16:72:0,1603:45:16:72:1:16,1603:45:16:72:2:1601,1603:45:16:72:3:160114,Kacgae,BW160114,,,,Ghanzi,BW1601,Ghanzi,BW16,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:160115,160115,1603:45:16:72:0,1603:45:16:72:1:16,1603:45:16:72:2:1601,1603:45:16:72:3:160115,Bere,BW160115,,,,Ghanzi,BW1601,Ghanzi,BW16,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:160116,160116,1603:45:16:72:0,1603:45:16:72:1:16,1603:45:16:72:2:1601,1603:45:16:72:3:160116,Qabo,BW160116,,,,Ghanzi,BW1601,Ghanzi,BW16,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:160117,160117,1603:45:16:72:0,1603:45:16:72:1:16,1603:45:16:72:2:1601,1603:45:16:72:3:160117,New Xade,BW160117,,,,Ghanzi,BW1601,Ghanzi,BW16,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:160118,160118,1603:45:16:72:0,1603:45:16:72:1:16,1603:45:16:72:2:1601,1603:45:16:72:3:160118,Dect Etin,BW160118,,,,Ghanzi,BW1601,Ghanzi,BW16,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:160119,160119,1603:45:16:72:0,1603:45:16:72:1:16,1603:45:16:72:2:1601,1603:45:16:72:3:160119,Charles Sheldon,BW160119,,,,Ghanzi,BW1601,Ghanzi,BW16,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:160120,160120,1603:45:16:72:0,1603:45:16:72:1:16,1603:45:16:72:2:1601,1603:45:16:72:3:160120,Jerung,BW160120,,,,Ghanzi,BW1601,Ghanzi,BW16,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:160121,160121,1603:45:16:72:0,1603:45:16:72:1:16,1603:45:16:72:2:1601,1603:45:16:72:3:160121,B. Visser,BW160121,,,,Ghanzi,BW1601,Ghanzi,BW16,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:160122,160122,1603:45:16:72:0,1603:45:16:72:1:16,1603:45:16:72:2:1601,1603:45:16:72:3:160122,John Farm,BW160122,,,,Ghanzi,BW1601,Ghanzi,BW16,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:160123,160123,1603:45:16:72:0,1603:45:16:72:1:16,1603:45:16:72:2:1601,1603:45:16:72:3:160123,Masire'S Farm,BW160123,,,,Ghanzi,BW1601,Ghanzi,BW16,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:160124,160124,1603:45:16:72:0,1603:45:16:72:1:16,1603:45:16:72:2:1601,1603:45:16:72:3:160124,J. Ransall,BW160124,,,,Ghanzi,BW1601,Ghanzi,BW16,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:160125,160125,1603:45:16:72:0,1603:45:16:72:1:16,1603:45:16:72:2:1601,1603:45:16:72:3:160125,Hans Metzler,BW160125,,,,Ghanzi,BW1601,Ghanzi,BW16,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:160126,160126,1603:45:16:72:0,1603:45:16:72:1:16,1603:45:16:72:2:1601,1603:45:16:72:3:160126,Magono Magono,BW160126,,,,Ghanzi,BW1601,Ghanzi,BW16,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:160127,160127,1603:45:16:72:0,1603:45:16:72:1:16,1603:45:16:72:2:1601,1603:45:16:72:3:160127,Janki Janki,BW160127,,,,Ghanzi,BW1601,Ghanzi,BW16,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:160201,160201,1603:45:16:72:0,1603:45:16:72:1:16,1603:45:16:72:2:1602,1603:45:16:72:3:160201,Central Kgalagadi Game Reserve,BW160201,,,,Central Kgalagadi Game Reserve,BW1602,Ghanzi,BW16,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:170101,170101,1603:45:16:72:0,1603:45:16:72:1:17,1603:45:16:72:2:1701,1603:45:16:72:3:170101,Werda,BW170101,,,,Kgalagadi South,BW1701,Kgalagadi,BW17,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:170102,170102,1603:45:16:72:0,1603:45:16:72:1:17,1603:45:16:72:2:1701,1603:45:16:72:3:170102,Makopong,BW170102,,,,Kgalagadi South,BW1701,Kgalagadi,BW17,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:170103,170103,1603:45:16:72:0,1603:45:16:72:1:17,1603:45:16:72:2:1701,1603:45:16:72:3:170103,Khisa,BW170103,,,,Kgalagadi South,BW1701,Kgalagadi,BW17,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:170104,170104,1603:45:16:72:0,1603:45:16:72:1:17,1603:45:16:72:2:1701,1603:45:16:72:3:170104,Omaweneno,BW170104,,,,Kgalagadi South,BW1701,Kgalagadi,BW17,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:170105,170105,1603:45:16:72:0,1603:45:16:72:1:17,1603:45:16:72:2:1701,1603:45:16:72:3:170105,Tsabong,BW170105,,,,Kgalagadi South,BW1701,Kgalagadi,BW17,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:170106,170106,1603:45:16:72:0,1603:45:16:72:1:17,1603:45:16:72:2:1701,1603:45:16:72:3:170106,Kolonkwane,BW170106,,,,Kgalagadi South,BW1701,Kgalagadi,BW17,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:170107,170107,1603:45:16:72:0,1603:45:16:72:1:17,1603:45:16:72:2:1701,1603:45:16:72:3:170107,Bogogobo,BW170107,,,,Kgalagadi South,BW1701,Kgalagadi,BW17,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:170108,170108,1603:45:16:72:0,1603:45:16:72:1:17,1603:45:16:72:2:1701,1603:45:16:72:3:170108,Middlepits,BW170108,,,,Kgalagadi South,BW1701,Kgalagadi,BW17,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:170109,170109,1603:45:16:72:0,1603:45:16:72:1:17,1603:45:16:72:2:1701,1603:45:16:72:3:170109,Khuis,BW170109,,,,Kgalagadi South,BW1701,Kgalagadi,BW17,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:170110,170110,1603:45:16:72:0,1603:45:16:72:1:17,1603:45:16:72:2:1701,1603:45:16:72:3:170110,Gachibana,BW170110,,,,Kgalagadi South,BW1701,Kgalagadi,BW17,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:170111,170111,1603:45:16:72:0,1603:45:16:72:1:17,1603:45:16:72:2:1701,1603:45:16:72:3:170111,Rapples Pan,BW170111,,,,Kgalagadi South,BW1701,Kgalagadi,BW17,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:170112,170112,1603:45:16:72:0,1603:45:16:72:1:17,1603:45:16:72:2:1701,1603:45:16:72:3:170112,Vaalhoek,BW170112,,,,Kgalagadi South,BW1701,Kgalagadi,BW17,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:170113,170113,1603:45:16:72:0,1603:45:16:72:1:17,1603:45:16:72:2:1701,1603:45:16:72:3:170113,Bokspits,BW170113,,,,Kgalagadi South,BW1701,Kgalagadi,BW17,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:170114,170114,1603:45:16:72:0,1603:45:16:72:1:17,1603:45:16:72:2:1701,1603:45:16:72:3:170114,Struizendam,BW170114,,,,Kgalagadi South,BW1701,Kgalagadi,BW17,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:170115,170115,1603:45:16:72:0,1603:45:16:72:1:17,1603:45:16:72:2:1701,1603:45:16:72:3:170115,Bray,BW170115,,,,Kgalagadi South,BW1701,Kgalagadi,BW17,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:170116,170116,1603:45:16:72:0,1603:45:16:72:1:17,1603:45:16:72:2:1701,1603:45:16:72:3:170116,Phepheng/Draaihoek,BW170116,,,,Kgalagadi South,BW1701,Kgalagadi,BW17,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:170117,170117,1603:45:16:72:0,1603:45:16:72:1:17,1603:45:16:72:2:1701,1603:45:16:72:3:170117,Maubelo,BW170117,,,,Kgalagadi South,BW1701,Kgalagadi,BW17,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:170118,170118,1603:45:16:72:0,1603:45:16:72:1:17,1603:45:16:72:2:1701,1603:45:16:72:3:170118,Khwawa,BW170118,,,,Kgalagadi South,BW1701,Kgalagadi,BW17,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:170119,170119,1603:45:16:72:0,1603:45:16:72:1:17,1603:45:16:72:2:1701,1603:45:16:72:3:170119,Kokotsha,BW170119,,,,Kgalagadi South,BW1701,Kgalagadi,BW17,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:170120,170120,1603:45:16:72:0,1603:45:16:72:1:17,1603:45:16:72:2:1701,1603:45:16:72:3:170120,Maralaleng,BW170120,,,,Kgalagadi South,BW1701,Kgalagadi,BW17,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:170121,170121,1603:45:16:72:0,1603:45:16:72:1:17,1603:45:16:72:2:1701,1603:45:16:72:3:170121,Maleshe,BW170121,,,,Kgalagadi South,BW1701,Kgalagadi,BW17,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:170122,170122,1603:45:16:72:0,1603:45:16:72:1:17,1603:45:16:72:2:1701,1603:45:16:72:3:170122,Molopo Farms,BW170122,,,,Kgalagadi South,BW1701,Kgalagadi,BW17,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:170201,170201,1603:45:16:72:0,1603:45:16:72:1:17,1603:45:16:72:2:1702,1603:45:16:72:3:170201,Kang,BW170201,,,,Kgalagadi North,BW1702,Kgalagadi,BW17,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:170202,170202,1603:45:16:72:0,1603:45:16:72:1:17,1603:45:16:72:2:1702,1603:45:16:72:3:170202,Tshane,BW170202,,,,Kgalagadi North,BW1702,Kgalagadi,BW17,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:170203,170203,1603:45:16:72:0,1603:45:16:72:1:17,1603:45:16:72:2:1702,1603:45:16:72:3:170203,Hukuntsi,BW170203,,,,Kgalagadi North,BW1702,Kgalagadi,BW17,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:170204,170204,1603:45:16:72:0,1603:45:16:72:1:17,1603:45:16:72:2:1702,1603:45:16:72:3:170204,Lehututu,BW170204,,,,Kgalagadi North,BW1702,Kgalagadi,BW17,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:170205,170205,1603:45:16:72:0,1603:45:16:72:1:17,1603:45:16:72:2:1702,1603:45:16:72:3:170205,Lokgwabe,BW170205,,,,Kgalagadi North,BW1702,Kgalagadi,BW17,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:170206,170206,1603:45:16:72:0,1603:45:16:72:1:17,1603:45:16:72:2:1702,1603:45:16:72:3:170206,Monong,BW170206,,,,Kgalagadi North,BW1702,Kgalagadi,BW17,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:170207,170207,1603:45:16:72:0,1603:45:16:72:1:17,1603:45:16:72:2:1702,1603:45:16:72:3:170207,Ncaang,BW170207,,,,Kgalagadi North,BW1702,Kgalagadi,BW17,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:170208,170208,1603:45:16:72:0,1603:45:16:72:1:17,1603:45:16:72:2:1702,1603:45:16:72:3:170208,Hunhukwe,BW170208,,,,Kgalagadi North,BW1702,Kgalagadi,BW17,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:170209,170209,1603:45:16:72:0,1603:45:16:72:1:17,1603:45:16:72:2:1702,1603:45:16:72:3:170209,Zutswa,BW170209,,,,Kgalagadi North,BW1702,Kgalagadi,BW17,Botswana,BW,2021-05-18,2021-05-18,
1603:45:16:72:3:170210,170210,1603:45:16:72:0,1603:45:16:72:1:17,1603:45:16:72:2:1702,1603:45:16:72:3:170210,Ngwatle,BW170210,,,,Kgalagadi North,BW1702,Kgalagadi,BW17,Botswana,BW,2021-05-18,2021-05-18,
