#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5003+rdf_p_obo_bfo171_s5002+rdf_s_u2200_s5003,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5003+ix_alt0,#meta+ERROR+adm3+code+v_pcode,#meta+ERROR+adm3+name,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5003+ix_alt2,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5002,#meta+ERROR+adm2+code+v_pcode,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5001,#meta+ERROR+adm1+code+v_pcode,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5000,#meta+ERROR+country+code+v_iso3166p1a2,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:152:3:13303,13303,1603:45:16:152:0,1603:45:16:152:1:13,1603:45:16:152:2:133,1603:45:16:152:3:13303,Tiltil,CL13303,,,,Chacabuco,CL133,Región Metropolitana de Santiago,CL13,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:13401,13401,1603:45:16:152:0,1603:45:16:152:1:13,1603:45:16:152:2:134,1603:45:16:152:3:13401,San Bernardo,CL13401,,,,Maipo,CL134,Región Metropolitana de Santiago,CL13,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:13402,13402,1603:45:16:152:0,1603:45:16:152:1:13,1603:45:16:152:2:134,1603:45:16:152:3:13402,Buin,CL13402,,,,Maipo,CL134,Región Metropolitana de Santiago,CL13,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:13403,13403,1603:45:16:152:0,1603:45:16:152:1:13,1603:45:16:152:2:134,1603:45:16:152:3:13403,Calera de Tango,CL13403,,,,Maipo,CL134,Región Metropolitana de Santiago,CL13,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:13404,13404,1603:45:16:152:0,1603:45:16:152:1:13,1603:45:16:152:2:134,1603:45:16:152:3:13404,Paine,CL13404,,,,Maipo,CL134,Región Metropolitana de Santiago,CL13,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:13501,13501,1603:45:16:152:0,1603:45:16:152:1:13,1603:45:16:152:2:135,1603:45:16:152:3:13501,Melipilla,CL13501,,,,Melipilla,CL135,Región Metropolitana de Santiago,CL13,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:13502,13502,1603:45:16:152:0,1603:45:16:152:1:13,1603:45:16:152:2:135,1603:45:16:152:3:13502,Alhué,CL13502,Alhue,,,Melipilla,CL135,Región Metropolitana de Santiago,CL13,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:13503,13503,1603:45:16:152:0,1603:45:16:152:1:13,1603:45:16:152:2:135,1603:45:16:152:3:13503,Curacaví,CL13503,Curacavi,,,Melipilla,CL135,Región Metropolitana de Santiago,CL13,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:13504,13504,1603:45:16:152:0,1603:45:16:152:1:13,1603:45:16:152:2:135,1603:45:16:152:3:13504,María Pinto,CL13504,Maria Pinto,,,Melipilla,CL135,Región Metropolitana de Santiago,CL13,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:13505,13505,1603:45:16:152:0,1603:45:16:152:1:13,1603:45:16:152:2:135,1603:45:16:152:3:13505,San Pedro,CL13505,,,,Melipilla,CL135,Región Metropolitana de Santiago,CL13,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:13601,13601,1603:45:16:152:0,1603:45:16:152:1:13,1603:45:16:152:2:136,1603:45:16:152:3:13601,Talagante,CL13601,,,,Talagante,CL136,Región Metropolitana de Santiago,CL13,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:13602,13602,1603:45:16:152:0,1603:45:16:152:1:13,1603:45:16:152:2:136,1603:45:16:152:3:13602,El Monte,CL13602,,,,Talagante,CL136,Región Metropolitana de Santiago,CL13,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:13603,13603,1603:45:16:152:0,1603:45:16:152:1:13,1603:45:16:152:2:136,1603:45:16:152:3:13603,Isla de Maipo,CL13603,,,,Talagante,CL136,Región Metropolitana de Santiago,CL13,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:13604,13604,1603:45:16:152:0,1603:45:16:152:1:13,1603:45:16:152:2:136,1603:45:16:152:3:13604,Padre Hurtado,CL13604,,,,Talagante,CL136,Región Metropolitana de Santiago,CL13,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:13605,13605,1603:45:16:152:0,1603:45:16:152:1:13,1603:45:16:152:2:136,1603:45:16:152:3:13605,Peñaflor,CL13605,Penaflor,,,Talagante,CL136,Región Metropolitana de Santiago,CL13,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:14101,14101,1603:45:16:152:0,1603:45:16:152:1:14,1603:45:16:152:2:141,1603:45:16:152:3:14101,Valdivia,CL14101,Valdivia,,,Valdivia,CL141,Región de Los Ríos,CL14,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:14102,14102,1603:45:16:152:0,1603:45:16:152:1:14,1603:45:16:152:2:141,1603:45:16:152:3:14102,Corral,CL14102,,,,Valdivia,CL141,Región de Los Ríos,CL14,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:14103,14103,1603:45:16:152:0,1603:45:16:152:1:14,1603:45:16:152:2:141,1603:45:16:152:3:14103,Lanco,CL14103,,,,Valdivia,CL141,Región de Los Ríos,CL14,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:14104,14104,1603:45:16:152:0,1603:45:16:152:1:14,1603:45:16:152:2:141,1603:45:16:152:3:14104,Los Lagos,CL14104,,,,Valdivia,CL141,Región de Los Ríos,CL14,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:14105,14105,1603:45:16:152:0,1603:45:16:152:1:14,1603:45:16:152:2:141,1603:45:16:152:3:14105,Máfil,CL14105,Mafil,,,Valdivia,CL141,Región de Los Ríos,CL14,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:14106,14106,1603:45:16:152:0,1603:45:16:152:1:14,1603:45:16:152:2:141,1603:45:16:152:3:14106,Mariquina,CL14106,,,,Valdivia,CL141,Región de Los Ríos,CL14,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:14107,14107,1603:45:16:152:0,1603:45:16:152:1:14,1603:45:16:152:2:141,1603:45:16:152:3:14107,Paillaco,CL14107,,,,Valdivia,CL141,Región de Los Ríos,CL14,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:14108,14108,1603:45:16:152:0,1603:45:16:152:1:14,1603:45:16:152:2:141,1603:45:16:152:3:14108,Panguipulli,CL14108,,,,Valdivia,CL141,Región de Los Ríos,CL14,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:14201,14201,1603:45:16:152:0,1603:45:16:152:1:14,1603:45:16:152:2:142,1603:45:16:152:3:14201,La Unión,CL14201,La Union,,,Ranco,CL142,Región de Los Ríos,CL14,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:14202,14202,1603:45:16:152:0,1603:45:16:152:1:14,1603:45:16:152:2:142,1603:45:16:152:3:14202,Futrono,CL14202,,,,Ranco,CL142,Región de Los Ríos,CL14,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:14203,14203,1603:45:16:152:0,1603:45:16:152:1:14,1603:45:16:152:2:142,1603:45:16:152:3:14203,Lago Ranco,CL14203,,,,Ranco,CL142,Región de Los Ríos,CL14,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:14204,14204,1603:45:16:152:0,1603:45:16:152:1:14,1603:45:16:152:2:142,1603:45:16:152:3:14204,Río Bueno,CL14204,Rio Bueno,,,Ranco,CL142,Región de Los Ríos,CL14,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:15101,15101,1603:45:16:152:0,1603:45:16:152:1:15,1603:45:16:152:2:151,1603:45:16:152:3:15101,Arica,CL15101,,,,Arica,CL151,Región de Arica y Parinacota,CL15,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:15102,15102,1603:45:16:152:0,1603:45:16:152:1:15,1603:45:16:152:2:151,1603:45:16:152:3:15102,Camarones,CL15102,,,,Arica,CL151,Región de Arica y Parinacota,CL15,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:15201,15201,1603:45:16:152:0,1603:45:16:152:1:15,1603:45:16:152:2:152,1603:45:16:152:3:15201,Putre,CL15201,,,,Parinacota,CL152,Región de Arica y Parinacota,CL15,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:15202,15202,1603:45:16:152:0,1603:45:16:152:1:15,1603:45:16:152:2:152,1603:45:16:152:3:15202,General Lagos,CL15202,,,,Parinacota,CL152,Región de Arica y Parinacota,CL15,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:16101,16101,1603:45:16:152:0,1603:45:16:152:1:16,1603:45:16:152:2:161,1603:45:16:152:3:16101,Chillán,CL16101,Chillan,,,Diguillín,CL161,Región de Ñuble,CL16,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:16102,16102,1603:45:16:152:0,1603:45:16:152:1:16,1603:45:16:152:2:161,1603:45:16:152:3:16102,Bulnes,CL16102,,,,Diguillín,CL161,Región de Ñuble,CL16,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:16103,16103,1603:45:16:152:0,1603:45:16:152:1:16,1603:45:16:152:2:161,1603:45:16:152:3:16103,Chillán Viejo,CL16103,Chillan Viejo,,,Diguillín,CL161,Región de Ñuble,CL16,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:16104,16104,1603:45:16:152:0,1603:45:16:152:1:16,1603:45:16:152:2:161,1603:45:16:152:3:16104,El Carmen,CL16104,,,,Diguillín,CL161,Región de Ñuble,CL16,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:16105,16105,1603:45:16:152:0,1603:45:16:152:1:16,1603:45:16:152:2:161,1603:45:16:152:3:16105,Pemuco,CL16105,,,,Diguillín,CL161,Región de Ñuble,CL16,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:16106,16106,1603:45:16:152:0,1603:45:16:152:1:16,1603:45:16:152:2:161,1603:45:16:152:3:16106,Pinto,CL16106,,,,Diguillín,CL161,Región de Ñuble,CL16,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:16107,16107,1603:45:16:152:0,1603:45:16:152:1:16,1603:45:16:152:2:161,1603:45:16:152:3:16107,Quillón,CL16107,Quillon,,,Diguillín,CL161,Región de Ñuble,CL16,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:16108,16108,1603:45:16:152:0,1603:45:16:152:1:16,1603:45:16:152:2:161,1603:45:16:152:3:16108,San Ignacio,CL16108,,,,Diguillín,CL161,Región de Ñuble,CL16,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:16109,16109,1603:45:16:152:0,1603:45:16:152:1:16,1603:45:16:152:2:161,1603:45:16:152:3:16109,Yungay,CL16109,,,,Diguillín,CL161,Región de Ñuble,CL16,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:16201,16201,1603:45:16:152:0,1603:45:16:152:1:16,1603:45:16:152:2:162,1603:45:16:152:3:16201,Quirihue,CL16201,,,,Itata,CL162,Región de Ñuble,CL16,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:16202,16202,1603:45:16:152:0,1603:45:16:152:1:16,1603:45:16:152:2:162,1603:45:16:152:3:16202,Cobquecura,CL16202,,,,Itata,CL162,Región de Ñuble,CL16,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:16203,16203,1603:45:16:152:0,1603:45:16:152:1:16,1603:45:16:152:2:162,1603:45:16:152:3:16203,Coelemu,CL16203,,,,Itata,CL162,Región de Ñuble,CL16,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:16204,16204,1603:45:16:152:0,1603:45:16:152:1:16,1603:45:16:152:2:162,1603:45:16:152:3:16204,Ninhue,CL16204,,,,Itata,CL162,Región de Ñuble,CL16,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:16205,16205,1603:45:16:152:0,1603:45:16:152:1:16,1603:45:16:152:2:162,1603:45:16:152:3:16205,Portezuelo,CL16205,,,,Itata,CL162,Región de Ñuble,CL16,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:16206,16206,1603:45:16:152:0,1603:45:16:152:1:16,1603:45:16:152:2:162,1603:45:16:152:3:16206,Ranquil,CL16206,,,,Itata,CL162,Región de Ñuble,CL16,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:16207,16207,1603:45:16:152:0,1603:45:16:152:1:16,1603:45:16:152:2:162,1603:45:16:152:3:16207,Treguaco,CL16207,,,,Itata,CL162,Región de Ñuble,CL16,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:16301,16301,1603:45:16:152:0,1603:45:16:152:1:16,1603:45:16:152:2:163,1603:45:16:152:3:16301,San Carlos,CL16301,,,,Punilla,CL163,Región de Ñuble,CL16,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:16302,16302,1603:45:16:152:0,1603:45:16:152:1:16,1603:45:16:152:2:163,1603:45:16:152:3:16302,Coihueco,CL16302,,,,Punilla,CL163,Región de Ñuble,CL16,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:16303,16303,1603:45:16:152:0,1603:45:16:152:1:16,1603:45:16:152:2:163,1603:45:16:152:3:16303,Ñiquén,CL16303,Niquen,,,Punilla,CL163,Región de Ñuble,CL16,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:16304,16304,1603:45:16:152:0,1603:45:16:152:1:16,1603:45:16:152:2:163,1603:45:16:152:3:16304,San Fabián,CL16304,San Fabian,,,Punilla,CL163,Región de Ñuble,CL16,Chile,CL,2021-08-03,2021-11-13,
1603:45:16:152:3:16305,16305,1603:45:16:152:0,1603:45:16:152:1:16,1603:45:16:152:2:163,1603:45:16:152:3:16305,San Nicolás,CL16305,San Nicolas,,,Punilla,CL163,Región de Ñuble,CL16,Chile,CL,2021-08-03,2021-11-13,
