#item+conceptum+numerordinatio,#item+conceptum+codicem,#adm4+name+i_eng+is_latn,#adm4+code+v_pcode,#adm4+name,#adm4+name+alt1+i_eng+is_latn,#adm4+name+alt2+i_eng+is_latn,#adm3+name+i_eng+is_latn,#adm3+code+v_pcode,#adm2+name+i_eng+is_latn,#adm2+code+v_pcode,#adm1+name+i_eng+is_latn,#adm1+code+v_pcode,#country+name+i_eng+is_latn,#item+rem+i_qcc+is_zxxx+ix_wikip297,#item+rem+i_qcc+is_zxxx+ix_wikip577,#item+rem+i_qcc+is_zxxx+ix_wikip813,#item+rem+i_qcc+is_zxxx+ix_wikip2669
1603:45:16:450:4:51503050007,51503050007,Maharivo,MG51503050007,,,,Behisatsy,MG51503050,Beroroha,MG51503,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51503050008,51503050008,Tanandava,MG51503050008,,,,Behisatsy,MG51503050,Beroroha,MG51503,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51503050009,51503050009,Sirave,MG51503050009,,,,Behisatsy,MG51503050,Beroroha,MG51503,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51503050010,51503050010,Soafasy,MG51503050010,,,,Behisatsy,MG51503050,Beroroha,MG51503,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51503050011,51503050011,Tanandava Sarodrano,MG51503050011,,,,Behisatsy,MG51503050,Beroroha,MG51503,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51503070001,51503070001,Marerano,MG51503070001,,,,Marerano,MG51503070,Beroroha,MG51503,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51503070002,51503070002,Soarano,MG51503070002,,,,Marerano,MG51503070,Beroroha,MG51503,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51503070003,51503070003,Antanimbaribe,MG51503070003,,,,Marerano,MG51503070,Beroroha,MG51503,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51503070004,51503070004,Ambondrobe,MG51503070004,,,,Marerano,MG51503070,Beroroha,MG51503,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51503070005,51503070005,Bemarivo,MG51503070005,,,,Marerano,MG51503070,Beroroha,MG51503,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51503070006,51503070006,Befotaka,MG51503070006,,,,Marerano,MG51503070,Beroroha,MG51503,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51503070007,51503070007,Bezavo,MG51503070007,,,,Marerano,MG51503070,Beroroha,MG51503,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51503070008,51503070008,Vohimary,MG51503070008,,,,Marerano,MG51503070,Beroroha,MG51503,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51503070009,51503070009,Mahavatsy,MG51503070009,,,,Marerano,MG51503070,Beroroha,MG51503,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51503070010,51503070010,Ambahobe,MG51503070010,,,,Marerano,MG51503070,Beroroha,MG51503,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51503070011,51503070011,Betse,MG51503070011,,,,Marerano,MG51503070,Beroroha,MG51503,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51503070012,51503070012,Belemboka,MG51503070012,,,,Marerano,MG51503070,Beroroha,MG51503,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51503070013,51503070013,Morarano,MG51503070013,,,,Marerano,MG51503070,Beroroha,MG51503,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51503091001,51503091001,Mandronarivo I,MG51503091001,,,,Mandronarivo,MG51503091,Beroroha,MG51503,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51503091002,51503091002,Mandronarivo II,MG51503091002,,,,Mandronarivo,MG51503091,Beroroha,MG51503,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51503091003,51503091003,Bevoay II,MG51503091003,,,,Mandronarivo,MG51503091,Beroroha,MG51503,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51503091004,51503091004,Bevoay I,MG51503091004,,,,Mandronarivo,MG51503091,Beroroha,MG51503,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51503091005,51503091005,Soarano,MG51503091005,,,,Mandronarivo,MG51503091,Beroroha,MG51503,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51503092001,51503092001,Tanamary,MG51503092001,,,,Tanamary,MG51503092,Beroroha,MG51503,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51503092002,51503092002,Andranomena,MG51503092002,,,,Tanamary,MG51503092,Beroroha,MG51503,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51503092003,51503092003,Tsihiriky,MG51503092003,,,,Tanamary,MG51503092,Beroroha,MG51503,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51503092004,51503092004,Ambatovory,MG51503092004,,,,Tanamary,MG51503092,Beroroha,MG51503,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51503093001,51503093001,Sakena,MG51503093001,,,,Sakena,MG51503093,Beroroha,MG51503,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51503093002,51503093002,Tevanigara,MG51503093002,,,,Sakena,MG51503093,Beroroha,MG51503,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51503093003,51503093003,Bekinagna,MG51503093003,,,,Sakena,MG51503093,Beroroha,MG51503,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51503093004,51503093004,Tanambao,MG51503093004,,,,Sakena,MG51503093,Beroroha,MG51503,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51504010001,51504010001,Tsinjorano,MG51504010001,,,,Cu Morombe,MG51504010,Morombe,MG51504,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51504010002,51504010002,Isosa,MG51504010002,,,,Cu Morombe,MG51504010,Morombe,MG51504,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51504010003,51504010003,Belitsake,MG51504010003,,,,Cu Morombe,MG51504010,Morombe,MG51504,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51504010004,51504010004,Mangolovolo,MG51504010004,,,,Cu Morombe,MG51504010,Morombe,MG51504,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51504010005,51504010005,Morafeno Mahasoa,MG51504010005,,,,Cu Morombe,MG51504010,Morombe,MG51504,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51504010006,51504010006,Mamono,MG51504010006,,,,Cu Morombe,MG51504010,Morombe,MG51504,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51504010007,51504010007,Avaradrova,MG51504010007,,,,Cu Morombe,MG51504010,Morombe,MG51504,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51504010008,51504010008,Tsihake,MG51504010008,,,,Cu Morombe,MG51504010,Morombe,MG51504,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51504010009,51504010009,Ambohitse,MG51504010009,,,,Cu Morombe,MG51504010,Morombe,MG51504,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51504030001,51504030001,Befandefa,MG51504030001,,,,Befandefa,MG51504030,Morombe,MG51504,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51504030002,51504030002,Kotapike,MG51504030002,,,,Befandefa,MG51504030,Morombe,MG51504,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51504030003,51504030003,Bevato,MG51504030003,,,,Befandefa,MG51504030,Morombe,MG51504,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51504030004,51504030004,Andavadoaka,MG51504030004,,,,Befandefa,MG51504030,Morombe,MG51504,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51504030005,51504030005,Ambalorao,MG51504030005,,,,Befandefa,MG51504030,Morombe,MG51504,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51504030006,51504030006,Lamboara,MG51504030006,,,,Befandefa,MG51504030,Morombe,MG51504,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51504030007,51504030007,Vatoavo,MG51504030007,,,,Befandefa,MG51504030,Morombe,MG51504,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51504030008,51504030008,Tampolove,MG51504030008,,,,Befandefa,MG51504030,Morombe,MG51504,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51504030009,51504030009,Ambohitsabo,MG51504030009,,,,Befandefa,MG51504030,Morombe,MG51504,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51504030010,51504030010,Ambatomilo,MG51504030010,,,,Befandefa,MG51504030,Morombe,MG51504,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51504050001,51504050001,Ambahikily,MG51504050001,,,,Ambahikily,MG51504050,Morombe,MG51504,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51504050002,51504050002,Beadabo,MG51504050002,,,,Ambahikily,MG51504050,Morombe,MG51504,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51504050003,51504050003,Ambalamoa,MG51504050003,,,,Ambahikily,MG51504050,Morombe,MG51504,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51504050004,51504050004,Tsianihy,MG51504050004,,,,Ambahikily,MG51504050,Morombe,MG51504,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51504050005,51504050005,Namatoa,MG51504050005,,,,Ambahikily,MG51504050,Morombe,MG51504,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51504050006,51504050006,Tongoarahamba,MG51504050006,,,,Ambahikily,MG51504050,Morombe,MG51504,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51504050007,51504050007,Andranomanintsy,MG51504050007,,,,Ambahikily,MG51504050,Morombe,MG51504,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51504050008,51504050008,Antanivao Tsaramandroso,MG51504050008,,,,Ambahikily,MG51504050,Morombe,MG51504,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51504050009,51504050009,Ankilimahavelo,MG51504050009,,,,Ambahikily,MG51504050,Morombe,MG51504,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51504050010,51504050010,Mampanarivo,MG51504050010,,,,Ambahikily,MG51504050,Morombe,MG51504,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51504050011,51504050011,Tanandava Station,MG51504050011,,,,Ambahikily,MG51504050,Morombe,MG51504,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51504050012,51504050012,Soavary,MG51504050012,,,,Ambahikily,MG51504050,Morombe,MG51504,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51504050013,51504050013,Tanandava Village,MG51504050013,,,,Ambahikily,MG51504050,Morombe,MG51504,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51504070001,51504070001,Antongo,MG51504070001,,,,Antongo Vaovao,MG51504070,Morombe,MG51504,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51504070002,51504070002,Ambohibe,MG51504070002,,,,Antongo Vaovao,MG51504070,Morombe,MG51504,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51504070003,51504070003,Kondy,MG51504070003,,,,Antongo Vaovao,MG51504070,Morombe,MG51504,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51504070004,51504070004,Bekoropoka,MG51504070004,,,,Antongo Vaovao,MG51504070,Morombe,MG51504,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51504070005,51504070005,Ankilifolo,MG51504070005,,,,Antongo Vaovao,MG51504070,Morombe,MG51504,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51504090001,51504090001,Ankatsankatsa Sud,MG51504090001,,,,Nosy Ambositra,MG51504090,Morombe,MG51504,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51504090002,51504090002,Tantalavalo,MG51504090002,,,,Nosy Ambositra,MG51504090,Morombe,MG51504,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51504090003,51504090003,Tanamanitsy,MG51504090003,,,,Nosy Ambositra,MG51504090,Morombe,MG51504,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51504090004,51504090004,Nosy Ambositra,MG51504090004,,,,Nosy Ambositra,MG51504090,Morombe,MG51504,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51504090005,51504090005,Soatanimbary,MG51504090005,,,,Nosy Ambositra,MG51504090,Morombe,MG51504,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51504090006,51504090006,Bejangoa,MG51504090006,,,,Nosy Ambositra,MG51504090,Morombe,MG51504,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51504090007,51504090007,Ankilimionga,MG51504090007,,,,Nosy Ambositra,MG51504090,Morombe,MG51504,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51504110001,51504110001,Befandriana Sud,MG51504110001,,,,Befandriana Sud,MG51504110,Morombe,MG51504,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51504110002,51504110002,Manoy,MG51504110002,,,,Befandriana Sud,MG51504110,Morombe,MG51504,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51504110003,51504110003,Betsingilo,MG51504110003,,,,Befandriana Sud,MG51504110,Morombe,MG51504,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51504110004,51504110004,Andranoteraka,MG51504110004,,,,Befandriana Sud,MG51504110,Morombe,MG51504,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51504110005,51504110005,Betaimbala,MG51504110005,,,,Befandriana Sud,MG51504110,Morombe,MG51504,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51504110006,51504110006,Bekimpay,MG51504110006,,,,Befandriana Sud,MG51504110,Morombe,MG51504,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51504110007,51504110007,Lohosy,MG51504110007,,,,Befandriana Sud,MG51504110,Morombe,MG51504,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51504110008,51504110008,Ampilokely,MG51504110008,,,,Befandriana Sud,MG51504110,Morombe,MG51504,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51504130001,51504130001,Antanimieva,MG51504130001,,,,Antanimieva,MG51504130,Morombe,MG51504,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51504130002,51504130002,Mangotroka,MG51504130002,,,,Antanimieva,MG51504130,Morombe,MG51504,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51504130003,51504130003,Beparasy,MG51504130003,,,,Antanimieva,MG51504130,Morombe,MG51504,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51504130004,51504130004,Amborondolo,MG51504130004,,,,Antanimieva,MG51504130,Morombe,MG51504,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51504130005,51504130005,Manombika,MG51504130005,,,,Antanimieva,MG51504130,Morombe,MG51504,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51504130006,51504130006,Analatelo Sud,MG51504130006,,,,Antanimieva,MG51504130,Morombe,MG51504,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51504130007,51504130007,Andranomena Nord,MG51504130007,,,,Antanimieva,MG51504130,Morombe,MG51504,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51504130008,51504130008,Andranomena Sud,MG51504130008,,,,Antanimieva,MG51504130,Morombe,MG51504,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51504130009,51504130009,Andranovorindregataka,MG51504130009,,,,Antanimieva,MG51504130,Morombe,MG51504,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51504150001,51504150001,Basibasy,MG51504150001,,,,Basibasy,MG51504150,Morombe,MG51504,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51504150002,51504150002,Maharihy,MG51504150002,,,,Basibasy,MG51504150,Morombe,MG51504,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51504150003,51504150003,Andohasakoa,MG51504150003,,,,Basibasy,MG51504150,Morombe,MG51504,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51504150004,51504150004,Marolinta,MG51504150004,,,,Basibasy,MG51504150,Morombe,MG51504,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51504150005,51504150005,Bemoka,MG51504150005,,,,Basibasy,MG51504150,Morombe,MG51504,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51504150006,51504150006,Ampasilava,MG51504150006,,,,Basibasy,MG51504150,Morombe,MG51504,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51504150007,51504150007,Adabomalinika,MG51504150007,,,,Basibasy,MG51504150,Morombe,MG51504,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51504150008,51504150008,Tsiloakarivo,MG51504150008,,,,Basibasy,MG51504150,Morombe,MG51504,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51504150009,51504150009,Iaborao,MG51504150009,,,,Basibasy,MG51504150,Morombe,MG51504,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505011001,51505011001,Atsimon-Dalana,MG51505011001,,,,Ankazoabo Sud,MG51505011,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505011002,51505011002,Ankalirano Tsaramandroso,MG51505011002,,,,Ankazoabo Sud,MG51505011,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505011003,51505011003,Ambondro Somory,MG51505011003,,,,Ankazoabo Sud,MG51505011,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505011004,51505011004,Ampandralava Centre,MG51505011004,,,,Ankazoabo Sud,MG51505011,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505011005,51505011005,Ankazoabo Anivo,MG51505011005,,,,Ankazoabo Sud,MG51505011,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505011006,51505011006,Ankerereake,MG51505011006,,,,Ankazoabo Sud,MG51505011,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505011007,51505011007,Ankitohy,MG51505011007,,,,Ankazoabo Sud,MG51505011,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505011008,51505011008,Betsinefo Est,MG51505011008,,,,Ankazoabo Sud,MG51505011,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505011009,51505011009,Miary Centre,MG51505011009,,,,Ankazoabo Sud,MG51505011,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505011010,51505011010,Tanandava,MG51505011010,,,,Ankazoabo Sud,MG51505011,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505011011,51505011011,Tandroka Ouest,MG51505011011,,,,Ankazoabo Sud,MG51505011,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505011012,51505011012,Besavoa Morondava,MG51505011012,,,,Ankazoabo Sud,MG51505011,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505011013,51505011013,Ankilimasy I,MG51505011013,,,,Ankazoabo Sud,MG51505011,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505011014,51505011014,Ankalirano Mahafaly,MG51505011014,,,,Ankazoabo Sud,MG51505011,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505011015,51505011015,Ambalamarina,MG51505011015,,,,Ankazoabo Sud,MG51505011,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505011016,51505011016,Ampisopiso,MG51505011016,,,,Ankazoabo Sud,MG51505011,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505011017,51505011017,Ankilimasy II,MG51505011017,,,,Ankazoabo Sud,MG51505011,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505011018,51505011018,Ampoza,MG51505011018,,,,Ankazoabo Sud,MG51505011,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505011019,51505011019,Analambarika,MG51505011019,,,,Ankazoabo Sud,MG51505011,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505011020,51505011020,Besavoa Manandaza,MG51505011020,,,,Ankazoabo Sud,MG51505011,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505011021,51505011021,Andranofotsy Soaserana,MG51505011021,,,,Ankazoabo Sud,MG51505011,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505011022,51505011022,Andranovory Betsinefo,MG51505011022,,,,Ankazoabo Sud,MG51505011,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505011023,51505011023,Tanambao II,MG51505011023,,,,Ankazoabo Sud,MG51505011,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505011024,51505011024,Makiala Bas,MG51505011024,,,,Ankazoabo Sud,MG51505011,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505011025,51505011025,Besalampy,MG51505011025,,,,Ankazoabo Sud,MG51505011,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505011026,51505011026,Betsinefo Ouest,MG51505011026,,,,Ankazoabo Sud,MG51505011,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505011027,51505011027,Mandramba,MG51505011027,,,,Ankazoabo Sud,MG51505011,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505011028,51505011028,Morafeno Tanambao,MG51505011028,,,,Ankazoabo Sud,MG51505011,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505011029,51505011029,Ankilifolo,MG51505011029,,,,Ankazoabo Sud,MG51505011,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505011030,51505011030,Morafeno Beraketa,MG51505011030,,,,Ankazoabo Sud,MG51505011,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505011031,51505011031,Ankilimiavotsy,MG51505011031,,,,Ankazoabo Sud,MG51505011,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:51505011032,51505011032,Tanambao Soarano,MG51505011032,,,,Ankazoabo Sud,MG51505011,Ankazoabo,MG51505,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
