#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5003+rdf_p_obo_bfo171_s5002+rdf_s_u2200_s5003,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003,#item+rem+i_ukr+is_cyrl+rdf_p_skos_preflabel_s5003,#item+rem+i_rus+is_cyrl+rdf_p_skos_preflabel_s5003,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5003,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm3+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt2,#item+rem+i_ukr+is_cyrl+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_ukr+is_cyrl+rdf_p_skos_preflabel_s5003+ix_alt2,#item+rem+i_rus+is_cyrl+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_rus+is_cyrl+rdf_p_skos_preflabel_s5003+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002,#item+rem+i_ukr+is_cyrl+rdf_p_skos_preflabel_s5002,#item+rem+i_rus+is_cyrl+rdf_p_skos_preflabel_s5002,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5002,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#item+rem+i_ukr+is_cyrl+rdf_p_skos_preflabel_s5001,#item+rem+i_rus+is_cyrl+rdf_p_skos_preflabel_s5001,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5001,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#item+rem+i_ukr+is_cyrl+rdf_p_skos_preflabel_s5000,#item+rem+i_rus+is_cyrl+rdf_p_skos_preflabel_s5000,#item+rem+i_qcc+is_zxxx+ix_p297+rdf_p_p_p297_s5000,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:804:3:116017,116017,1603:45:16:804:0,1603:45:16:804:1:1,1603:45:16:804:2:116,1603:45:16:804:3:116017,Myrnivska,Мирнівська,Мирновский,UA0116017,,,,,,,,Simferopolskyi,Сімферопольський,Симферопольский,UA0116,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:116019,116019,1603:45:16:804:0,1603:45:16:804:1:1,1603:45:16:804:2:116,1603:45:16:804:3:116019,Molodizhnenska,Молодіжненська,Молодежненский,UA0116019,,,,,,,,Simferopolskyi,Сімферопольський,Симферопольский,UA0116,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:116021,116021,1603:45:16:804:0,1603:45:16:804:1:1,1603:45:16:804:2:116,1603:45:16:804:3:116021,Novoandriivska,Новоандріївська,Новоандреевский,UA0116021,,,,,,,,Simferopolskyi,Сімферопольський,Симферопольский,UA0116,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:116023,116023,1603:45:16:804:0,1603:45:16:804:1:1,1603:45:16:804:2:116,1603:45:16:804:3:116023,Novoselivska,Новоселівська,Новоселовский,UA0116023,,,,,,,,Simferopolskyi,Сімферопольський,Симферопольский,UA0116,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:116025,116025,1603:45:16:804:0,1603:45:16:804:1:1,1603:45:16:804:2:116,1603:45:16:804:3:116025,Pervomaiska,Первомайська,Первомайский,UA0116025,,,,,,,,Simferopolskyi,Сімферопольський,Симферопольский,UA0116,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:116027,116027,1603:45:16:804:0,1603:45:16:804:1:1,1603:45:16:804:2:116,1603:45:16:804:3:116027,Perovska,Перовська,Перовский,UA0116027,,,,,,,,Simferopolskyi,Сімферопольський,Симферопольский,UA0116,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:116029,116029,1603:45:16:804:0,1603:45:16:804:1:1,1603:45:16:804:2:116,1603:45:16:804:3:116029,Pozharska,Пожарська,Пожарский,UA0116029,,,,,,,,Simferopolskyi,Сімферопольський,Симферопольский,UA0116,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:116031,116031,1603:45:16:804:0,1603:45:16:804:1:1,1603:45:16:804:2:116,1603:45:16:804:3:116031,Rodnykivska,Родниківська,Родниковский,UA0116031,,,,,,,,Simferopolskyi,Сімферопольський,Симферопольский,UA0116,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:116033,116033,1603:45:16:804:0,1603:45:16:804:1:1,1603:45:16:804:2:116,1603:45:16:804:3:116033,Simferopolska,Сімферопольська,Симферопольский,UA0116033,,,,,,,,Simferopolskyi,Сімферопольський,Симферопольский,UA0116,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:116035,116035,1603:45:16:804:0,1603:45:16:804:1:1,1603:45:16:804:2:116,1603:45:16:804:3:116035,Skvortsivska,Скворцівська,Скворцовский,UA0116035,,,,,,,,Simferopolskyi,Сімферопольський,Симферопольский,UA0116,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:116037,116037,1603:45:16:804:0,1603:45:16:804:1:1,1603:45:16:804:2:116,1603:45:16:804:3:116037,Trudivska,Трудівська,Трудовский,UA0116037,,,,,,,,Simferopolskyi,Сімферопольський,Симферопольский,UA0116,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:116039,116039,1603:45:16:804:0,1603:45:16:804:1:1,1603:45:16:804:2:116,1603:45:16:804:3:116039,Ukromnivska,Укромнівська,Укромновский,UA0116039,,,,,,,,Simferopolskyi,Сімферопольський,Симферопольский,UA0116,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:116041,116041,1603:45:16:804:0,1603:45:16:804:1:1,1603:45:16:804:2:116,1603:45:16:804:3:116041,Urozhainivska,Урожайнівська,Урожайновский,UA0116041,,,,,,,,Simferopolskyi,Сімферопольський,Симферопольский,UA0116,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:116043,116043,1603:45:16:804:0,1603:45:16:804:1:1,1603:45:16:804:2:116,1603:45:16:804:3:116043,Chystenska,Чистенська,Чистенский,UA0116043,,,,,,,,Simferopolskyi,Сімферопольський,Симферопольский,UA0116,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:116045,116045,1603:45:16:804:0,1603:45:16:804:1:1,1603:45:16:804:2:116,1603:45:16:804:3:116045,Shyrokivska,Широківська,Широковский,UA0116045,,,,,,,,Simferopolskyi,Сімферопольський,Симферопольский,UA0116,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:116047,116047,1603:45:16:804:0,1603:45:16:804:1:1,1603:45:16:804:2:116,1603:45:16:804:3:116047,Shkilnenska,Шкільненська,Школьненский,UA0116047,,,,,,,,Simferopolskyi,Сімферопольський,Симферопольский,UA0116,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:118001,118001,1603:45:16:804:0,1603:45:16:804:1:1,1603:45:16:804:2:118,1603:45:16:804:3:118001,Abrykosivska,Абрикосівська,Абрикосовский,UA0118001,,,,,,,,Feodosiiskyi,Феодосійський,Феодосийский,UA0118,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:118003,118003,1603:45:16:804:0,1603:45:16:804:1:1,1603:45:16:804:2:118,1603:45:16:804:3:118003,Berehova,Берегова,Береговой,UA0118003,,,,,,,,Feodosiiskyi,Феодосійський,Феодосийский,UA0118,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:118005,118005,1603:45:16:804:0,1603:45:16:804:1:1,1603:45:16:804:2:118,1603:45:16:804:3:118005,Veselivska,Веселівська,Веселовский,UA0118005,,,,,,,,Feodosiiskyi,Феодосійський,Феодосийский,UA0118,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:118007,118007,1603:45:16:804:0,1603:45:16:804:1:1,1603:45:16:804:2:118,1603:45:16:804:3:118007,Vladyslavivska,Владиславівська,Владиславовский,UA0118007,,,,,,,,Feodosiiskyi,Феодосійський,Феодосийский,UA0118,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:118009,118009,1603:45:16:804:0,1603:45:16:804:1:1,1603:45:16:804:2:118,1603:45:16:804:3:118009,Hrushivska,Грушівська,Грушевский,UA0118009,,,,,,,,Feodosiiskyi,Феодосійський,Феодосийский,UA0118,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:118011,118011,1603:45:16:804:0,1603:45:16:804:1:1,1603:45:16:804:2:118,1603:45:16:804:3:118011,Dachnivska,Дачнівська,Дачновский,UA0118011,,,,,,,,Feodosiiskyi,Феодосійський,Феодосийский,UA0118,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:118013,118013,1603:45:16:804:0,1603:45:16:804:1:1,1603:45:16:804:2:118,1603:45:16:804:3:118013,Dmytrivska,Дмитрівська,Дмитровский,UA0118013,,,,,,,,Feodosiiskyi,Феодосійський,Феодосийский,UA0118,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:118015,118015,1603:45:16:804:0,1603:45:16:804:1:1,1603:45:16:804:2:118,1603:45:16:804:3:118015,Zhuravska,Журавська,Журавский,UA0118015,,,,,,,,Feodosiiskyi,Феодосійський,Феодосийский,UA0118,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:118017,118017,1603:45:16:804:0,1603:45:16:804:1:1,1603:45:16:804:2:118,1603:45:16:804:3:118017,Zavitnenska,Завітненська,Заветненский,UA0118017,,,,,,,,Feodosiiskyi,Феодосійський,Феодосийский,UA0118,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:118019,118019,1603:45:16:804:0,1603:45:16:804:1:1,1603:45:16:804:2:118,1603:45:16:804:3:118019,Zolotopolenska,Золотополенська,Золотополенский,UA0118019,,,,,,,,Feodosiiskyi,Феодосійський,Феодосийский,UA0118,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:118021,118021,1603:45:16:804:0,1603:45:16:804:1:1,1603:45:16:804:2:118,1603:45:16:804:3:118021,Illichivska,Іллічівська,Ильичовский,UA0118021,,,,,,,,Feodosiiskyi,Феодосійський,Феодосийский,UA0118,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:118023,118023,1603:45:16:804:0,1603:45:16:804:1:1,1603:45:16:804:2:118,1603:45:16:804:3:118023,Kirovska,Кіровська,Кировский,UA0118023,,,,,,,,Feodosiiskyi,Феодосійський,Феодосийский,UA0118,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:118025,118025,1603:45:16:804:0,1603:45:16:804:1:1,1603:45:16:804:2:118,1603:45:16:804:3:118025,Koktebelska,Коктебельська,Коктебельский,UA0118025,,,,,,,,Feodosiiskyi,Феодосійський,Феодосийский,UA0118,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:118027,118027,1603:45:16:804:0,1603:45:16:804:1:1,1603:45:16:804:2:118,1603:45:16:804:3:118027,Krasnohvardiiska,Красногвардійська,Красногвардейский,UA0118027,,,,,,,,Feodosiiskyi,Феодосійський,Феодосийский,UA0118,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:118029,118029,1603:45:16:804:0,1603:45:16:804:1:1,1603:45:16:804:2:118,1603:45:16:804:3:118029,Krasnoflotska,Краснофлотська,Краснофлотский,UA0118029,,,,,,,,Feodosiiskyi,Феодосійський,Феодосийский,UA0118,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:118031,118031,1603:45:16:804:0,1603:45:16:804:1:1,1603:45:16:804:2:118,1603:45:16:804:3:118031,Lhovska,Льговська,Льговский,UA0118031,,,,,,,,Feodosiiskyi,Феодосійський,Феодосийский,UA0118,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:118033,118033,1603:45:16:804:0,1603:45:16:804:1:1,1603:45:16:804:2:118,1603:45:16:804:3:118033,Mizhrichenska,Міжріченська,Междуреченский,UA0118033,,,,,,,,Feodosiiskyi,Феодосійський,Феодосийский,UA0118,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:118035,118035,1603:45:16:804:0,1603:45:16:804:1:1,1603:45:16:804:2:118,1603:45:16:804:3:118035,Morska,Морська,Морской,UA0118035,,,,,,,,Feodosiiskyi,Феодосійський,Феодосийский,UA0118,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:118037,118037,1603:45:16:804:0,1603:45:16:804:1:1,1603:45:16:804:2:118,1603:45:16:804:3:118037,Nasypnivska,Насипнівська,Насыпновский,UA0118037,,,,,,,,Feodosiiskyi,Феодосійський,Феодосийский,UA0118,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:118039,118039,1603:45:16:804:0,1603:45:16:804:1:1,1603:45:16:804:2:118,1603:45:16:804:3:118039,Nekrasovska,Некрасовська,Некрасовский,UA0118039,,,,,,,,Feodosiiskyi,Феодосійський,Феодосийский,UA0118,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
