#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5003+rdf_p_obo_bfo171_s5002+rdf_s_u2200_s5003,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003,#item+rem+i_mya+is_mymr+rdf_p_skos_preflabel_s5003,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5003,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm3+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_mya+is_mymr+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002,#item+rem+i_mya+is_mymr+rdf_p_skos_preflabel_s5002,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5002,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#item+rem+i_mya+is_mymr+rdf_p_skos_preflabel_s5001,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5001,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#item+rem+i_mya+is_mymr+rdf_p_skos_preflabel_s5000,#item+rem+i_qcc+is_zxxx+ix_p297+rdf_p_p_p297_s5000,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:104:3:15023,15023,1603:45:16:104:0,1603:45:16:104:1:222,1603:45:16:104:2:15002,1603:45:16:104:3:15023,Konkyan,ကုန်းကြမ်း,MM015023,,,,Kokang Self-Administered Zone,ကိုးကန့် ကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရဒေသကိုးကန့် ကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရဒေသ,MM015S002,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:15024,15024,1603:45:16:104:0,1603:45:16:104:1:222,1603:45:16:104:2:15007,1603:45:16:104:3:15024,Matman,မက်မန်း,MM015024,,,,Matman,မက်မန်းခရိုင်,MM015D007,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:16001,16001,1603:45:16:104:0,1603:45:16:104:1:222,1603:45:16:104:2:16001,1603:45:16:104:3:16001,Kengtung,ကျိုင်းတုံ,MM016001,,,,Kengtung,ကျိုင်းတုံခရိုင်,MM016D001,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:16002,16002,1603:45:16:104:0,1603:45:16:104:1:222,1603:45:16:104:2:16001,1603:45:16:104:3:16002,Mongkhet,မိုင်းခတ်,MM016002,,,,Kengtung,ကျိုင်းတုံခရိုင်,MM016D001,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:16003,16003,1603:45:16:104:0,1603:45:16:104:1:222,1603:45:16:104:2:16001,1603:45:16:104:3:16003,Mongyang,မိုင်းယန်း,MM016003,,,,Kengtung,ကျိုင်းတုံခရိုင်,MM016D001,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:16005,16005,1603:45:16:104:0,1603:45:16:104:1:222,1603:45:16:104:2:16001,1603:45:16:104:3:16005,Mongla,မိုင်းလား,MM016005,,,,Kengtung,ကျိုင်းတုံခရိုင်,MM016D001,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:16006,16006,1603:45:16:104:0,1603:45:16:104:1:222,1603:45:16:104:2:16002,1603:45:16:104:3:16006,Monghsat,မိုင်းဆတ်,MM016006,,,,Monghsat,မိုင်းဆတ်ခရိုင်,MM016D002,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:16007,16007,1603:45:16:104:0,1603:45:16:104:1:222,1603:45:16:104:2:16001,1603:45:16:104:3:16007,Mongping,မိုင်းပျဉ်း,MM016007,,,,Kengtung,ကျိုင်းတုံခရိုင်,MM016D001,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:16008,16008,1603:45:16:104:0,1603:45:16:104:1:222,1603:45:16:104:2:16002,1603:45:16:104:3:16008,Mongton,မိုင်းတုံ,MM016008,,,,Monghsat,မိုင်းဆတ်ခရိုင်,MM016D002,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:16009,16009,1603:45:16:104:0,1603:45:16:104:1:222,1603:45:16:104:2:16003,1603:45:16:104:3:16009,Tachileik,တာချီလိတ်,MM016009,,,,Tachileik,တာချီလိတ်ခရိုင်,MM016D003,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:16010,16010,1603:45:16:104:0,1603:45:16:104:1:222,1603:45:16:104:2:16003,1603:45:16:104:3:16010,Monghpyak,မိုင်းဖြတ်,MM016010,,,,Tachileik,တာချီလိတ်ခရိုင်,MM016D003,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:16011,16011,1603:45:16:104:0,1603:45:16:104:1:222,1603:45:16:104:2:16003,1603:45:16:104:3:16011,Mongyawng,မိုင်းယောင်း,MM016011,,,,Tachileik,တာချီလိတ်ခရိုင်,MM016D003,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:17001,17001,1603:45:16:104:0,1603:45:16:104:1:17,1603:45:16:104:2:17001,1603:45:16:104:3:17001,Pathein,ပုသိမ်,MM017001,,,,Pathein,ပုသိမ်ခရိုင်,MM017D001,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MM017,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:17002,17002,1603:45:16:104:0,1603:45:16:104:1:17,1603:45:16:104:2:17001,1603:45:16:104:3:17002,Kangyidaunt,ကန်ကြီးထောင့်,MM017002,,,,Pathein,ပုသိမ်ခရိုင်,MM017D001,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MM017,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:17003,17003,1603:45:16:104:0,1603:45:16:104:1:17,1603:45:16:104:2:17001,1603:45:16:104:3:17003,Thabaung,သာပေါင်း,MM017003,,,,Pathein,ပုသိမ်ခရိုင်,MM017D001,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MM017,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:17004,17004,1603:45:16:104:0,1603:45:16:104:1:17,1603:45:16:104:2:17001,1603:45:16:104:3:17004,Ngapudaw,ငပုတော,MM017004,,,,Pathein,ပုသိမ်ခရိုင်,MM017D001,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MM017,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:17005,17005,1603:45:16:104:0,1603:45:16:104:1:17,1603:45:16:104:2:17001,1603:45:16:104:3:17005,Kyonpyaw,ကျုံပျော်,MM017005,,,,Pathein,ပုသိမ်ခရိုင်,MM017D001,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MM017,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:17006,17006,1603:45:16:104:0,1603:45:16:104:1:17,1603:45:16:104:2:17001,1603:45:16:104:3:17006,Yegyi,ရေကြည်,MM017006,,,,Pathein,ပုသိမ်ခရိုင်,MM017D001,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MM017,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:17007,17007,1603:45:16:104:0,1603:45:16:104:1:17,1603:45:16:104:2:17001,1603:45:16:104:3:17007,Kyaunggon,ကျောင်းကုန်း,MM017007,,,,Pathein,ပုသိမ်ခရိုင်,MM017D001,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MM017,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:17008,17008,1603:45:16:104:0,1603:45:16:104:1:17,1603:45:16:104:2:17002,1603:45:16:104:3:17008,Hinthada,ဟင်္သာတ,MM017008,,,,Hinthada,ဟင်္သာတခရိုင်,MM017D002,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MM017,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:17009,17009,1603:45:16:104:0,1603:45:16:104:1:17,1603:45:16:104:2:17002,1603:45:16:104:3:17009,Zalun,ဇလွန်,MM017009,,,,Hinthada,ဟင်္သာတခရိုင်,MM017D002,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MM017,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:17010,17010,1603:45:16:104:0,1603:45:16:104:1:17,1603:45:16:104:2:17002,1603:45:16:104:3:17010,Lemyethna,လေးမျက်နှာ,MM017010,,,,Hinthada,ဟင်္သာတခရိုင်,MM017D002,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MM017,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:17011,17011,1603:45:16:104:0,1603:45:16:104:1:17,1603:45:16:104:2:17002,1603:45:16:104:3:17011,Myanaung,မြန်အောင်,MM017011,,,,Hinthada,ဟင်္သာတခရိုင်,MM017D002,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MM017,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:17012,17012,1603:45:16:104:0,1603:45:16:104:1:17,1603:45:16:104:2:17002,1603:45:16:104:3:17012,Kyangin,ကြံခင်း,MM017012,,,,Hinthada,ဟင်္သာတခရိုင်,MM017D002,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MM017,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:17013,17013,1603:45:16:104:0,1603:45:16:104:1:17,1603:45:16:104:2:17002,1603:45:16:104:3:17013,Ingapu,အင်္ဂပူ,MM017013,,,,Hinthada,ဟင်္သာတခရိုင်,MM017D002,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MM017,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:17014,17014,1603:45:16:104:0,1603:45:16:104:1:17,1603:45:16:104:2:17003,1603:45:16:104:3:17014,Myaungmya,မြောင်းမြ,MM017014,,,,Myaungmya,မြောင်းမြခရိုင်,MM017D003,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MM017,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:17015,17015,1603:45:16:104:0,1603:45:16:104:1:17,1603:45:16:104:2:17003,1603:45:16:104:3:17015,Einme,အိမ်မဲ,MM017015,,,,Myaungmya,မြောင်းမြခရိုင်,MM017D003,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MM017,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:17016,17016,1603:45:16:104:0,1603:45:16:104:1:17,1603:45:16:104:2:17004,1603:45:16:104:3:17016,Labutta,လပွတ္တာ,MM017016,,,,Labutta,လပွတ္တာခရိုင်,MM017D004,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MM017,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:17017,17017,1603:45:16:104:0,1603:45:16:104:1:17,1603:45:16:104:2:17003,1603:45:16:104:3:17017,Wakema,ဝါးခယ်မ,MM017017,,,,Myaungmya,မြောင်းမြခရိုင်,MM017D003,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MM017,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:17018,17018,1603:45:16:104:0,1603:45:16:104:1:17,1603:45:16:104:2:17004,1603:45:16:104:3:17018,Mawlamyinegyun,မော်လမြိုင်ကျွန်း,MM017018,,,,Labutta,လပွတ္တာခရိုင်,MM017D004,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MM017,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:17019,17019,1603:45:16:104:0,1603:45:16:104:1:17,1603:45:16:104:2:17005,1603:45:16:104:3:17019,Maubin,မအူပင်,MM017019,,,,Maubin,မအူပင်ခရိုင်,MM017D005,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MM017,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:17020,17020,1603:45:16:104:0,1603:45:16:104:1:17,1603:45:16:104:2:17005,1603:45:16:104:3:17020,Pantanaw,ပန်းတနော်,MM017020,,,,Maubin,မအူပင်ခရိုင်,MM017D005,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MM017,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:17021,17021,1603:45:16:104:0,1603:45:16:104:1:17,1603:45:16:104:2:17005,1603:45:16:104:3:17021,Nyaungdon,ညောင်တုန်း,MM017021,,,,Maubin,မအူပင်ခရိုင်,MM017D005,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MM017,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:17022,17022,1603:45:16:104:0,1603:45:16:104:1:17,1603:45:16:104:2:17005,1603:45:16:104:3:17022,Danubyu,ဓနုဖြူ,MM017022,,,,Maubin,မအူပင်ခရိုင်,MM017D005,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MM017,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:17023,17023,1603:45:16:104:0,1603:45:16:104:1:17,1603:45:16:104:2:17006,1603:45:16:104:3:17023,Pyapon,ဖျာပုံ,MM017023,,,,Pyapon,ဖျာပုံခရိုင်,MM017D006,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MM017,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:17024,17024,1603:45:16:104:0,1603:45:16:104:1:17,1603:45:16:104:2:17006,1603:45:16:104:3:17024,Bogale,ဘိုကလေး,MM017024,,,,Pyapon,ဖျာပုံခရိုင်,MM017D006,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MM017,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:17025,17025,1603:45:16:104:0,1603:45:16:104:1:17,1603:45:16:104:2:17006,1603:45:16:104:3:17025,Kyaiklat,ကျိုက်လတ်,MM017025,,,,Pyapon,ဖျာပုံခရိုင်,MM017D006,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MM017,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:17026,17026,1603:45:16:104:0,1603:45:16:104:1:17,1603:45:16:104:2:17006,1603:45:16:104:3:17026,Dedaye,ဒေးဒရဲ,MM017026,,,,Pyapon,ဖျာပုံခရိုင်,MM017D006,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MM017,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:18001,18001,1603:45:16:104:0,1603:45:16:104:1:18,1603:45:16:104:2:18001,1603:45:16:104:3:18001,Zay Yar Thi Ri,ဇေယျာသီရိ,MM018001,,,,Oke Ta Ra,ဥတ္တရခရိုင်,MM018D001,Nay Pyi Taw,နေပြည်တော်,MM018,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:18002,18002,1603:45:16:104:0,1603:45:16:104:1:18,1603:45:16:104:2:18002,1603:45:16:104:3:18002,Za Bu Thi Ri,ဇမ္ဗူသီရိ,MM018002,,,,Det Khi Na,ဒက္ခိဏခရိုင်,MM018D002,Nay Pyi Taw,နေပြည်တော်,MM018,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:18003,18003,1603:45:16:104:0,1603:45:16:104:1:18,1603:45:16:104:2:18001,1603:45:16:104:3:18003,Tatkon,တပ်ကုန်း,MM018003,,,,Oke Ta Ra,ဥတ္တရခရိုင်,MM018D001,Nay Pyi Taw,နေပြည်တော်,MM018,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:18004,18004,1603:45:16:104:0,1603:45:16:104:1:18,1603:45:16:104:2:18002,1603:45:16:104:3:18004,Det Khi Na Thi Ri,ဒက္ခိဏသီရိ,MM018004,,,,Det Khi Na,ဒက္ခိဏခရိုင်,MM018D002,Nay Pyi Taw,နေပြည်တော်,MM018,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:18005,18005,1603:45:16:104:0,1603:45:16:104:1:18,1603:45:16:104:2:18001,1603:45:16:104:3:18005,Poke Ba Thi Ri,ပုဗ္ဗသီရိ,MM018005,,,,Oke Ta Ra,ဥတ္တရခရိုင်,MM018D001,Nay Pyi Taw,နေပြည်တော်,MM018,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:18006,18006,1603:45:16:104:0,1603:45:16:104:1:18,1603:45:16:104:2:18002,1603:45:16:104:3:18006,Pyinmana,ပျဉ်းမနား,MM018006,,,,Det Khi Na,ဒက္ခိဏခရိုင်,MM018D002,Nay Pyi Taw,နေပြည်တော်,MM018,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:18007,18007,1603:45:16:104:0,1603:45:16:104:1:18,1603:45:16:104:2:18002,1603:45:16:104:3:18007,Lewe,လယ်ဝေး,MM018007,,,,Det Khi Na,ဒက္ခိဏခရိုင်,MM018D002,Nay Pyi Taw,နေပြည်တော်,MM018,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:18008,18008,1603:45:16:104:0,1603:45:16:104:1:18,1603:45:16:104:2:18001,1603:45:16:104:3:18008,Oke Ta Ra Thi Ri,ဥတ္တရသီရိ,MM018008,,,,Oke Ta Ra,ဥတ္တရခရိုင်,MM018D001,Nay Pyi Taw,နေပြည်တော်,MM018,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
