#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5003+rdf_p_obo_bfo171_s5002+rdf_s_u2200_s5003,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt0,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm3+code+v_pcode,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm3+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm2+code+v_pcode,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm1+code+v_pcode,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#meta+rem+i_qcc+is_zxxx+ix_ERROR+country+code+v_iso3166p1a2,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:50:3:404104,404104,1603:45:16:50:0,1603:45:16:50:1:40,1603:45:16:50:2:4041,1603:45:16:50:3:404104,Abhaynagar,BD404104,,,,Jessore,BD4041,Khulna,BD40,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:404109,404109,1603:45:16:50:0,1603:45:16:50:1:40,1603:45:16:50:2:4041,1603:45:16:50:3:404109,Bagher Para,BD404109,,,,Jessore,BD4041,Khulna,BD40,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:404111,404111,1603:45:16:50:0,1603:45:16:50:1:40,1603:45:16:50:2:4041,1603:45:16:50:3:404111,Chaugachha,BD404111,,,,Jessore,BD4041,Khulna,BD40,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:404123,404123,1603:45:16:50:0,1603:45:16:50:1:40,1603:45:16:50:2:4041,1603:45:16:50:3:404123,Jhikargachha,BD404123,,,,Jessore,BD4041,Khulna,BD40,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:404138,404138,1603:45:16:50:0,1603:45:16:50:1:40,1603:45:16:50:2:4041,1603:45:16:50:3:404138,Keshabpur,BD404138,,,,Jessore,BD4041,Khulna,BD40,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:404147,404147,1603:45:16:50:0,1603:45:16:50:1:40,1603:45:16:50:2:4041,1603:45:16:50:3:404147,Kotwali,BD404147,,,,Jessore,BD4041,Khulna,BD40,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:404161,404161,1603:45:16:50:0,1603:45:16:50:1:40,1603:45:16:50:2:4041,1603:45:16:50:3:404161,Manirampur,BD404161,,,,Jessore,BD4041,Khulna,BD40,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:404190,404190,1603:45:16:50:0,1603:45:16:50:1:40,1603:45:16:50:2:4041,1603:45:16:50:3:404190,Sharsha,BD404190,,,,Jessore,BD4041,Khulna,BD40,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:404414,404414,1603:45:16:50:0,1603:45:16:50:1:40,1603:45:16:50:2:4044,1603:45:16:50:3:404414,Harinakunda,BD404414,,,,Jhenaidah,BD4044,Khulna,BD40,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:404419,404419,1603:45:16:50:0,1603:45:16:50:1:40,1603:45:16:50:2:4044,1603:45:16:50:3:404419,Jhenaidah Sadar,BD404419,,,,Jhenaidah,BD4044,Khulna,BD40,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:404433,404433,1603:45:16:50:0,1603:45:16:50:1:40,1603:45:16:50:2:4044,1603:45:16:50:3:404433,Kaliganj,BD404433,,,,Jhenaidah,BD4044,Khulna,BD40,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:404442,404442,1603:45:16:50:0,1603:45:16:50:1:40,1603:45:16:50:2:4044,1603:45:16:50:3:404442,Kotchandpur,BD404442,,,,Jhenaidah,BD4044,Khulna,BD40,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:404471,404471,1603:45:16:50:0,1603:45:16:50:1:40,1603:45:16:50:2:4044,1603:45:16:50:3:404471,Maheshpur,BD404471,,,,Jhenaidah,BD4044,Khulna,BD40,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:404480,404480,1603:45:16:50:0,1603:45:16:50:1:40,1603:45:16:50:2:4044,1603:45:16:50:3:404480,Shailkupa,BD404480,,,,Jhenaidah,BD4044,Khulna,BD40,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:404712,404712,1603:45:16:50:0,1603:45:16:50:1:40,1603:45:16:50:2:4047,1603:45:16:50:3:404712,Batiaghata,BD404712,,,,Khulna,BD4047,Khulna,BD40,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:404717,404717,1603:45:16:50:0,1603:45:16:50:1:40,1603:45:16:50:2:4047,1603:45:16:50:3:404717,Dacope,BD404717,,,,Khulna,BD4047,Khulna,BD40,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:404721,404721,1603:45:16:50:0,1603:45:16:50:1:40,1603:45:16:50:2:4047,1603:45:16:50:3:404721,Daulatpur,BD404721,,,,Khulna,BD4047,Khulna,BD40,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:404730,404730,1603:45:16:50:0,1603:45:16:50:1:40,1603:45:16:50:2:4047,1603:45:16:50:3:404730,Dumuria,BD404730,,,,Khulna,BD4047,Khulna,BD40,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:404740,404740,1603:45:16:50:0,1603:45:16:50:1:40,1603:45:16:50:2:4047,1603:45:16:50:3:404740,Dighalia,BD404740,,,,Khulna,BD4047,Khulna,BD40,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:404745,404745,1603:45:16:50:0,1603:45:16:50:1:40,1603:45:16:50:2:4047,1603:45:16:50:3:404745,Khalishpur,BD404745,,,,Khulna,BD4047,Khulna,BD40,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:404748,404748,1603:45:16:50:0,1603:45:16:50:1:40,1603:45:16:50:2:4047,1603:45:16:50:3:404748,Khan Jahan Ali,BD404748,,,,Khulna,BD4047,Khulna,BD40,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:404751,404751,1603:45:16:50:0,1603:45:16:50:1:40,1603:45:16:50:2:4047,1603:45:16:50:3:404751,Khulna Sadar,BD404751,,,,Khulna,BD4047,Khulna,BD40,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:404753,404753,1603:45:16:50:0,1603:45:16:50:1:40,1603:45:16:50:2:4047,1603:45:16:50:3:404753,Koyra,BD404753,,,,Khulna,BD4047,Khulna,BD40,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:404764,404764,1603:45:16:50:0,1603:45:16:50:1:40,1603:45:16:50:2:4047,1603:45:16:50:3:404764,Paikgachha,BD404764,,,,Khulna,BD4047,Khulna,BD40,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:404769,404769,1603:45:16:50:0,1603:45:16:50:1:40,1603:45:16:50:2:4047,1603:45:16:50:3:404769,Phultala,BD404769,,,,Khulna,BD4047,Khulna,BD40,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:404775,404775,1603:45:16:50:0,1603:45:16:50:1:40,1603:45:16:50:2:4047,1603:45:16:50:3:404775,Rupsa,BD404775,,,,Khulna,BD4047,Khulna,BD40,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:404785,404785,1603:45:16:50:0,1603:45:16:50:1:40,1603:45:16:50:2:4047,1603:45:16:50:3:404785,Sonadanga,BD404785,,,,Khulna,BD4047,Khulna,BD40,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:404794,404794,1603:45:16:50:0,1603:45:16:50:1:40,1603:45:16:50:2:4047,1603:45:16:50:3:404794,Terokhada,BD404794,,,,Khulna,BD4047,Khulna,BD40,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:405015,405015,1603:45:16:50:0,1603:45:16:50:1:40,1603:45:16:50:2:4050,1603:45:16:50:3:405015,Bheramara,BD405015,,,,Kushtia,BD4050,Khulna,BD40,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:405039,405039,1603:45:16:50:0,1603:45:16:50:1:40,1603:45:16:50:2:4050,1603:45:16:50:3:405039,Daulatpur,BD405039,,,,Kushtia,BD4050,Khulna,BD40,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:405063,405063,1603:45:16:50:0,1603:45:16:50:1:40,1603:45:16:50:2:4050,1603:45:16:50:3:405063,Khoksa,BD405063,,,,Kushtia,BD4050,Khulna,BD40,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:405071,405071,1603:45:16:50:0,1603:45:16:50:1:40,1603:45:16:50:2:4050,1603:45:16:50:3:405071,Kumarkhali,BD405071,,,,Kushtia,BD4050,Khulna,BD40,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:405079,405079,1603:45:16:50:0,1603:45:16:50:1:40,1603:45:16:50:2:4050,1603:45:16:50:3:405079,Kushtia Sadar,BD405079,,,,Kushtia,BD4050,Khulna,BD40,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:405094,405094,1603:45:16:50:0,1603:45:16:50:1:40,1603:45:16:50:2:4050,1603:45:16:50:3:405094,Mirpur,BD405094,,,,Kushtia,BD4050,Khulna,BD40,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:405557,405557,1603:45:16:50:0,1603:45:16:50:1:40,1603:45:16:50:2:4055,1603:45:16:50:3:405557,Magura Sadar,BD405557,,,,Magura,BD4055,Khulna,BD40,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:405566,405566,1603:45:16:50:0,1603:45:16:50:1:40,1603:45:16:50:2:4055,1603:45:16:50:3:405566,Mohammadpur,BD405566,,,,Magura,BD4055,Khulna,BD40,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:405585,405585,1603:45:16:50:0,1603:45:16:50:1:40,1603:45:16:50:2:4055,1603:45:16:50:3:405585,Shalikha,BD405585,,,,Magura,BD4055,Khulna,BD40,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:405595,405595,1603:45:16:50:0,1603:45:16:50:1:40,1603:45:16:50:2:4055,1603:45:16:50:3:405595,Sreepur,BD405595,,,,Magura,BD4055,Khulna,BD40,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:405747,405747,1603:45:16:50:0,1603:45:16:50:1:40,1603:45:16:50:2:4057,1603:45:16:50:3:405747,Gangni,BD405747,,,,Meherpur,BD4057,Khulna,BD40,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:405760,405760,1603:45:16:50:0,1603:45:16:50:1:40,1603:45:16:50:2:4057,1603:45:16:50:3:405760,Mujib Nagar,BD405760,,,,Meherpur,BD4057,Khulna,BD40,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:405787,405787,1603:45:16:50:0,1603:45:16:50:1:40,1603:45:16:50:2:4057,1603:45:16:50:3:405787,Meherpur Sadar,BD405787,,,,Meherpur,BD4057,Khulna,BD40,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:406528,406528,1603:45:16:50:0,1603:45:16:50:1:40,1603:45:16:50:2:4065,1603:45:16:50:3:406528,Kalia,BD406528,,,,Narail,BD4065,Khulna,BD40,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:406552,406552,1603:45:16:50:0,1603:45:16:50:1:40,1603:45:16:50:2:4065,1603:45:16:50:3:406552,Lohagara,BD406552,,,,Narail,BD4065,Khulna,BD40,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:406576,406576,1603:45:16:50:0,1603:45:16:50:1:40,1603:45:16:50:2:4065,1603:45:16:50:3:406576,Narail Sadar,BD406576,,,,Narail,BD4065,Khulna,BD40,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:408704,408704,1603:45:16:50:0,1603:45:16:50:1:40,1603:45:16:50:2:4087,1603:45:16:50:3:408704,Assasuni,BD408704,,,,Satkhira,BD4087,Khulna,BD40,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:408725,408725,1603:45:16:50:0,1603:45:16:50:1:40,1603:45:16:50:2:4087,1603:45:16:50:3:408725,Debhata,BD408725,,,,Satkhira,BD4087,Khulna,BD40,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:408743,408743,1603:45:16:50:0,1603:45:16:50:1:40,1603:45:16:50:2:4087,1603:45:16:50:3:408743,Kalaroa,BD408743,,,,Satkhira,BD4087,Khulna,BD40,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:408747,408747,1603:45:16:50:0,1603:45:16:50:1:40,1603:45:16:50:2:4087,1603:45:16:50:3:408747,Kaliganj,BD408747,,,,Satkhira,BD4087,Khulna,BD40,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:408782,408782,1603:45:16:50:0,1603:45:16:50:1:40,1603:45:16:50:2:4087,1603:45:16:50:3:408782,Satkhira Sadar,BD408782,,,,Satkhira,BD4087,Khulna,BD40,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:408786,408786,1603:45:16:50:0,1603:45:16:50:1:40,1603:45:16:50:2:4087,1603:45:16:50:3:408786,Shyamnagar,BD408786,,,,Satkhira,BD4087,Khulna,BD40,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:408790,408790,1603:45:16:50:0,1603:45:16:50:1:40,1603:45:16:50:2:4087,1603:45:16:50:3:408790,Tala,BD408790,,,,Satkhira,BD4087,Khulna,BD40,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:453907,453907,1603:45:16:50:0,1603:45:16:50:1:45,1603:45:16:50:2:4539,1603:45:16:50:3:453907,Bakshiganj,BD453907,,,,Jamalpur,BD4539,Mymensingh,BD45,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:453915,453915,1603:45:16:50:0,1603:45:16:50:1:45,1603:45:16:50:2:4539,1603:45:16:50:3:453915,Dewanganj,BD453915,,,,Jamalpur,BD4539,Mymensingh,BD45,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:453929,453929,1603:45:16:50:0,1603:45:16:50:1:45,1603:45:16:50:2:4539,1603:45:16:50:3:453929,Islampur,BD453929,,,,Jamalpur,BD4539,Mymensingh,BD45,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:453936,453936,1603:45:16:50:0,1603:45:16:50:1:45,1603:45:16:50:2:4539,1603:45:16:50:3:453936,Jamalpur Sadar,BD453936,,,,Jamalpur,BD4539,Mymensingh,BD45,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:453958,453958,1603:45:16:50:0,1603:45:16:50:1:45,1603:45:16:50:2:4539,1603:45:16:50:3:453958,Madarganj,BD453958,,,,Jamalpur,BD4539,Mymensingh,BD45,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:453961,453961,1603:45:16:50:0,1603:45:16:50:1:45,1603:45:16:50:2:4539,1603:45:16:50:3:453961,Melandaha,BD453961,,,,Jamalpur,BD4539,Mymensingh,BD45,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:453985,453985,1603:45:16:50:0,1603:45:16:50:1:45,1603:45:16:50:2:4539,1603:45:16:50:3:453985,Sarishabari,BD453985,,,,Jamalpur,BD4539,Mymensingh,BD45,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:456113,456113,1603:45:16:50:0,1603:45:16:50:1:45,1603:45:16:50:2:4561,1603:45:16:50:3:456113,Bhaluka,BD456113,,,,Mymensingh,BD4561,Mymensingh,BD45,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:456116,456116,1603:45:16:50:0,1603:45:16:50:1:45,1603:45:16:50:2:4561,1603:45:16:50:3:456116,Dhobaura,BD456116,,,,Mymensingh,BD4561,Mymensingh,BD45,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:456120,456120,1603:45:16:50:0,1603:45:16:50:1:45,1603:45:16:50:2:4561,1603:45:16:50:3:456120,Fulbaria,BD456120,,,,Mymensingh,BD4561,Mymensingh,BD45,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:456122,456122,1603:45:16:50:0,1603:45:16:50:1:45,1603:45:16:50:2:4561,1603:45:16:50:3:456122,Gaffargaon,BD456122,,,,Mymensingh,BD4561,Mymensingh,BD45,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:456123,456123,1603:45:16:50:0,1603:45:16:50:1:45,1603:45:16:50:2:4561,1603:45:16:50:3:456123,Gauripur,BD456123,,,,Mymensingh,BD4561,Mymensingh,BD45,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:456124,456124,1603:45:16:50:0,1603:45:16:50:1:45,1603:45:16:50:2:4561,1603:45:16:50:3:456124,Haluaghat,BD456124,,,,Mymensingh,BD4561,Mymensingh,BD45,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:456131,456131,1603:45:16:50:0,1603:45:16:50:1:45,1603:45:16:50:2:4561,1603:45:16:50:3:456131,Ishwarganj,BD456131,,,,Mymensingh,BD4561,Mymensingh,BD45,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:456152,456152,1603:45:16:50:0,1603:45:16:50:1:45,1603:45:16:50:2:4561,1603:45:16:50:3:456152,Mymensingh Sadar,BD456152,,,,Mymensingh,BD4561,Mymensingh,BD45,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:456165,456165,1603:45:16:50:0,1603:45:16:50:1:45,1603:45:16:50:2:4561,1603:45:16:50:3:456165,Muktagachha,BD456165,,,,Mymensingh,BD4561,Mymensingh,BD45,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:456172,456172,1603:45:16:50:0,1603:45:16:50:1:45,1603:45:16:50:2:4561,1603:45:16:50:3:456172,Nandail,BD456172,,,,Mymensingh,BD4561,Mymensingh,BD45,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:456181,456181,1603:45:16:50:0,1603:45:16:50:1:45,1603:45:16:50:2:4561,1603:45:16:50:3:456181,Phulpur,BD456181,,,,Mymensingh,BD4561,Mymensingh,BD45,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:456194,456194,1603:45:16:50:0,1603:45:16:50:1:45,1603:45:16:50:2:4561,1603:45:16:50:3:456194,Trishal,BD456194,,,,Mymensingh,BD4561,Mymensingh,BD45,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:457204,457204,1603:45:16:50:0,1603:45:16:50:1:45,1603:45:16:50:2:4572,1603:45:16:50:3:457204,Atpara,BD457204,,,,Netrakona,BD4572,Mymensingh,BD45,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:457209,457209,1603:45:16:50:0,1603:45:16:50:1:45,1603:45:16:50:2:4572,1603:45:16:50:3:457209,Barhatta,BD457209,,,,Netrakona,BD4572,Mymensingh,BD45,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:457218,457218,1603:45:16:50:0,1603:45:16:50:1:45,1603:45:16:50:2:4572,1603:45:16:50:3:457218,Durgapur,BD457218,,,,Netrakona,BD4572,Mymensingh,BD45,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:457238,457238,1603:45:16:50:0,1603:45:16:50:1:45,1603:45:16:50:2:4572,1603:45:16:50:3:457238,Khaliajuri,BD457238,,,,Netrakona,BD4572,Mymensingh,BD45,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:457240,457240,1603:45:16:50:0,1603:45:16:50:1:45,1603:45:16:50:2:4572,1603:45:16:50:3:457240,Kalmakanda,BD457240,,,,Netrakona,BD4572,Mymensingh,BD45,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:457247,457247,1603:45:16:50:0,1603:45:16:50:1:45,1603:45:16:50:2:4572,1603:45:16:50:3:457247,Kendua,BD457247,,,,Netrakona,BD4572,Mymensingh,BD45,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:457256,457256,1603:45:16:50:0,1603:45:16:50:1:45,1603:45:16:50:2:4572,1603:45:16:50:3:457256,Madan,BD457256,,,,Netrakona,BD4572,Mymensingh,BD45,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:457263,457263,1603:45:16:50:0,1603:45:16:50:1:45,1603:45:16:50:2:4572,1603:45:16:50:3:457263,Mohanganj,BD457263,,,,Netrakona,BD4572,Mymensingh,BD45,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:457274,457274,1603:45:16:50:0,1603:45:16:50:1:45,1603:45:16:50:2:4572,1603:45:16:50:3:457274,Netrokona Sadar,BD457274,,,,Netrakona,BD4572,Mymensingh,BD45,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:457283,457283,1603:45:16:50:0,1603:45:16:50:1:45,1603:45:16:50:2:4572,1603:45:16:50:3:457283,Purbadhala,BD457283,,,,Netrakona,BD4572,Mymensingh,BD45,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:458937,458937,1603:45:16:50:0,1603:45:16:50:1:45,1603:45:16:50:2:4589,1603:45:16:50:3:458937,Jhenaigati,BD458937,,,,Sherpur,BD4589,Mymensingh,BD45,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:458967,458967,1603:45:16:50:0,1603:45:16:50:1:45,1603:45:16:50:2:4589,1603:45:16:50:3:458967,Nakla,BD458967,,,,Sherpur,BD4589,Mymensingh,BD45,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:458970,458970,1603:45:16:50:0,1603:45:16:50:1:45,1603:45:16:50:2:4589,1603:45:16:50:3:458970,Nalitabari,BD458970,,,,Sherpur,BD4589,Mymensingh,BD45,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:458988,458988,1603:45:16:50:0,1603:45:16:50:1:45,1603:45:16:50:2:4589,1603:45:16:50:3:458988,Sherpur Sadar,BD458988,,,,Sherpur,BD4589,Mymensingh,BD45,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:458990,458990,1603:45:16:50:0,1603:45:16:50:1:45,1603:45:16:50:2:4589,1603:45:16:50:3:458990,Sreebardi,BD458990,,,,Sherpur,BD4589,Mymensingh,BD45,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:501006,501006,1603:45:16:50:0,1603:45:16:50:1:50,1603:45:16:50:2:5010,1603:45:16:50:3:501006,Adamdighi,BD501006,,,,Bogra,BD5010,Rajshahi,BD50,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:501020,501020,1603:45:16:50:0,1603:45:16:50:1:50,1603:45:16:50:2:5010,1603:45:16:50:3:501020,Bogra Sadar,BD501020,,,,Bogra,BD5010,Rajshahi,BD50,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:501027,501027,1603:45:16:50:0,1603:45:16:50:1:50,1603:45:16:50:2:5010,1603:45:16:50:3:501027,Dhunat,BD501027,,,,Bogra,BD5010,Rajshahi,BD50,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:501033,501033,1603:45:16:50:0,1603:45:16:50:1:50,1603:45:16:50:2:5010,1603:45:16:50:3:501033,Dhupchanchia,BD501033,,,,Bogra,BD5010,Rajshahi,BD50,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:501040,501040,1603:45:16:50:0,1603:45:16:50:1:50,1603:45:16:50:2:5010,1603:45:16:50:3:501040,Gabtali,BD501040,,,,Bogra,BD5010,Rajshahi,BD50,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:501054,501054,1603:45:16:50:0,1603:45:16:50:1:50,1603:45:16:50:2:5010,1603:45:16:50:3:501054,Kahaloo,BD501054,,,,Bogra,BD5010,Rajshahi,BD50,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:501067,501067,1603:45:16:50:0,1603:45:16:50:1:50,1603:45:16:50:2:5010,1603:45:16:50:3:501067,Nandigram,BD501067,,,,Bogra,BD5010,Rajshahi,BD50,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:501081,501081,1603:45:16:50:0,1603:45:16:50:1:50,1603:45:16:50:2:5010,1603:45:16:50:3:501081,Sariakandi,BD501081,,,,Bogra,BD5010,Rajshahi,BD50,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:501085,501085,1603:45:16:50:0,1603:45:16:50:1:50,1603:45:16:50:2:5010,1603:45:16:50:3:501085,Shajahanpur,BD501085,,,,Bogra,BD5010,Rajshahi,BD50,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:501088,501088,1603:45:16:50:0,1603:45:16:50:1:50,1603:45:16:50:2:5010,1603:45:16:50:3:501088,Sherpur,BD501088,,,,Bogra,BD5010,Rajshahi,BD50,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:501094,501094,1603:45:16:50:0,1603:45:16:50:1:50,1603:45:16:50:2:5010,1603:45:16:50:3:501094,Shibganj,BD501094,,,,Bogra,BD5010,Rajshahi,BD50,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:501095,501095,1603:45:16:50:0,1603:45:16:50:1:50,1603:45:16:50:2:5010,1603:45:16:50:3:501095,Sonatola,BD501095,,,,Bogra,BD5010,Rajshahi,BD50,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:503813,503813,1603:45:16:50:0,1603:45:16:50:1:50,1603:45:16:50:2:5038,1603:45:16:50:3:503813,Akkelpur,BD503813,,,,Joypurhat,BD5038,Rajshahi,BD50,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:503847,503847,1603:45:16:50:0,1603:45:16:50:1:50,1603:45:16:50:2:5038,1603:45:16:50:3:503847,Joypurhat Sadar,BD503847,,,,Joypurhat,BD5038,Rajshahi,BD50,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:3:503858,503858,1603:45:16:50:0,1603:45:16:50:1:50,1603:45:16:50:2:5038,1603:45:16:50:3:503858,Kalai,BD503858,,,,Joypurhat,BD5038,Rajshahi,BD50,Bangladesh,BD,2018-04-25,2020-12-18,
