#adm2+name+i_eng+is_latn,#adm2+name+i_vie+is_latn,#adm2+code+v_pcode,#adm2+name,#adm2+name+alt1+i_eng+is_latn,#adm2+name+alt2+i_eng+is_latn,#adm2+name+alt1+i_vie+is_latn,#adm2+name+alt2+i_vie+is_latn,#adm1+name+i_eng+is_latn,#adm1+name+i_vie+is_latn,#adm1+code+v_pcode,#country+name+i_eng+is_latn,#country+name+i_vie+is_latn,#country+code+v_iso3166p1a2,#date+start,#date+updated,#date+end
Thu Duc,Quận Thủ Đức,VN70133,,,,,,Ho Chi Minh city,TP. Hồ Chí Minh,VN701,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Cu Chi,Huyện Củ Chi,VN70135,,,,,,Ho Chi Minh city,TP. Hồ Chí Minh,VN701,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Hoc Mon,Huyện Hóc Môn,VN70137,,,,,,Ho Chi Minh city,TP. Hồ Chí Minh,VN701,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Binh Chanh,Huyện Bình Chánh,VN70139,,,,,,Ho Chi Minh city,TP. Hồ Chí Minh,VN701,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Binh Tan,Quận Bình Tân,VN70140,,,,,,Ho Chi Minh city,TP. Hồ Chí Minh,VN701,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Nha Be,Huyện Nhà Bè,VN70141,,,,,,Ho Chi Minh city,TP. Hồ Chí Minh,VN701,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Can Gio,Huyện Cần Giờ,VN70143,,,,,,Ho Chi Minh city,TP. Hồ Chí Minh,VN701,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Phan Rang-Thap Cham,TP. Phan Rang-Tháp Chàm,VN70501,,,,,,Ninh Thuan,Ninh Thuận,VN705,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Ninh Son,Huyện Ninh Sơn,VN70503,,,,,,Ninh Thuan,Ninh Thuận,VN705,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Bac Ai,Huyện Bác Ái,VN70504,,,,,,Ninh Thuan,Ninh Thuận,VN705,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Ninh Hai,Huyện Ninh Hải,VN70505,,,,,,Ninh Thuan,Ninh Thuận,VN705,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Thuan Bac,Huyện Thuận Bắc,VN70506,,,,,,Ninh Thuan,Ninh Thuận,VN705,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Ninh Phuoc,Huyện Ninh Phước,VN70507,,,,,,Ninh Thuan,Ninh Thuận,VN705,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Thuan Nam,Huyện Thuận Nam,VN70508,,,,,,Ninh Thuan,Ninh Thuận,VN705,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Dong Xoai,Thị xã Đồng Xoài,VN70701,,,,,,Binh Phuoc,Bình Phước,VN707,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Dong Phu,Huyện Đồng Phú,VN70702,,,,,,Binh Phuoc,Bình Phước,VN707,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Phuoc Long,Thị xã Phước Long,VN70703,,,,,,Binh Phuoc,Bình Phước,VN707,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Loc Ninh,Huyện Lộc Ninh,VN70705,,,,,,Binh Phuoc,Bình Phước,VN707,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Bu Dop,Huyện Bù Đốp,VN70706,,,,,,Binh Phuoc,Bình Phước,VN707,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Bu Dang,Huyện Bù Đăng,VN70707,,,,,,Binh Phuoc,Bình Phước,VN707,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Chon Thanh,Huyện Chơn Thành,VN70708,,,,,,Binh Phuoc,Bình Phước,VN707,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Binh Long,Thị xã Bình Long,VN70709,,,,,,Binh Phuoc,Bình Phước,VN707,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Hon Quan,Huyện Hớn Quản,VN70710,,,,,,Binh Phuoc,Bình Phước,VN707,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Bu Gia Map,Huyện Bù Gia Mập,VN70711,,,,,,Binh Phuoc,Bình Phước,VN707,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Tay Ninh,TP. Tây Ninh,VN70901,,,,,,Tay Ninh,Tây Ninh,VN709,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Tan Bien,Huyện Tân Biên,VN70903,,,,,,Tay Ninh,Tây Ninh,VN709,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Tan Chau,Huyện Tân Châu,VN70905,,,,,,Tay Ninh,Tây Ninh,VN709,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Duong Minh Chau,Huyện Dương Minh Châu,VN70907,,,,,,Tay Ninh,Tây Ninh,VN709,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Chau Thanh,Huyện Châu Thành,VN70909,,,,,,Tay Ninh,Tây Ninh,VN709,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Hoa Thanh,Huyện Hòa Thành,VN70911,,,,,,Tay Ninh,Tây Ninh,VN709,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Ben Cau,Huyện Bến Cầu,VN70913,,,,,,Tay Ninh,Tây Ninh,VN709,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Go Dau,Huyện Gò Dầu,VN70915,,,,,,Tay Ninh,Tây Ninh,VN709,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Trang Bang,Huyện Trảng Bàng,VN70917,,,,,,Tay Ninh,Tây Ninh,VN709,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Thu Dau Mot,TP. Thủ Dầu Một,VN71101,,,,,,Binh Duong,Bình Dương,VN711,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Dau Tieng,Huyện Dầu Tiếng,VN71102,,,,,,Binh Duong,Bình Dương,VN711,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Ben Cat,Thị xã Bến Cát,VN71103,,,,,,Binh Duong,Bình Dương,VN711,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Phu Giao,Huyện Phú Giáo,VN71104,,,,,,Binh Duong,Bình Dương,VN711,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Tan Uyen,Thị xã Tân Uyên,VN71105,,,,,,Binh Duong,Bình Dương,VN711,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Thuan An,Thị xã Thuận An,VN71107,,,,,,Binh Duong,Bình Dương,VN711,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Di An,Thị xã Dĩ An,VN71108,,,,,,Binh Duong,Bình Dương,VN711,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Bac Tan Uyen,Huyện Bắc Tân Uyên,VN71109,,,,,,Binh Duong,Bình Dương,VN711,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Bau Bang,Huyện Bàu Bàng,VN71110,,,,,,Binh Duong,Bình Dương,VN711,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Bien Hoa,TP. Biên Hòa,VN71301,,,,,,Dong Nai,Đồng Nai,VN713,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Tan Phu,Huyện Tân Phú,VN71303,,,,,,Dong Nai,Đồng Nai,VN713,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Dinh Quan,Huyện Định Quán,VN71305,,,,,,Dong Nai,Đồng Nai,VN713,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Vinh Cuu,Huyện Vĩnh Cửu,VN71307,,,,,,Dong Nai,Đồng Nai,VN713,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Thong Nhat,Huyện Thống Nhất,VN71309,,,,,,Dong Nai,Đồng Nai,VN713,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Trang Bom,Huyện Trảng Bom,VN71310,,,,,,Dong Nai,Đồng Nai,VN713,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Long Khanh,Thị xã Long Khánh,VN71311,,,,,,Dong Nai,Đồng Nai,VN713,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Cam My,Huyện Cẩm Mỹ,VN71312,,,,,,Dong Nai,Đồng Nai,VN713,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Xuan Loc,Huyện Xuân Lộc,VN71313,,,,,,Dong Nai,Đồng Nai,VN713,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Long Thanh,Huyện Long Thành,VN71315,,,,,,Dong Nai,Đồng Nai,VN713,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Nhon Trach,Huyện Nhơn Trạch,VN71317,,,,,,Dong Nai,Đồng Nai,VN713,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Phan Thiet,TP. Phan Thiết,VN71501,,,,,,Binh Thuan,Bình Thuận,VN715,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
La Gi,Thị xã La Gi,VN71502,,,,,,Binh Thuan,Bình Thuận,VN715,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Tuy Phong,Huyện Tuy Phong,VN71503,,,,,,Binh Thuan,Bình Thuận,VN715,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Bac Binh,Huyện Bắc Bình,VN71505,,,,,,Binh Thuan,Bình Thuận,VN715,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Ham Thuan Bac,Huyện Hàm Thuận Bắc,VN71507,,,,,,Binh Thuan,Bình Thuận,VN715,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Ham Thuan Nam,Huyện Hàm Thuận Nam,VN71509,,,,,,Binh Thuan,Bình Thuận,VN715,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Tanh Linh,Huyện Tánh Linh,VN71511,,,,,,Binh Thuan,Bình Thuận,VN715,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Ham Tan,Huyện Hàm Tân,VN71513,,,,,,Binh Thuan,Bình Thuận,VN715,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Duc Linh,Huyện Đức Linh,VN71515,,,,,,Binh Thuan,Bình Thuận,VN715,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Phu Quy,Huyện Phú Quý,VN71517,,,,,,Binh Thuan,Bình Thuận,VN715,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Vung Tau,TP. Vũng Tàu,VN71701,,,,,,Ba Ria - Vung Tau,Bà Rịa - Vũng Tàu,VN717,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Ba Ria,TP. Bà Rịa,VN71703,,,,,,Ba Ria - Vung Tau,Bà Rịa - Vũng Tàu,VN717,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Chau Duc,Huyện Châu Đức,VN71705,,,,,,Ba Ria - Vung Tau,Bà Rịa - Vũng Tàu,VN717,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Xuyen Moc,Huyện Xuyên Mộc,VN71707,,,,,,Ba Ria - Vung Tau,Bà Rịa - Vũng Tàu,VN717,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Tan Thanh,Huyện Tân Thành,VN71709,,,,,,Ba Ria - Vung Tau,Bà Rịa - Vũng Tàu,VN717,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Dat Do,Huyện Đất Đỏ,VN71711,,,,,,Ba Ria - Vung Tau,Bà Rịa - Vũng Tàu,VN717,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Long Dien,Huyện Long Điền,VN71712,,,,,,Ba Ria - Vung Tau,Bà Rịa - Vũng Tàu,VN717,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Con Dao,Huyện Côn Đảo,VN71714,,,,,,Ba Ria - Vung Tau,Bà Rịa - Vũng Tàu,VN717,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Tan An,TP. Tân An,VN80101,,,,,,Long An,Long An,VN801,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Tan Hung,Huyện Tân Hưng,VN80103,,,,,,Long An,Long An,VN801,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Vinh Hung,Huyện Vĩnh Hưng,VN80105,,,,,,Long An,Long An,VN801,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Moc Hoa,Huyện Mộc Hóa,VN80107,,,,,,Long An,Long An,VN801,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Tan Thanh,Huyện Tân Thạnh,VN80109,,,,,,Long An,Long An,VN801,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Thanh Hoa,Huyện Thạnh Hóa,VN80111,,,,,,Long An,Long An,VN801,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Duc Hue,Huyện Đức Huệ,VN80113,,,,,,Long An,Long An,VN801,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Duc Hoa,Huyện Đức Hòa,VN80115,,,,,,Long An,Long An,VN801,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Ben Luc,Huyện Bến Lức,VN80117,,,,,,Long An,Long An,VN801,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Thu Thua,Huyện Thủ Thừa,VN80119,,,,,,Long An,Long An,VN801,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Chau Thanh,Huyện Châu Thành,VN80121,,,,,,Long An,Long An,VN801,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Tan Tru,Huyện Tân Trụ,VN80123,,,,,,Long An,Long An,VN801,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Can Duoc,Huyện Cần Đước,VN80125,,,,,,Long An,Long An,VN801,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Can Giuoc,Huyện Cần Giuộc,VN80127,,,,,,Long An,Long An,VN801,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Kien Tuong,Thị xã Kiến Tường,VN80128,,,,,,Long An,Long An,VN801,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Thi xa Cao Lanh,TP. Cao Lãnh,VN80301,,,,,,Dong Thap,Đồng Tháp,VN803,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Sa Dec,TP. Sa Đéc,VN80303,,,,,,Dong Thap,Đồng Tháp,VN803,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Tan Hong,Huyện Tân Hồng,VN80305,,,,,,Dong Thap,Đồng Tháp,VN803,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Huyen Hong Ngu,Huyện Hồng Ngự,VN80307,,,,,,Dong Thap,Đồng Tháp,VN803,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Thi xa Hong Ngu,Thị xã Hồng Ngự,VN80308,,,,,,Dong Thap,Đồng Tháp,VN803,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Tam Nong,Huyện Tam Nông,VN80309,,,,,,Dong Thap,Đồng Tháp,VN803,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Thanh Binh,Huyện Thanh Bình,VN80311,,,,,,Dong Thap,Đồng Tháp,VN803,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Thap Muoi,Huyện Tháp Mười,VN80313,,,,,,Dong Thap,Đồng Tháp,VN803,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Huyen Cao Lanh,Huyện Cao Lãnh,VN80315,,,,,,Dong Thap,Đồng Tháp,VN803,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Lap Vo,Huyện Lấp Vò,VN80317,,,,,,Dong Thap,Đồng Tháp,VN803,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Lai Vung,Huyện Lai Vung,VN80319,,,,,,Dong Thap,Đồng Tháp,VN803,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Chau Thanh,Huyện Châu Thành,VN80321,,,,,,Dong Thap,Đồng Tháp,VN803,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Long Xuyen,TP. Long Xuyên,VN80501,,,,,,An Giang,An Giang,VN805,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Chau Doc,TP. Châu Đốc,VN80503,,,,,,An Giang,An Giang,VN805,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
An Phu,Huyện An Phú,VN80505,,,,,,An Giang,An Giang,VN805,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Tan Chau,Thị xã Tân Châu,VN80507,,,,,,An Giang,An Giang,VN805,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Phu Tan,Huyện Phú Tân,VN80509,,,,,,An Giang,An Giang,VN805,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Chau Phu,Huyện Châu Phú,VN80511,,,,,,An Giang,An Giang,VN805,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Tinh Bien,Huyện Tịnh Biên,VN80513,,,,,,An Giang,An Giang,VN805,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Tri Ton,Huyện Tri Tôn,VN80515,,,,,,An Giang,An Giang,VN805,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Cho Moi,Huyện Chợ Mới,VN80517,,,,,,An Giang,An Giang,VN805,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Chau Thanh,Huyện Châu Thành,VN80519,,,,,,An Giang,An Giang,VN805,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Thoai Son,Huyện Thoại Sơn,VN80521,,,,,,An Giang,An Giang,VN805,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
My Tho,TP. Mỹ Tho,VN80701,,,,,,Tien Giang,Tiền Giang,VN807,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Go Cong,Thị xã Gò Công,VN80703,,,,,,Tien Giang,Tiền Giang,VN807,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Tan Phuoc,Huyện Tân Phước,VN80705,,,,,,Tien Giang,Tiền Giang,VN807,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Chau Thanh,Huyện Châu Thành,VN80707,,,,,,Tien Giang,Tiền Giang,VN807,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Thi xa Cai Lay,Thị xã Cai Lậy,VN80709,,,,,,Tien Giang,Tiền Giang,VN807,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Cho Gao,Huyện Chợ Gạo,VN80711,,,,,,Tien Giang,Tiền Giang,VN807,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Cai Be,Huyện Cái Bè,VN80713,,,,,,Tien Giang,Tiền Giang,VN807,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Go Cong Tay,Huyện Gò Công Tây,VN80715,,,,,,Tien Giang,Tiền Giang,VN807,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Go Cong Dong,Huyện Gò Công Đông,VN80717,,,,,,Tien Giang,Tiền Giang,VN807,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Tan Phu Dong,Huyện Tân Phú Đông,VN80718,,,,,,Tien Giang,Tiền Giang,VN807,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Huyen Cai Lay,Huyện Cai Lậy,VN80719,,,,,,Tien Giang,Tiền Giang,VN807,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Vinh Long,TP. Vĩnh Long,VN80901,,,,,,Vinh Long,Vĩnh Long,VN809,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Long Ho,Huyện Long Hồ,VN80903,,,,,,Vinh Long,Vĩnh Long,VN809,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Mang Thit,Huyện Mang Thít,VN80905,,,,,,Vinh Long,Vĩnh Long,VN809,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Binh Minh,Thị xã Bình Minh,VN80907,,,,,,Vinh Long,Vĩnh Long,VN809,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Binh Tan,Huyện Bình Tân,VN80908,,,,,,Vinh Long,Vĩnh Long,VN809,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Tam Binh,Huyện Tam Bình,VN80909,,,,,,Vinh Long,Vĩnh Long,VN809,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Tra On,Huyện Trà Ôn,VN80911,,,,,,Vinh Long,Vĩnh Long,VN809,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Vung Liem,Huyện Vũng Liêm,VN80913,,,,,,Vinh Long,Vĩnh Long,VN809,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Ben Tre,TP. Bến Tre,VN81101,,,,,,Ben Tre,Bến Tre,VN811,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Mo Cay Nam,Huyện Mỏ Cày Nam,VN81102,,,,,,Ben Tre,Bến Tre,VN811,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Chau Thanh,Huyện Châu Thành,VN81103,,,,,,Ben Tre,Bến Tre,VN811,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Cho Lach,Huyện Chợ Lách,VN81105,,,,,,Ben Tre,Bến Tre,VN811,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Mo Cay Bac,Huyện Mỏ Cày Bắc,VN81107,,,,,,Ben Tre,Bến Tre,VN811,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Giong Trom,Huyện Giồng Trôm,VN81109,,,,,,Ben Tre,Bến Tre,VN811,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Binh Dai,Huyện Bình Đại,VN81111,,,,,,Ben Tre,Bến Tre,VN811,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Ba Tri,Huyện Ba Tri,VN81113,,,,,,Ben Tre,Bến Tre,VN811,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Thanh Phu,Huyện Thạnh Phú,VN81115,,,,,,Ben Tre,Bến Tre,VN811,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Rach Gia,TP. Rạch Giá,VN81301,,,,,,Kien Giang,Kiên Giang,VN813,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Ha Tien,Thị xã Hà Tiên,VN81303,,,,,,Kien Giang,Kiên Giang,VN813,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Kien Luong,Huyện Kiên Lương,VN81304,,,,,,Kien Giang,Kiên Giang,VN813,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Hon Dat,Huyện Hòn Đất,VN81305,,,,,,Kien Giang,Kiên Giang,VN813,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Tan Hiep,Huyện Tân Hiệp,VN81307,,,,,,Kien Giang,Kiên Giang,VN813,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Chau Thanh,Huyện Châu Thành,VN81309,,,,,,Kien Giang,Kiên Giang,VN813,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Giong Rieng,Huyện Giồng Riềng,VN81311,,,,,,Kien Giang,Kiên Giang,VN813,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Go Quao,Huyện Gò Quao,VN81313,,,,,,Kien Giang,Kiên Giang,VN813,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
An Bien,Huyện An Biên,VN81315,,,,,,Kien Giang,Kiên Giang,VN813,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
An Minh,Huyện An Minh,VN81317,,,,,,Kien Giang,Kiên Giang,VN813,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Vinh Thuan,Huyện Vĩnh Thuận,VN81319,,,,,,Kien Giang,Kiên Giang,VN813,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Phu Quoc,Huyện Phú Quốc,VN81321,,,,,,Kien Giang,Kiên Giang,VN813,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Kien Hai,Huyện Kiên Hải,VN81323,,,,,,Kien Giang,Kiên Giang,VN813,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
U Minh Thuong,Huyện U Minh Thượng,VN81325,,,,,,Kien Giang,Kiên Giang,VN813,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Giang Thanh,Huyện Giang Thành,VN81326,,,,,,Kien Giang,Kiên Giang,VN813,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Ninh Kieu,Quận Ninh Kiều,VN81501,,,,,,Can Tho city,TP. Cần Thơ,VN815,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
O Mon,Quận Ô Môn,VN81503,,,,,,Can Tho city,TP. Cần Thơ,VN815,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Binh Thuy,Quận Bình Thủy,VN81505,,,,,,Can Tho city,TP. Cần Thơ,VN815,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Cai Rang,Quận Cái Răng,VN81507,,,,,,Can Tho city,TP. Cần Thơ,VN815,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Thot Not,Quận Thốt Nốt,VN81509,,,,,,Can Tho city,TP. Cần Thơ,VN815,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Vinh Thanh,Huyện Vĩnh Thạnh,VN81511,,,,,,Can Tho city,TP. Cần Thơ,VN815,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Co Do,Huyện Cờ Đỏ,VN81513,,,,,,Can Tho city,TP. Cần Thơ,VN815,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Thoi Lai,Huyện Thới Lai,VN81514,,,,,,Can Tho city,TP. Cần Thơ,VN815,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Phong Dien,Huyện Phong Điền,VN81515,,,,,,Can Tho city,TP. Cần Thơ,VN815,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Vi Thanh,TP. Vị Thanh,VN81601,,,,,,Hau Giang,Hậu Giang,VN816,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Nga Bay,Thị xã Ngã Bảy,VN81602,,,,,,Hau Giang,Hậu Giang,VN816,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Chau Thanh A,Huyện Châu Thành A,VN81603,,,,,,Hau Giang,Hậu Giang,VN816,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Chau Thanh,Huyện Châu Thành,VN81605,,,,,,Hau Giang,Hậu Giang,VN816,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Phung Hiep,Huyện Phụng Hiệp,VN81607,,,,,,Hau Giang,Hậu Giang,VN816,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Vi Thuy,Huyện Vị Thủy,VN81609,,,,,,Hau Giang,Hậu Giang,VN816,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
Long My,Huyện Long Mỹ,VN81611,,,,,,Hau Giang,Hậu Giang,VN816,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
