#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5003+rdf_p_obo_bfo171_s5002+rdf_s_u2200_s5003,#item+rem+i_fra+is_latn+rdf_p_skos_preflabel_s5003+ix_alt0,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt0,#meta+ERROR+adm3+code+v_pcode,#meta+ERROR+adm3+name,#item+rem+i_fra+is_latn+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_fra+is_latn+rdf_p_skos_preflabel_s5003+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt2,#item+rem+i_fra+is_latn+rdf_p_skos_preflabel_s5002,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002,#meta+ERROR+adm2+code+v_pcode,#item+rem+i_fra+is_latn+rdf_p_skos_preflabel_s5001,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#meta+ERROR+adm1+code+v_pcode,#item+rem+i_fra+is_latn+rdf_p_skos_preflabel_s5000,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#meta+ERROR+country+code+v_iso3166p1a2,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:120:3:10002002,10002002,1603:45:16:120:0,1603:45:16:120:1:10,1603:45:16:120:2:10002,1603:45:16:120:3:10002002,Nguti,,CM010002002,,,,,,Kupe-Manenguba,,CM010002,Sud-Ouest,South-West,CM010,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:10002003,10002003,1603:45:16:120:0,1603:45:16:120:1:10,1603:45:16:120:2:10002,1603:45:16:120:3:10002003,Tombel,,CM010002003,,,,,,Kupe-Manenguba,,CM010002,Sud-Ouest,South-West,CM010,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:10003001,10003001,1603:45:16:120:0,1603:45:16:120:1:10,1603:45:16:120:2:10003,1603:45:16:120:3:10003001,Alou,,CM010003001,,,,,,Lebialem,,CM010003,Sud-Ouest,South-West,CM010,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:10003002,10003002,1603:45:16:120:0,1603:45:16:120:1:10,1603:45:16:120:2:10003,1603:45:16:120:3:10003002,Fontem,,CM010003002,,,,,,Lebialem,,CM010003,Sud-Ouest,South-West,CM010,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:10003003,10003003,1603:45:16:120:0,1603:45:16:120:1:10,1603:45:16:120:2:10003,1603:45:16:120:3:10003003,Wabane,,CM010003003,,,,,,Lebialem,,CM010003,Sud-Ouest,South-West,CM010,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:10004001,10004001,1603:45:16:120:0,1603:45:16:120:1:10,1603:45:16:120:2:10004,1603:45:16:120:3:10004001,Akwaya,,CM010004001,,,,,,Manyu,,CM010004,Sud-Ouest,South-West,CM010,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:10004002,10004002,1603:45:16:120:0,1603:45:16:120:1:10,1603:45:16:120:2:10004,1603:45:16:120:3:10004002,Eyumodjock,,CM010004002,,,,,,Manyu,,CM010004,Sud-Ouest,South-West,CM010,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:10004003,10004003,1603:45:16:120:0,1603:45:16:120:1:10,1603:45:16:120:2:10004,1603:45:16:120:3:10004003,Mamfe,,CM010004003,,,,,,Manyu,,CM010004,Sud-Ouest,South-West,CM010,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:10004004,10004004,1603:45:16:120:0,1603:45:16:120:1:10,1603:45:16:120:2:10004,1603:45:16:120:3:10004004,Upper Bayang,,CM010004004,,,,,,Manyu,,CM010004,Sud-Ouest,South-West,CM010,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:10005001,10005001,1603:45:16:120:0,1603:45:16:120:1:10,1603:45:16:120:2:10005,1603:45:16:120:3:10005001,Konye,,CM010005001,,,,,,Meme,,CM010005,Sud-Ouest,South-West,CM010,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:10005002,10005002,1603:45:16:120:0,1603:45:16:120:1:10,1603:45:16:120:2:10005,1603:45:16:120:3:10005002,Kumba 1st,,CM010005002,,,,,,Meme,,CM010005,Sud-Ouest,South-West,CM010,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:10005003,10005003,1603:45:16:120:0,1603:45:16:120:1:10,1603:45:16:120:2:10005,1603:45:16:120:3:10005003,Kumba 2nd,,CM010005003,,,,,,Meme,,CM010005,Sud-Ouest,South-West,CM010,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:10005004,10005004,1603:45:16:120:0,1603:45:16:120:1:10,1603:45:16:120:2:10005,1603:45:16:120:3:10005004,Kumba 3rd,,CM010005004,,,,,,Meme,,CM010005,Sud-Ouest,South-West,CM010,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:10005005,10005005,1603:45:16:120:0,1603:45:16:120:1:10,1603:45:16:120:2:10005,1603:45:16:120:3:10005005,Mbonge,,CM010005005,,,,,,Meme,,CM010005,Sud-Ouest,South-West,CM010,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:10006001,10006001,1603:45:16:120:0,1603:45:16:120:1:10,1603:45:16:120:2:10006,1603:45:16:120:3:10006001,Bamusso,,CM010006001,,,,,,Ndian,,CM010006,Sud-Ouest,South-West,CM010,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:10006002,10006002,1603:45:16:120:0,1603:45:16:120:1:10,1603:45:16:120:2:10006,1603:45:16:120:3:10006002,Dikome Balue,,CM010006002,,,,,,Ndian,,CM010006,Sud-Ouest,South-West,CM010,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:10006003,10006003,1603:45:16:120:0,1603:45:16:120:1:10,1603:45:16:120:2:10006,1603:45:16:120:3:10006003,Ekondo Titi,,CM010006003,,,,,,Ndian,,CM010006,Sud-Ouest,South-West,CM010,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:10006004,10006004,1603:45:16:120:0,1603:45:16:120:1:10,1603:45:16:120:2:10006,1603:45:16:120:3:10006004,Idabato,,CM010006004,,,,,,Ndian,,CM010006,Sud-Ouest,South-West,CM010,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:10006005,10006005,1603:45:16:120:0,1603:45:16:120:1:10,1603:45:16:120:2:10006,1603:45:16:120:3:10006005,Isangele,,CM010006005,,,,,,Ndian,,CM010006,Sud-Ouest,South-West,CM010,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:10006006,10006006,1603:45:16:120:0,1603:45:16:120:1:10,1603:45:16:120:2:10006,1603:45:16:120:3:10006006,Kombo Abedimo,,CM010006006,,,,,,Ndian,,CM010006,Sud-Ouest,South-West,CM010,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:10006007,10006007,1603:45:16:120:0,1603:45:16:120:1:10,1603:45:16:120:2:10006,1603:45:16:120:3:10006007,Kombo Itindi,,CM010006007,,,,,,Ndian,,CM010006,Sud-Ouest,South-West,CM010,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:10006008,10006008,1603:45:16:120:0,1603:45:16:120:1:10,1603:45:16:120:2:10006,1603:45:16:120:3:10006008,Mundemba,,CM010006008,,,,,,Ndian,,CM010006,Sud-Ouest,South-West,CM010,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:10006009,10006009,1603:45:16:120:0,1603:45:16:120:1:10,1603:45:16:120:2:10006,1603:45:16:120:3:10006009,Toko,,CM010006009,,,,,,Ndian,,CM010006,Sud-Ouest,South-West,CM010,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
