#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5003+rdf_p_obo_bfo171_s5002+rdf_s_u2200_s5003,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt0,#meta+ERROR+adm3+code+v_pcode,#meta+ERROR+adm3+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002,#meta+ERROR+adm2+code+v_pcode,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#meta+ERROR+adm1+code+v_pcode,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#meta+ERROR+country+code+v_iso3166p1a2,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:450:3:11101001,11101001,1603:45:16:450:0,1603:45:16:450:1:11,1603:45:16:450:2:11101001,1603:45:16:450:3:11101001,1er Arrondissement,MG11101001,,,,1er Arrondissement,MG11101001A,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:53515132,53515132,1603:45:16:450:0,1603:45:16:450:1:53,1603:45:16:450:2:53515,1603:45:16:450:3:53515132,Iaboakoho,MG53515132,,,,Taolagnaro,MG53515,Anosy,MG53,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:53515151,53515151,1603:45:16:450:0,1603:45:16:450:1:53,1603:45:16:450:2:53515,1603:45:16:450:3:53515151,Enaniliha,MG53515151,,,,Taolagnaro,MG53515,Anosy,MG53,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:53515152,53515152,1603:45:16:450:0,1603:45:16:450:1:53,1603:45:16:450:2:53515,1603:45:16:450:3:53515152,Fenoevo-Efita,MG53515152,,,,Taolagnaro,MG53515,Anosy,MG53,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:53515170,53515170,1603:45:16:450:0,1603:45:16:450:1:53,1603:45:16:450:2:53515,1603:45:16:450:3:53515170,Enakara-Haut,MG53515170,,,,Taolagnaro,MG53515,Anosy,MG53,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:53515191,53515191,1603:45:16:450:0,1603:45:16:450:1:53,1603:45:16:450:2:53515,1603:45:16:450:3:53515191,Ranomafana,MG53515191,,,,Taolagnaro,MG53515,Anosy,MG53,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:53515192,53515192,1603:45:16:450:0,1603:45:16:450:1:53,1603:45:16:450:2:53515,1603:45:16:450:3:53515192,Emagnobo,MG53515192,,,,Taolagnaro,MG53515,Anosy,MG53,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:53515210,53515210,1603:45:16:450:0,1603:45:16:450:1:53,1603:45:16:450:2:53515,1603:45:16:450:3:53515210,Bevoay,MG53515210,,,,Taolagnaro,MG53515,Anosy,MG53,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:53515230,53515230,1603:45:16:450:0,1603:45:16:450:1:53,1603:45:16:450:2:53515,1603:45:16:450:3:53515230,Ampasimena,MG53515230,,,,Taolagnaro,MG53515,Anosy,MG53,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:53515251,53515251,1603:45:16:450:0,1603:45:16:450:1:53,1603:45:16:450:2:53515,1603:45:16:450:3:53515251,Manantenina,MG53515251,,,,Taolagnaro,MG53515,Anosy,MG53,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:53515252,53515252,1603:45:16:450:0,1603:45:16:450:1:53,1603:45:16:450:2:53515,1603:45:16:450:3:53515252,Analamary,MG53515252,,,,Taolagnaro,MG53515,Anosy,MG53,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:53515253,53515253,1603:45:16:450:0,1603:45:16:450:1:53,1603:45:16:450:2:53515,1603:45:16:450:3:53515253,Soavary,MG53515253,,,,Taolagnaro,MG53515,Anosy,MG53,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:53517010,53517010,1603:45:16:450:0,1603:45:16:450:1:53,1603:45:16:450:2:53517,1603:45:16:450:3:53517010,Betroka,MG53517010,,,,Betroka,MG53517,Anosy,MG53,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:53517030,53517030,1603:45:16:450:0,1603:45:16:450:1:53,1603:45:16:450:2:53517,1603:45:16:450:3:53517030,Tsaraitso,MG53517030,,,,Betroka,MG53517,Anosy,MG53,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:53517050,53517050,1603:45:16:450:0,1603:45:16:450:1:53,1603:45:16:450:2:53517,1603:45:16:450:3:53517050,Naninora,MG53517050,,,,Betroka,MG53517,Anosy,MG53,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:53517070,53517070,1603:45:16:450:0,1603:45:16:450:1:53,1603:45:16:450:2:53517,1603:45:16:450:3:53517070,Ambalasoa,MG53517070,,,,Betroka,MG53517,Anosy,MG53,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:53517090,53517090,1603:45:16:450:0,1603:45:16:450:1:53,1603:45:16:450:2:53517,1603:45:16:450:3:53517090,Ivahona,MG53517090,,,,Betroka,MG53517,Anosy,MG53,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:53517110,53517110,1603:45:16:450:0,1603:45:16:450:1:53,1603:45:16:450:2:53517,1603:45:16:450:3:53517110,Analamary,MG53517110,,,,Betroka,MG53517,Anosy,MG53,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:53517130,53517130,1603:45:16:450:0,1603:45:16:450:1:53,1603:45:16:450:2:53517,1603:45:16:450:3:53517130,Ianabinda,MG53517130,,,,Betroka,MG53517,Anosy,MG53,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:53517150,53517150,1603:45:16:450:0,1603:45:16:450:1:53,1603:45:16:450:2:53517,1603:45:16:450:3:53517150,Benato Toby,MG53517150,,,,Betroka,MG53517,Anosy,MG53,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:53517170,53517170,1603:45:16:450:0,1603:45:16:450:1:53,1603:45:16:450:2:53517,1603:45:16:450:3:53517170,Mahabo,MG53517170,,,,Betroka,MG53517,Anosy,MG53,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:53517190,53517190,1603:45:16:450:0,1603:45:16:450:1:53,1603:45:16:450:2:53517,1603:45:16:450:3:53517190,Beampombo I,MG53517190,,,,Betroka,MG53517,Anosy,MG53,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:53517210,53517210,1603:45:16:450:0,1603:45:16:450:1:53,1603:45:16:450:2:53517,1603:45:16:450:3:53517210,Jangany,MG53517210,,,,Betroka,MG53517,Anosy,MG53,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:53517230,53517230,1603:45:16:450:0,1603:45:16:450:1:53,1603:45:16:450:2:53517,1603:45:16:450:3:53517230,Mahasoa Est,MG53517230,,,,Betroka,MG53517,Anosy,MG53,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:53517250,53517250,1603:45:16:450:0,1603:45:16:450:1:53,1603:45:16:450:2:53517,1603:45:16:450:3:53517250,Bekorobo,MG53517250,,,,Betroka,MG53517,Anosy,MG53,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:53517270,53517270,1603:45:16:450:0,1603:45:16:450:1:53,1603:45:16:450:2:53517,1603:45:16:450:3:53517270,Iaborotra,MG53517270,,,,Betroka,MG53517,Anosy,MG53,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:53517291,53517291,1603:45:16:450:0,1603:45:16:450:1:53,1603:45:16:450:2:53517,1603:45:16:450:3:53517291,Isoanala,MG53517291,,,,Betroka,MG53517,Anosy,MG53,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:53517292,53517292,1603:45:16:450:0,1603:45:16:450:1:53,1603:45:16:450:2:53517,1603:45:16:450:3:53517292,Beampombo II,MG53517292,,,,Betroka,MG53517,Anosy,MG53,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:53517293,53517293,1603:45:16:450:0,1603:45:16:450:1:53,1603:45:16:450:2:53517,1603:45:16:450:3:53517293,Nanarena Besakoa,MG53517293,,,,Betroka,MG53517,Anosy,MG53,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:53517310,53517310,1603:45:16:450:0,1603:45:16:450:1:53,1603:45:16:450:2:53517,1603:45:16:450:3:53517310,Ianakafy,MG53517310,,,,Betroka,MG53517,Anosy,MG53,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:53517331,53517331,1603:45:16:450:0,1603:45:16:450:1:53,1603:45:16:450:2:53517,1603:45:16:450:3:53517331,Andriandampy,MG53517331,,,,Betroka,MG53517,Anosy,MG53,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:53517332,53517332,1603:45:16:450:0,1603:45:16:450:1:53,1603:45:16:450:2:53517,1603:45:16:450:3:53517332,Sakamahily,MG53517332,,,,Betroka,MG53517,Anosy,MG53,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:53517350,53517350,1603:45:16:450:0,1603:45:16:450:1:53,1603:45:16:450:2:53517,1603:45:16:450:3:53517350,Ambatomivary,MG53517350,,,,Betroka,MG53517,Anosy,MG53,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:53519010,53519010,1603:45:16:450:0,1603:45:16:450:1:53,1603:45:16:450:2:53519,1603:45:16:450:3:53519010,Amboasary Atsimo,MG53519010,,,,Amboasary-Atsimo,MG53519,Anosy,MG53,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:53519030,53519030,1603:45:16:450:0,1603:45:16:450:1:53,1603:45:16:450:2:53519,1603:45:16:450:3:53519030,Behara,MG53519030,,,,Amboasary-Atsimo,MG53519,Anosy,MG53,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:53519050,53519050,1603:45:16:450:0,1603:45:16:450:1:53,1603:45:16:450:2:53519,1603:45:16:450:3:53519050,Tanandava Sud,MG53519050,,,,Amboasary-Atsimo,MG53519,Anosy,MG53,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:53519070,53519070,1603:45:16:450:0,1603:45:16:450:1:53,1603:45:16:450:2:53519,1603:45:16:450:3:53519070,Sampona,MG53519070,,,,Amboasary-Atsimo,MG53519,Anosy,MG53,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:53519090,53519090,1603:45:16:450:0,1603:45:16:450:1:53,1603:45:16:450:2:53519,1603:45:16:450:3:53519090,Ifotaka,MG53519090,,,,Amboasary-Atsimo,MG53519,Anosy,MG53,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:53519110,53519110,1603:45:16:450:0,1603:45:16:450:1:53,1603:45:16:450:2:53519,1603:45:16:450:3:53519110,Tranomaro,MG53519110,,,,Amboasary-Atsimo,MG53519,Anosy,MG53,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:53519130,53519130,1603:45:16:450:0,1603:45:16:450:1:53,1603:45:16:450:2:53519,1603:45:16:450:3:53519130,Maromby,MG53519130,,,,Amboasary-Atsimo,MG53519,Anosy,MG53,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:53519150,53519150,1603:45:16:450:0,1603:45:16:450:1:53,1603:45:16:450:2:53519,1603:45:16:450:3:53519150,Elonty,MG53519150,,,,Amboasary-Atsimo,MG53519,Anosy,MG53,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:53519170,53519170,1603:45:16:450:0,1603:45:16:450:1:53,1603:45:16:450:2:53519,1603:45:16:450:3:53519170,Esira,MG53519170,,,,Amboasary-Atsimo,MG53519,Anosy,MG53,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:53519190,53519190,1603:45:16:450:0,1603:45:16:450:1:53,1603:45:16:450:2:53519,1603:45:16:450:3:53519190,Mahaly,MG53519190,,,,Amboasary-Atsimo,MG53519,Anosy,MG53,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:53519210,53519210,1603:45:16:450:0,1603:45:16:450:1:53,1603:45:16:450:2:53519,1603:45:16:450:3:53519210,Manevy,MG53519210,,,,Amboasary-Atsimo,MG53519,Anosy,MG53,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:53519230,53519230,1603:45:16:450:0,1603:45:16:450:1:53,1603:45:16:450:2:53519,1603:45:16:450:3:53519230,Tsivory,MG53519230,,,,Amboasary-Atsimo,MG53519,Anosy,MG53,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:53519250,53519250,1603:45:16:450:0,1603:45:16:450:1:53,1603:45:16:450:2:53519,1603:45:16:450:3:53519250,Marotsiraka,MG53519250,,,,Amboasary-Atsimo,MG53519,Anosy,MG53,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:53519270,53519270,1603:45:16:450:0,1603:45:16:450:1:53,1603:45:16:450:2:53519,1603:45:16:450:3:53519270,Tomboarivo,MG53519270,,,,Amboasary-Atsimo,MG53519,Anosy,MG53,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:53519291,53519291,1603:45:16:450:0,1603:45:16:450:1:53,1603:45:16:450:2:53519,1603:45:16:450:3:53519291,Ebelo,MG53519291,,,,Amboasary-Atsimo,MG53519,Anosy,MG53,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:53519292,53519292,1603:45:16:450:0,1603:45:16:450:1:53,1603:45:16:450:2:53519,1603:45:16:450:3:53519292,Ranobe,MG53519292,,,,Amboasary-Atsimo,MG53519,Anosy,MG53,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:54502010,54502010,1603:45:16:450:0,1603:45:16:450:1:54,1603:45:16:450:2:54502,1603:45:16:450:3:54502010,Manja,MG54502010,,,,Manja,MG54502,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:54502030,54502030,1603:45:16:450:0,1603:45:16:450:1:54,1603:45:16:450:2:54502,1603:45:16:450:3:54502030,Beharona,MG54502030,,,,Manja,MG54502,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:54502050,54502050,1603:45:16:450:0,1603:45:16:450:1:54,1603:45:16:450:2:54502,1603:45:16:450:3:54502050,Anontsibe Centre,MG54502050,,,,Manja,MG54502,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:54502070,54502070,1603:45:16:450:0,1603:45:16:450:1:54,1603:45:16:450:2:54502,1603:45:16:450:3:54502070,Soaserana,MG54502070,,,,Manja,MG54502,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:54502090,54502090,1603:45:16:450:0,1603:45:16:450:1:54,1603:45:16:450:2:54502,1603:45:16:450:3:54502090,Ankiliabo,MG54502090,,,,Manja,MG54502,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:54502110,54502110,1603:45:16:450:0,1603:45:16:450:1:54,1603:45:16:450:2:54502,1603:45:16:450:3:54502110,Andranopasy,MG54502110,,,,Manja,MG54502,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:54508010,54508010,1603:45:16:450:0,1603:45:16:450:1:54,1603:45:16:450:2:54508,1603:45:16:450:3:54508010,Morondava,MG54508010,,,,Morondava,MG54508,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:54508059,54508059,1603:45:16:450:0,1603:45:16:450:1:54,1603:45:16:450:2:54508,1603:45:16:450:3:54508059,Bemanonga,MG54508059,,,,Morondava,MG54508,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:54508079,54508079,1603:45:16:450:0,1603:45:16:450:1:54,1603:45:16:450:2:54508,1603:45:16:450:3:54508079,Analaiva,MG54508079,,,,Morondava,MG54508,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:54508159,54508159,1603:45:16:450:0,1603:45:16:450:1:54,1603:45:16:450:2:54508,1603:45:16:450:3:54508159,Befasy,MG54508159,,,,Morondava,MG54508,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:54508179,54508179,1603:45:16:450:0,1603:45:16:450:1:54,1603:45:16:450:2:54508,1603:45:16:450:3:54508179,Belo Sur Mer,MG54508179,,,,Morondava,MG54508,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:54509010,54509010,1603:45:16:450:0,1603:45:16:450:1:54,1603:45:16:450:2:54509,1603:45:16:450:3:54509010,Mahabo,MG54509010,,,,Mahabo,MG54509,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:54509030,54509030,1603:45:16:450:0,1603:45:16:450:1:54,1603:45:16:450:2:54509,1603:45:16:450:3:54509030,Ankilivalo,MG54509030,,,,Mahabo,MG54509,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:54509051,54509051,1603:45:16:450:0,1603:45:16:450:1:54,1603:45:16:450:2:54509,1603:45:16:450:3:54509051,Analamitsivalana,MG54509051,,,,Mahabo,MG54509,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:54509052,54509052,1603:45:16:450:0,1603:45:16:450:1:54,1603:45:16:450:2:54509,1603:45:16:450:3:54509052,Befotaka,MG54509052,,,,Mahabo,MG54509,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:54509070,54509070,1603:45:16:450:0,1603:45:16:450:1:54,1603:45:16:450:2:54509,1603:45:16:450:3:54509070,Ampanihy,MG54509070,,,,Mahabo,MG54509,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:54509091,54509091,1603:45:16:450:0,1603:45:16:450:1:54,1603:45:16:450:2:54509,1603:45:16:450:3:54509091,Ankilizato,MG54509091,,,,Mahabo,MG54509,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:54509092,54509092,1603:45:16:450:0,1603:45:16:450:1:54,1603:45:16:450:2:54509,1603:45:16:450:3:54509092,Ambia,MG54509092,,,,Mahabo,MG54509,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:54509110,54509110,1603:45:16:450:0,1603:45:16:450:1:54,1603:45:16:450:2:54509,1603:45:16:450:3:54509110,Mandabe,MG54509110,,,,Mahabo,MG54509,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:54509130,54509130,1603:45:16:450:0,1603:45:16:450:1:54,1603:45:16:450:2:54509,1603:45:16:450:3:54509130,Malaimbandy,MG54509130,,,,Mahabo,MG54509,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:54509150,54509150,1603:45:16:450:0,1603:45:16:450:1:54,1603:45:16:450:2:54509,1603:45:16:450:3:54509150,Beronono,MG54509150,,,,Mahabo,MG54509,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:54509170,54509170,1603:45:16:450:0,1603:45:16:450:1:54,1603:45:16:450:2:54509,1603:45:16:450:3:54509170,Mazavasoa,MG54509170,,,,Mahabo,MG54509,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:54510011,54510011,1603:45:16:450:0,1603:45:16:450:1:54,1603:45:16:450:2:54510,1603:45:16:450:3:54510011,Belo Sur Tsiribihina,MG54510011,,,,Belo Sur Tsiribihina,MG54510,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:54510012,54510012,1603:45:16:450:0,1603:45:16:450:1:54,1603:45:16:450:2:54510,1603:45:16:450:3:54510012,Andimaky Manambolo,MG54510012,,,,Belo Sur Tsiribihina,MG54510,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:54510013,54510013,1603:45:16:450:0,1603:45:16:450:1:54,1603:45:16:450:2:54510,1603:45:16:450:3:54510013,Bemarivo Ankirondro,MG54510013,,,,Belo Sur Tsiribihina,MG54510,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:54510031,54510031,1603:45:16:450:0,1603:45:16:450:1:54,1603:45:16:450:2:54510,1603:45:16:450:3:54510031,Tsimafana,MG54510031,,,,Belo Sur Tsiribihina,MG54510,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:54510032,54510032,1603:45:16:450:0,1603:45:16:450:1:54,1603:45:16:450:2:54510,1603:45:16:450:3:54510032,Beroboka Nord,MG54510032,,,,Belo Sur Tsiribihina,MG54510,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:54510050,54510050,1603:45:16:450:0,1603:45:16:450:1:54,1603:45:16:450:2:54510,1603:45:16:450:3:54510050,Tsaraotana,MG54510050,,,,Belo Sur Tsiribihina,MG54510,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:54510070,54510070,1603:45:16:450:0,1603:45:16:450:1:54,1603:45:16:450:2:54510,1603:45:16:450:3:54510070,Masoarivo,MG54510070,,,,Belo Sur Tsiribihina,MG54510,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:54510090,54510090,1603:45:16:450:0,1603:45:16:450:1:54,1603:45:16:450:2:54510,1603:45:16:450:3:54510090,Aboalimena,MG54510090,,,,Belo Sur Tsiribihina,MG54510,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:54510111,54510111,1603:45:16:450:0,1603:45:16:450:1:54,1603:45:16:450:2:54510,1603:45:16:450:3:54510111,Ankalalobe,MG54510111,,,,Belo Sur Tsiribihina,MG54510,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:54510112,54510112,1603:45:16:450:0,1603:45:16:450:1:54,1603:45:16:450:2:54510,1603:45:16:450:3:54510112,Ambiky,MG54510112,,,,Belo Sur Tsiribihina,MG54510,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:54510131,54510131,1603:45:16:450:0,1603:45:16:450:1:54,1603:45:16:450:2:54510,1603:45:16:450:3:54510131,Berevo,MG54510131,,,,Belo Sur Tsiribihina,MG54510,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:54510132,54510132,1603:45:16:450:0,1603:45:16:450:1:54,1603:45:16:450:2:54510,1603:45:16:450:3:54510132,Antsoha,MG54510132,,,,Belo Sur Tsiribihina,MG54510,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:54510151,54510151,1603:45:16:450:0,1603:45:16:450:1:54,1603:45:16:450:2:54510,1603:45:16:450:3:54510151,Belinta,MG54510151,,,,Belo Sur Tsiribihina,MG54510,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:54510152,54510152,1603:45:16:450:0,1603:45:16:450:1:54,1603:45:16:450:2:54510,1603:45:16:450:3:54510152,Ankiroroky,MG54510152,,,,Belo Sur Tsiribihina,MG54510,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:54511011,54511011,1603:45:16:450:0,1603:45:16:450:1:54,1603:45:16:450:2:54511,1603:45:16:450:3:54511011,Miandrivazo,MG54511011,,,,Miandrivazo,MG54511,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:54511012,54511012,1603:45:16:450:0,1603:45:16:450:1:54,1603:45:16:450:2:54511,1603:45:16:450:3:54511012,Dabolava,MG54511012,,,,Miandrivazo,MG54511,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:54511031,54511031,1603:45:16:450:0,1603:45:16:450:1:54,1603:45:16:450:2:54511,1603:45:16:450:3:54511031,Bemahatazana,MG54511031,,,,Miandrivazo,MG54511,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:54511032,54511032,1603:45:16:450:0,1603:45:16:450:1:54,1603:45:16:450:2:54511,1603:45:16:450:3:54511032,Ampanihy,MG54511032,,,,Miandrivazo,MG54511,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:54511033,54511033,1603:45:16:450:0,1603:45:16:450:1:54,1603:45:16:450:2:54511,1603:45:16:450:3:54511033,Anosimena,MG54511033,,,,Miandrivazo,MG54511,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:54511050,54511050,1603:45:16:450:0,1603:45:16:450:1:54,1603:45:16:450:2:54511,1603:45:16:450:3:54511050,Manandaza,MG54511050,,,,Miandrivazo,MG54511,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:54511071,54511071,1603:45:16:450:0,1603:45:16:450:1:54,1603:45:16:450:2:54511,1603:45:16:450:3:54511071,Ankotrofotsy,MG54511071,,,,Miandrivazo,MG54511,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:54511072,54511072,1603:45:16:450:0,1603:45:16:450:1:54,1603:45:16:450:2:54511,1603:45:16:450:3:54511072,Isalo,MG54511072,,,,Miandrivazo,MG54511,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:54511091,54511091,1603:45:16:450:0,1603:45:16:450:1:54,1603:45:16:450:2:54511,1603:45:16:450:3:54511091,Ambatolahy,MG54511091,,,,Miandrivazo,MG54511,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:54511092,54511092,1603:45:16:450:0,1603:45:16:450:1:54,1603:45:16:450:2:54511,1603:45:16:450:3:54511092,Manambina,MG54511092,,,,Miandrivazo,MG54511,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:54511110,54511110,1603:45:16:450:0,1603:45:16:450:1:54,1603:45:16:450:2:54511,1603:45:16:450:3:54511110,Itondy,MG54511110,,,,Miandrivazo,MG54511,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:54511130,54511130,1603:45:16:450:0,1603:45:16:450:1:54,1603:45:16:450:2:54511,1603:45:16:450:3:54511130,Ankavandra,MG54511130,,,,Miandrivazo,MG54511,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:54511150,54511150,1603:45:16:450:0,1603:45:16:450:1:54,1603:45:16:450:2:54511,1603:45:16:450:3:54511150,Soaloka,MG54511150,,,,Miandrivazo,MG54511,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
