#item+conceptum+numerordinatio,#item+conceptum+codicem,#country+code+v_numerodinatio,#adm1+code+v_numerodinatio,#adm2+code+v_numerodinatio,#adm2+name+i_spa+is_latn,#adm2+name+i_eng+is_latn,#adm2+code+v_pcode,#adm2+name,#adm2+name+alt1+i_spa+is_latn,#adm2+name+alt2+i_spa+is_latn,#adm2+name+alt1+i_eng+is_latn,#adm2+name+alt2+i_eng+is_latn,#adm1+name+i_spa+is_latn,#adm1+name+i_eng+is_latn,#adm1+code+v_pcode,#country+name+i_spa+is_latn,#country+name+i_eng+is_latn,#item+rem+i_qcc+is_zxxx+ix_wdatap297,#item+rem+i_qcc+is_zxxx+ix_wdatap577,#item+rem+i_qcc+is_zxxx+ix_wdatap813,#item+rem+i_qcc+is_zxxx+ix_wdatap2669
1603:45:16:862:2:101,101,1603:45:16:862:0,1603:45:16:862:1:1,1603:45:16:862:2:101,Libertador,,VE0101,,,,,,Distrito Federal,,VE01,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:2202,2202,1603:45:16:862:0,1603:45:16:862:1:22,1603:45:16:862:2:2202,Bolivar,,VE2202,,,,,,Yaracuy,,VE22,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:2203,2203,1603:45:16:862:0,1603:45:16:862:1:22,1603:45:16:862:2:2203,Bruzual,,VE2203,,,,,,Yaracuy,,VE22,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:2204,2204,1603:45:16:862:0,1603:45:16:862:1:22,1603:45:16:862:2:2204,Cocorote,,VE2204,,,,,,Yaracuy,,VE22,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:2205,2205,1603:45:16:862:0,1603:45:16:862:1:22,1603:45:16:862:2:2205,Independencia,,VE2205,,,,,,Yaracuy,,VE22,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:2206,2206,1603:45:16:862:0,1603:45:16:862:1:22,1603:45:16:862:2:2206,Jose Antonio Paez,,VE2206,,,,,,Yaracuy,,VE22,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:2207,2207,1603:45:16:862:0,1603:45:16:862:1:22,1603:45:16:862:2:2207,La Trinidad,,VE2207,,,,,,Yaracuy,,VE22,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:2208,2208,1603:45:16:862:0,1603:45:16:862:1:22,1603:45:16:862:2:2208,Manuel Monge,,VE2208,,,,,,Yaracuy,,VE22,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:2209,2209,1603:45:16:862:0,1603:45:16:862:1:22,1603:45:16:862:2:2209,Nirgua,,VE2209,,,,,,Yaracuy,,VE22,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:2210,2210,1603:45:16:862:0,1603:45:16:862:1:22,1603:45:16:862:2:2210,Peña,,VE2210,,,,,,Yaracuy,,VE22,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:2211,2211,1603:45:16:862:0,1603:45:16:862:1:22,1603:45:16:862:2:2211,San Felipe,,VE2211,,,,,,Yaracuy,,VE22,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:2212,2212,1603:45:16:862:0,1603:45:16:862:1:22,1603:45:16:862:2:2212,Sucre,,VE2212,,,,,,Yaracuy,,VE22,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:2213,2213,1603:45:16:862:0,1603:45:16:862:1:22,1603:45:16:862:2:2213,Urachiche,,VE2213,,,,,,Yaracuy,,VE22,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:2214,2214,1603:45:16:862:0,1603:45:16:862:1:22,1603:45:16:862:2:2214,Veroes,,VE2214,,,,,,Yaracuy,,VE22,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:2301,2301,1603:45:16:862:0,1603:45:16:862:1:23,1603:45:16:862:2:2301,Almirante Padilla,,VE2301,,,,,,Zulia,,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:2302,2302,1603:45:16:862:0,1603:45:16:862:1:23,1603:45:16:862:2:2302,Baralt,,VE2302,,,,,,Zulia,,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:2303,2303,1603:45:16:862:0,1603:45:16:862:1:23,1603:45:16:862:2:2303,Cabimas,,VE2303,,,,,,Zulia,,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:2304,2304,1603:45:16:862:0,1603:45:16:862:1:23,1603:45:16:862:2:2304,Catatumbo,,VE2304,,,,,,Zulia,,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:2305,2305,1603:45:16:862:0,1603:45:16:862:1:23,1603:45:16:862:2:2305,Colon,,VE2305,,,,,,Zulia,,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:2306,2306,1603:45:16:862:0,1603:45:16:862:1:23,1603:45:16:862:2:2306,Francisco Javier P,,VE2306,,,,,,Zulia,,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:2307,2307,1603:45:16:862:0,1603:45:16:862:1:23,1603:45:16:862:2:2307,Jesus Enrique Loss,,VE2307,,,,,,Zulia,,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:2308,2308,1603:45:16:862:0,1603:45:16:862:1:23,1603:45:16:862:2:2308,Jesus Maria Sempru,,VE2308,,,,,,Zulia,,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:2309,2309,1603:45:16:862:0,1603:45:16:862:1:23,1603:45:16:862:2:2309,La Cañada De Urdan,,VE2309,,,,,,Zulia,,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:2310,2310,1603:45:16:862:0,1603:45:16:862:1:23,1603:45:16:862:2:2310,Lagunillas,,VE2310,,,,,,Zulia,,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:2311,2311,1603:45:16:862:0,1603:45:16:862:1:23,1603:45:16:862:2:2311,Machiques De Perij,,VE2311,,,,,,Zulia,,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:2312,2312,1603:45:16:862:0,1603:45:16:862:1:23,1603:45:16:862:2:2312,Mara,,VE2312,,,,,,Zulia,,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:2313,2313,1603:45:16:862:0,1603:45:16:862:1:23,1603:45:16:862:2:2313,Maracaibo,,VE2313,,,,,,Zulia,,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:2314,2314,1603:45:16:862:0,1603:45:16:862:1:23,1603:45:16:862:2:2314,Miranda,,VE2314,,,,,,Zulia,,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:2315,2315,1603:45:16:862:0,1603:45:16:862:1:23,1603:45:16:862:2:2315,Paez,,VE2315,,,,,,Zulia,,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:2316,2316,1603:45:16:862:0,1603:45:16:862:1:23,1603:45:16:862:2:2316,Rosario De Perija,,VE2316,,,,,,Zulia,,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:2317,2317,1603:45:16:862:0,1603:45:16:862:1:23,1603:45:16:862:2:2317,San Francisco,,VE2317,,,,,,Zulia,,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:2318,2318,1603:45:16:862:0,1603:45:16:862:1:23,1603:45:16:862:2:2318,Santa Rita,,VE2318,,,,,,Zulia,,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:2319,2319,1603:45:16:862:0,1603:45:16:862:1:23,1603:45:16:862:2:2319,Simon Bolivar,,VE2319,,,,,,Zulia,,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:2320,2320,1603:45:16:862:0,1603:45:16:862:1:23,1603:45:16:862:2:2320,Sucre,,VE2320,,,,,,Zulia,,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:2321,2321,1603:45:16:862:0,1603:45:16:862:1:23,1603:45:16:862:2:2321,Valmore Rodriguez,,VE2321,,,,,,Zulia,,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:2:2402,2402,1603:45:16:862:0,1603:45:16:862:1:24,1603:45:16:862:2:2402,Vargas,,VE2402,,,,,,Vargas,,VE24,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
