#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5003+rdf_p_obo_bfo171_s5002+rdf_s_u2200_s5003,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt0,#meta+ERROR+adm3+code+v_pcode,#meta+ERROR+adm3+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002,#meta+ERROR+adm2+code+v_pcode,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#meta+ERROR+adm1+code+v_pcode,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#meta+ERROR+country+code+v_iso3166p1a2,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:626:3:90104,90104,1603:45:16:626:0,1603:45:16:626:1:9,1603:45:16:626:2:901,1603:45:16:626:3:90104,Cacavem,TL090104,,,,Lospalos,TL0901,Lautém,TL09,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:90105,90105,1603:45:16:626:0,1603:45:16:626:1:9,1603:45:16:626:2:901,1603:45:16:626:3:90105,Leuro,TL090105,,,,Lospalos,TL0901,Lautém,TL09,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:90106,90106,1603:45:16:626:0,1603:45:16:626:1:9,1603:45:16:626:2:901,1603:45:16:626:3:90106,Lore I,TL090106,,,,Lospalos,TL0901,Lautém,TL09,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:90107,90107,1603:45:16:626:0,1603:45:16:626:1:9,1603:45:16:626:2:901,1603:45:16:626:3:90107,Lore II,TL090107,,,,Lospalos,TL0901,Lautém,TL09,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:90108,90108,1603:45:16:626:0,1603:45:16:626:1:9,1603:45:16:626:2:901,1603:45:16:626:3:90108,Muapitine,TL090108,,,,Lospalos,TL0901,Lautém,TL09,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:90109,90109,1603:45:16:626:0,1603:45:16:626:1:9,1603:45:16:626:2:901,1603:45:16:626:3:90109,Raça,TL090109,Raca,,,Lospalos,TL0901,Lautém,TL09,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:90110,90110,1603:45:16:626:0,1603:45:16:626:1:9,1603:45:16:626:2:901,1603:45:16:626:3:90110,Souro,TL090110,,,,Lospalos,TL0901,Lautém,TL09,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:90201,90201,1603:45:16:626:0,1603:45:16:626:1:9,1603:45:16:626:2:902,1603:45:16:626:3:90201,Baduro,TL090201,,,,Lautém,TL0902,Lautém,TL09,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:90202,90202,1603:45:16:626:0,1603:45:16:626:1:9,1603:45:16:626:2:902,1603:45:16:626:3:90202,Com,TL090202,,,,Lautém,TL0902,Lautém,TL09,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:90203,90203,1603:45:16:626:0,1603:45:16:626:1:9,1603:45:16:626:2:902,1603:45:16:626:3:90203,Daudare,TL090203,,,,Lautém,TL0902,Lautém,TL09,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:90204,90204,1603:45:16:626:0,1603:45:16:626:1:9,1603:45:16:626:2:902,1603:45:16:626:3:90204,Euquisi,TL090204,,,,Lautém,TL0902,Lautém,TL09,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:90205,90205,1603:45:16:626:0,1603:45:16:626:1:9,1603:45:16:626:2:902,1603:45:16:626:3:90205,Ililai,TL090205,,,,Lautém,TL0902,Lautém,TL09,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:90206,90206,1603:45:16:626:0,1603:45:16:626:1:9,1603:45:16:626:2:902,1603:45:16:626:3:90206,Maina I,TL090206,,,,Lautém,TL0902,Lautém,TL09,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:90207,90207,1603:45:16:626:0,1603:45:16:626:1:9,1603:45:16:626:2:902,1603:45:16:626:3:90207,Maina II,TL090207,,,,Lautém,TL0902,Lautém,TL09,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:90208,90208,1603:45:16:626:0,1603:45:16:626:1:9,1603:45:16:626:2:902,1603:45:16:626:3:90208,Pairara,TL090208,,,,Lautém,TL0902,Lautém,TL09,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:90209,90209,1603:45:16:626:0,1603:45:16:626:1:9,1603:45:16:626:2:902,1603:45:16:626:3:90209,Parlamento,TL090209,,,,Lautém,TL0902,Lautém,TL09,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:90210,90210,1603:45:16:626:0,1603:45:16:626:1:9,1603:45:16:626:2:902,1603:45:16:626:3:90210,Serelau,TL090210,,,,Lautém,TL0902,Lautém,TL09,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:90301,90301,1603:45:16:626:0,1603:45:16:626:1:9,1603:45:16:626:2:903,1603:45:16:626:3:90301,Ailebere,TL090301,,,,Iliomar,TL0903,Lautém,TL09,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:90302,90302,1603:45:16:626:0,1603:45:16:626:1:9,1603:45:16:626:2:903,1603:45:16:626:3:90302,Cainliu,TL090302,,,,Iliomar,TL0903,Lautém,TL09,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:90303,90303,1603:45:16:626:0,1603:45:16:626:1:9,1603:45:16:626:2:903,1603:45:16:626:3:90303,Fuat,TL090303,,,,Iliomar,TL0903,Lautém,TL09,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:90304,90304,1603:45:16:626:0,1603:45:16:626:1:9,1603:45:16:626:2:903,1603:45:16:626:3:90304,Iliomar I,TL090304,,,,Iliomar,TL0903,Lautém,TL09,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:90305,90305,1603:45:16:626:0,1603:45:16:626:1:9,1603:45:16:626:2:903,1603:45:16:626:3:90305,Iliomar II,TL090305,,,,Iliomar,TL0903,Lautém,TL09,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:90306,90306,1603:45:16:626:0,1603:45:16:626:1:9,1603:45:16:626:2:903,1603:45:16:626:3:90306,Tirilolo,TL090306,,,,Iliomar,TL0903,Lautém,TL09,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:90401,90401,1603:45:16:626:0,1603:45:16:626:1:9,1603:45:16:626:2:904,1603:45:16:626:3:90401,Afabubu,TL090401,,,,Luro,TL0904,Lautém,TL09,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:90402,90402,1603:45:16:626:0,1603:45:16:626:1:9,1603:45:16:626:2:904,1603:45:16:626:3:90402,Baricafa,TL090402,,,,Luro,TL0904,Lautém,TL09,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:90403,90403,1603:45:16:626:0,1603:45:16:626:1:9,1603:45:16:626:2:904,1603:45:16:626:3:90403,Cotamutu,TL090403,,,,Luro,TL0904,Lautém,TL09,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:90404,90404,1603:45:16:626:0,1603:45:16:626:1:9,1603:45:16:626:2:904,1603:45:16:626:3:90404,Lacawa,TL090404,,,,Luro,TL0904,Lautém,TL09,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:90405,90405,1603:45:16:626:0,1603:45:16:626:1:9,1603:45:16:626:2:904,1603:45:16:626:3:90405,Luro,TL090405,,,,Luro,TL0904,Lautém,TL09,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:90406,90406,1603:45:16:626:0,1603:45:16:626:1:9,1603:45:16:626:2:904,1603:45:16:626:3:90406,Wairoce,TL090406,,,,Luro,TL0904,Lautém,TL09,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:90501,90501,1603:45:16:626:0,1603:45:16:626:1:9,1603:45:16:626:2:905,1603:45:16:626:3:90501,Mehara,TL090501,,,,Tutuala,TL0905,Lautém,TL09,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:90502,90502,1603:45:16:626:0,1603:45:16:626:1:9,1603:45:16:626:2:905,1603:45:16:626:3:90502,Tutuala,TL090502,,,,Tutuala,TL0905,Lautém,TL09,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:100101,100101,1603:45:16:626:0,1603:45:16:626:1:10,1603:45:16:626:2:1001,1603:45:16:626:3:100101,Letefoho,TL100101,,,,Same,TL1001,Manufahi,TL10,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:100102,100102,1603:45:16:626:0,1603:45:16:626:1:10,1603:45:16:626:2:1001,1603:45:16:626:3:100102,Holarua,TL100102,,,,Same,TL1001,Manufahi,TL10,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:100103,100103,1603:45:16:626:0,1603:45:16:626:1:10,1603:45:16:626:2:1001,1603:45:16:626:3:100103,Babulu,TL100103,,,,Same,TL1001,Manufahi,TL10,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:100104,100104,1603:45:16:626:0,1603:45:16:626:1:10,1603:45:16:626:2:1001,1603:45:16:626:3:100104,Betano,TL100104,,,,Same,TL1001,Manufahi,TL10,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:100105,100105,1603:45:16:626:0,1603:45:16:626:1:10,1603:45:16:626:2:1001,1603:45:16:626:3:100105,Daisua,TL100105,,,,Same,TL1001,Manufahi,TL10,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:100106,100106,1603:45:16:626:0,1603:45:16:626:1:10,1603:45:16:626:2:1001,1603:45:16:626:3:100106,Grotu,TL100106,,,,Same,TL1001,Manufahi,TL10,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:100107,100107,1603:45:16:626:0,1603:45:16:626:1:10,1603:45:16:626:2:1001,1603:45:16:626:3:100107,Rotuto,TL100107,,,,Same,TL1001,Manufahi,TL10,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:100108,100108,1603:45:16:626:0,1603:45:16:626:1:10,1603:45:16:626:2:1001,1603:45:16:626:3:100108,Tutuluro,TL100108,,,,Same,TL1001,Manufahi,TL10,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:100201,100201,1603:45:16:626:0,1603:45:16:626:1:10,1603:45:16:626:2:1002,1603:45:16:626:3:100201,Aituha,TL100201,,,,Alas,TL1002,Manufahi,TL10,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:100202,100202,1603:45:16:626:0,1603:45:16:626:1:10,1603:45:16:626:2:1002,1603:45:16:626:3:100202,Dotic,TL100202,,,,Alas,TL1002,Manufahi,TL10,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:100203,100203,1603:45:16:626:0,1603:45:16:626:1:10,1603:45:16:626:2:1002,1603:45:16:626:3:100203,Taitudac,TL100203,,,,Alas,TL1002,Manufahi,TL10,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:100204,100204,1603:45:16:626:0,1603:45:16:626:1:10,1603:45:16:626:2:1002,1603:45:16:626:3:100204,Mahaquidan,TL100204,,,,Alas,TL1002,Manufahi,TL10,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:100205,100205,1603:45:16:626:0,1603:45:16:626:1:10,1603:45:16:626:2:1002,1603:45:16:626:3:100205,Uma Berloic,TL100205,,,,Alas,TL1002,Manufahi,TL10,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:100301,100301,1603:45:16:626:0,1603:45:16:626:1:10,1603:45:16:626:2:1003,1603:45:16:626:3:100301,Bubususo,TL100301,,,,Fatuberliu,TL1003,Manufahi,TL10,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:100302,100302,1603:45:16:626:0,1603:45:16:626:1:10,1603:45:16:626:2:1003,1603:45:16:626:3:100302,Clacuc,TL100302,,,,Fatuberliu,TL1003,Manufahi,TL10,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:100303,100303,1603:45:16:626:0,1603:45:16:626:1:10,1603:45:16:626:2:1003,1603:45:16:626:3:100303,Fahinehan,TL100303,,,,Fatuberliu,TL1003,Manufahi,TL10,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:100304,100304,1603:45:16:626:0,1603:45:16:626:1:10,1603:45:16:626:2:1003,1603:45:16:626:3:100304,Fatucahi,TL100304,,,,Fatuberliu,TL1003,Manufahi,TL10,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:100305,100305,1603:45:16:626:0,1603:45:16:626:1:10,1603:45:16:626:2:1003,1603:45:16:626:3:100305,Caicasa,TL100305,,,,Fatuberliu,TL1003,Manufahi,TL10,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:100401,100401,1603:45:16:626:0,1603:45:16:626:1:10,1603:45:16:626:2:1004,1603:45:16:626:3:100401,Aitemua,TL100401,,,,Turiscai,TL1004,Manufahi,TL10,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:100402,100402,1603:45:16:626:0,1603:45:16:626:1:10,1603:45:16:626:2:1004,1603:45:16:626:3:100402,Beremana,TL100402,,,,Turiscai,TL1004,Manufahi,TL10,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:100403,100403,1603:45:16:626:0,1603:45:16:626:1:10,1603:45:16:626:2:1004,1603:45:16:626:3:100403,Caimauc,TL100403,,,,Turiscai,TL1004,Manufahi,TL10,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:100404,100404,1603:45:16:626:0,1603:45:16:626:1:10,1603:45:16:626:2:1004,1603:45:16:626:3:100404,Lesuata,TL100404,,,,Turiscai,TL1004,Manufahi,TL10,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:100405,100405,1603:45:16:626:0,1603:45:16:626:1:10,1603:45:16:626:2:1004,1603:45:16:626:3:100405,Liurai,TL100405,,,,Turiscai,TL1004,Manufahi,TL10,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:100406,100406,1603:45:16:626:0,1603:45:16:626:1:10,1603:45:16:626:2:1004,1603:45:16:626:3:100406,Manumera,TL100406,,,,Turiscai,TL1004,Manufahi,TL10,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:100407,100407,1603:45:16:626:0,1603:45:16:626:1:10,1603:45:16:626:2:1004,1603:45:16:626:3:100407,Matorec,TL100407,,,,Turiscai,TL1004,Manufahi,TL10,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:100408,100408,1603:45:16:626:0,1603:45:16:626:1:10,1603:45:16:626:2:1004,1603:45:16:626:3:100408,Mindelo,TL100408,,,,Turiscai,TL1004,Manufahi,TL10,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:100409,100409,1603:45:16:626:0,1603:45:16:626:1:10,1603:45:16:626:2:1004,1603:45:16:626:3:100409,Orana,TL100409,,,,Turiscai,TL1004,Manufahi,TL10,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:100410,100410,1603:45:16:626:0,1603:45:16:626:1:10,1603:45:16:626:2:1004,1603:45:16:626:3:100410,Foholau,TL100410,,,,Turiscai,TL1004,Manufahi,TL10,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:100411,100411,1603:45:16:626:0,1603:45:16:626:1:10,1603:45:16:626:2:1004,1603:45:16:626:3:100411,Fatucalo,TL100411,,,,Turiscai,TL1004,Manufahi,TL10,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:110101,110101,1603:45:16:626:0,1603:45:16:626:1:11,1603:45:16:626:2:1101,1603:45:16:626:3:110101,Cribas,TL110101,,,,Manatuto,TL1101,Manatuto,TL11,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:110102,110102,1603:45:16:626:0,1603:45:16:626:1:11,1603:45:16:626:2:1101,1603:45:16:626:3:110102,Aiteas,TL110102,,,,Manatuto,TL1101,Manatuto,TL11,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:110103,110103,1603:45:16:626:0,1603:45:16:626:1:11,1603:45:16:626:2:1101,1603:45:16:626:3:110103,Ma'abat,TL110103,Maabat,,,Manatuto,TL1101,Manatuto,TL11,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:110104,110104,1603:45:16:626:0,1603:45:16:626:1:11,1603:45:16:626:2:1101,1603:45:16:626:3:110104,Sau,TL110104,,,,Manatuto,TL1101,Manatuto,TL11,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:110105,110105,1603:45:16:626:0,1603:45:16:626:1:11,1603:45:16:626:2:1101,1603:45:16:626:3:110105,Iliheu,TL110105,,,,Manatuto,TL1101,Manatuto,TL11,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:110106,110106,1603:45:16:626:0,1603:45:16:626:1:11,1603:45:16:626:2:1101,1603:45:16:626:3:110106,Ailili,TL110106,,,,Manatuto,TL1101,Manatuto,TL11,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:110201,110201,1603:45:16:626:0,1603:45:16:626:1:11,1603:45:16:626:2:1102,1603:45:16:626:3:110201,Lifau,TL110201,,,,Laleia,TL1102,Manatuto,TL11,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:110202,110202,1603:45:16:626:0,1603:45:16:626:1:11,1603:45:16:626:2:1102,1603:45:16:626:3:110202,Haturalan,TL110202,,,,Laleia,TL1102,Manatuto,TL11,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:110203,110203,1603:45:16:626:0,1603:45:16:626:1:11,1603:45:16:626:2:1102,1603:45:16:626:3:110203,Cairui,TL110203,,,,Laleia,TL1102,Manatuto,TL11,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:110301,110301,1603:45:16:626:0,1603:45:16:626:1:11,1603:45:16:626:2:1103,1603:45:16:626:3:110301,Lacumesac,TL110301,,,,Laclo,TL1103,Manatuto,TL11,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:110302,110302,1603:45:16:626:0,1603:45:16:626:1:11,1603:45:16:626:2:1103,1603:45:16:626:3:110302,Umacaduac,TL110302,,,,Laclo,TL1103,Manatuto,TL11,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:110303,110303,1603:45:16:626:0,1603:45:16:626:1:11,1603:45:16:626:2:1103,1603:45:16:626:3:110303,Uma Naruc,TL110303,,,,Laclo,TL1103,Manatuto,TL11,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:110304,110304,1603:45:16:626:0,1603:45:16:626:1:11,1603:45:16:626:2:1103,1603:45:16:626:3:110304,Hohorai,TL110304,,,,Laclo,TL1103,Manatuto,TL11,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:110401,110401,1603:45:16:626:0,1603:45:16:626:1:11,1603:45:16:626:2:1104,1603:45:16:626:3:110401,Samoro,TL110401,,,,Soibada,TL1104,Manatuto,TL11,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:110402,110402,1603:45:16:626:0,1603:45:16:626:1:11,1603:45:16:626:2:1104,1603:45:16:626:3:110402,Leo Hat,TL110402,,,,Soibada,TL1104,Manatuto,TL11,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:110403,110403,1603:45:16:626:0,1603:45:16:626:1:11,1603:45:16:626:2:1104,1603:45:16:626:3:110403,Fatumacerec,TL110403,,,,Soibada,TL1104,Manatuto,TL11,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:110404,110404,1603:45:16:626:0,1603:45:16:626:1:11,1603:45:16:626:2:1104,1603:45:16:626:3:110404,Manlala,TL110404,,,,Soibada,TL1104,Manatuto,TL11,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:110405,110405,1603:45:16:626:0,1603:45:16:626:1:11,1603:45:16:626:2:1104,1603:45:16:626:3:110405,Manufahi,TL110405,,,,Soibada,TL1104,Manatuto,TL11,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:110501,110501,1603:45:16:626:0,1603:45:16:626:1:11,1603:45:16:626:2:1105,1603:45:16:626:3:110501,Aubeon,TL110501,,,,Barique/Natarbora,TL1105,Manatuto,TL11,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:110502,110502,1603:45:16:626:0,1603:45:16:626:1:11,1603:45:16:626:2:1105,1603:45:16:626:3:110502,Uma Boco,TL110502,,,,Barique/Natarbora,TL1105,Manatuto,TL11,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:110503,110503,1603:45:16:626:0,1603:45:16:626:1:11,1603:45:16:626:2:1105,1603:45:16:626:3:110503,Abat Oan,TL110503,,,,Barique/Natarbora,TL1105,Manatuto,TL11,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:110504,110504,1603:45:16:626:0,1603:45:16:626:1:11,1603:45:16:626:2:1105,1603:45:16:626:3:110504,Barique,TL110504,,,,Barique/Natarbora,TL1105,Manatuto,TL11,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:110505,110505,1603:45:16:626:0,1603:45:16:626:1:11,1603:45:16:626:2:1105,1603:45:16:626:3:110505,Manehat,TL110505,,,,Barique/Natarbora,TL1105,Manatuto,TL11,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:110601,110601,1603:45:16:626:0,1603:45:16:626:1:11,1603:45:16:626:2:1106,1603:45:16:626:3:110601,Orlalan,TL110601,,,,Laclubar,TL1106,Manatuto,TL11,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:110602,110602,1603:45:16:626:0,1603:45:16:626:1:11,1603:45:16:626:2:1106,1603:45:16:626:3:110602,Funar,TL110602,,,,Laclubar,TL1106,Manatuto,TL11,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:110603,110603,1603:45:16:626:0,1603:45:16:626:1:11,1603:45:16:626:2:1106,1603:45:16:626:3:110603,Manelima,TL110603,,,,Laclubar,TL1106,Manatuto,TL11,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:110604,110604,1603:45:16:626:0,1603:45:16:626:1:11,1603:45:16:626:2:1106,1603:45:16:626:3:110604,Batara,TL110604,,,,Laclubar,TL1106,Manatuto,TL11,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:110605,110605,1603:45:16:626:0,1603:45:16:626:1:11,1603:45:16:626:2:1106,1603:45:16:626:3:110605,Fatumaquerec,TL110605,,,,Laclubar,TL1106,Manatuto,TL11,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:110606,110606,1603:45:16:626:0,1603:45:16:626:1:11,1603:45:16:626:2:1106,1603:45:16:626:3:110606,Sanana'in,TL110606,Sananain,,,Laclubar,TL1106,Manatuto,TL11,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:120101,120101,1603:45:16:626:0,1603:45:16:626:1:12,1603:45:16:626:2:1201,1603:45:16:626:3:120101,Nipani,TL120101,,,,Pante Macassar,TL1201,Oecussi,TL12,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:120102,120102,1603:45:16:626:0,1603:45:16:626:1:12,1603:45:16:626:2:1201,1603:45:16:626:3:120102,Lifau,TL120102,,,,Pante Macassar,TL1201,Oecussi,TL12,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:120103,120103,1603:45:16:626:0,1603:45:16:626:1:12,1603:45:16:626:2:1201,1603:45:16:626:3:120103,Cunha,TL120103,,,,Pante Macassar,TL1201,Oecussi,TL12,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:120104,120104,1603:45:16:626:0,1603:45:16:626:1:12,1603:45:16:626:2:1201,1603:45:16:626:3:120104,Costa,TL120104,,,,Pante Macassar,TL1201,Oecussi,TL12,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:120105,120105,1603:45:16:626:0,1603:45:16:626:1:12,1603:45:16:626:2:1201,1603:45:16:626:3:120105,Taiboco,TL120105,,,,Pante Macassar,TL1201,Oecussi,TL12,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:120106,120106,1603:45:16:626:0,1603:45:16:626:1:12,1603:45:16:626:2:1201,1603:45:16:626:3:120106,Lalisuc,TL120106,,,,Pante Macassar,TL1201,Oecussi,TL12,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:120107,120107,1603:45:16:626:0,1603:45:16:626:1:12,1603:45:16:626:2:1201,1603:45:16:626:3:120107,Bobocase,TL120107,,,,Pante Macassar,TL1201,Oecussi,TL12,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:120108,120108,1603:45:16:626:0,1603:45:16:626:1:12,1603:45:16:626:2:1201,1603:45:16:626:3:120108,Naimeco,TL120108,,,,Pante Macassar,TL1201,Oecussi,TL12,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:120201,120201,1603:45:16:626:0,1603:45:16:626:1:12,1603:45:16:626:2:1202,1603:45:16:626:3:120201,Usi-Taco,TL120201,,,,Nitibe,TL1202,Oecussi,TL12,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:120202,120202,1603:45:16:626:0,1603:45:16:626:1:12,1603:45:16:626:2:1202,1603:45:16:626:3:120202,Bene-Ufe,TL120202,,,,Nitibe,TL1202,Oecussi,TL12,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:120203,120203,1603:45:16:626:0,1603:45:16:626:1:12,1603:45:16:626:2:1202,1603:45:16:626:3:120203,Suni-Ufe,TL120203,,,,Nitibe,TL1202,Oecussi,TL12,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:120204,120204,1603:45:16:626:0,1603:45:16:626:1:12,1603:45:16:626:2:1202,1603:45:16:626:3:120204,Lela-Ufe,TL120204,,,,Nitibe,TL1202,Oecussi,TL12,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:120205,120205,1603:45:16:626:0,1603:45:16:626:1:12,1603:45:16:626:2:1202,1603:45:16:626:3:120205,Banafi,TL120205,,,,Nitibe,TL1202,Oecussi,TL12,Timor-Leste,TL,2006-12-10,2020-09-16,
