#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5003+rdf_p_obo_bfo171_s5002+rdf_s_u2200_s5003,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5003,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5003,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm3+name,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5003+ix_alt2,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5002,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5002,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5001,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5001,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5000,#item+rem+i_qcc+is_zxxx+ix_p297+rdf_p_p_p297_s5000,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:591:3:100307,100307,1603:45:16:591:0,1603:45:16:591:1:10,1603:45:16:591:2:1003,1603:45:16:591:3:100307,Maraca,PA100307,,,,Müna,PA1003,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:100308,100308,1603:45:16:591:0,1603:45:16:591:1:10,1603:45:16:591:2:1003,1603:45:16:591:3:100308,Nibra,PA100308,,,,Müna,PA1003,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:100309,100309,1603:45:16:591:0,1603:45:16:591:1:10,1603:45:16:591:2:1003,1603:45:16:591:3:100309,Peña Blanca,PA100309,Pena Blanca,,,Müna,PA1003,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:100310,100310,1603:45:16:591:0,1603:45:16:591:1:10,1603:45:16:591:2:1003,1603:45:16:591:3:100310,Roka,PA100310,,,,Müna,PA1003,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:100311,100311,1603:45:16:591:0,1603:45:16:591:1:10,1603:45:16:591:2:1003,1603:45:16:591:3:100311,Sitio Prado,PA100311,Sitio Prado,,,Müna,PA1003,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:100312,100312,1603:45:16:591:0,1603:45:16:591:1:10,1603:45:16:591:2:1003,1603:45:16:591:3:100312,Umani,PA100312,,,,Müna,PA1003,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:100401,100401,1603:45:16:591:0,1603:45:16:591:1:10,1603:45:16:591:2:1004,1603:45:16:591:3:100401,Cerro Iglesias,PA100401,Cerro Iglesias,,,Nole Duima,PA1004,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:100402,100402,1603:45:16:591:0,1603:45:16:591:1:10,1603:45:16:591:2:1004,1603:45:16:591:3:100402,Hato Chamí,PA100402,Hato Chami,,,Nole Duima,PA1004,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:100403,100403,1603:45:16:591:0,1603:45:16:591:1:10,1603:45:16:591:2:1004,1603:45:16:591:3:100403,Jädeberi,PA100403,Jadeberi,,,Nole Duima,PA1004,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:100404,100404,1603:45:16:591:0,1603:45:16:591:1:10,1603:45:16:591:2:1004,1603:45:16:591:3:100404,Lajero,PA100404,,,,Nole Duima,PA1004,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:100405,100405,1603:45:16:591:0,1603:45:16:591:1:10,1603:45:16:591:2:1004,1603:45:16:591:3:100405,Susama,PA100405,,,,Nole Duima,PA1004,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:100501,100501,1603:45:16:591:0,1603:45:16:591:1:10,1603:45:16:591:2:1005,1603:45:16:591:3:100501,Agua De Salud,PA100501,Agua De Salud,,,Ñürüm,PA1005,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:100502,100502,1603:45:16:591:0,1603:45:16:591:1:10,1603:45:16:591:2:1005,1603:45:16:591:3:100502,Alto de Jesús,PA100502,Alto de Jesus,,,Ñürüm,PA1005,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:100503,100503,1603:45:16:591:0,1603:45:16:591:1:10,1603:45:16:591:2:1005,1603:45:16:591:3:100503,Buenos Aires,PA100503,Buenos Aires,,,Ñürüm,PA1005,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:100504,100504,1603:45:16:591:0,1603:45:16:591:1:10,1603:45:16:591:2:1005,1603:45:16:591:3:100504,Cerro Pelado,PA100504,Cerro Pelado,,,Ñürüm,PA1005,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:100505,100505,1603:45:16:591:0,1603:45:16:591:1:10,1603:45:16:591:2:1005,1603:45:16:591:3:100505,El Bale,PA100505,El Bale,,,Ñürüm,PA1005,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:100506,100506,1603:45:16:591:0,1603:45:16:591:1:10,1603:45:16:591:2:1005,1603:45:16:591:3:100506,El Paredón,PA100506,El Paredon,,,Ñürüm,PA1005,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:100507,100507,1603:45:16:591:0,1603:45:16:591:1:10,1603:45:16:591:2:1005,1603:45:16:591:3:100507,El Piro,PA100507,El Piro,,,Ñürüm,PA1005,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:100508,100508,1603:45:16:591:0,1603:45:16:591:1:10,1603:45:16:591:2:1005,1603:45:16:591:3:100508,Güibale,PA100508,Guibale,,,Ñürüm,PA1005,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:100509,100509,1603:45:16:591:0,1603:45:16:591:1:10,1603:45:16:591:2:1005,1603:45:16:591:3:100509,Guayabito,PA100509,,,,Ñürüm,PA1005,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:100601,100601,1603:45:16:591:0,1603:45:16:591:1:10,1603:45:16:591:2:1006,1603:45:16:591:3:100601,Büri,PA100601,Buri,,,Kankintú,PA1006,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:100602,100602,1603:45:16:591:0,1603:45:16:591:1:10,1603:45:16:591:2:1006,1603:45:16:591:3:100602,Bisira,PA100602,,,,Kankintú,PA1006,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:100603,100603,1603:45:16:591:0,1603:45:16:591:1:10,1603:45:16:591:2:1006,1603:45:16:591:3:100603,Guariviara,PA100603,,,,Kankintú,PA1006,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:100604,100604,1603:45:16:591:0,1603:45:16:591:1:10,1603:45:16:591:2:1006,1603:45:16:591:3:100604,Guoroní,PA100604,Guoroni,,,Kankintú,PA1006,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:100605,100605,1603:45:16:591:0,1603:45:16:591:1:10,1603:45:16:591:2:1006,1603:45:16:591:3:100605,Kankintú,PA100605,Kankintu,,,Kankintú,PA1006,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:100606,100606,1603:45:16:591:0,1603:45:16:591:1:10,1603:45:16:591:2:1006,1603:45:16:591:3:100606,Mününi,PA100606,Mununi,,,Kankintú,PA1006,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:100607,100607,1603:45:16:591:0,1603:45:16:591:1:10,1603:45:16:591:2:1006,1603:45:16:591:3:100607,Piedra Roja,PA100607,Piedra Roja,,,Kankintú,PA1006,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:100608,100608,1603:45:16:591:0,1603:45:16:591:1:10,1603:45:16:591:2:1006,1603:45:16:591:3:100608,Tuwai,PA100608,,,,Kankintú,PA1006,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:100701,100701,1603:45:16:591:0,1603:45:16:591:1:10,1603:45:16:591:2:1007,1603:45:16:591:3:100701,Bahía Azul,PA100701,Bahia Azul,,,Kusapín,PA1007,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:100702,100702,1603:45:16:591:0,1603:45:16:591:1:10,1603:45:16:591:2:1007,1603:45:16:591:3:100702,Calavébora o Santa Catalina,PA100702,Calavebora o Santa Catalina,,,Kusapín,PA1007,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:100703,100703,1603:45:16:591:0,1603:45:16:591:1:10,1603:45:16:591:2:1007,1603:45:16:591:3:100703,Kusapín,PA100703,Kusapin,,,Kusapín,PA1007,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:100704,100704,1603:45:16:591:0,1603:45:16:591:1:10,1603:45:16:591:2:1007,1603:45:16:591:3:100704,Loma Yuca,PA100704,Loma Yuca,,,Kusapín,PA1007,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:100705,100705,1603:45:16:591:0,1603:45:16:591:1:10,1603:45:16:591:2:1007,1603:45:16:591:3:100705,Río Chiriquí,PA100705,Rio Chiriqui,,,Kusapín,PA1007,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:100706,100706,1603:45:16:591:0,1603:45:16:591:1:10,1603:45:16:591:2:1007,1603:45:16:591:3:100706,Tobobe,PA100706,,,,Kusapín,PA1007,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:100707,100707,1603:45:16:591:0,1603:45:16:591:1:10,1603:45:16:591:2:1007,1603:45:16:591:3:100707,Valle Bonito,PA100707,Valle Bonito,,,Kusapín,PA1007,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:110101,110101,1603:45:16:591:0,1603:45:16:591:1:11,1603:45:16:591:2:1101,1603:45:16:591:3:110101,Arraiján,PA110101,Arraijan,,,Arraiján,PA1101,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:110102,110102,1603:45:16:591:0,1603:45:16:591:1:11,1603:45:16:591:2:1101,1603:45:16:591:3:110102,Juan Demóstenes Arosemena,PA110102,Juan Demostenes Arosemena,,,Arraiján,PA1101,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:110103,110103,1603:45:16:591:0,1603:45:16:591:1:11,1603:45:16:591:2:1101,1603:45:16:591:3:110103,Nuevo Emperador,PA110103,Nuevo Emperador,,,Arraiján,PA1101,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:110104,110104,1603:45:16:591:0,1603:45:16:591:1:11,1603:45:16:591:2:1101,1603:45:16:591:3:110104,Santa Clara,PA110104,Santa Clara,,,Arraiján,PA1101,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:110105,110105,1603:45:16:591:0,1603:45:16:591:1:11,1603:45:16:591:2:1101,1603:45:16:591:3:110105,Veracruz,PA110105,,,,Arraiján,PA1101,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:110106,110106,1603:45:16:591:0,1603:45:16:591:1:11,1603:45:16:591:2:1101,1603:45:16:591:3:110106,Vista Alegre,PA110106,Vista Alegre,,,Arraiján,PA1101,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:110201,110201,1603:45:16:591:0,1603:45:16:591:1:11,1603:45:16:591:2:1102,1603:45:16:591:3:110201,Caimito,PA110201,,,,Capira,PA1102,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:110202,110202,1603:45:16:591:0,1603:45:16:591:1:11,1603:45:16:591:2:1102,1603:45:16:591:3:110202,Campana,PA110202,,,,Capira,PA1102,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:110203,110203,1603:45:16:591:0,1603:45:16:591:1:11,1603:45:16:591:2:1102,1603:45:16:591:3:110203,Capira,PA110203,,,,Capira,PA1102,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:110204,110204,1603:45:16:591:0,1603:45:16:591:1:11,1603:45:16:591:2:1102,1603:45:16:591:3:110204,Cermeño,PA110204,Cermeno,,,Capira,PA1102,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:110205,110205,1603:45:16:591:0,1603:45:16:591:1:11,1603:45:16:591:2:1102,1603:45:16:591:3:110205,Cirí de los Sotos,PA110205,Ciri de los Sotos,,,Capira,PA1102,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:110206,110206,1603:45:16:591:0,1603:45:16:591:1:11,1603:45:16:591:2:1102,1603:45:16:591:3:110206,Cirí Grande,PA110206,Ciri Grande,,,Capira,PA1102,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:110207,110207,1603:45:16:591:0,1603:45:16:591:1:11,1603:45:16:591:2:1102,1603:45:16:591:3:110207,El Cacao,PA110207,El Cacao,,,Capira,PA1102,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:110208,110208,1603:45:16:591:0,1603:45:16:591:1:11,1603:45:16:591:2:1102,1603:45:16:591:3:110208,La Trinidad,PA110208,La Trinidad,,,Capira,PA1102,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:110209,110209,1603:45:16:591:0,1603:45:16:591:1:11,1603:45:16:591:2:1102,1603:45:16:591:3:110209,Lídice,PA110209,Lidice,,,Capira,PA1102,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:110210,110210,1603:45:16:591:0,1603:45:16:591:1:11,1603:45:16:591:2:1102,1603:45:16:591:3:110210,Las Ollas Arriba,PA110210,Las Ollas Arriba,,,Capira,PA1102,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:110211,110211,1603:45:16:591:0,1603:45:16:591:1:11,1603:45:16:591:2:1102,1603:45:16:591:3:110211,Santa Rosa,PA110211,Santa Rosa,,,Capira,PA1102,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:110212,110212,1603:45:16:591:0,1603:45:16:591:1:11,1603:45:16:591:2:1102,1603:45:16:591:3:110212,Villa Carmen,PA110212,Villa Carmen,,,Capira,PA1102,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:110213,110213,1603:45:16:591:0,1603:45:16:591:1:11,1603:45:16:591:2:1102,1603:45:16:591:3:110213,Villa Rosario,PA110213,Villa Rosario,,,Capira,PA1102,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:110301,110301,1603:45:16:591:0,1603:45:16:591:1:11,1603:45:16:591:2:1103,1603:45:16:591:3:110301,Bejuco,PA110301,,,,Chame,PA1103,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:110302,110302,1603:45:16:591:0,1603:45:16:591:1:11,1603:45:16:591:2:1103,1603:45:16:591:3:110302,Buenos Aires,PA110302,Buenos Aires,,,Chame,PA1103,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:110303,110303,1603:45:16:591:0,1603:45:16:591:1:11,1603:45:16:591:2:1103,1603:45:16:591:3:110303,Cabuya,PA110303,,,,Chame,PA1103,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:110304,110304,1603:45:16:591:0,1603:45:16:591:1:11,1603:45:16:591:2:1103,1603:45:16:591:3:110304,Chame,PA110304,,,,Chame,PA1103,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:110305,110305,1603:45:16:591:0,1603:45:16:591:1:11,1603:45:16:591:2:1103,1603:45:16:591:3:110305,Chicá,PA110305,Chica,,,Chame,PA1103,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:110306,110306,1603:45:16:591:0,1603:45:16:591:1:11,1603:45:16:591:2:1103,1603:45:16:591:3:110306,El Libano,PA110306,El Libano,,,Chame,PA1103,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:110307,110307,1603:45:16:591:0,1603:45:16:591:1:11,1603:45:16:591:2:1103,1603:45:16:591:3:110307,Las Lajas,PA110307,Las Lajas,,,Chame,PA1103,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:110308,110308,1603:45:16:591:0,1603:45:16:591:1:11,1603:45:16:591:2:1103,1603:45:16:591:3:110308,Nueva Gorgona,PA110308,Nueva Gorgona,,,Chame,PA1103,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:110309,110309,1603:45:16:591:0,1603:45:16:591:1:11,1603:45:16:591:2:1103,1603:45:16:591:3:110309,Punta Chame,PA110309,Punta Chame,,,Chame,PA1103,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:110310,110310,1603:45:16:591:0,1603:45:16:591:1:11,1603:45:16:591:2:1103,1603:45:16:591:3:110310,Sajalices,PA110310,,,,Chame,PA1103,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:110311,110311,1603:45:16:591:0,1603:45:16:591:1:11,1603:45:16:591:2:1103,1603:45:16:591:3:110311,Sorá,PA110311,Sora,,,Chame,PA1103,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:110401,110401,1603:45:16:591:0,1603:45:16:591:1:11,1603:45:16:591:2:1104,1603:45:16:591:3:110401,Amador,PA110401,,,,La Chorrera,PA1104,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:110402,110402,1603:45:16:591:0,1603:45:16:591:1:11,1603:45:16:591:2:1104,1603:45:16:591:3:110402,Arosemena,PA110402,,,,La Chorrera,PA1104,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:110403,110403,1603:45:16:591:0,1603:45:16:591:1:11,1603:45:16:591:2:1104,1603:45:16:591:3:110403,Barrio Balboa,PA110403,Barrio Balboa,,,La Chorrera,PA1104,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:110404,110404,1603:45:16:591:0,1603:45:16:591:1:11,1603:45:16:591:2:1104,1603:45:16:591:3:110404,Barrio Colón,PA110404,Barrio Colon,,,La Chorrera,PA1104,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:110405,110405,1603:45:16:591:0,1603:45:16:591:1:11,1603:45:16:591:2:1104,1603:45:16:591:3:110405,El Arado,PA110405,El Arado,,,La Chorrera,PA1104,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:110406,110406,1603:45:16:591:0,1603:45:16:591:1:11,1603:45:16:591:2:1104,1603:45:16:591:3:110406,El Coco,PA110406,El Coco,,,La Chorrera,PA1104,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:110407,110407,1603:45:16:591:0,1603:45:16:591:1:11,1603:45:16:591:2:1104,1603:45:16:591:3:110407,Feuillet,PA110407,,,,La Chorrera,PA1104,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:110408,110408,1603:45:16:591:0,1603:45:16:591:1:11,1603:45:16:591:2:1104,1603:45:16:591:3:110408,Guadalupe,PA110408,,,,La Chorrera,PA1104,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:110409,110409,1603:45:16:591:0,1603:45:16:591:1:11,1603:45:16:591:2:1104,1603:45:16:591:3:110409,Herrera,PA110409,,,,La Chorrera,PA1104,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:110410,110410,1603:45:16:591:0,1603:45:16:591:1:11,1603:45:16:591:2:1104,1603:45:16:591:3:110410,Hurtado,PA110410,,,,La Chorrera,PA1104,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:110411,110411,1603:45:16:591:0,1603:45:16:591:1:11,1603:45:16:591:2:1104,1603:45:16:591:3:110411,Iturralde,PA110411,,,,La Chorrera,PA1104,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:110412,110412,1603:45:16:591:0,1603:45:16:591:1:11,1603:45:16:591:2:1104,1603:45:16:591:3:110412,La Represa,PA110412,La Represa,,,La Chorrera,PA1104,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:110413,110413,1603:45:16:591:0,1603:45:16:591:1:11,1603:45:16:591:2:1104,1603:45:16:591:3:110413,Los Díaz,PA110413,Los Diaz,,,La Chorrera,PA1104,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:110414,110414,1603:45:16:591:0,1603:45:16:591:1:11,1603:45:16:591:2:1104,1603:45:16:591:3:110414,Mendoza,PA110414,,,,La Chorrera,PA1104,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:110415,110415,1603:45:16:591:0,1603:45:16:591:1:11,1603:45:16:591:2:1104,1603:45:16:591:3:110415,Obaldía,PA110415,Obaldia,,,La Chorrera,PA1104,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:110416,110416,1603:45:16:591:0,1603:45:16:591:1:11,1603:45:16:591:2:1104,1603:45:16:591:3:110416,Playa Leona,PA110416,Playa Leona,,,La Chorrera,PA1104,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:110417,110417,1603:45:16:591:0,1603:45:16:591:1:11,1603:45:16:591:2:1104,1603:45:16:591:3:110417,Puerto Caimito,PA110417,Puerto Caimito,,,La Chorrera,PA1104,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:110418,110418,1603:45:16:591:0,1603:45:16:591:1:11,1603:45:16:591:2:1104,1603:45:16:591:3:110418,Santa Rita,PA110418,Santa Rita,,,La Chorrera,PA1104,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:110501,110501,1603:45:16:591:0,1603:45:16:591:1:11,1603:45:16:591:2:1105,1603:45:16:591:3:110501,El Espino,PA110501,El Espino,,,San Carlos,PA1105,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:110502,110502,1603:45:16:591:0,1603:45:16:591:1:11,1603:45:16:591:2:1105,1603:45:16:591:3:110502,El Higo,PA110502,El Higo,,,San Carlos,PA1105,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:110503,110503,1603:45:16:591:0,1603:45:16:591:1:11,1603:45:16:591:2:1105,1603:45:16:591:3:110503,Guayabito,PA110503,,,,San Carlos,PA1105,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:110504,110504,1603:45:16:591:0,1603:45:16:591:1:11,1603:45:16:591:2:1105,1603:45:16:591:3:110504,La Ermita,PA110504,La Ermita,,,San Carlos,PA1105,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:110505,110505,1603:45:16:591:0,1603:45:16:591:1:11,1603:45:16:591:2:1105,1603:45:16:591:3:110505,La Laguna,PA110505,La Laguna,,,San Carlos,PA1105,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:110506,110506,1603:45:16:591:0,1603:45:16:591:1:11,1603:45:16:591:2:1105,1603:45:16:591:3:110506,Las Uvas,PA110506,Las Uvas,,,San Carlos,PA1105,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:110507,110507,1603:45:16:591:0,1603:45:16:591:1:11,1603:45:16:591:2:1105,1603:45:16:591:3:110507,Los Llanitos,PA110507,Los Llanitos,,,San Carlos,PA1105,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:110508,110508,1603:45:16:591:0,1603:45:16:591:1:11,1603:45:16:591:2:1105,1603:45:16:591:3:110508,San Carlos,PA110508,San Carlos,,,San Carlos,PA1105,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:110509,110509,1603:45:16:591:0,1603:45:16:591:1:11,1603:45:16:591:2:1105,1603:45:16:591:3:110509,San José,PA110509,San Jose,,,San Carlos,PA1105,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:120101,120101,1603:45:16:591:0,1603:45:16:591:1:12,1603:45:16:591:2:1201,1603:45:16:591:3:120101,La Ensenada,PA120101,La Ensenada,,,Balboa,PA1201,Panamá,PA12,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:120102,120102,1603:45:16:591:0,1603:45:16:591:1:12,1603:45:16:591:2:1201,1603:45:16:591:3:120102,La Esmeralda,PA120102,La Esmeralda,,,Balboa,PA1201,Panamá,PA12,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:120103,120103,1603:45:16:591:0,1603:45:16:591:1:12,1603:45:16:591:2:1201,1603:45:16:591:3:120103,La Guinea,PA120103,La Guinea,,,Balboa,PA1201,Panamá,PA12,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:120104,120104,1603:45:16:591:0,1603:45:16:591:1:12,1603:45:16:591:2:1201,1603:45:16:591:3:120104,Pedro González,PA120104,Pedro Gonzalez,,,Balboa,PA1201,Panamá,PA12,Panamá,PA,2020-06-15,2021-10-27,
