#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5003+rdf_p_obo_bfo171_s5002+rdf_s_u2200_s5003,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5003,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm3+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5002,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5001,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#item+rem+i_qcc+is_zxxx+ix_p297+rdf_p_p_p297_s5000,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:231:3:40211,40211,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:402,1603:45:16:231:3:40211,Sasiga,ET040211,,,,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40212,40212,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:402,1603:45:16:231:3:40212,Leka Dulecha,ET040212,,,,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40213,40213,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:402,1603:45:16:231:3:40213,Guto Gida,ET040213,,,,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40214,40214,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:402,1603:45:16:231:3:40214,Jimma Arjo,ET040214,,,,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40215,40215,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:402,1603:45:16:231:3:40215,Nunu Kumba,ET040215,,,,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40216,40216,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:402,1603:45:16:231:3:40216,Wama Hagalo,ET040216,,,,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40217,40217,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:402,1603:45:16:231:3:40217,Kiremu,ET040217,,,,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40297,40297,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:402,1603:45:16:231:3:40297,Nekemte town,ET040297,,,,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40301,40301,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:403,1603:45:16:231:3:40301,Darimu,ET040301,,,,Ilu Aba Bora,ET0403,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40302,40302,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:403,1603:45:16:231:3:40302,Alge Sachi,ET040302,,,,Ilu Aba Bora,ET0403,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40309,40309,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:403,1603:45:16:231:3:40309,Yayu,ET040309,,,,Ilu Aba Bora,ET0403,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40310,40310,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:403,1603:45:16:231:3:40310,Metu Zuria,ET040310,,,,Ilu Aba Bora,ET0403,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40311,40311,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:403,1603:45:16:231:3:40311,Ale,ET040311,,,,Ilu Aba Bora,ET0403,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40312,40312,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:403,1603:45:16:231:3:40312,Bure (OR),ET040312,,,,Ilu Aba Bora,ET0403,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40313,40313,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:403,1603:45:16:231:3:40313,Sale Nono,ET040313,,,,Ilu Aba Bora,ET0403,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40314,40314,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:403,1603:45:16:231:3:40314,Becho (Ilu Aba Bora),ET040314,,,,Ilu Aba Bora,ET0403,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40315,40315,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:403,1603:45:16:231:3:40315,Bilo Nopha,ET040315,,,,Ilu Aba Bora,ET0403,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40316,40316,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:403,1603:45:16:231:3:40316,Hurumu,ET040316,,,,Ilu Aba Bora,ET0403,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40317,40317,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:403,1603:45:16:231:3:40317,Didu,ET040317,,,,Ilu Aba Bora,ET0403,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40319,40319,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:403,1603:45:16:231:3:40319,Halu /Huka,ET040319,,,,Ilu Aba Bora,ET0403,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40320,40320,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:403,1603:45:16:231:3:40320,Metu town,ET040320,,,,Ilu Aba Bora,ET0403,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40324,40324,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:403,1603:45:16:231:3:40324,Dorani,ET040324,,,,Ilu Aba Bora,ET0403,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40401,40401,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:404,1603:45:16:231:3:40401,Limu Seka,ET040401,,,,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40402,40402,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:404,1603:45:16:231:3:40402,Limu Kosa,ET040402,,,,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40403,40403,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:404,1603:45:16:231:3:40403,Sekoru,ET040403,,,,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40404,40404,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:404,1603:45:16:231:3:40404,Tiro Afeta,ET040404,,,,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40405,40405,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:404,1603:45:16:231:3:40405,Kersa (Jimma),ET040405,,,,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40406,40406,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:404,1603:45:16:231:3:40406,Mena (Jimma),ET040406,,,,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40407,40407,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:404,1603:45:16:231:3:40407,Goma,ET040407,,,,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40408,40408,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:404,1603:45:16:231:3:40408,Gera,ET040408,,,,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40409,40409,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:404,1603:45:16:231:3:40409,Seka Chekorsa,ET040409,,,,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40410,40410,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:404,1603:45:16:231:3:40410,Dedo,ET040410,,,,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40411,40411,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:404,1603:45:16:231:3:40411,Omo Nada,ET040411,,,,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40412,40412,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:404,1603:45:16:231:3:40412,Sigmo,ET040412,,,,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40413,40413,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:404,1603:45:16:231:3:40413,Setema,ET040413,,,,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40414,40414,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:404,1603:45:16:231:3:40414,Shebe Sambo,ET040414,,,,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40415,40415,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:404,1603:45:16:231:3:40415,Chora (Jimma),ET040415,,,,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40416,40416,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:404,1603:45:16:231:3:40416,Gumay,ET040416,,,,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40417,40417,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:404,1603:45:16:231:3:40417,Agaro town,ET040417,,,,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40418,40418,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:404,1603:45:16:231:3:40418,Jimma town,ET040418,,,,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40490,40490,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:404,1603:45:16:231:3:40490,Mancho,ET040490,,,,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40491,40491,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:404,1603:45:16:231:3:40491,Omo Beyam,ET040491,,,,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40495,40495,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:404,1603:45:16:231:3:40495,Botor Tolay,ET040495,,,,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40499,40499,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:404,1603:45:16:231:3:40499,Nono Benja,ET040499,,,,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40500,40500,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:405,1603:45:16:231:3:40500,Illu Galan,ET040500,,,,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40501,40501,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:405,1603:45:16:231:3:40501,Ginde Beret,ET040501,,,,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40502,40502,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:405,1603:45:16:231:3:40502,Jeldu,ET040502,,,,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40503,40503,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:405,1603:45:16:231:3:40503,Ambo Zuria,ET040503,,,,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40504,40504,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:405,1603:45:16:231:3:40504,Mida Kegn,ET040504,,,,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40505,40505,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:405,1603:45:16:231:3:40505,Cheliya,ET040505,,,,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40506,40506,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:405,1603:45:16:231:3:40506,Bako Tibe,ET040506,,,,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40507,40507,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:405,1603:45:16:231:3:40507,Dano,ET040507,,,,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40508,40508,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:405,1603:45:16:231:3:40508,Nono,ET040508,,,,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40509,40509,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:405,1603:45:16:231:3:40509,Tikur Enchini,ET040509,,,,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40510,40510,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:405,1603:45:16:231:3:40510,Dendi,ET040510,,,,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40511,40511,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:405,1603:45:16:231:3:40511,Ejere /Addis Alem,ET040511,,,,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40513,40513,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:405,1603:45:16:231:3:40513,Adda Berga,ET040513,,,,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40514,40514,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:405,1603:45:16:231:3:40514,Meta Robi,ET040514,,,,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40515,40515,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:405,1603:45:16:231:3:40515,Ambo town,ET040515,,,,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40516,40516,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:405,1603:45:16:231:3:40516,Abuna Ginde Beret,ET040516,,,,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40517,40517,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:405,1603:45:16:231:3:40517,Toke Kutaye,ET040517,,,,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40518,40518,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:405,1603:45:16:231:3:40518,Jibat,ET040518,,,,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40519,40519,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:405,1603:45:16:231:3:40519,Ifata,ET040519,,,,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40590,40590,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:405,1603:45:16:231:3:40590,Ejersa Lafo,ET040590,,,,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40592,40592,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:405,1603:45:16:231:3:40592,Cobi,ET040592,,,,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40594,40594,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:405,1603:45:16:231:3:40594,Meta Walkite,ET040594,,,,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40597,40597,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:405,1603:45:16:231:3:40597,Liban Jawi,ET040597,,,,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40601,40601,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:406,1603:45:16:231:3:40601,Wara Jarso,ET040601,,,,North Shewa (OR),ET0406,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40602,40602,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:406,1603:45:16:231:3:40602,Dera (OR),ET040602,,,,North Shewa (OR),ET0406,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40603,40603,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:406,1603:45:16:231:3:40603,Hidabu Abote,ET040603,,,,North Shewa (OR),ET0406,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40604,40604,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:406,1603:45:16:231:3:40604,Kuyu,ET040604,,,,North Shewa (OR),ET0406,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40605,40605,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:406,1603:45:16:231:3:40605,Degem,ET040605,,,,North Shewa (OR),ET0406,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40606,40606,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:406,1603:45:16:231:3:40606,Gerar Jarso,ET040606,,,,North Shewa (OR),ET0406,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40607,40607,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:406,1603:45:16:231:3:40607,Debre Libanos,ET040607,,,,North Shewa (OR),ET0406,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40608,40608,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:406,1603:45:16:231:3:40608,Wuchale,ET040608,,,,North Shewa (OR),ET0406,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40609,40609,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:406,1603:45:16:231:3:40609,Abichugna Gne'a,ET040609,Abichugna Gnea,,,North Shewa (OR),ET0406,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40610,40610,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:406,1603:45:16:231:3:40610,Kimbibit,ET040610,,,,North Shewa (OR),ET0406,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40613,40613,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:406,1603:45:16:231:3:40613,Fiche town,ET040613,,,,North Shewa (OR),ET0406,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40614,40614,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:406,1603:45:16:231:3:40614,Yaya Gulele,ET040614,,,,North Shewa (OR),ET0406,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40615,40615,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:406,1603:45:16:231:3:40615,Jida,ET040615,,,,North Shewa (OR),ET0406,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40617,40617,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:406,1603:45:16:231:3:40617,Aleltu,ET040617,,,,North Shewa (OR),ET0406,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40701,40701,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:407,1603:45:16:231:3:40701,Fentale,ET040701,,,,East Shewa,ET0407,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40702,40702,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:407,1603:45:16:231:3:40702,Boset,ET040702,,,,East Shewa,ET0407,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40703,40703,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:407,1603:45:16:231:3:40703,Adama,ET040703,,,,East Shewa,ET0407,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40704,40704,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:407,1603:45:16:231:3:40704,Lome (OR),ET040704,,,,East Shewa,ET0407,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40705,40705,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:407,1603:45:16:231:3:40705,Gimbichu,ET040705,,,,East Shewa,ET0407,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40706,40706,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:407,1603:45:16:231:3:40706,Ada'a,ET040706,Adaa,,,East Shewa,ET0407,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40707,40707,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:407,1603:45:16:231:3:40707,Dugda,ET040707,,,,East Shewa,ET0407,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40708,40708,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:407,1603:45:16:231:3:40708,Adama Tulu Jido Kombolcha,ET040708,,,,East Shewa,ET0407,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40709,40709,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:407,1603:45:16:231:3:40709,Bishoftu town,ET040709,,,,East Shewa,ET0407,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40710,40710,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:407,1603:45:16:231:3:40710,Bora (OR),ET040710,,,,East Shewa,ET0407,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40711,40711,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:407,1603:45:16:231:3:40711,Liben Chukala,ET040711,,,,East Shewa,ET0407,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40714,40714,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:407,1603:45:16:231:3:40714,Adama town,ET040714,,,,East Shewa,ET0407,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40797,40797,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:407,1603:45:16:231:3:40797,Mojo Town,ET040797,,,,East Shewa,ET0407,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40799,40799,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:407,1603:45:16:231:3:40799,Metehara town,ET040799,,,,East Shewa,ET0407,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40801,40801,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:408,1603:45:16:231:3:40801,Merti,ET040801,,,,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40802,40802,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:408,1603:45:16:231:3:40802,Aseko,ET040802,,,,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40803,40803,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:408,1603:45:16:231:3:40803,Golocha,ET040803,,,,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40804,40804,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:408,1603:45:16:231:3:40804,Jeju,ET040804,,,,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40805,40805,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:408,1603:45:16:231:3:40805,Dodota,ET040805,,,,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:40806,40806,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:408,1603:45:16:231:3:40806,Ziway Dugda,ET040806,,,,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
