admin4Name_en,admin4Pcode,admin4RefName_en,admin4AltName1_en,admin4AltName2_en,admin3Name_en,admin3Pcode,admin2Name_en,admin2Pcode,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode,date,validOn,validTo
Koinadugu,SL02030803,Koinadugu,,,Sengbe,SL020308,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Lower Kamadugu,SL02030804,Lower Kamadugu,,,Sengbe,SL020308,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Upper Kamadugu,SL02030805,Upper Kamadugu,,,Sengbe,SL020308,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Yiraia,SL02030806,Yiraia,,,Sengbe,SL020308,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Yogomaia,SL02030807,Yogomaia,,,Sengbe,SL020308,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Bilimaia,SL02030808,Bilimaia,,,Sengbe,SL020308,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Biribaia,SL02030901,Biribaia,,,Sulima,SL020309,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Dara,SL02030902,Dara,,,Sulima,SL020309,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Falaba,SL02030903,Falaba,,,Sulima,SL020309,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Fudea,SL02030904,Fudea,,,Sulima,SL020309,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Ganya,SL02030905,Ganya,,,Sulima,SL020309,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Gberia Fotombu,SL02030906,Gberia Fotombu,,,Sulima,SL020309,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Gberia-Timbako,SL02030907,Gberia-Timbako,,,Sulima,SL020309,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Kaliyereh,SL02030908,Kaliyereh,,,Sulima,SL020309,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Kambaia,SL02030909,Kambaia,,,Sulima,SL020309,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Koindu-Kura,SL02030910,Koindu-Kura,,,Sulima,SL020309,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Laylay,SL02030911,Laylay,,,Sulima,SL020309,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Nomokoya,SL02030912,Nomokoya,,,Sulima,SL020309,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Sonkoya,SL02030913,Sonkoya,,,Sulima,SL020309,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Bafodia,SL02031001,Bafodia,,,Wara Wara Bafodia,SL020310,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Kadanso,SL02031002,Kadanso,,,Wara Wara Bafodia,SL020310,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Kakoya,SL02031003,Kakoya,,,Wara Wara Bafodia,SL020310,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Kamanikie,SL02031004,Kamanikie,,,Wara Wara Bafodia,SL020310,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Kamayortortor,SL02031005,Kamayortortor,,,Wara Wara Bafodia,SL020310,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Kambalia,SL02031006,Kambalia,,,Wara Wara Bafodia,SL020310,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Kambia,SL02031007,Kambia,,,Wara Wara Bafodia,SL020310,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Kaponpon,SL02031008,Kaponpon,,,Wara Wara Bafodia,SL020310,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Pampakoh,SL02031009,Pampakoh,,,Wara Wara Bafodia,SL020310,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Semamaia,SL02031010,Semamaia,,,Wara Wara Bafodia,SL020310,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Taelia,SL02031011,Taelia,,,Wara Wara Bafodia,SL020310,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Zone 1,SL02031101,Zone 1,,,Wara Wara Yagal,SL020311,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Zone 2,SL02031102,Zone 2,,,Wara Wara Yagal,SL020311,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Zone 3,SL02031103,Zone 3,,,Wara Wara Yagal,SL020311,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Zone 4,SL02031104,Zone 4,,,Wara Wara Yagal,SL020311,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Zone 5,SL02031105,Zone 5,,,Wara Wara Yagal,SL020311,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Zone 6,SL02031106,Zone 6,,,Wara Wara Yagal,SL020311,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Zone 7,SL02031107,Zone 7,,,Wara Wara Yagal,SL020311,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Barmoi,SL02040101,Barmoi,,,Bureh Kasseh Makonteh,SL020401,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Kagbanthama,SL02040102,Kagbanthama,,,Bureh Kasseh Makonteh,SL020401,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Kaiyeabor,SL02040103,Kaiyeabor,,,Bureh Kasseh Makonteh,SL020401,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Kalangba,SL02040104,Kalangba,,,Bureh Kasseh Makonteh,SL020401,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Kambia Morie,SL02040105,Kambia Morie,,,Bureh Kasseh Makonteh,SL020401,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Konta Ferry,SL02040106,Konta Ferry,,,Bureh Kasseh Makonteh,SL020401,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Mabombo,SL02040107,Mabombo,,,Bureh Kasseh Makonteh,SL020401,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Makana,SL02040108,Makana,,,Bureh Kasseh Makonteh,SL020401,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Mamanka,SL02040109,Mamanka,,,Bureh Kasseh Makonteh,SL020401,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Mange Morie,SL02040110,Mange Morie,,,Bureh Kasseh Makonteh,SL020401,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Marenka,SL02040111,Marenka,,,Bureh Kasseh Makonteh,SL020401,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Minthormore,SL02040112,Minthormore,,,Bureh Kasseh Makonteh,SL020401,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Rogbla,SL02040113,Rogbla,,,Bureh Kasseh Makonteh,SL020401,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Romeni,SL02040114,Romeni,,,Bureh Kasseh Makonteh,SL020401,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Rotifunk,SL02040115,Rotifunk,,,Bureh Kasseh Makonteh,SL020401,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Yali-Sanda,SL02040116,Yali-Sanda,,,Bureh Kasseh Makonteh,SL020401,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Foredugu,SL02040201,Foredugu,,,Buya Romende,SL020402,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Gbaran Kamba,SL02040202,Gbaran Kamba,,,Buya Romende,SL020402,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Kamasundu,SL02040203,Kamasundu,,,Buya Romende,SL020402,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Mabureh Buya,SL02040204,Mabureh Buya,,,Buya Romende,SL020402,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Mabureh Mende,SL02040205,Mabureh Mende,,,Buya Romende,SL020402,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Magbengbe,SL02040206,Magbengbe,,,Buya Romende,SL020402,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Manungbu,SL02040207,Manungbu,,,Buya Romende,SL020402,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Petifu Bana,SL02040208,Petifu Bana,,,Buya Romende,SL020402,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Robis,SL02040209,Robis,,,Buya Romende,SL020402,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Rokel,SL02040210,Rokel,,,Buya Romende,SL020402,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Rosint,SL02040211,Rosint,,,Buya Romende,SL020402,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Worreh Mapoteh,SL02040212,Worreh Mapoteh,,,Buya Romende,SL020402,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Karine,SL02040301,Karine,,,Dibia,SL020403,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Kayembor,SL02040302,Kayembor,,,Dibia,SL020403,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Konta Kargbo,SL02040303,Konta Kargbo,,,Dibia,SL020403,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Mafonda,SL02040304,Mafonda,,,Dibia,SL020403,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Makabari,SL02040305,Makabari,,,Dibia,SL020403,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Makump,SL02040306,Makump,,,Dibia,SL020403,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Rogbalan,SL02040307,Rogbalan,,,Dibia,SL020403,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Foronkoya,SL02040401,Foronkoya,,,Kaffu Bullom,SL020404,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Kasongha,SL02040402,Kasongha,,,Kaffu Bullom,SL020404,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Lungi,SL02040403,Lungi,,,Kaffu Bullom,SL020404,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Mahera,SL02040404,Mahera,,,Kaffu Bullom,SL020404,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Mamanki,SL02040405,Mamanki,,,Kaffu Bullom,SL020404,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Mayaya,SL02040406,Mayaya,,,Kaffu Bullom,SL020404,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Rosint,SL02040407,Rosint,,,Kaffu Bullom,SL020404,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Yongro,SL02040408,Yongro,,,Kaffu Bullom,SL020404,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Tasso Island,SL02040525,Tasso Island,,,Tasso Island,SL020405,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Benkia,SL02040601,Benkia,,,Lokomasama,SL020406,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Gbainty,SL02040602,Gbainty,,,Lokomasama,SL020406,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Kamasondo,SL02040603,Kamasondo,,,Lokomasama,SL020406,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Kantaya,SL02040604,Kantaya,,,Lokomasama,SL020406,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Katonga,SL02040605,Katonga,,,Lokomasama,SL020406,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Komrabai,SL02040606,Komrabai,,,Lokomasama,SL020406,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Konta,SL02040607,Konta,,,Lokomasama,SL020406,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Magbokorr,SL02040608,Magbokorr,,,Lokomasama,SL020406,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Mannah,SL02040609,Mannah,,,Lokomasama,SL020406,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Mapiterr,SL02040610,Mapiterr,,,Lokomasama,SL020406,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Matheng,SL02040611,Matheng,,,Lokomasama,SL020406,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Petifu,SL02040612,Petifu,,,Lokomasama,SL020406,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Royema,SL02040613,Royema,,,Lokomasama,SL020406,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Yurika,SL02040614,Yurika,,,Lokomasama,SL020406,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Batpolon,SL02040701,Batpolon,,,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Falaba,SL02040702,Falaba,,,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Fenka,SL02040703,Fenka,,,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Gberray Bana,SL02040704,Gberray Bana,,,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Gberray Morie,SL02040705,Gberray Morie,,,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Gberray Thunkara,SL02040706,Gberray Thunkara,,,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Gbonko Mayira,SL02040707,Gbonko Mayira,,,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Kabata,SL02040708,Kabata,,,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Komrabai-Waterloo,SL02040709,Komrabai-Waterloo,,,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Kondato,SL02040710,Kondato,,,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Maboni,SL02040711,Maboni,,,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Maforay,SL02040712,Maforay,,,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Magbankitha,SL02040713,Magbankitha,,,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Magbengbeh,SL02040714,Magbengbeh,,,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Magbeni,SL02040715,Magbeni,,,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Makorobolai,SL02040716,Makorobolai,,,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Malal,SL02040717,Malal,,,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Mamanso,SL02040718,Mamanso,,,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Mapolie,SL02040719,Mapolie,,,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Maronko,SL02040720,Maronko,,,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Marunia,SL02040721,Marunia,,,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Massebay,SL02040722,Massebay,,,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Mathera,SL02040723,Mathera,,,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Moria,SL02040724,Moria,,,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Old Port Loko,SL02040725,Old Port Loko,,,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Romaka,SL02040726,Romaka,,,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Rosarr,SL02040727,Rosarr,,,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Sanda,SL02040728,Sanda,,,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Sendugu,SL02040729,Sendugu,,,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Tauya,SL02040730,Tauya,,,Maforki,SL020407,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Lunsar-Baipolon,SL02040801,Lunsar-Baipolon,,,Marampa,SL020408,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Lunsar-Four Road -,SL02040802,Lunsar-Four Road -,,,Marampa,SL020408,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Lunsar-Kenneday,SL02040803,Lunsar-Kenneday,,,Marampa,SL020408,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Lunsar-Mabai,SL02040804,Lunsar-Mabai,,,Marampa,SL020408,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Lunsar-Madigbo,SL02040805,Lunsar-Madigbo,,,Marampa,SL020408,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Lunsar-Mamanso,SL02040806,Lunsar-Mamanso,,,Marampa,SL020408,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Lunsar-Mines,SL02040807,Lunsar-Mines,,,Marampa,SL020408,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Lunsar-Old Town,SL02040808,Lunsar-Old Town,,,Marampa,SL020408,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Lunsar-Path Bana,SL02040809,Lunsar-Path Bana,,,Marampa,SL020408,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Lunsar-Robis,SL02040810,Lunsar-Robis,,,Marampa,SL020408,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Lunsar-Technical,SL02040811,Lunsar-Technical,,,Marampa,SL020408,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Magbele,SL02040812,Magbele,,,Marampa,SL020408,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Mange,SL02040813,Mange,,,Marampa,SL020408,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Marampa,SL02040814,Marampa,,,Marampa,SL020408,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Mawullay,SL02040815,Mawullay,,,Marampa,SL020408,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Petifu Madina,SL02040816,Petifu Madina,,,Marampa,SL020408,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Rogballan,SL02040817,Rogballan,,,Marampa,SL020408,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Rolankonoh,SL02040818,Rolankonoh,,,Marampa,SL020408,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Biki,SL02040901,Biki,,,Masimera,SL020409,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Biss-Manika,SL02040902,Biss-Manika,,,Masimera,SL020409,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Katick,SL02040903,Katick,,,Masimera,SL020409,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Maconteh,SL02040904,Maconteh,,,Masimera,SL020409,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Mamalikie,SL02040905,Mamalikie,,,Masimera,SL020409,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Masimera,SL02040906,Masimera,,,Masimera,SL020409,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Matuku,SL02040907,Matuku,,,Masimera,SL020409,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Mayola-Thatha,SL02040908,Mayola-Thatha,,,Masimera,SL020409,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Nonkoba,SL02040909,Nonkoba,,,Masimera,SL020409,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Rokel,SL02040910,Rokel,,,Masimera,SL020409,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Rokon/Komboya,SL02040911,Rokon/Komboya,,,Masimera,SL020409,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Yoni-Pet,SL02040912,Yoni-Pet,,,Masimera,SL020409,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Bankro,SL02041001,Bankro,,,Sanda Magbolontor,SL020410,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Gbaneh-Loko,SL02041002,Gbaneh-Loko,,,Sanda Magbolontor,SL020410,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Gbogbodo,SL02041003,Gbogbodo,,,Sanda Magbolontor,SL020410,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Gbonko,SL02041004,Gbonko,,,Sanda Magbolontor,SL020410,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Kantia,SL02041005,Kantia,,,Sanda Magbolontor,SL020410,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Layamantmetank,SL02041006,Layamantmetank,,,Sanda Magbolontor,SL020410,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Magbolontor,SL02041007,Magbolontor,,,Sanda Magbolontor,SL020410,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Malkiya,SL02041008,Malkiya,,,Sanda Magbolontor,SL020410,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Mankneh,SL02041009,Mankneh,,,Sanda Magbolontor,SL020410,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Masien,SL02041010,Masien,,,Sanda Magbolontor,SL020410,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Menthen,SL02041011,Menthen,,,Sanda Magbolontor,SL020410,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Robis,SL02041012,Robis,,,Sanda Magbolontor,SL020410,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Rotigbonko,SL02041013,Rotigbonko,,,Sanda Magbolontor,SL020410,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Sendugu,SL02041014,Sendugu,,,Sanda Magbolontor,SL020410,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Gbaray Bana,SL02041101,Gbaray Bana,,,TMS,SL020411,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Kambia,SL02041102,Kambia,,,TMS,SL020411,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Kanu,SL02041103,Kanu,,,TMS,SL020411,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Kargbo,SL02041104,Kargbo,,,TMS,SL020411,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Konkorie,SL02041105,Konkorie,,,TMS,SL020411,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Mafonikay,SL02041106,Mafonikay,,,TMS,SL020411,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
