qcc-Zxxx-r-sU2200-s1603-snop,qcc-Zxxx-r-aMDCIII-alatcodicem-anop,qcc-Zxxx-r-sU2200-s5000-snop,qcc-Zxxx-r-sU2200-s5001-snop,qcc-Zxxx-r-sU2200-s5002-snop,qcc-Zxxx-r-sU2200-s5003-snop,eng-Latn-r-pSKOS-pprefLabel-ps5003,sqi-Latn-r-pSKOS-pprefLabel-ps5003,qcc-Zxxx-r-pWDATA-pq7200235-ps5003-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5002,sqi-Latn-r-pSKOS-pprefLabel-ps5002,qcc-Zxxx-r-pWDATA-pq7200235-ps5002-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5001,sqi-Latn-r-pSKOS-pprefLabel-ps5001,qcc-Zxxx-r-pWDATA-pq7200235-ps5001-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5000,sqi-Latn-r-pSKOS-pprefLabel-ps5000,qcc-Zxxx-r-pP-pp297-ps5000-x-p297,qcc-Zxxx-r-pP-pp577-ps1603,qcc-Zxxx-r-pP-pp813-ps1603,qcc-Zxxx-r-pP-pp2699-ps1603
1603:45:16:8:3:110507,110507,1603:45:16:8:0,1603:45:16:8:1:11,1603:45:16:8:2:1105,1603:45:16:8:3:110507,Ndroq,Ndroq,AL110507,Tirana Municipally,Tiranë Municipally,AL1105,Tirane,Tiranë,AL11,Albania,Shqipëri,AL,2019-12-21,2019-12-21,
1603:45:16:8:3:110508,110508,1603:45:16:8:0,1603:45:16:8:1:11,1603:45:16:8:2:1105,1603:45:16:8:3:110508,Petrele,Petrelë,AL110508,Tirana Municipally,Tiranë Municipally,AL1105,Tirane,Tiranë,AL11,Albania,Shqipëri,AL,2019-12-21,2019-12-21,
1603:45:16:8:3:110509,110509,1603:45:16:8:0,1603:45:16:8:1:11,1603:45:16:8:2:1105,1603:45:16:8:3:110509,Peze,Pezë,AL110509,Tirana Municipally,Tiranë Municipally,AL1105,Tirane,Tiranë,AL11,Albania,Shqipëri,AL,2019-12-21,2019-12-21,
1603:45:16:8:3:110510,110510,1603:45:16:8:0,1603:45:16:8:1:11,1603:45:16:8:2:1105,1603:45:16:8:3:110510,Shengjergj,Shëngjergj,AL110510,Tirana Municipally,Tiranë Municipally,AL1105,Tirane,Tiranë,AL11,Albania,Shqipëri,AL,2019-12-21,2019-12-21,
1603:45:16:8:3:110511,110511,1603:45:16:8:0,1603:45:16:8:1:11,1603:45:16:8:2:1105,1603:45:16:8:3:110511,Tirane,Tiranë,AL110511,Tirana Municipally,Tiranë Municipally,AL1105,Tirane,Tiranë,AL11,Albania,Shqipëri,AL,2019-12-21,2019-12-21,
1603:45:16:8:3:110512,110512,1603:45:16:8:0,1603:45:16:8:1:11,1603:45:16:8:2:1105,1603:45:16:8:3:110512,Vaqarr,Vaqarr,AL110512,Tirana Municipally,Tiranë Municipally,AL1105,Tirane,Tiranë,AL11,Albania,Shqipëri,AL,2019-12-21,2019-12-21,
1603:45:16:8:3:110513,110513,1603:45:16:8:0,1603:45:16:8:1:11,1603:45:16:8:2:1105,1603:45:16:8:3:110513,Zall Bastar,Zall Bastar,AL110513,Tirana Municipally,Tiranë Municipally,AL1105,Tirane,Tiranë,AL11,Albania,Shqipëri,AL,2019-12-21,2019-12-21,
1603:45:16:8:3:110514,110514,1603:45:16:8:0,1603:45:16:8:1:11,1603:45:16:8:2:1105,1603:45:16:8:3:110514,Zall Herr,Zall Herr,AL110514,Tirana Municipally,Tiranë Municipally,AL1105,Tirane,Tiranë,AL11,Albania,Shqipëri,AL,2019-12-21,2019-12-21,
1603:45:16:8:3:120101,120101,1603:45:16:8:0,1603:45:16:8:1:12,1603:45:16:8:2:1201,1603:45:16:8:3:120101,Delvine,Delvinë,AL120101,Bashkia Delvine,Bashkia Delvinë,AL1201,Vlore,Vlorë,AL12,Albania,Shqipëri,AL,2019-12-21,2019-12-21,
1603:45:16:8:3:120102,120102,1603:45:16:8:0,1603:45:16:8:1:12,1603:45:16:8:2:1201,1603:45:16:8:3:120102,Vergo,Vergo,AL120102,Bashkia Delvine,Bashkia Delvinë,AL1201,Vlore,Vlorë,AL12,Albania,Shqipëri,AL,2019-12-21,2019-12-21,
1603:45:16:8:3:120201,120201,1603:45:16:8:0,1603:45:16:8:1:12,1603:45:16:8:2:1202,1603:45:16:8:3:120201,Aliko,Aliko,AL120201,Bashkia Finiq,Bashkia Finiq,AL1202,Vlore,Vlorë,AL12,Albania,Shqipëri,AL,2019-12-21,2019-12-21,
1603:45:16:8:3:120202,120202,1603:45:16:8:0,1603:45:16:8:1:12,1603:45:16:8:2:1202,1603:45:16:8:3:120202,Dhiver,Dhivër,AL120202,Bashkia Finiq,Bashkia Finiq,AL1202,Vlore,Vlorë,AL12,Albania,Shqipëri,AL,2019-12-21,2019-12-21,
1603:45:16:8:3:120203,120203,1603:45:16:8:0,1603:45:16:8:1:12,1603:45:16:8:2:1202,1603:45:16:8:3:120203,Finiq,Finiq,AL120203,Bashkia Finiq,Bashkia Finiq,AL1202,Vlore,Vlorë,AL12,Albania,Shqipëri,AL,2019-12-21,2019-12-21,
1603:45:16:8:3:120204,120204,1603:45:16:8:0,1603:45:16:8:1:12,1603:45:16:8:2:1202,1603:45:16:8:3:120204,Livadhja,Livadhja,AL120204,Bashkia Finiq,Bashkia Finiq,AL1202,Vlore,Vlorë,AL12,Albania,Shqipëri,AL,2019-12-21,2019-12-21,
1603:45:16:8:3:120205,120205,1603:45:16:8:0,1603:45:16:8:1:12,1603:45:16:8:2:1202,1603:45:16:8:3:120205,Mesopotam,Mesopotam,AL120205,Bashkia Finiq,Bashkia Finiq,AL1202,Vlore,Vlorë,AL12,Albania,Shqipëri,AL,2019-12-21,2019-12-21,
1603:45:16:8:3:120301,120301,1603:45:16:8:0,1603:45:16:8:1:12,1603:45:16:8:2:1203,1603:45:16:8:3:120301,Himare,Himarë,AL120301,Bashkia Himare,Bashkia Himarë,AL1203,Vlore,Vlorë,AL12,Albania,Shqipëri,AL,2019-12-21,2019-12-21,
1603:45:16:8:3:120302,120302,1603:45:16:8:0,1603:45:16:8:1:12,1603:45:16:8:2:1203,1603:45:16:8:3:120302,Hore Vranisht,Hore Vranisht,AL120302,Bashkia Himare,Bashkia Himarë,AL1203,Vlore,Vlorë,AL12,Albania,Shqipëri,AL,2019-12-21,2019-12-21,
1603:45:16:8:3:120303,120303,1603:45:16:8:0,1603:45:16:8:1:12,1603:45:16:8:2:1203,1603:45:16:8:3:120303,Lukove,Lukovë,AL120303,Bashkia Himare,Bashkia Himarë,AL1203,Vlore,Vlorë,AL12,Albania,Shqipëri,AL,2019-12-21,2019-12-21,
1603:45:16:8:3:120401,120401,1603:45:16:8:0,1603:45:16:8:1:12,1603:45:16:8:2:1204,1603:45:16:8:3:120401,Konispol,Konispol,AL120401,Bashkia Konispol,Bashkia Konispol,AL1204,Vlore,Vlorë,AL12,Albania,Shqipëri,AL,2019-12-21,2019-12-21,
1603:45:16:8:3:120402,120402,1603:45:16:8:0,1603:45:16:8:1:12,1603:45:16:8:2:1204,1603:45:16:8:3:120402,Markat,Markat,AL120402,Bashkia Konispol,Bashkia Konispol,AL1204,Vlore,Vlorë,AL12,Albania,Shqipëri,AL,2019-12-21,2019-12-21,
1603:45:16:8:3:120403,120403,1603:45:16:8:0,1603:45:16:8:1:12,1603:45:16:8:2:1204,1603:45:16:8:3:120403,Xarre,Xarrë,AL120403,Bashkia Konispol,Bashkia Konispol,AL1204,Vlore,Vlorë,AL12,Albania,Shqipëri,AL,2019-12-21,2019-12-21,
1603:45:16:8:3:120501,120501,1603:45:16:8:0,1603:45:16:8:1:12,1603:45:16:8:2:1205,1603:45:16:8:3:120501,Ksamil,Ksamil,AL120501,Bashkia Sarande,Bashkia Sarandë,AL1205,Vlore,Vlorë,AL12,Albania,Shqipëri,AL,2019-12-21,2019-12-21,
1603:45:16:8:3:120502,120502,1603:45:16:8:0,1603:45:16:8:1:12,1603:45:16:8:2:1205,1603:45:16:8:3:120502,Sarande,Sarandë,AL120502,Bashkia Sarande,Bashkia Sarandë,AL1205,Vlore,Vlorë,AL12,Albania,Shqipëri,AL,2019-12-21,2019-12-21,
1603:45:16:8:3:120601,120601,1603:45:16:8:0,1603:45:16:8:1:12,1603:45:16:8:2:1206,1603:45:16:8:3:120601,Armen,Armen,AL120601,Bashkia Selenice,Bashkia Selenicë,AL1206,Vlore,Vlorë,AL12,Albania,Shqipëri,AL,2019-12-21,2019-12-21,
1603:45:16:8:3:120602,120602,1603:45:16:8:0,1603:45:16:8:1:12,1603:45:16:8:2:1206,1603:45:16:8:3:120602,Brataj,Brataj,AL120602,Bashkia Selenice,Bashkia Selenicë,AL1206,Vlore,Vlorë,AL12,Albania,Shqipëri,AL,2019-12-21,2019-12-21,
1603:45:16:8:3:120603,120603,1603:45:16:8:0,1603:45:16:8:1:12,1603:45:16:8:2:1206,1603:45:16:8:3:120603,Kote,Kotë,AL120603,Bashkia Selenice,Bashkia Selenicë,AL1206,Vlore,Vlorë,AL12,Albania,Shqipëri,AL,2019-12-21,2019-12-21,
1603:45:16:8:3:120604,120604,1603:45:16:8:0,1603:45:16:8:1:12,1603:45:16:8:2:1206,1603:45:16:8:3:120604,Selenice,Selenicë,AL120604,Bashkia Selenice,Bashkia Selenicë,AL1206,Vlore,Vlorë,AL12,Albania,Shqipëri,AL,2019-12-21,2019-12-21,
1603:45:16:8:3:120605,120605,1603:45:16:8:0,1603:45:16:8:1:12,1603:45:16:8:2:1206,1603:45:16:8:3:120605,Sevaster,Sevaster,AL120605,Bashkia Selenice,Bashkia Selenicë,AL1206,Vlore,Vlorë,AL12,Albania,Shqipëri,AL,2019-12-21,2019-12-21,
1603:45:16:8:3:120606,120606,1603:45:16:8:0,1603:45:16:8:1:12,1603:45:16:8:2:1206,1603:45:16:8:3:120606,Vllahine,Vllahinë,AL120606,Bashkia Selenice,Bashkia Selenicë,AL1206,Vlore,Vlorë,AL12,Albania,Shqipëri,AL,2019-12-21,2019-12-21,
1603:45:16:8:3:120701,120701,1603:45:16:8:0,1603:45:16:8:1:12,1603:45:16:8:2:1207,1603:45:16:8:3:120701,Novosele,Novoselë,AL120701,Bashkia Vlore,Bashkia Vlorë,AL1207,Vlore,Vlorë,AL12,Albania,Shqipëri,AL,2019-12-21,2019-12-21,
1603:45:16:8:3:120702,120702,1603:45:16:8:0,1603:45:16:8:1:12,1603:45:16:8:2:1207,1603:45:16:8:3:120702,Orikum,Orikum,AL120702,Bashkia Vlore,Bashkia Vlorë,AL1207,Vlore,Vlorë,AL12,Albania,Shqipëri,AL,2019-12-21,2019-12-21,
1603:45:16:8:3:120703,120703,1603:45:16:8:0,1603:45:16:8:1:12,1603:45:16:8:2:1207,1603:45:16:8:3:120703,Qender,Qendër,AL120703,Bashkia Vlore,Bashkia Vlorë,AL1207,Vlore,Vlorë,AL12,Albania,Shqipëri,AL,2019-12-21,2019-12-21,
1603:45:16:8:3:120704,120704,1603:45:16:8:0,1603:45:16:8:1:12,1603:45:16:8:2:1207,1603:45:16:8:3:120704,Shushice,Shushicë,AL120704,Bashkia Vlore,Bashkia Vlorë,AL1207,Vlore,Vlorë,AL12,Albania,Shqipëri,AL,2019-12-21,2019-12-21,
1603:45:16:8:3:120705,120705,1603:45:16:8:0,1603:45:16:8:1:12,1603:45:16:8:2:1207,1603:45:16:8:3:120705,Vlore,Vlorë,AL120705,Bashkia Vlore,Bashkia Vlorë,AL1207,Vlore,Vlorë,AL12,Albania,Shqipëri,AL,2019-12-21,2019-12-21,
