#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt0,#item+rem+i_vie+is_latn+rdf_p_skos_preflabel_s5002+ix_alt0,#meta+ERROR+adm2+code+v_pcode,#meta+ERROR+adm2+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt2,#item+rem+i_vie+is_latn+rdf_p_skos_preflabel_s5002+ix_alt1,#item+rem+i_vie+is_latn+rdf_p_skos_preflabel_s5002+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#item+rem+i_vie+is_latn+rdf_p_skos_preflabel_s5001,#meta+ERROR+adm1+code+v_pcode,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#item+rem+i_vie+is_latn+rdf_p_skos_preflabel_s5000,#meta+ERROR+country+code+v_iso3166p1a2,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:704:2:50321,50321,1603:45:16:704:0,1603:45:16:704:1:503,1603:45:16:704:2:50321,Tien Phuoc,Huyện Tiên Phước,VN50321,,,,,,Quang Nam,Quảng Nam,VN503,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:50323,50323,1603:45:16:704:0,1603:45:16:704:1:503,1603:45:16:704:2:50323,Phuoc Son,Huyện Phước Sơn,VN50323,,,,,,Quang Nam,Quảng Nam,VN503,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:50325,50325,1603:45:16:704:0,1603:45:16:704:1:503,1603:45:16:704:2:50325,Nui Thanh,Huyện Núi Thành,VN50325,,,,,,Quang Nam,Quảng Nam,VN503,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:50327,50327,1603:45:16:704:0,1603:45:16:704:1:503,1603:45:16:704:2:50327,Bac Tra My,Huyện Bắc Trà My,VN50327,,,,,,Quang Nam,Quảng Nam,VN503,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:50328,50328,1603:45:16:704:0,1603:45:16:704:1:503,1603:45:16:704:2:50328,Nam Tra My,Huyện Nam Trà My,VN50328,,,,,,Quang Nam,Quảng Nam,VN503,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:50329,50329,1603:45:16:704:0,1603:45:16:704:1:503,1603:45:16:704:2:50329,Phu Ninh,Huyện Phú Ninh,VN50329,,,,,,Quang Nam,Quảng Nam,VN503,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:50501,50501,1603:45:16:704:0,1603:45:16:704:1:505,1603:45:16:704:2:50501,Quang Ngai,TP. Quảng Ngãi,VN50501,,,,,,Quang Ngai,Quảng Ngãi,VN505,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:50503,50503,1603:45:16:704:0,1603:45:16:704:1:505,1603:45:16:704:2:50503,Ly Son,Huyện Lý Sơn,VN50503,,,,,,Quang Ngai,Quảng Ngãi,VN505,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:50505,50505,1603:45:16:704:0,1603:45:16:704:1:505,1603:45:16:704:2:50505,Binh Son,Huyện Bình Sơn,VN50505,,,,,,Quang Ngai,Quảng Ngãi,VN505,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:50507,50507,1603:45:16:704:0,1603:45:16:704:1:505,1603:45:16:704:2:50507,Tra Bong,Huyện Trà Bồng,VN50507,,,,,,Quang Ngai,Quảng Ngãi,VN505,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:50508,50508,1603:45:16:704:0,1603:45:16:704:1:505,1603:45:16:704:2:50508,Tay Tra,Huyện Tây Trà,VN50508,,,,,,Quang Ngai,Quảng Ngãi,VN505,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:50509,50509,1603:45:16:704:0,1603:45:16:704:1:505,1603:45:16:704:2:50509,Son Tinh,Huyện Sơn Tịnh,VN50509,,,,,,Quang Ngai,Quảng Ngãi,VN505,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:50511,50511,1603:45:16:704:0,1603:45:16:704:1:505,1603:45:16:704:2:50511,Son Tay,Huyện Sơn Tây,VN50511,,,,,,Quang Ngai,Quảng Ngãi,VN505,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:50513,50513,1603:45:16:704:0,1603:45:16:704:1:505,1603:45:16:704:2:50513,Son Ha,Huyện Sơn Hà,VN50513,,,,,,Quang Ngai,Quảng Ngãi,VN505,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:50515,50515,1603:45:16:704:0,1603:45:16:704:1:505,1603:45:16:704:2:50515,Tu Nghia,Huyện Tư Nghĩa,VN50515,,,,,,Quang Ngai,Quảng Ngãi,VN505,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:50517,50517,1603:45:16:704:0,1603:45:16:704:1:505,1603:45:16:704:2:50517,Nghia Hanh,Huyện Nghĩa Hành,VN50517,,,,,,Quang Ngai,Quảng Ngãi,VN505,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:50519,50519,1603:45:16:704:0,1603:45:16:704:1:505,1603:45:16:704:2:50519,Minh Long,Huyện Minh Long,VN50519,,,,,,Quang Ngai,Quảng Ngãi,VN505,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:50521,50521,1603:45:16:704:0,1603:45:16:704:1:505,1603:45:16:704:2:50521,Mo Duc,Huyện Mộ Đức,VN50521,,,,,,Quang Ngai,Quảng Ngãi,VN505,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:50523,50523,1603:45:16:704:0,1603:45:16:704:1:505,1603:45:16:704:2:50523,Duc Pho,Huyện Đức Phổ,VN50523,,,,,,Quang Ngai,Quảng Ngãi,VN505,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:50525,50525,1603:45:16:704:0,1603:45:16:704:1:505,1603:45:16:704:2:50525,Ba To,Huyện Ba Tơ,VN50525,,,,,,Quang Ngai,Quảng Ngãi,VN505,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:50701,50701,1603:45:16:704:0,1603:45:16:704:1:507,1603:45:16:704:2:50701,Quy Nhon,TP. Quy Nhơn,VN50701,,,,,,Binh Dinh,Bình Định,VN507,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:50703,50703,1603:45:16:704:0,1603:45:16:704:1:507,1603:45:16:704:2:50703,An Lao,Huyện An Lão,VN50703,,,,,,Binh Dinh,Bình Định,VN507,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:50705,50705,1603:45:16:704:0,1603:45:16:704:1:507,1603:45:16:704:2:50705,Hoai Nhon,Huyện Hoài Nhơn,VN50705,,,,,,Binh Dinh,Bình Định,VN507,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:50707,50707,1603:45:16:704:0,1603:45:16:704:1:507,1603:45:16:704:2:50707,Hoai An,Huyện Hoài Ân,VN50707,,,,,,Binh Dinh,Bình Định,VN507,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:50709,50709,1603:45:16:704:0,1603:45:16:704:1:507,1603:45:16:704:2:50709,Phu My,Huyện Phù Mỹ,VN50709,,,,,,Binh Dinh,Bình Định,VN507,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:50711,50711,1603:45:16:704:0,1603:45:16:704:1:507,1603:45:16:704:2:50711,Vinh Thanh,Huyện Vĩnh Thạnh,VN50711,,,,,,Binh Dinh,Bình Định,VN507,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:50713,50713,1603:45:16:704:0,1603:45:16:704:1:507,1603:45:16:704:2:50713,Phu Cat,Huyện Phù Cát,VN50713,,,,,,Binh Dinh,Bình Định,VN507,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:50715,50715,1603:45:16:704:0,1603:45:16:704:1:507,1603:45:16:704:2:50715,Tay Son,Huyện Tây Sơn,VN50715,,,,,,Binh Dinh,Bình Định,VN507,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:50717,50717,1603:45:16:704:0,1603:45:16:704:1:507,1603:45:16:704:2:50717,An Nhon,Thị xã An Nhơn,VN50717,,,,,,Binh Dinh,Bình Định,VN507,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:50719,50719,1603:45:16:704:0,1603:45:16:704:1:507,1603:45:16:704:2:50719,Tuy Phuoc,Huyện Tuy Phước,VN50719,,,,,,Binh Dinh,Bình Định,VN507,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:50721,50721,1603:45:16:704:0,1603:45:16:704:1:507,1603:45:16:704:2:50721,Van Canh,Huyện Vân Canh,VN50721,,,,,,Binh Dinh,Bình Định,VN507,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:50901,50901,1603:45:16:704:0,1603:45:16:704:1:509,1603:45:16:704:2:50901,Tuy Hoa,TP. Tuy Hòa,VN50901,,,,,,Phu Yen,Phú Yên,VN509,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:50903,50903,1603:45:16:704:0,1603:45:16:704:1:509,1603:45:16:704:2:50903,Dong Xuan,Huyện Đồng Xuân,VN50903,,,,,,Phu Yen,Phú Yên,VN509,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:50905,50905,1603:45:16:704:0,1603:45:16:704:1:509,1603:45:16:704:2:50905,Song Cau,Thị xã Sông Cầu,VN50905,,,,,,Phu Yen,Phú Yên,VN509,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:50907,50907,1603:45:16:704:0,1603:45:16:704:1:509,1603:45:16:704:2:50907,Tuy An,Huyện Tuy An,VN50907,,,,,,Phu Yen,Phú Yên,VN509,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:50909,50909,1603:45:16:704:0,1603:45:16:704:1:509,1603:45:16:704:2:50909,Son Hoa,Huyện Sơn Hòa,VN50909,,,,,,Phu Yen,Phú Yên,VN509,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:50910,50910,1603:45:16:704:0,1603:45:16:704:1:509,1603:45:16:704:2:50910,Phu Hoa,Huyện Phú Hòa,VN50910,,,,,,Phu Yen,Phú Yên,VN509,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:50911,50911,1603:45:16:704:0,1603:45:16:704:1:509,1603:45:16:704:2:50911,Tay Hoa,Huyện Tây Hòa,VN50911,,,,,,Phu Yen,Phú Yên,VN509,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:50912,50912,1603:45:16:704:0,1603:45:16:704:1:509,1603:45:16:704:2:50912,Dong Hoa,Huyện Đông Hòa,VN50912,,,,,,Phu Yen,Phú Yên,VN509,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:50913,50913,1603:45:16:704:0,1603:45:16:704:1:509,1603:45:16:704:2:50913,Song Hinh,Huyện Sông Hinh,VN50913,,,,,,Phu Yen,Phú Yên,VN509,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:51101,51101,1603:45:16:704:0,1603:45:16:704:1:511,1603:45:16:704:2:51101,Nha Trang,TP. Nha Trang,VN51101,,,,,,Khanh Hoa,Khánh Hòa,VN511,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:51102,51102,1603:45:16:704:0,1603:45:16:704:1:511,1603:45:16:704:2:51102,Cam Ranh,TP. Cam Ranh,VN51102,,,,,,Khanh Hoa,Khánh Hòa,VN511,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:51103,51103,1603:45:16:704:0,1603:45:16:704:1:511,1603:45:16:704:2:51103,Van Ninh,Huyện Vạn Ninh,VN51103,,,,,,Khanh Hoa,Khánh Hòa,VN511,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:51105,51105,1603:45:16:704:0,1603:45:16:704:1:511,1603:45:16:704:2:51105,Ninh Hoa,Thị xã Ninh Hòa,VN51105,,,,,,Khanh Hoa,Khánh Hòa,VN511,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:51107,51107,1603:45:16:704:0,1603:45:16:704:1:511,1603:45:16:704:2:51107,Dien Khanh,Huyện Diên Khánh,VN51107,,,,,,Khanh Hoa,Khánh Hòa,VN511,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:51108,51108,1603:45:16:704:0,1603:45:16:704:1:511,1603:45:16:704:2:51108,Cam Lam,Huyện Cam Lâm,VN51108,,,,,,Khanh Hoa,Khánh Hòa,VN511,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:51111,51111,1603:45:16:704:0,1603:45:16:704:1:511,1603:45:16:704:2:51111,Khanh Vinh,Huyện Khánh Vĩnh,VN51111,,,,,,Khanh Hoa,Khánh Hòa,VN511,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:51113,51113,1603:45:16:704:0,1603:45:16:704:1:511,1603:45:16:704:2:51113,Khanh Son,Huyện Khánh Sơn,VN51113,,,,,,Khanh Hoa,Khánh Hòa,VN511,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:51190,51190,1603:45:16:704:0,1603:45:16:704:1:511,1603:45:16:704:2:51190,Truong Sa,Huyện Trường Sa,VN51190,,,,,,Khanh Hoa,Khánh Hòa,VN511,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:60101,60101,1603:45:16:704:0,1603:45:16:704:1:601,1603:45:16:704:2:60101,Kon Tum,TP. Kon Tum,VN60101,,,,,,Kon Tum,Kon Tum,VN601,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:60103,60103,1603:45:16:704:0,1603:45:16:704:1:601,1603:45:16:704:2:60103,Dak Glei,Huyện Đắk Glei,VN60103,,,,,,Kon Tum,Kon Tum,VN601,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:60105,60105,1603:45:16:704:0,1603:45:16:704:1:601,1603:45:16:704:2:60105,Ngoc Hoi,Huyện Ngọc Hồi,VN60105,,,,,,Kon Tum,Kon Tum,VN601,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:60107,60107,1603:45:16:704:0,1603:45:16:704:1:601,1603:45:16:704:2:60107,Dak To,Huyện Đắk Tô,VN60107,,,,,,Kon Tum,Kon Tum,VN601,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:60108,60108,1603:45:16:704:0,1603:45:16:704:1:601,1603:45:16:704:2:60108,Kon Ray,Huyện Kon Rẫy,VN60108,,,,,,Kon Tum,Kon Tum,VN601,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:60109,60109,1603:45:16:704:0,1603:45:16:704:1:601,1603:45:16:704:2:60109,Kon Plong,Huyện Kon Plông,VN60109,,,,,,Kon Tum,Kon Tum,VN601,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:60111,60111,1603:45:16:704:0,1603:45:16:704:1:601,1603:45:16:704:2:60111,Dak Ha,Huyện Đắk Hà,VN60111,,,,,,Kon Tum,Kon Tum,VN601,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:60113,60113,1603:45:16:704:0,1603:45:16:704:1:601,1603:45:16:704:2:60113,Sa Thay,Huyện Sa Thầy,VN60113,,,,,,Kon Tum,Kon Tum,VN601,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:60114,60114,1603:45:16:704:0,1603:45:16:704:1:601,1603:45:16:704:2:60114,Tu Mo Rong,Huyện Tu Mơ Rông,VN60114,,,,,,Kon Tum,Kon Tum,VN601,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:60301,60301,1603:45:16:704:0,1603:45:16:704:1:603,1603:45:16:704:2:60301,Pleiku,TP. Pleiku,VN60301,,,,,,Gia Lai,Gia Lai,VN603,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:60303,60303,1603:45:16:704:0,1603:45:16:704:1:603,1603:45:16:704:2:60303,KBang,Huyện KBang,VN60303,,,,,,Gia Lai,Gia Lai,VN603,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:60305,60305,1603:45:16:704:0,1603:45:16:704:1:603,1603:45:16:704:2:60305,Dak Doa,Huyện Đắk Đoa,VN60305,,,,,,Gia Lai,Gia Lai,VN603,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:60306,60306,1603:45:16:704:0,1603:45:16:704:1:603,1603:45:16:704:2:60306,Mang Yang,Huyện Mang Yang,VN60306,,,,,,Gia Lai,Gia Lai,VN603,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:60307,60307,1603:45:16:704:0,1603:45:16:704:1:603,1603:45:16:704:2:60307,Chu Pah,Huyện Chư Păh,VN60307,,,,,,Gia Lai,Gia Lai,VN603,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:60309,60309,1603:45:16:704:0,1603:45:16:704:1:603,1603:45:16:704:2:60309,Ia Grai,Huyện Ia Grai,VN60309,,,,,,Gia Lai,Gia Lai,VN603,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:60311,60311,1603:45:16:704:0,1603:45:16:704:1:603,1603:45:16:704:2:60311,An Khe,Thị xã An Khê,VN60311,,,,,,Gia Lai,Gia Lai,VN603,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:60312,60312,1603:45:16:704:0,1603:45:16:704:1:603,1603:45:16:704:2:60312,Dak Po,Huyện Đắk Pơ,VN60312,,,,,,Gia Lai,Gia Lai,VN603,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:60313,60313,1603:45:16:704:0,1603:45:16:704:1:603,1603:45:16:704:2:60313,Kong Chro,Huyện Kông Chro,VN60313,,,,,,Gia Lai,Gia Lai,VN603,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:60315,60315,1603:45:16:704:0,1603:45:16:704:1:603,1603:45:16:704:2:60315,Duc Co,Huyện Đức Cơ,VN60315,,,,,,Gia Lai,Gia Lai,VN603,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:60317,60317,1603:45:16:704:0,1603:45:16:704:1:603,1603:45:16:704:2:60317,Chu Prong,Huyện Chư Prông,VN60317,,,,,,Gia Lai,Gia Lai,VN603,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:60319,60319,1603:45:16:704:0,1603:45:16:704:1:603,1603:45:16:704:2:60319,Chu Se,Huyện Chư Sê,VN60319,,,,,,Gia Lai,Gia Lai,VN603,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:60321,60321,1603:45:16:704:0,1603:45:16:704:1:603,1603:45:16:704:2:60321,Ayun Pa,Thị xã Ayun Pa,VN60321,,,,,,Gia Lai,Gia Lai,VN603,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:60322,60322,1603:45:16:704:0,1603:45:16:704:1:603,1603:45:16:704:2:60322,Ia Pa,Huyện Ia Pa,VN60322,,,,,,Gia Lai,Gia Lai,VN603,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:60323,60323,1603:45:16:704:0,1603:45:16:704:1:603,1603:45:16:704:2:60323,Krong Pa,Huyện Krông Pa,VN60323,,,,,,Gia Lai,Gia Lai,VN603,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:60324,60324,1603:45:16:704:0,1603:45:16:704:1:603,1603:45:16:704:2:60324,Phu Thien,Huyện Phú Thiện,VN60324,,,,,,Gia Lai,Gia Lai,VN603,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:60325,60325,1603:45:16:704:0,1603:45:16:704:1:603,1603:45:16:704:2:60325,Chu Puh,Huyện Chư Pưh,VN60325,,,,,,Gia Lai,Gia Lai,VN603,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:60501,60501,1603:45:16:704:0,1603:45:16:704:1:605,1603:45:16:704:2:60501,Buon Ma Thuot,TP. Buôn Ma Thuột,VN60501,,,,,,Dak Lak,Đăk Lắk,VN605,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:60502,60502,1603:45:16:704:0,1603:45:16:704:1:605,1603:45:16:704:2:60502,Buon Ho,Thị xã Buôn Hồ,VN60502,,,,,,Dak Lak,Đăk Lắk,VN605,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:60503,60503,1603:45:16:704:0,1603:45:16:704:1:605,1603:45:16:704:2:60503,EA Hleo,Huyện Ea H'leo,VN60503,,,,,,Dak Lak,Đăk Lắk,VN605,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:60505,60505,1603:45:16:704:0,1603:45:16:704:1:605,1603:45:16:704:2:60505,Ea Sup,Huyện Ea Súp,VN60505,,,,,,Dak Lak,Đăk Lắk,VN605,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:60507,60507,1603:45:16:704:0,1603:45:16:704:1:605,1603:45:16:704:2:60507,Krong Nang,Huyện Krông Năng,VN60507,,,,,,Dak Lak,Đăk Lắk,VN605,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:60509,60509,1603:45:16:704:0,1603:45:16:704:1:605,1603:45:16:704:2:60509,Krong Buk,Huyện Krông Búk,VN60509,,,,,,Dak Lak,Đăk Lắk,VN605,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:60511,60511,1603:45:16:704:0,1603:45:16:704:1:605,1603:45:16:704:2:60511,Buon Don,Huyện Buôn Đôn,VN60511,,,,,,Dak Lak,Đăk Lắk,VN605,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:60513,60513,1603:45:16:704:0,1603:45:16:704:1:605,1603:45:16:704:2:60513,Cu Mgar,Huyện Cư M'gar,VN60513,,,,,,Dak Lak,Đăk Lắk,VN605,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:60515,60515,1603:45:16:704:0,1603:45:16:704:1:605,1603:45:16:704:2:60515,Ea Kar,Huyện Ea Kar,VN60515,,,,,,Dak Lak,Đăk Lắk,VN605,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:60517,60517,1603:45:16:704:0,1603:45:16:704:1:605,1603:45:16:704:2:60517,Mdrak District,Huyện M'Đrắk,VN60517,,,,,,Dak Lak,Đăk Lắk,VN605,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:60519,60519,1603:45:16:704:0,1603:45:16:704:1:605,1603:45:16:704:2:60519,Krong Pac,Huyện Krông Pắc,VN60519,,,,,,Dak Lak,Đăk Lắk,VN605,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:60523,60523,1603:45:16:704:0,1603:45:16:704:1:605,1603:45:16:704:2:60523,Krong A Na,Huyện Krông A Na,VN60523,,,,,,Dak Lak,Đăk Lắk,VN605,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:60524,60524,1603:45:16:704:0,1603:45:16:704:1:605,1603:45:16:704:2:60524,Cu Kuin,Huyện Cư Kuin,VN60524,,,,,,Dak Lak,Đăk Lắk,VN605,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:60525,60525,1603:45:16:704:0,1603:45:16:704:1:605,1603:45:16:704:2:60525,Krong Bong,Huyện Krông Bông,VN60525,,,,,,Dak Lak,Đăk Lắk,VN605,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:60531,60531,1603:45:16:704:0,1603:45:16:704:1:605,1603:45:16:704:2:60531,Lak,Huyện Lắk,VN60531,,,,,,Dak Lak,Đăk Lắk,VN605,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:60611,60611,1603:45:16:704:0,1603:45:16:704:1:606,1603:45:16:704:2:60611,Gia Nghia,Thị xã Gia Nghĩa,VN60611,,,,,,Dak Nong,Đăk Nông,VN606,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:60621,60621,1603:45:16:704:0,1603:45:16:704:1:606,1603:45:16:704:2:60621,Cu Jut,Huyện Cư Jút,VN60621,,,,,,Dak Nong,Đăk Nông,VN606,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:60627,60627,1603:45:16:704:0,1603:45:16:704:1:606,1603:45:16:704:2:60627,Dak Mil,Huyện Đắk Mil,VN60627,,,,,,Dak Nong,Đăk Nông,VN606,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:60629,60629,1603:45:16:704:0,1603:45:16:704:1:606,1603:45:16:704:2:60629,Krong No,Huyện Krông Nô,VN60629,,,,,,Dak Nong,Đăk Nông,VN606,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:60632,60632,1603:45:16:704:0,1603:45:16:704:1:606,1603:45:16:704:2:60632,Dak Song,Huyện Đắk Song,VN60632,,,,,,Dak Nong,Đăk Nông,VN606,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:60633,60633,1603:45:16:704:0,1603:45:16:704:1:606,1603:45:16:704:2:60633,Dak Rlap,Huyện Đắk R'Lấp,VN60633,,,,,,Dak Nong,Đăk Nông,VN606,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
