#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002,#item+rem+i_ara+is_arab+rdf_p_skos_preflabel_s5002,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5002,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm2+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt2,#item+rem+i_ara+is_arab+rdf_p_skos_preflabel_s5002+ix_alt1,#item+rem+i_ara+is_arab+rdf_p_skos_preflabel_s5002+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#item+rem+i_ara+is_arab+rdf_p_skos_preflabel_s5001,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5001,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#item+rem+i_ara+is_arab+rdf_p_skos_preflabel_s5000,#item+rem+i_qcc+is_zxxx+ix_p297+rdf_p_p_p297_s5000,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:12:2:30012,30012,1603:45:16:12:0,1603:45:16:12:1:30,1603:45:16:12:2:30012,Bousaada,,DZ030012,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:30013,30013,1603:45:16:12:0,1603:45:16:12:1:30,1603:45:16:12:2:30013,Bouti Sayeh,,DZ030013,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:30014,30014,1603:45:16:12:0,1603:45:16:12:1:30,1603:45:16:12:2:30014,Chellal,,DZ030014,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:30015,30015,1603:45:16:12:0,1603:45:16:12:1:30,1603:45:16:12:2:30015,Dehahna,,DZ030015,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:30016,30016,1603:45:16:12:0,1603:45:16:12:1:30,1603:45:16:12:2:30016,Djebel Messaad,,DZ030016,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:30017,30017,1603:45:16:12:0,1603:45:16:12:1:30,1603:45:16:12:2:30017,El Hamel,,DZ030017,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:30018,30018,1603:45:16:12:0,1603:45:16:12:1:30,1603:45:16:12:2:30018,El Houamed,,DZ030018,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:30019,30019,1603:45:16:12:0,1603:45:16:12:1:30,1603:45:16:12:2:30019,Hammam Dhalaa,,DZ030019,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:30020,30020,1603:45:16:12:0,1603:45:16:12:1:30,1603:45:16:12:2:30020,Khettouti Sed El Djir,,DZ030020,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:30021,30021,1603:45:16:12:0,1603:45:16:12:1:30,1603:45:16:12:2:30021,Khoubana,,DZ030021,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:30022,30022,1603:45:16:12:0,1603:45:16:12:1:30,1603:45:16:12:2:30022,Maadid,,DZ030022,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:30023,30023,1603:45:16:12:0,1603:45:16:12:1:30,1603:45:16:12:2:30023,Maarif,,DZ030023,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:30024,30024,1603:45:16:12:0,1603:45:16:12:1:30,1603:45:16:12:2:30024,Magra,,DZ030024,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:30025,30025,1603:45:16:12:0,1603:45:16:12:1:30,1603:45:16:12:2:30025,M'Cif,,DZ030025,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:30026,30026,1603:45:16:12:0,1603:45:16:12:1:30,1603:45:16:12:2:30026,Medjedel,,DZ030026,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:30027,30027,1603:45:16:12:0,1603:45:16:12:1:30,1603:45:16:12:2:30027,Menaa,,DZ030027,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:30028,30028,1603:45:16:12:0,1603:45:16:12:1:30,1603:45:16:12:2:30028,Mohamed Boudiaf,,DZ030028,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:30029,30029,1603:45:16:12:0,1603:45:16:12:1:30,1603:45:16:12:2:30029,M'Sila,,DZ030029,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:30030,30030,1603:45:16:12:0,1603:45:16:12:1:30,1603:45:16:12:2:30030,M'Tarfa,,DZ030030,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:30031,30031,1603:45:16:12:0,1603:45:16:12:1:30,1603:45:16:12:2:30031,Ouenougha,,DZ030031,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:30032,30032,1603:45:16:12:0,1603:45:16:12:1:30,1603:45:16:12:2:30032,Ouled Addi Guebala,,DZ030032,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:30033,30033,1603:45:16:12:0,1603:45:16:12:1:30,1603:45:16:12:2:30033,Ouled Derradj,,DZ030033,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:30034,30034,1603:45:16:12:0,1603:45:16:12:1:30,1603:45:16:12:2:30034,Ouled Madhi,,DZ030034,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:30035,30035,1603:45:16:12:0,1603:45:16:12:1:30,1603:45:16:12:2:30035,Ouled Mansour,,DZ030035,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:30036,30036,1603:45:16:12:0,1603:45:16:12:1:30,1603:45:16:12:2:30036,Ouled Sidi Brahim,,DZ030036,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:30037,30037,1603:45:16:12:0,1603:45:16:12:1:30,1603:45:16:12:2:30037,Ouled Slimane,,DZ030037,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:30038,30038,1603:45:16:12:0,1603:45:16:12:1:30,1603:45:16:12:2:30038,Oultene,,DZ030038,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:30039,30039,1603:45:16:12:0,1603:45:16:12:1:30,1603:45:16:12:2:30039,Sidi Aissa,,DZ030039,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:30040,30040,1603:45:16:12:0,1603:45:16:12:1:30,1603:45:16:12:2:30040,Sidi Ameur,,DZ030040,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:30041,30041,1603:45:16:12:0,1603:45:16:12:1:30,1603:45:16:12:2:30041,Sidi Hadjeres,,DZ030041,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:30042,30042,1603:45:16:12:0,1603:45:16:12:1:30,1603:45:16:12:2:30042,Sidi M'Hamed,,DZ030042,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:30043,30043,1603:45:16:12:0,1603:45:16:12:1:30,1603:45:16:12:2:30043,Slim,,DZ030043,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:30044,30044,1603:45:16:12:0,1603:45:16:12:1:30,1603:45:16:12:2:30044,Soumaa,,DZ030044,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:30045,30045,1603:45:16:12:0,1603:45:16:12:1:30,1603:45:16:12:2:30045,Tamsa,,DZ030045,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:30046,30046,1603:45:16:12:0,1603:45:16:12:1:30,1603:45:16:12:2:30046,Tarmount,,DZ030046,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:30047,30047,1603:45:16:12:0,1603:45:16:12:1:30,1603:45:16:12:2:30047,Zerzour,,DZ030047,,,,,,M'Sila,المسيلة,DZ030,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:31001,31001,1603:45:16:12:0,1603:45:16:12:1:31,1603:45:16:12:2:31001,Ain Ben Khelil,,DZ031001,,,,,,Naama,النعامة,DZ031,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:31002,31002,1603:45:16:12:0,1603:45:16:12:1:31,1603:45:16:12:2:31002,Ain Sefra,,DZ031002,,,,,,Naama,النعامة,DZ031,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:31003,31003,1603:45:16:12:0,1603:45:16:12:1:31,1603:45:16:12:2:31003,Asla,,DZ031003,,,,,,Naama,النعامة,DZ031,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:31004,31004,1603:45:16:12:0,1603:45:16:12:1:31,1603:45:16:12:2:31004,Djenien Bourezg,,DZ031004,,,,,,Naama,النعامة,DZ031,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:31005,31005,1603:45:16:12:0,1603:45:16:12:1:31,1603:45:16:12:2:31005,El Biod,,DZ031005,,,,,,Naama,النعامة,DZ031,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:31006,31006,1603:45:16:12:0,1603:45:16:12:1:31,1603:45:16:12:2:31006,Kasdir,,DZ031006,,,,,,Naama,النعامة,DZ031,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:31007,31007,1603:45:16:12:0,1603:45:16:12:1:31,1603:45:16:12:2:31007,Mechria,,DZ031007,,,,,,Naama,النعامة,DZ031,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:31008,31008,1603:45:16:12:0,1603:45:16:12:1:31,1603:45:16:12:2:31008,Mekmen Ben Amar,,DZ031008,,,,,,Naama,النعامة,DZ031,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:31009,31009,1603:45:16:12:0,1603:45:16:12:1:31,1603:45:16:12:2:31009,Moghrar,,DZ031009,,,,,,Naama,النعامة,DZ031,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:31010,31010,1603:45:16:12:0,1603:45:16:12:1:31,1603:45:16:12:2:31010,Naama,,DZ031010,,,,,,Naama,النعامة,DZ031,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:31011,31011,1603:45:16:12:0,1603:45:16:12:1:31,1603:45:16:12:2:31011,Sfissifa,,DZ031011,,,,,,Naama,النعامة,DZ031,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:31012,31012,1603:45:16:12:0,1603:45:16:12:1:31,1603:45:16:12:2:31012,Tiout,,DZ031012,,,,,,Naama,النعامة,DZ031,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:32001,32001,1603:45:16:12:0,1603:45:16:12:1:32,1603:45:16:12:2:32001,Ain  Biya,,DZ032001,,,,,,Oran,وهران,DZ032,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:32002,32002,1603:45:16:12:0,1603:45:16:12:1:32,1603:45:16:12:2:32002,Ain Kerma,,DZ032002,,,,,,Oran,وهران,DZ032,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:32003,32003,1603:45:16:12:0,1603:45:16:12:1:32,1603:45:16:12:2:32003,Ain Turk,,DZ032003,,,,,,Oran,وهران,DZ032,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:32004,32004,1603:45:16:12:0,1603:45:16:12:1:32,1603:45:16:12:2:32004,Arzew,,DZ032004,,,,,,Oran,وهران,DZ032,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:32005,32005,1603:45:16:12:0,1603:45:16:12:1:32,1603:45:16:12:2:32005,Ben Freha,,DZ032005,,,,,,Oran,وهران,DZ032,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:32006,32006,1603:45:16:12:0,1603:45:16:12:1:32,1603:45:16:12:2:32006,Bethioua,,DZ032006,,,,,,Oran,وهران,DZ032,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:32007,32007,1603:45:16:12:0,1603:45:16:12:1:32,1603:45:16:12:2:32007,Bir El Djir,,DZ032007,,,,,,Oran,وهران,DZ032,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:32008,32008,1603:45:16:12:0,1603:45:16:12:1:32,1603:45:16:12:2:32008,Boufatis,,DZ032008,,,,,,Oran,وهران,DZ032,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:32009,32009,1603:45:16:12:0,1603:45:16:12:1:32,1603:45:16:12:2:32009,Bousfer,,DZ032009,,,,,,Oran,وهران,DZ032,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:32010,32010,1603:45:16:12:0,1603:45:16:12:1:32,1603:45:16:12:2:32010,Boutlelis,,DZ032010,,,,,,Oran,وهران,DZ032,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:32011,32011,1603:45:16:12:0,1603:45:16:12:1:32,1603:45:16:12:2:32011,El Ancor,,DZ032011,,,,,,Oran,وهران,DZ032,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:32012,32012,1603:45:16:12:0,1603:45:16:12:1:32,1603:45:16:12:2:32012,El Braya,,DZ032012,,,,,,Oran,وهران,DZ032,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:32013,32013,1603:45:16:12:0,1603:45:16:12:1:32,1603:45:16:12:2:32013,El Karma,,DZ032013,,,,,,Oran,وهران,DZ032,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:32014,32014,1603:45:16:12:0,1603:45:16:12:1:32,1603:45:16:12:2:32014,Es Senia,,DZ032014,,,,,,Oran,وهران,DZ032,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:32015,32015,1603:45:16:12:0,1603:45:16:12:1:32,1603:45:16:12:2:32015,Gdyel,,DZ032015,,,,,,Oran,وهران,DZ032,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:32016,32016,1603:45:16:12:0,1603:45:16:12:1:32,1603:45:16:12:2:32016,Hassi Ben Okba,,DZ032016,,,,,,Oran,وهران,DZ032,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:32017,32017,1603:45:16:12:0,1603:45:16:12:1:32,1603:45:16:12:2:32017,Hassi Bounif,,DZ032017,,,,,,Oran,وهران,DZ032,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:32018,32018,1603:45:16:12:0,1603:45:16:12:1:32,1603:45:16:12:2:32018,Hassi Mefsoukh,,DZ032018,,,,,,Oran,وهران,DZ032,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:32019,32019,1603:45:16:12:0,1603:45:16:12:1:32,1603:45:16:12:2:32019,Marsat El Hadjadj,,DZ032019,,,,,,Oran,وهران,DZ032,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:32020,32020,1603:45:16:12:0,1603:45:16:12:1:32,1603:45:16:12:2:32020,Mers El Kebir,,DZ032020,,,,,,Oran,وهران,DZ032,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:32021,32021,1603:45:16:12:0,1603:45:16:12:1:32,1603:45:16:12:2:32021,Misserghin,,DZ032021,,,,,,Oran,وهران,DZ032,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:32022,32022,1603:45:16:12:0,1603:45:16:12:1:32,1603:45:16:12:2:32022,Oran,,DZ032022,,,,,,Oran,وهران,DZ032,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:32023,32023,1603:45:16:12:0,1603:45:16:12:1:32,1603:45:16:12:2:32023,Oued Tlelat,,DZ032023,,,,,,Oran,وهران,DZ032,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:32024,32024,1603:45:16:12:0,1603:45:16:12:1:32,1603:45:16:12:2:32024,Sidi Ben Yabka,,DZ032024,,,,,,Oran,وهران,DZ032,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:32025,32025,1603:45:16:12:0,1603:45:16:12:1:32,1603:45:16:12:2:32025,Sidi Chami,,DZ032025,,,,,,Oran,وهران,DZ032,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:32026,32026,1603:45:16:12:0,1603:45:16:12:1:32,1603:45:16:12:2:32026,Tafraoui,,DZ032026,,,,,,Oran,وهران,DZ032,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:33001,33001,1603:45:16:12:0,1603:45:16:12:1:33,1603:45:16:12:2:33001,Ain Beida,,DZ033001,,,,,,Ouargla,ورقلة,DZ033,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:33002,33002,1603:45:16:12:0,1603:45:16:12:1:33,1603:45:16:12:2:33002,Balidat Ameur,,DZ033002,,,,,,Ouargla,ورقلة,DZ033,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:33003,33003,1603:45:16:12:0,1603:45:16:12:1:33,1603:45:16:12:2:33003,Benaceur,,DZ033003,,,,,,Ouargla,ورقلة,DZ033,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:33004,33004,1603:45:16:12:0,1603:45:16:12:1:33,1603:45:16:12:2:33004,El Allia,,DZ033004,,,,,,Ouargla,ورقلة,DZ033,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:33005,33005,1603:45:16:12:0,1603:45:16:12:1:33,1603:45:16:12:2:33005,El Borma,,DZ033005,,,,,,Ouargla,ورقلة,DZ033,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:33006,33006,1603:45:16:12:0,1603:45:16:12:1:33,1603:45:16:12:2:33006,El Hadjira,,DZ033006,,,,,,Ouargla,ورقلة,DZ033,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:33007,33007,1603:45:16:12:0,1603:45:16:12:1:33,1603:45:16:12:2:33007,Hassi Ben Abdellah,,DZ033007,,,,,,Ouargla,ورقلة,DZ033,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:33008,33008,1603:45:16:12:0,1603:45:16:12:1:33,1603:45:16:12:2:33008,Hassi Messaoud,,DZ033008,,,,,,Ouargla,ورقلة,DZ033,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:33009,33009,1603:45:16:12:0,1603:45:16:12:1:33,1603:45:16:12:2:33009,Megarine,,DZ033009,,,,,,Ouargla,ورقلة,DZ033,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:33010,33010,1603:45:16:12:0,1603:45:16:12:1:33,1603:45:16:12:2:33010,M'Naguer,,DZ033010,,,,,,Ouargla,ورقلة,DZ033,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:33011,33011,1603:45:16:12:0,1603:45:16:12:1:33,1603:45:16:12:2:33011,Nezla,,DZ033011,,,,,,Ouargla,ورقلة,DZ033,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:33012,33012,1603:45:16:12:0,1603:45:16:12:1:33,1603:45:16:12:2:33012,N'Goussa,,DZ033012,,,,,,Ouargla,ورقلة,DZ033,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:33013,33013,1603:45:16:12:0,1603:45:16:12:1:33,1603:45:16:12:2:33013,Ouargla,,DZ033013,,,,,,Ouargla,ورقلة,DZ033,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:33014,33014,1603:45:16:12:0,1603:45:16:12:1:33,1603:45:16:12:2:33014,Rouissat,,DZ033014,,,,,,Ouargla,ورقلة,DZ033,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:33015,33015,1603:45:16:12:0,1603:45:16:12:1:33,1603:45:16:12:2:33015,Sidi Khouiled,,DZ033015,,,,,,Ouargla,ورقلة,DZ033,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:33016,33016,1603:45:16:12:0,1603:45:16:12:1:33,1603:45:16:12:2:33016,Sidi Slimane,,DZ033016,,,,,,Ouargla,ورقلة,DZ033,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:33017,33017,1603:45:16:12:0,1603:45:16:12:1:33,1603:45:16:12:2:33017,Taibet,,DZ033017,,,,,,Ouargla,ورقلة,DZ033,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:33018,33018,1603:45:16:12:0,1603:45:16:12:1:33,1603:45:16:12:2:33018,Tamacine,,DZ033018,,,,,,Ouargla,ورقلة,DZ033,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:33019,33019,1603:45:16:12:0,1603:45:16:12:1:33,1603:45:16:12:2:33019,Tebesbest,,DZ033019,,,,,,Ouargla,ورقلة,DZ033,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:33020,33020,1603:45:16:12:0,1603:45:16:12:1:33,1603:45:16:12:2:33020,Touggourt,,DZ033020,,,,,,Ouargla,ورقلة,DZ033,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:33021,33021,1603:45:16:12:0,1603:45:16:12:1:33,1603:45:16:12:2:33021,Zaouia El Abidia,,DZ033021,,,,,,Ouargla,ورقلة,DZ033,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:34001,34001,1603:45:16:12:0,1603:45:16:12:1:34,1603:45:16:12:2:34001,Ain Babouche,,DZ034001,,,,,,Oum El Bouaghi,أم البواقي,DZ034,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:34002,34002,1603:45:16:12:0,1603:45:16:12:1:34,1603:45:16:12:2:34002,Ain Beida,,DZ034002,,,,,,Oum El Bouaghi,أم البواقي,DZ034,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:34003,34003,1603:45:16:12:0,1603:45:16:12:1:34,1603:45:16:12:2:34003,Ain Diss,,DZ034003,,,,,,Oum El Bouaghi,أم البواقي,DZ034,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:34004,34004,1603:45:16:12:0,1603:45:16:12:1:34,1603:45:16:12:2:34004,Ain Fakroun,,DZ034004,,,,,,Oum El Bouaghi,أم البواقي,DZ034,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:34005,34005,1603:45:16:12:0,1603:45:16:12:1:34,1603:45:16:12:2:34005,Ain Kercha,,DZ034005,,,,,,Oum El Bouaghi,أم البواقي,DZ034,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:34006,34006,1603:45:16:12:0,1603:45:16:12:1:34,1603:45:16:12:2:34006,Ain M'Lila,,DZ034006,,,,,,Oum El Bouaghi,أم البواقي,DZ034,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:34007,34007,1603:45:16:12:0,1603:45:16:12:1:34,1603:45:16:12:2:34007,Ain Zitoun,,DZ034007,,,,,,Oum El Bouaghi,أم البواقي,DZ034,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:34008,34008,1603:45:16:12:0,1603:45:16:12:1:34,1603:45:16:12:2:34008,Behir Chergui,,DZ034008,,,,,,Oum El Bouaghi,أم البواقي,DZ034,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:34009,34009,1603:45:16:12:0,1603:45:16:12:1:34,1603:45:16:12:2:34009,Berriche,,DZ034009,,,,,,Oum El Bouaghi,أم البواقي,DZ034,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:34010,34010,1603:45:16:12:0,1603:45:16:12:1:34,1603:45:16:12:2:34010,Bir Chouhada,,DZ034010,,,,,,Oum El Bouaghi,أم البواقي,DZ034,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:34011,34011,1603:45:16:12:0,1603:45:16:12:1:34,1603:45:16:12:2:34011,Dhalaa,,DZ034011,,,,,,Oum El Bouaghi,أم البواقي,DZ034,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:34012,34012,1603:45:16:12:0,1603:45:16:12:1:34,1603:45:16:12:2:34012,El Amiria,,DZ034012,,,,,,Oum El Bouaghi,أم البواقي,DZ034,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:34013,34013,1603:45:16:12:0,1603:45:16:12:1:34,1603:45:16:12:2:34013,El Belala,,DZ034013,,,,,,Oum El Bouaghi,أم البواقي,DZ034,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
